metric_family,threshold,condition,stratum,n,n_tasks,acquisition_rate,mean_acquired_at,time_spearman_frequency,time_sign_ok_frequency,final_spearman_frequency,time_spearman_reference_learnability,time_sign_ok_reference_learnability,final_spearman_reference_learnability,time_spearman_formal_utility,time_sign_ok_formal_utility,final_spearman_formal_utility
exact_match,0.2,base,all,125,25,0.328,19543.414634146342,0.16126753593028986,False,0.2926693351990679,0.05152429188987127,True,-0.17625021483155887,0.07832572215217355,False,0.058426809598460146
exact_match,0.2,base,true_tasks_atomic_composite,80,16,0.325,21179.076923076922,0.24835030925326967,False,0.11966549503921006,0.05613835722137896,True,-0.1744700299696916,0.10860901604998978,False,-0.05038847421639472
exact_match,0.2,base,kind=atomic,40,8,0.375,16708.266666666666,0.32732683535398854,False,0.1209927185826344,,,-0.5671357862939894,0.32732683535398854,False,-0.06573620143465965
exact_match,0.2,base,kind=composite,40,8,0.275,27275.636363636364,0.0,False,0.08460392816594618,,,,,,
exact_match,0.2,base,kind=shortcut,15,3,1.0,16708.266666666666,-0.32732683535398854,True,-0.20788046015507494,,,,,,
exact_match,0.2,base,kind=surface_control,15,3,0.0,,,,0.7276068751089988,,,,,,
exact_match,0.2,base,kind=unrelated,15,3,0.0,,,,,,,,,,
exact_match,0.2,batch_large,all,125,25,0.32,25344.0,0.049487165930539354,False,0.3097794266349932,0.13093073414159542,True,-0.17479939745214734,-0.21597969886241558,True,0.057967627474868944
exact_match,0.2,batch_large,true_tasks_atomic_composite,80,16,0.3125,25333.76,0.0,False,0.12072344145900661,0.2010075630518424,True,-0.175988260832372,-0.2919371040605711,True,-0.038471405764188255
exact_match,0.2,batch_large,kind=atomic,40,8,0.375,25224.533333333333,0.0,False,0.08764826857954619,,,-0.5671357862939894,-0.32732683535398854,True,-0.07002334500648529
exact_match,0.2,batch_large,kind=composite,40,8,0.25,25497.6,0.0,False,0.09123383626790613,,,,,,
exact_match,0.2,batch_large,kind=shortcut,15,3,1.0,25361.066666666666,0.24019223070763068,False,0.4358281083591403,,,,,,
exact_match,0.2,batch_large,kind=surface_control,15,3,0.0,,,,0.8448860794862492,,,,,,
exact_match,0.2,batch_large,kind=unrelated,15,3,0.0,,,,,,,,,,
exact_match,0.2,batch_small,all,125,25,0.328,16237.268292682927,0.037472536892170775,False,0.31598036601812796,0.0903365674913043,True,-0.17100070383823793,-0.03955789714697303,True,0.03736916967741404
exact_match,0.2,batch_small,true_tasks_atomic_composite,80,16,0.325,18781.53846153846,0.017958073190922273,False,0.12595883707883593,0.09165547723939921,True,-0.15148049597249805,-0.08344602779339995,True,-0.0851064115851711
exact_match,0.2,batch_small,kind=atomic,40,8,0.375,12910.933333333332,0.0,False,0.12195704041273493,,,-0.5671898429863196,-0.0405998971470575,True,-0.05430899455879603
exact_match,0.2,batch_small,kind=composite,40,8,0.275,26786.909090909092,0.0,False,0.11915193283615483,,,,,,
exact_match,0.2,batch_small,kind=shortcut,15,3,1.0,11827.2,0.0,False,0.23643899620547945,,,,,,
exact_match,0.2,batch_small,kind=surface_control,15,3,0.0,,,,0.8448860794862492,,,,,,
exact_match,0.2,batch_small,kind=unrelated,15,3,0.0,,,,,,,,,,
exact_match,0.2,lr_high,all,125,25,0.376,36308.425531914894,0.11397676749139679,False,0.30444894917491805,0.4175912536225528,True,-0.1836995511097683,0.10587024955145997,False,0.060833420682657104
exact_match,0.2,lr_high,true_tasks_atomic_composite,80,16,0.4,47784.0,0.061974344488666906,False,0.12806878740889596,0.34045327482409776,True,-0.17737788912593272,0.023120228558461162,False,-0.04287503618350699
exact_match,0.2,lr_high,kind=atomic,40,8,0.45,39210.666666666664,0.22249707974499242,False,0.13719513191401145,1.0,True,-0.5671628127080863,0.22249707974499242,False,-0.021436739361564292
exact_match,0.2,lr_high,kind=composite,40,8,0.35,58806.857142857145,-0.4107002541942003,True,0.08177955271682777,,,,,,
exact_match,0.2,lr_high,kind=shortcut,15,3,1.0,11827.2,0.0,False,-0.44490343682686745,,,,,,
exact_match,0.2,lr_high,kind=surface_control,15,3,0.0,,,,0.8448860794862492,,,,,,
exact_match,0.2,lr_high,kind=unrelated,15,3,0.0,,,,,,,,,,
exact_match,0.2,lr_low,all,125,25,0.32,24089.6,-0.06862635163075163,True,0.2796225901997022,-0.18156825980064073,False,-0.19978909241827386,0.05990199066982389,False,0.059392385201166714
exact_match,0.2,lr_low,true_tasks_atomic_composite,80,16,0.3125,24043.52,-0.06063390625908324,True,0.09597731591116576,-0.21004201260420147,False,-0.18620758836212364,0.1355815361366601,False,-0.04811483351819245
exact_match,0.2,lr_low,kind=atomic,40,8,0.375,24166.4,0.0,False,0.11241307499197885,,,-0.5671087637431084,0.0,False,-0.06859102880866505
exact_match,0.2,lr_low,kind=composite,40,8,0.25,23859.2,0.0,False,0.05770092196761455,,,,,,
exact_match,0.2,lr_low,kind=shortcut,15,3,1.0,24166.4,0.0,False,-0.10412633627862854,,,,,,
exact_match,0.2,lr_low,kind=surface_control,15,3,0.0,,,,0.8481211369348136,,,,,,
exact_match,0.2,lr_low,kind=unrelated,15,3,0.0,,,,,,,,,,
exact_match,0.2,wd_zero,all,125,25,0.32,16691.2,0.10012523486435176,False,0.3016017640195048,-0.13245323570650439,False,-0.16956575661570303,0.16386838133611556,False,0.0511285307930406
exact_match,0.2,wd_zero,true_tasks_atomic_composite,80,16,0.3125,16680.96,0.28867513459481287,False,0.13200975376322271,-0.16666666666666666,False,-0.15897329043414946,0.3227486121839514,False,-0.0637311580897925
exact_match,0.2,wd_zero,kind=atomic,40,8,0.375,16708.266666666666,0.32732683535398854,False,0.12432716358294324,,,-0.5671357862939894,0.32732683535398854,False,-0.0585909621482836
exact_match,0.2,wd_zero,kind=composite,40,8,0.25,16640.0,,,0.11202800314106061,,,,,,
exact_match,0.2,wd_zero,kind=shortcut,15,3,1.0,16708.266666666666,-0.32732683535398854,True,-0.1325244279909818,,,,,,
exact_match,0.2,wd_zero,kind=surface_control,15,3,0.0,,,,0.7276068751089988,,,,,,
exact_match,0.2,wd_zero,kind=unrelated,15,3,0.0,,,,,,,,,,
