metric_family,threshold,condition,stratum,n,n_tasks,acquisition_rate,mean_acquired_at,time_spearman_frequency,time_sign_ok_frequency,final_spearman_frequency,time_spearman_reference_learnability,time_sign_ok_reference_learnability,final_spearman_reference_learnability,time_spearman_formal_utility,time_sign_ok_formal_utility,final_spearman_formal_utility
token_accuracy,0.7,base,all,125,25,0.696,64612.0459770115,0.27172606464288107,False,0.3168540255685815,0.596591219111705,True,-0.16202867442161528,-0.0309263710620323,True,0.09210895115645103
token_accuracy,0.7,base,true_tasks_atomic_composite,80,16,0.875,71760.45714285714,0.1303179702992992,False,0.12071911551440952,0.459677417931399,True,-0.1571995974606179,-0.17227977909674685,True,-0.08223542246873189
token_accuracy,0.7,batch_large,all,125,25,0.64,76934.4,0.2289670506317102,False,0.32673808250361663,0.562286511528668,True,-0.14506995038138837,0.07547471649601087,False,0.06068727544471525
token_accuracy,0.7,batch_large,true_tasks_atomic_composite,80,16,0.8,87072.0,0.10269275630167225,False,0.12201657804723065,0.40755376096148077,True,-0.1551846074650224,-0.06144658020305955,True,-0.0737630034825059
token_accuracy,0.7,batch_small,all,125,25,0.728,50485.45054945055,0.25237469523924816,False,0.3223298038536489,0.5119696875756566,True,-0.1736003409143066,0.023294724015045704,False,0.08327828415260695
token_accuracy,0.7,batch_small,true_tasks_atomic_composite,80,16,0.9,52864.0,0.06957829030707495,False,0.12342075292042749,0.35771035299608545,True,-0.14513004678490168,-0.07943750064631716,True,-0.0970526016160388
token_accuracy,0.7,lr_high,all,125,25,0.72,46034.48888888889,0.3186246343295575,False,0.309189520924003,0.5566717679650293,True,-0.18684388059097196,-0.0753816738962207,True,0.10921128639786656
token_accuracy,0.7,lr_high,true_tasks_atomic_composite,80,16,0.875,46405.485714285714,0.11913252279643657,False,0.12048778423056976,0.47767537686139766,True,-0.175278737848386,-0.1831927166153661,True,-0.05137438152437168
token_accuracy,0.7,lr_low,all,125,25,0.616,88486.23376623377,0.17597029593730812,False,0.31802530892929054,0.5586068603764003,True,-0.16196650802025106,0.1354419289066245,False,0.05141689190543196
token_accuracy,0.7,lr_low,true_tasks_atomic_composite,80,16,0.775,104456.25806451614,0.07556320825761863,False,0.11937005769234424,0.37756184730188197,True,-0.1633947028811953,-0.016924527471823898,True,-0.07130172920984938
token_accuracy,0.7,wd_zero,all,125,25,0.696,64862.16091954023,0.27220776303792255,False,0.32807736328147186,0.5954049358472041,True,-0.1587188817008855,-0.029673169195501475,True,0.08195790563135096
token_accuracy,0.7,wd_zero,true_tasks_atomic_composite,80,16,0.875,71903.08571428571,0.13067896190677647,False,0.13492827210705888,0.45745455757432885,True,-0.14143224085100012,-0.17080730235233021,True,-0.10093411412369925
