condition,model,permutation_index,true_cv_rmse_log_time,permuted_cv_rmse_log_time,true_beats_permutation
base,learnability_only,0,1.0507941412114181,1.1487328873152143,True
base,learnability_only,1,1.0507941412114181,1.4051649908898574,True
base,learnability_only,2,1.0507941412114181,1.4386371055980802,True
base,learnability_only,3,1.0507941412114181,1.5020009411381805,True
base,learnability_only,4,1.0507941412114181,1.3932255790736232,True
base,learnability_only,5,1.0507941412114181,1.396225580767464,True
base,learnability_only,6,1.0507941412114181,1.393225579073623,True
base,learnability_only,7,1.0507941412114181,1.4357030664187136,True
base,learnability_only,8,1.0507941412114181,1.5285791684392498,True
base,learnability_only,9,1.0507941412114181,1.3932255790736232,True
base,learnability_only,10,1.0507941412114181,1.4357030664187136,True
base,learnability_only,11,1.0507941412114181,1.4421413440504791,True
base,learnability_only,12,1.0507941412114181,1.3932255790736232,True
base,learnability_only,13,1.0507941412114181,0.8693836188770939,False
base,learnability_only,14,1.0507941412114181,1.368403691495466,True
base,learnability_only,15,1.0507941412114181,1.393225579073623,True
base,learnability_only,16,1.0507941412114181,1.368403691495466,True
base,learnability_only,17,1.0507941412114181,1.393225579073623,True
base,learnability_only,18,1.0507941412114181,1.4386371055980807,True
base,learnability_only,19,1.0507941412114181,1.4386371055980802,True
base,learnability_only,20,1.0507941412114181,1.519107904366094,True
base,learnability_only,21,1.0507941412114181,0.5417830210476446,False
base,learnability_only,22,1.0507941412114181,1.4386371055980804,True
base,learnability_only,23,1.0507941412114181,1.3684036914954656,True
base,learnability_only,24,1.0507941412114181,1.435703066418714,True
base,learnability_only,25,1.0507941412114181,1.5191079043660938,True
base,learnability_only,26,1.0507941412114181,1.393225579073623,True
base,learnability_only,27,1.0507941412114181,1.3932255790736232,True
base,learnability_only,28,1.0507941412114181,1.4051649908898576,True
base,learnability_only,29,1.0507941412114181,1.5285791684392498,True
base,learnability_only,30,1.0507941412114181,1.393225579073623,True
base,learnability_only,31,1.0507941412114181,1.3932255790736237,True
base,learnability_only,32,1.0507941412114181,1.1487328873152145,True
base,learnability_only,33,1.0507941412114181,1.3684036914954656,True
base,learnability_only,34,1.0507941412114181,1.3932255790736234,True
base,learnability_only,35,1.0507941412114181,1.3392937662453526,True
base,learnability_only,36,1.0507941412114181,1.1487328873152143,True
base,learnability_only,37,1.0507941412114181,1.4386371055980798,True
base,learnability_only,38,1.0507941412114181,1.393225579073623,True
base,learnability_only,39,1.0507941412114181,1.435703066418714,True
base,learnability_only,40,1.0507941412114181,1.368403691495466,True
base,learnability_only,41,1.0507941412114181,1.4386371055980802,True
base,learnability_only,42,1.0507941412114181,1.3392937662453526,True
base,learnability_only,43,1.0507941412114181,1.5020009411381807,True
base,learnability_only,44,1.0507941412114181,1.1487328873152143,True
base,learnability_only,45,1.0507941412114181,1.368403691495466,True
base,learnability_only,46,1.0507941412114181,1.5191079043660942,True
base,learnability_only,47,1.0507941412114181,1.5020009411381805,True
base,learnability_only,48,1.0507941412114181,1.519107904366094,True
base,learnability_only,49,1.0507941412114181,1.4421413440504787,True
base,learnability_only,50,1.0507941412114181,1.393225579073623,True
base,learnability_only,51,1.0507941412114181,1.3932255790736232,True
base,learnability_only,52,1.0507941412114181,1.368403691495466,True
base,learnability_only,53,1.0507941412114181,1.4386371055980807,True
base,learnability_only,54,1.0507941412114181,1.3392937662453521,True
base,learnability_only,55,1.0507941412114181,1.3932255790736228,True
base,learnability_only,56,1.0507941412114181,1.3392937662453526,True
base,learnability_only,57,1.0507941412114181,1.3932255790736232,True
base,learnability_only,58,1.0507941412114181,1.4357030664187136,True
base,learnability_only,59,1.0507941412114181,1.4386371055980804,True
base,learnability_only,60,1.0507941412114181,1.5191079043660938,True
base,learnability_only,61,1.0507941412114181,1.50200094113818,True
base,learnability_only,62,1.0507941412114181,1.4386371055980802,True
base,learnability_only,63,1.0507941412114181,1.5191079043660938,True
base,learnability_only,64,1.0507941412114181,1.4386371055980802,True
base,learnability_only,65,1.0507941412114181,1.5191079043660938,True
base,learnability_only,66,1.0507941412114181,1.4421413440504791,True
base,learnability_only,67,1.0507941412114181,1.4421413440504793,True
base,learnability_only,68,1.0507941412114181,1.3932255790736232,True
base,learnability_only,69,1.0507941412114181,1.519107904366094,True
base,learnability_only,70,1.0507941412114181,1.2322324508960667,True
base,learnability_only,71,1.0507941412114181,1.4386371055980807,True
base,learnability_only,72,1.0507941412114181,1.0073494269719434,False
base,learnability_only,73,1.0507941412114181,1.4051649908898578,True
base,learnability_only,74,1.0507941412114181,1.5285791684392505,True
base,learnability_only,75,1.0507941412114181,1.393225579073623,True
base,learnability_only,76,1.0507941412114181,1.5020009411381805,True
base,learnability_only,77,1.0507941412114181,1.5020009411381807,True
base,learnability_only,78,1.0507941412114181,1.4386371055980804,True
base,learnability_only,79,1.0507941412114181,1.5285791684392507,True
base,learnability_only,80,1.0507941412114181,1.0073494269719432,False
base,learnability_only,81,1.0507941412114181,1.4386371055980804,True
base,learnability_only,82,1.0507941412114181,1.3392937662453526,True
base,learnability_only,83,1.0507941412114181,1.5285791684392498,True
base,learnability_only,84,1.0507941412114181,1.5191079043660938,True
base,learnability_only,85,1.0507941412114181,1.5285791684392505,True
base,learnability_only,86,1.0507941412114181,1.4386371055980807,True
base,learnability_only,87,1.0507941412114181,1.1487328873152143,True
base,learnability_only,88,1.0507941412114181,1.4357030664187138,True
base,learnability_only,89,1.0507941412114181,1.4357030664187136,True
base,learnability_only,90,1.0507941412114181,1.4051649908898578,True
base,learnability_only,91,1.0507941412114181,1.3684036914954656,True
base,learnability_only,92,1.0507941412114181,1.3684036914954656,True
base,learnability_only,93,1.0507941412114181,1.4386371055980807,True
base,learnability_only,94,1.0507941412114181,1.5285791684392505,True
base,learnability_only,95,1.0507941412114181,1.3932255790736232,True
base,learnability_only,96,1.0507941412114181,1.435703066418714,True
base,learnability_only,97,1.0507941412114181,1.3962255807674642,True
base,learnability_only,98,1.0507941412114181,1.4386371055980807,True
base,learnability_only,99,1.0507941412114181,1.405164990889858,True
batch_large,learnability_only,0,0.8386856824792511,1.114509409494757,True
batch_large,learnability_only,1,0.8386856824792511,0.9018245687214959,True
batch_large,learnability_only,2,0.8386856824792511,1.1572144526114136,True
batch_large,learnability_only,3,0.8386856824792511,1.1572144526114136,True
batch_large,learnability_only,4,0.8386856824792511,1.3173443271640017,True
batch_large,learnability_only,5,0.8386856824792511,1.3276316945152942,True
batch_large,learnability_only,6,0.8386856824792511,1.3278479722426593,True
batch_large,learnability_only,7,0.8386856824792511,1.327847972242659,True
batch_large,learnability_only,8,0.8386856824792511,0.6888623363645068,False
batch_large,learnability_only,9,0.8386856824792511,0.9053445969790481,True
batch_large,learnability_only,10,0.8386856824792511,1.243297313732027,True
batch_large,learnability_only,11,0.8386856824792511,1.2384488138191505,True
batch_large,learnability_only,12,0.8386856824792511,1.2768952226715176,True
