condition,seed,data_seen,task_name,kind,loss,token_accuracy,exact_match,balanced_accuracy,accuracy,checkpoint_fraction
lr_low,4,250112,A04_reverse,atomic,0.6587497591972351,0.767578125,0.078125,0.078125,0.078125,1.000448
base,1,250112,U01_unrelated_substitute,unrelated,3.5567047595977783,0.0699869841337204,0.0,0.0,0.0,1.000448
base,1,250112,U02_unrelated_substitute,unrelated,4.423938274383545,0.0406901054084301,0.0,0.0,0.0,1.000448
base,1,250112,C05_copy_then_substitute_06_07,composite,0.4787870645523071,0.8079427480697632,0.109375,0.109375,0.109375,1.000448
base,1,250112,C06_reverse_then_substitute_05_07,composite,0.6105891466140747,0.7877604365348816,0.052734375,0.052734375,0.052734375,1.000448
base,1,250112,C07_substitute_then_reverse_01_04,composite,0.1989749521017074,0.9485677480697632,0.701171875,0.701171875,0.701171875,1.000448
lr_low,3,250112,C07_substitute_then_reverse_01_04,composite,0.2264650464057922,0.9430338740348816,0.671875,0.671875,0.671875,1.000448
base,3,250112,A01_reverse,atomic,0.4686310589313507,0.8349609375,0.185546875,0.185546875,0.185546875,1.000448
base,3,250112,C00_reverse_then_substitute_04_03,composite,0.464651495218277,0.830078125,0.16015625,0.16015625,0.16015625,1.000448
lr_low,4,250112,A02_substitute,atomic,3.524226427078247,0.044921875,0.0,0.0,0.0,1.000448
lr_low,4,250112,A03_copy,atomic,0.2690732777118683,0.9482421875,0.72265625,0.72265625,0.72265625,1.000448
base,1,250112,U00_unrelated_substitute,unrelated,3.612507104873657,0.0631510466337204,0.0,0.0,0.0,1.000448
base,3,250112,K01_shortcut_for_A05_substitute,shortcut,0.2009776979684829,0.9453125,0.689453125,0.689453125,0.689453125,1.000448
base,3,250112,A02_substitute,atomic,1.6145963668823242,0.5166015625,0.0,0.0,0.0,1.000448
base,3,250112,C04_substitute_then_reverse_03_06,composite,0.2094115763902664,0.9401041865348816,0.650390625,0.650390625,0.650390625,1.000448
base,3,250112,A03_copy,atomic,0.1985271573066711,0.94921875,0.70703125,0.70703125,0.70703125,1.000448
base,3,250112,S01_surface_rotate,surface_control,2.466428518295288,0.5084635615348816,0.0,0.0,0.0,1.000448
base,3,250112,A05_substitute,atomic,1.6269556283950806,0.5166015625,0.0,0.0,0.0,1.000448
base,3,250112,A06_copy,atomic,0.2156522721052169,0.935546875,0.623046875,0.623046875,0.623046875,1.000448
base,3,250112,A07_reverse,atomic,0.4990520477294922,0.8225911855697632,0.173828125,0.173828125,0.173828125,1.000448
base,3,250112,C01_substitute_then_reverse_04_06,composite,0.4752731025218963,0.830078125,0.162109375,0.162109375,0.162109375,1.000448
base,3,250112,C02_copy_then_substitute_06_04,composite,0.4718807637691498,0.8264974355697632,0.154296875,0.154296875,0.154296875,1.000448
wd_zero,3,250112,A02_substitute,atomic,1.6959924697875977,0.478515625,0.0,0.0,0.0,1.000448
lr_low,3,250112,C03_reverse_then_substitute_07_02,composite,1.0401376485824585,0.6194661855697632,0.015625,0.015625,0.015625,1.000448
lr_low,3,250112,K00_shortcut_for_A02_substitute,shortcut,0.2307814508676529,0.9427083730697632,0.662109375,0.662109375,0.662109375,1.000448
lr_low,3,250112,K01_shortcut_for_A05_substitute,shortcut,0.2280348092317581,0.94140625,0.67578125,0.67578125,0.67578125,1.000448
lr_low,3,250112,A02_substitute,atomic,2.9929444789886475,0.1097005233168602,0.0,0.0,0.0,1.000448
wd_zero,3,250112,S02_surface_rotate,surface_control,2.069432497024536,0.5530599355697632,0.0,0.0,0.0,1.000448
wd_zero,3,250112,U02_unrelated_substitute,unrelated,4.752783298492432,0.0345052108168602,0.0,0.0,0.0,1.000448
wd_zero,3,250112,C06_reverse_then_substitute_05_07,composite,0.5367732048034668,0.8014323115348816,0.044921875,0.044921875,0.044921875,1.000448
wd_zero,3,250112,C07_substitute_then_reverse_01_04,composite,0.1981976479291916,0.9436849355697632,0.671875,0.671875,0.671875,1.000448
wd_zero,3,250112,A00_copy,atomic,0.1975275129079818,0.9485677480697632,0.708984375,0.708984375,0.708984375,1.000448
wd_zero,3,250112,A01_reverse,atomic,0.4616937637329101,0.8277994990348816,0.15234375,0.15234375,0.15234375,1.000448
base,3,250112,C03_reverse_then_substitute_07_02,composite,0.5831260085105896,0.7955729365348816,0.048828125,0.048828125,0.048828125,1.000448
base,1,250112,A07_reverse,atomic,0.4927081167697906,0.8001302480697632,0.10546875,0.10546875,0.10546875,1.000448
base,1,250112,A00_copy,atomic,0.2024206966161728,0.9479166865348816,0.693359375,0.693359375,0.693359375,1.000448
base,1,250112,K01_shortcut_for_A05_substitute,shortcut,0.201160117983818,0.9495443105697632,0.708984375,0.708984375,0.708984375,1.000448
base,1,250112,K02_shortcut_for_A03_copy,shortcut,0.1918530464172363,0.9534505605697632,0.72265625,0.72265625,0.72265625,1.000448
base,1,250112,S00_surface_rotate,surface_control,0.860736072063446,0.6806640625,0.0,0.0,0.0,1.000448
base,1,250112,S01_surface_rotate,surface_control,3.732825517654419,0.2132161557674408,0.0,0.0,0.0,1.000448
base,1,250112,A05_substitute,atomic,1.9329310655593872,0.4807942807674408,0.0,0.0,0.0,1.000448
base,1,250112,A06_copy,atomic,0.2004761844873428,0.951171875,0.7109375,0.7109375,0.7109375,1.000448
base,0,250112,C05_copy_then_substitute_06_07,composite,0.2587220966815948,0.8860677480697632,0.36328125,0.36328125,0.36328125,1.000448
base,1,250112,S02_surface_rotate,surface_control,2.70234489440918,0.2916666865348816,0.0,0.0,0.0,1.000448
lr_low,2,250112,C05_copy_then_substitute_06_07,composite,0.7343928813934326,0.7574869990348816,0.078125,0.078125,0.078125,1.000448
base,1,250112,A01_reverse,atomic,0.4571654796600342,0.8115234375,0.11328125,0.11328125,0.11328125,1.000448
base,1,250112,A02_substitute,atomic,1.902607560157776,0.4973958432674408,0.0,0.0,0.0,1.000448
base,1,250112,A03_copy,atomic,0.1924157589673996,0.9527994990348816,0.71875,0.71875,0.71875,1.000448
base,1,250112,A04_reverse,atomic,0.4902278482913971,0.8014323115348816,0.09765625,0.09765625,0.09765625,1.000448
batch_small,2,250112,S01_surface_rotate,surface_control,2.997283697128296,0.3590494990348816,0.0,0.0,0.0,1.000448
batch_small,2,250112,S02_surface_rotate,surface_control,2.8462531566619877,0.3909505307674408,0.0,0.0,0.0,1.000448
batch_small,2,250112,A00_copy,atomic,0.1930428743362426,0.951171875,0.71484375,0.71484375,0.71484375,1.000448
batch_small,2,250112,A01_reverse,atomic,0.3255377113819122,0.8466796875,0.115234375,0.115234375,0.115234375,1.000448
lr_low,2,250112,A02_substitute,atomic,3.5080044269561768,0.0322265625,0.0,0.0,0.0,1.000448
lr_low,2,250112,C02_copy_then_substitute_06_04,composite,0.7605078220367432,0.7522786855697632,0.068359375,0.068359375,0.068359375,1.000448
lr_low,2,250112,C01_substitute_then_reverse_04_06,composite,0.7684561610221863,0.744140625,0.076171875,0.076171875,0.076171875,1.000448
lr_low,4,250112,K00_shortcut_for_A02_substitute,shortcut,0.2611275613307953,0.9488932490348816,0.712890625,0.712890625,0.712890625,1.000448
lr_low,4,250112,U01_unrelated_substitute,unrelated,4.575937747955322,0.0390625,0.0,0.0,0.0,1.000448
lr_low,4,250112,U02_unrelated_substitute,unrelated,5.205057621002197,0.0325520858168602,0.0,0.0,0.0,1.000448
lr_low,4,250112,C05_copy_then_substitute_06_07,composite,0.6809602379798889,0.76953125,0.072265625,0.072265625,0.072265625,1.000448
lr_low,4,250112,C06_reverse_then_substitute_05_07,composite,1.257446527481079,0.4514974057674408,0.0,0.0,0.0,1.000448
lr_low,4,250112,C07_substitute_then_reverse_01_04,composite,0.2646152377128601,0.9427083730697632,0.685546875,0.685546875,0.685546875,1.000448
lr_low,4,250112,K01_shortcut_for_A05_substitute,shortcut,0.2746298611164093,0.9498698115348816,0.72265625,0.72265625,0.72265625,1.000448
lr_low,4,250112,A06_copy,atomic,0.2636463940143585,0.9501953125,0.716796875,0.716796875,0.716796875,1.000448
lr_low,4,250112,S02_surface_rotate,surface_control,3.4984891414642334,0.2190755307674408,0.0,0.0,0.0,1.000448
lr_low,4,250112,U00_unrelated_substitute,unrelated,4.574244499206543,0.0455729179084301,0.0,0.0,0.0,1.000448
lr_low,2,250112,A07_reverse,atomic,0.7514140009880066,0.7526041865348816,0.083984375,0.083984375,0.083984375,1.000448
base,3,250112,C05_copy_then_substitute_06_07,composite,0.4486355483531952,0.8391927480697632,0.19140625,0.19140625,0.19140625,1.000448
base,3,250112,C06_reverse_then_substitute_05_07,composite,0.5421006083488464,0.8033854365348816,0.0625,0.0625,0.0625,1.000448
base,3,250112,C07_substitute_then_reverse_01_04,composite,0.2011720538139343,0.9427083730697632,0.669921875,0.669921875,0.669921875,1.000448
base,3,250112,K00_shortcut_for_A02_substitute,shortcut,0.2076357156038284,0.9388021230697632,0.65234375,0.65234375,0.65234375,1.000448
base,3,250112,K02_shortcut_for_A03_copy,shortcut,0.2108020931482315,0.94140625,0.658203125,0.658203125,0.658203125,1.000448
base,3,250112,S00_surface_rotate,surface_control,0.9471833109855652,0.6842448115348816,0.001953125,0.001953125,0.001953125,1.000448
base,3,250112,S02_surface_rotate,surface_control,2.109895944595337,0.5436198115348816,0.0,0.0,0.0,1.000448
base,3,250112,U00_unrelated_substitute,unrelated,3.8915863037109375,0.046875,0.0,0.0,0.0,1.000448
base,3,250112,U01_unrelated_substitute,unrelated,3.882206916809082,0.0563151054084301,0.0,0.0,0.0,1.000448
base,3,250112,U02_unrelated_substitute,unrelated,4.831741809844971,0.0325520858168602,0.0,0.0,0.0,1.000448
wd_zero,1,250112,C00_reverse_then_substitute_04_03,composite,0.5162712931632996,0.7880859375,0.09765625,0.09765625,0.09765625,1.000448
base,1,250112,C00_reverse_then_substitute_04_03,composite,0.4697200059890747,0.8069661855697632,0.119140625,0.119140625,0.119140625,1.000448
base,0,250112,C03_reverse_then_substitute_07_02,composite,0.4852167665958404,0.7978515625,0.0234375,0.0234375,0.0234375,1.000448
