condition,seed,task_name,acquired_at,threshold,patience,metric,final_metric,final_accuracy,final_balanced_accuracy,metric_family,analysis_threshold,copy_fraction,structure_id,kind,op,operation_type,components,frequency,reference_learnability,formal_utility,composition_depth,control_type,output_entropy,random_baseline_token_accuracy,target_length,max_data_seen,censored_acquired_at,is_censored,log_acquired_at,log_frequency
base,1,K02_shortcut_for_A03_copy,15360.0,0.7,2,token_accuracy,0.9534505605697632,0.72265625,0.72265625,token_accuracy,0.7,1.0,K02_shortcut_for_A03_copy,shortcut,shortcut_identity,shortcut_identity,A03_copy,0.0278779716606898,1.0,0.0,2,shortcut_no_reuse,4.990049996770939,0.0382486979166666,6,250112,15360.0,False,9.639587108749145,-3.579918448222423
base,1,S00_surface_rotate,,0.7,2,token_accuracy,0.6806640625,0.0,0.0,token_accuracy,0.7,0.03369140625,S00_surface_rotate,surface_control,surface_rotate,surface_rotate,,0.088356497064568,2.0,0.0,1,surface_overlap_no_dependency,4.99004999677094,0.0382486979166666,6,250112,250112.0,True,12.429668094723155,-2.426375545120905
base,1,S01_surface_rotate,,0.7,2,token_accuracy,0.2132161557674408,0.0,0.0,token_accuracy,0.7,0.0302734375,S01_surface_rotate,surface_control,surface_rotate,surface_rotate,,0.0134641728018988,2.0,0.0,1,surface_overlap_no_dependency,4.990049996770939,0.0382486979166666,6,250112,250112.0,True,12.429668094723155,-4.307722987810365
base,1,S02_surface_rotate,,0.7,2,token_accuracy,0.2916666865348816,0.0,0.0,token_accuracy,0.7,0.0302734375,S02_surface_rotate,surface_control,surface_rotate,surface_rotate,,0.0142969842826973,2.0,0.0,1,surface_overlap_no_dependency,4.99004999677094,0.0382486979166666,6,250112,250112.0,True,12.429668094723155,-4.2477066532784225
base,1,U00_unrelated_substitute,,0.7,2,token_accuracy,0.0631510466337204,0.0,0.0,token_accuracy,0.7,0.0,U00_unrelated_substitute,unrelated,substitute,substitute,,0.0099539167317642,1.5,0.0,1,unrelated_matched,4.990049996770939,0.0382486979166666,6,250112,250112.0,True,12.429668094723155,-4.609789163884742
base,1,U01_unrelated_substitute,,0.7,2,token_accuracy,0.0699869841337204,0.0,0.0,token_accuracy,0.7,0.0,U01_unrelated_substitute,unrelated,substitute,substitute,,0.0120540867248666,1.5,0.0,1,unrelated_matched,4.990049996770939,0.0382486979166666,6,250112,250112.0,True,12.429668094723155,-4.418351529251082
base,1,U02_unrelated_substitute,,0.7,2,token_accuracy,0.0406901054084301,0.0,0.0,token_accuracy,0.7,0.0,U02_unrelated_substitute,unrelated,substitute,substitute,,0.0109061632033235,1.5,0.0,1,unrelated_matched,4.990049996770939,0.0382486979166666,6,250112,250112.0,True,12.429668094723155,-4.518427218045626
base,2,A00_copy,15360.0,0.7,2,token_accuracy,0.9440104365348816,0.6796875,0.6796875,token_accuracy,0.7,1.0,A00_copy,atomic,copy,copy,,0.0114521109717608,1.0,0.0,1,,4.990049996770939,0.0382486979166666,6,250112,15360.0,False,9.639587108749145,-4.469581201628984
base,2,A01_reverse,81920.0,0.7,2,token_accuracy,0.8248698115348816,0.19140625,0.19140625,token_accuracy,0.7,0.0283203125,A01_reverse,atomic,reverse,reverse,,0.0315479628573997,2.0,0.0249583463503928,1,,4.990049996770939,0.0382486979166666,6,250112,81920.0,False,11.313510647230078,-3.456246260783218
base,2,A02_substitute,,0.7,2,token_accuracy,0.421875,0.0,0.0,token_accuracy,0.7,0.0,A02_substitute,atomic,substitute,substitute,,0.0095362756947815,1.5,0.0206098816944667,1,,4.990049996770939,0.0382486979166666,6,250112,250112.0,True,12.429668094723155,-4.65265225813101
base,2,A03_copy,15360.0,0.7,2,token_accuracy,0.9401041865348816,0.65234375,0.65234375,token_accuracy,0.7,1.0,A03_copy,atomic,copy,copy,,0.0104088219420859,1.0,0.0679819703578995,1,,4.990049996770939,0.0382486979166666,6,250112,15360.0,False,9.639587108749145,-4.565101568744997
base,2,A04_reverse,81920.0,0.7,2,token_accuracy,0.8209635615348816,0.169921875,0.169921875,token_accuracy,0.7,0.0283203125,A04_reverse,atomic,reverse,reverse,,0.0127210958869839,2.0,0.1001411946438212,1,,4.990049996770939,0.0382486979166666,6,250112,81920.0,False,11.313510647230078,-4.36449357014416
base,2,A05_substitute,,0.7,2,token_accuracy,0.4150390625,0.0,0.0,token_accuracy,0.7,0.0,A05_substitute,atomic,substitute,substitute,,0.018948519685711,1.5,0.1352490775505666,1,,4.990049996770939,0.0382486979166666,6,250112,250112.0,True,12.429668094723155,-3.9660294673540055
base,2,A06_copy,15360.0,0.7,2,token_accuracy,0.94140625,0.671875,0.671875,token_accuracy,0.7,1.0,A06_copy,atomic,copy,copy,,0.2800372519400079,1.0,0.1532282552757172,1,,4.990049996770939,0.0382486979166666,6,250112,15360.0,False,9.639587108749145,-1.2728326420193896
base,2,A07_reverse,81920.0,0.7,2,token_accuracy,0.822265625,0.171875,0.171875,token_accuracy,0.7,0.0283203125,A07_reverse,atomic,reverse,reverse,,0.065320998729833,2.0,0.1985323344506372,1,,4.990049996770939,0.0382486979166666,6,250112,81920.0,False,11.313510647230078,-2.728441721195275
base,2,C00_reverse_then_substitute_04_03,81920.0,0.7,2,token_accuracy,0.8307291865348816,0.19140625,0.19140625,token_accuracy,0.7,0.0283203125,C00_reverse_then_substitute_04_03,composite,reverse_then_substitute,reverse_then_substitute,"A04_reverse,A03_copy",0.0163049692906072,3.0,0.0,2,,4.990049996770939,0.0382486979166666,6,250112,81920.0,False,11.313510647230078,-4.116285353176716
base,2,C01_substitute_then_reverse_04_06,81920.0,0.7,2,token_accuracy,0.8271484375,0.171875,0.171875,token_accuracy,0.7,0.0283203125,C01_substitute_then_reverse_04_06,composite,substitute_then_reverse,substitute_then_reverse,"A04_reverse,A06_copy",0.0362963425666403,3.0,0.0,2,,4.990049996770939,0.0382486979166666,6,250112,81920.0,False,11.313510647230078,-3.3160382985274692
base,2,C02_copy_then_substitute_06_04,81920.0,0.7,2,token_accuracy,0.8225911855697632,0.150390625,0.150390625,token_accuracy,0.7,0.0283203125,C02_copy_then_substitute_06_04,composite,copy_then_substitute,copy_then_substitute,"A06_copy,A04_reverse",0.0225815364361807,3.0,0.0,2,,4.990049996770939,0.0382486979166666,6,250112,81920.0,False,11.313510647230078,-3.790622678457683
base,2,C03_reverse_then_substitute_07_02,189184.0,0.7,2,token_accuracy,0.7731119990348816,0.017578125,0.017578125,token_accuracy,0.7,0.0309244791666666,C03_reverse_then_substitute_07_02,composite,reverse_then_substitute,reverse_then_substitute,"A07_reverse,A02_substitute",0.0206098816944667,3.0,0.0,2,,4.99004999677094,0.0382486979166666,6,250112,189184.0,False,12.150480651273064,-3.8819846242967926
base,2,C04_substitute_then_reverse_03_06,15360.0,0.7,2,token_accuracy,0.9436849355697632,0.6875,0.6875,token_accuracy,0.7,1.0,C04_substitute_then_reverse_03_06,composite,substitute_then_reverse,substitute_then_reverse,"A03_copy,A06_copy",0.0516770010672922,3.0,0.0,2,,4.990049996770939,0.0382486979166666,6,250112,15360.0,False,9.639587108749145,-2.962742450075196
base,2,C05_copy_then_substitute_06_07,81920.0,0.7,2,token_accuracy,0.8349609375,0.177734375,0.177734375,token_accuracy,0.7,0.0283203125,C05_copy_then_substitute_06_07,composite,copy_then_substitute,copy_then_substitute,"A06_copy,A07_reverse",0.0426733752056038,3.0,0.0,2,,4.990049996770939,0.0382486979166666,6,250112,81920.0,False,11.313510647230078,-3.1541800847088486
base,2,C06_reverse_then_substitute_05_07,189184.0,0.7,2,token_accuracy,0.7633463740348816,0.009765625,0.009765625,token_accuracy,0.7,0.0309244791666666,C06_reverse_then_substitute_05_07,composite,reverse_then_substitute,reverse_then_substitute,"A05_substitute,A07_reverse",0.1352490775505666,3.0,0.0,2,,4.99004999677094,0.0382486979166666,6,250112,189184.0,False,12.150480651273064,-2.0006371816073325
base,2,C07_substitute_then_reverse_01_04,15360.0,0.7,2,token_accuracy,0.9466146230697632,0.697265625,0.697265625,token_accuracy,0.7,1.0,C07_substitute_then_reverse_01_04,composite,substitute_then_reverse,substitute_then_reverse,"A01_reverse,A04_reverse",0.0249583463503928,3.0,0.0,2,,4.990049996770939,0.0382486979166666,6,250112,15360.0,False,9.639587108749145,-3.690546989663138
base,2,K00_shortcut_for_A02_substitute,15360.0,0.7,2,token_accuracy,0.9417318105697632,0.662109375,0.662109375,token_accuracy,0.7,1.0,K00_shortcut_for_A02_substitute,shortcut,shortcut_identity,shortcut_identity,A02_substitute,0.0175299779461095,1.0,0.0,2,shortcut_no_reuse,4.990049996770939,0.0382486979166666,6,250112,15360.0,False,9.639587108749145,-4.043842838115416
base,2,K01_shortcut_for_A05_substitute,15360.0,0.7,2,token_accuracy,0.9401041865348816,0.66015625,0.66015625,token_accuracy,0.7,1.0,K01_shortcut_for_A05_substitute,shortcut,shortcut_identity,shortcut_identity,A05_substitute,0.015236661713767,1.0,0.0,2,shortcut_no_reuse,4.990049996770939,0.0382486979166666,6,250112,15360.0,False,9.639587108749145,-4.184050800371161
base,2,K02_shortcut_for_A03_copy,15360.0,0.7,2,token_accuracy,0.9342448115348816,0.623046875,0.623046875,token_accuracy,0.7,1.0,K02_shortcut_for_A03_copy,shortcut,shortcut_identity,shortcut_identity,A03_copy,0.0278779716606898,1.0,0.0,2,shortcut_no_reuse,4.990049996770939,0.0382486979166666,6,250112,15360.0,False,9.639587108749145,-3.579918448222423
base,2,S00_surface_rotate,,0.7,2,token_accuracy,0.66796875,0.009765625,0.009765625,token_accuracy,0.7,0.03369140625,S00_surface_rotate,surface_control,surface_rotate,surface_rotate,,0.088356497064568,2.0,0.0,1,surface_overlap_no_dependency,4.99004999677094,0.0382486979166666,6,250112,250112.0,True,12.429668094723155,-2.426375545120905
base,2,S01_surface_rotate,,0.7,2,token_accuracy,0.2887369990348816,0.0,0.0,token_accuracy,0.7,0.0302734375,S01_surface_rotate,surface_control,surface_rotate,surface_rotate,,0.0134641728018988,2.0,0.0,1,surface_overlap_no_dependency,4.990049996770939,0.0382486979166666,6,250112,250112.0,True,12.429668094723155,-4.307722987810365
base,2,S02_surface_rotate,,0.7,2,token_accuracy,0.2734375,0.0,0.0,token_accuracy,0.7,0.0302734375,S02_surface_rotate,surface_control,surface_rotate,surface_rotate,,0.0142969842826973,2.0,0.0,1,surface_overlap_no_dependency,4.99004999677094,0.0382486979166666,6,250112,250112.0,True,12.429668094723155,-4.2477066532784225
base,2,U00_unrelated_substitute,,0.7,2,token_accuracy,0.0602213554084301,0.0,0.0,token_accuracy,0.7,0.0,U00_unrelated_substitute,unrelated,substitute,substitute,,0.0099539167317642,1.5,0.0,1,unrelated_matched,4.990049996770939,0.0382486979166666,6,250112,250112.0,True,12.429668094723155,-4.609789163884742
base,2,U01_unrelated_substitute,,0.7,2,token_accuracy,0.0559895858168602,0.0,0.0,token_accuracy,0.7,0.0,U01_unrelated_substitute,unrelated,substitute,substitute,,0.0120540867248666,1.5,0.0,1,unrelated_matched,4.990049996770939,0.0382486979166666,6,250112,250112.0,True,12.429668094723155,-4.418351529251082
base,2,U02_unrelated_substitute,,0.7,2,token_accuracy,0.0279947929084301,0.0,0.0,token_accuracy,0.7,0.0,U02_unrelated_substitute,unrelated,substitute,substitute,,0.0109061632033235,1.5,0.0,1,unrelated_matched,4.990049996770939,0.0382486979166666,6,250112,250112.0,True,12.429668094723155,-4.518427218045626
base,3,A00_copy,15360.0,0.7,2,token_accuracy,0.9462890625,0.693359375,0.693359375,token_accuracy,0.7,1.0,A00_copy,atomic,copy,copy,,0.0114521109717608,1.0,0.0,1,,4.990049996770939,0.0382486979166666,6,250112,15360.0,False,9.639587108749145,-4.469581201628984
base,3,A01_reverse,66560.0,0.7,2,token_accuracy,0.8349609375,0.185546875,0.185546875,token_accuracy,0.7,0.0283203125,A01_reverse,atomic,reverse,reverse,,0.0315479628573997,2.0,0.0249583463503928,1,,4.990049996770939,0.0382486979166666,6,250112,66560.0,False,11.105874099420692,-3.456246260783218
base,3,A02_substitute,,0.7,2,token_accuracy,0.5166015625,0.0,0.0,token_accuracy,0.7,0.0,A02_substitute,atomic,substitute,substitute,,0.0095362756947815,1.5,0.0206098816944667,1,,4.990049996770939,0.0382486979166666,6,250112,250112.0,True,12.429668094723155,-4.65265225813101
