condition,seed,task_name,acquired_at,threshold,patience,metric,final_metric,final_accuracy,final_balanced_accuracy,metric_family,analysis_threshold,copy_fraction,structure_id,kind,op,operation_type,components,frequency,reference_learnability,formal_utility,composition_depth,control_type,output_entropy,random_baseline_token_accuracy,target_length,max_data_seen,censored_acquired_at,is_censored,log_acquired_at,log_frequency,selected_model,parallel_pred_log_time,parallel_pred_time,parallel_residual_log_time,parallel_residual_time
base,0,C00_reverse_then_substitute_04_03,57856.0,0.7,2,token_accuracy,0.880859375,0.33203125,0.33203125,token_accuracy,0.7,0.0283203125,C00_reverse_then_substitute_04_03,composite,reverse_then_substitute,reverse_then_substitute,"A04_reverse,A03_copy",0.0163049692906072,3.0,0.0,2,,4.990049996770939,0.0382486979166666,6,250112,57856.0,False,10.965729727894512,-4.116285353176716,learnability_only,13.372075518797551,641826.9260569753,-2.406345790903039,-583970.9260569753
base,0,C01_substitute_then_reverse_04_06,57856.0,0.7,2,token_accuracy,0.8779296875,0.341796875,0.341796875,token_accuracy,0.7,0.0283203125,C01_substitute_then_reverse_04_06,composite,substitute_then_reverse,substitute_then_reverse,"A04_reverse,A06_copy",0.0362963425666403,3.0,0.0,2,,4.990049996770939,0.0382486979166666,6,250112,57856.0,False,10.965729727894512,-3.3160382985274692,learnability_only,13.372075518797551,641826.9260569753,-2.406345790903039,-583970.9260569753
base,0,C02_copy_then_substitute_06_04,57856.0,0.7,2,token_accuracy,0.8837890625,0.34765625,0.34765625,token_accuracy,0.7,0.0283203125,C02_copy_then_substitute_06_04,composite,copy_then_substitute,copy_then_substitute,"A06_copy,A04_reverse",0.0225815364361807,3.0,0.0,2,,4.990049996770939,0.0382486979166666,6,250112,57856.0,False,10.965729727894512,-3.790622678457683,learnability_only,13.372075518797551,641826.9260569753,-2.406345790903039,-583970.9260569753
base,0,C03_reverse_then_substitute_07_02,133632.0,0.7,2,token_accuracy,0.7978515625,0.0234375,0.0234375,token_accuracy,0.7,0.0309244791666666,C03_reverse_then_substitute_07_02,composite,reverse_then_substitute,reverse_then_substitute,"A07_reverse,A02_substitute",0.0206098816944667,3.0,0.0,2,,4.99004999677094,0.0382486979166666,6,250112,133632.0,False,11.802852515571749,-3.8819846242967926,learnability_only,13.372075518797551,641826.9260569753,-1.5692230032258028,-508194.92605697527
base,0,C04_substitute_then_reverse_03_06,15360.0,0.7,2,token_accuracy,0.9244791865348816,0.5546875,0.5546875,token_accuracy,0.7,1.0,C04_substitute_then_reverse_03_06,composite,substitute_then_reverse,substitute_then_reverse,"A03_copy,A06_copy",0.0516770010672922,3.0,0.0,2,,4.990049996770939,0.0382486979166666,6,250112,15360.0,False,9.639587108749145,-2.962742450075196,learnability_only,13.372075518797551,641826.9260569753,-3.732488410048406,-626466.9260569753
base,0,C05_copy_then_substitute_06_07,57856.0,0.7,2,token_accuracy,0.8860677480697632,0.36328125,0.36328125,token_accuracy,0.7,0.0283203125,C05_copy_then_substitute_06_07,composite,copy_then_substitute,copy_then_substitute,"A06_copy,A07_reverse",0.0426733752056038,3.0,0.0,2,,4.990049996770939,0.0382486979166666,6,250112,57856.0,False,10.965729727894512,-3.1541800847088486,learnability_only,13.372075518797551,641826.9260569753,-2.406345790903039,-583970.9260569753
base,0,C06_reverse_then_substitute_05_07,133632.0,0.7,2,token_accuracy,0.8011068105697632,0.03125,0.03125,token_accuracy,0.7,0.0309244791666666,C06_reverse_then_substitute_05_07,composite,reverse_then_substitute,reverse_then_substitute,"A05_substitute,A07_reverse",0.1352490775505666,3.0,0.0,2,,4.99004999677094,0.0382486979166666,6,250112,133632.0,False,11.802852515571749,-2.0006371816073325,learnability_only,13.372075518797551,641826.9260569753,-1.5692230032258028,-508194.92605697527
base,0,C07_substitute_then_reverse_01_04,15360.0,0.7,2,token_accuracy,0.9261068105697632,0.560546875,0.560546875,token_accuracy,0.7,1.0,C07_substitute_then_reverse_01_04,composite,substitute_then_reverse,substitute_then_reverse,"A01_reverse,A04_reverse",0.0249583463503928,3.0,0.0,2,,4.990049996770939,0.0382486979166666,6,250112,15360.0,False,9.639587108749145,-3.690546989663138,learnability_only,13.372075518797551,641826.9260569753,-3.732488410048406,-626466.9260569753
base,1,C00_reverse_then_substitute_04_03,108288.0,0.7,2,token_accuracy,0.8069661855697632,0.119140625,0.119140625,token_accuracy,0.7,0.0283203125,C00_reverse_then_substitute_04_03,composite,reverse_then_substitute,reverse_then_substitute,"A04_reverse,A03_copy",0.0163049692906072,3.0,0.0,2,,4.990049996770939,0.0382486979166666,6,250112,108288.0,False,11.592558858116771,-4.116285353176716,learnability_only,13.372075518797551,641826.9260569753,-1.7795166606807804,-533538.9260569753
base,1,C01_substitute_then_reverse_04_06,108288.0,0.7,2,token_accuracy,0.8076171875,0.115234375,0.115234375,token_accuracy,0.7,0.0283203125,C01_substitute_then_reverse_04_06,composite,substitute_then_reverse,substitute_then_reverse,"A04_reverse,A06_copy",0.0362963425666403,3.0,0.0,2,,4.990049996770939,0.0382486979166666,6,250112,108288.0,False,11.592558858116771,-3.3160382985274692,learnability_only,13.372075518797551,641826.9260569753,-1.7795166606807804,-533538.9260569753
