condition,seed,task_name,kind,acquired_at,threshold,patience,metric,final_metric,final_accuracy,final_balanced_accuracy
baseline,0,P00_parity_d3_1_15_16,atomic,,0.9,2,balanced_accuracy,0.49399128556251526,0.4951171875,0.49399128556251526
baseline,0,P01_parity_d3_0_21_26,atomic,,0.9,2,balanced_accuracy,0.84453946352005,0.84619140625,0.84453946352005
baseline,0,P02_parity_d5_14_17_22_28_39,atomic,,0.9,2,balanced_accuracy,0.496371328830719,0.5009765625,0.496371328830719
baseline,0,P03_parity_d3_25_33_36,atomic,,0.9,2,balanced_accuracy,0.4969586730003357,0.49658203125,0.4969586730003357
baseline,0,P04_parity_d5_5_14_22_28_32,atomic,,0.9,2,balanced_accuracy,0.48609113693237305,0.4892578125,0.48609113693237305
baseline,0,P05_parity_d3_16_18_28,atomic,,0.9,2,balanced_accuracy,0.5000839680433273,0.49853515625,0.5000839680433273
baseline,0,P06_parity_d3_14_20_35,atomic,,0.9,2,balanced_accuracy,0.5082257986068726,0.50927734375,0.5082257986068726
baseline,0,P07_parity_d3_9_12_28,atomic,,0.9,2,balanced_accuracy,0.5163233578205109,0.5205078125,0.5163233578205109
baseline,0,P08_parity_d5_12_14_28_35_38,atomic,,0.9,2,balanced_accuracy,0.4952387809753418,0.4951171875,0.4952387809753418
baseline,0,P09_parity_d5_1_3_14_16_32,atomic,,0.9,2,balanced_accuracy,0.5011208653450012,0.50048828125,0.5011208653450012
baseline,0,P10_parity_d3_2_3_33,atomic,,0.9,2,balanced_accuracy,0.50341796875,0.50341796875,0.50341796875
baseline,0,P11_parity_d3_5_21_34,atomic,,0.9,2,balanced_accuracy,0.4935015141963959,0.49267578125,0.4935015141963959
baseline,0,P12_parity_d3_9_27_30,atomic,,0.9,2,balanced_accuracy,0.5220073312520981,0.5224609375,0.5220073312520981
baseline,0,P13_parity_d3_15_21_39,atomic,,0.9,2,balanced_accuracy,0.48961731791496277,0.48974609375,0.48961731791496277
