condition,seed,data_seen,task_name,kind,grad_mean_norm,grad_noise_rms,grad_snr,within_task_grad_alignment,checkpoint_fraction
baseline,1,40448,P03_parity_d3_25_33_36,atomic,0.017590224742889404,0.08620153367519379,0.20405930141527495,-0.08785472724233541,0.40448
baseline,1,40448,P04_parity_d5_5_14_22_28_32,atomic,0.02564369887113571,0.06467004865407944,0.396531306291534,-0.210974026343298,0.40448
baseline,1,40448,P05_parity_d3_16_18_28,atomic,0.03574182465672493,0.04176662489771843,0.855750847558229,0.06568630181836511,0.40448
baseline,1,40448,P06_parity_d3_14_20_35,atomic,0.010847708210349083,0.05349074676632881,0.20279597623742035,-0.2360837186161305,0.40448
baseline,1,40448,P07_parity_d3_9_12_28,atomic,0.011693265289068222,0.03309337794780731,0.35334154486002384,-0.1960674724265846,0.40448
baseline,1,40448,P08_parity_d5_12_14_28_35_38,atomic,0.023772286251187325,0.04660869762301445,0.5100397020949798,-0.00033158569313964287,0.40448
baseline,1,40448,P09_parity_d5_1_3_14_16_32,atomic,0.011303005740046501,0.04202096909284592,0.26898488977737206,-0.23329151319119087,0.40448
baseline,1,40448,P10_parity_d3_2_3_33,atomic,0.06642407178878784,0.030573906376957893,2.172573925217353,0.8694268158268804,0.40448
baseline,1,40448,P11_parity_d3_5_21_34,atomic,0.013499091379344463,0.05582517012953758,0.24181012521375492,-0.10991832485905902,0.40448
baseline,1,40448,P12_parity_d3_9_27_30,atomic,0.009618059732019901,0.05581243336200714,0.17232826365880718,-0.2773214372311028,0.40448
baseline,1,40448,P13_parity_d3_15_21_39,atomic,0.013432374224066734,0.06186359003186226,0.21712891568257497,-0.2966853463421125,0.40448
baseline,1,40448,P14_parity_d3_3_23_24,atomic,0.03512146323919296,0.03711775317788124,0.9462173820148118,0.06022513140336694,0.40448
baseline,1,40448,P15_parity_d5_7_24_30_32_33,atomic,0.012238280847668648,0.05504973232746124,0.22231317628662361,-0.10429220519848147,0.40448
baseline,1,40448,P16_parity_d5_3_18_23_29_37,atomic,0.039882462471723557,0.05152787268161774,0.7739978461244994,0.04502619980443864,0.40448
baseline,1,40448,P17_parity_d5_1_7_16_18_37,atomic,0.011803355999290943,0.03868351876735687,0.30512622365021486,-0.2459013013169291,0.40448
baseline,1,40448,P18_parity_d5_0_17_30_32_34,atomic,0.010068181902170181,0.04578709974884987,0.21989123480578596,-0.2643804724691731,0.40448
baseline,1,40448,P19_parity_d5_2_8_11_16_29,atomic,0.037412531673908234,0.03870806470513344,0.966530668943004,0.1287651700961557,0.40448
baseline,1,40448,P20_parity_d3_4_7_35,atomic,0.014174612239003181,0.055899426341056824,0.2535734830670111,-0.07789666541033065,0.40448
baseline,1,40448,P21_parity_d5_25_34_36_37_39,atomic,0.048141345381736755,0.06554330885410309,0.7344967201482466,0.021481568593760176,0.40448
baseline,1,40448,P22_parity_d5_5_14_30_35_36,atomic,0.040064845234155655,0.02324771322309971,1.7233886553892317,0.7355624992634833,0.40448
baseline,1,40448,P23_parity_d5_8_13_18_30_39,atomic,0.01985185779631138,0.04915584623813629,0.40385547834401786,-0.22482630265453227,0.40448
baseline,1,60416,P00_parity_d3_1_15_16,atomic,0.03994474187493324,0.033806707710027695,1.1815626122594403,0.5154891652094404,0.60416
baseline,1,60416,P01_parity_d3_0_21_26,atomic,0.01844131387770176,0.03877684101462364,0.47557545675965557,-0.006803913355152495,0.60416
baseline,1,60416,P02_parity_d5_14_17_22_28_39,atomic,0.027502570301294327,0.038206543773412704,0.7198392627106215,-0.029343937605524995,0.60416
baseline,1,60416,P03_parity_d3_25_33_36,atomic,0.019697627052664757,0.06233283877372742,0.3160072193062235,-0.16410668398696976,0.60416
baseline,1,60416,P04_parity_d5_5_14_22_28_32,atomic,0.010097620077431202,0.04886218160390854,0.20665512152279397,-0.2850614821540668,0.60416
baseline,1,60416,P05_parity_d3_16_18_28,atomic,0.010618233121931553,0.046971384435892105,0.22605748689816807,-0.24123030200361895,0.60416
baseline,1,60416,P06_parity_d3_14_20_35,atomic,0.024488981813192368,0.024824896827340126,0.9864686239193439,0.30800766998761686,0.60416
baseline,1,60416,P07_parity_d3_9_12_28,atomic,0.027114856988191605,0.05222431570291519,0.5191998520750142,-0.002204442718740688,0.60416
baseline,1,60416,P08_parity_d5_12_14_28_35_38,atomic,0.03024437464773655,0.03155849874019623,0.9583591062351698,0.19396169952441653,0.60416
baseline,1,60416,P09_parity_d5_1_3_14_16_32,atomic,0.014559756964445114,0.045349281281232834,0.32105816349837957,-0.19696253151018364,0.60416
baseline,1,60416,P10_parity_d3_2_3_33,atomic,0.010207541286945343,0.04658034071326256,0.2191383989559327,-0.09710019113723194,0.60416
baseline,1,60416,P11_parity_d3_5_21_34,atomic,0.01817072182893753,0.037859559059143066,0.4799506988465403,-0.16593266425139705,0.60416
baseline,1,60416,P12_parity_d3_9_27_30,atomic,0.02643749490380287,0.05407898128032684,0.4888682123332006,-0.08721761140073776,0.60416
baseline,1,60416,P13_parity_d3_15_21_39,atomic,0.04102770984172821,0.03341145068407059,1.22795356084496,0.37023144632720967,0.60416
baseline,1,60416,P14_parity_d3_3_23_24,atomic,0.04523088037967682,0.06542576849460602,0.6913312815380153,-0.16320589271493002,0.60416
baseline,1,60416,P15_parity_d5_7_24_30_32_33,atomic,0.0340963639318943,0.03409263864159584,1.0001092696091234,0.37777710736494446,0.60416
baseline,1,60416,P16_parity_d5_3_18_23_29_37,atomic,0.03814433142542839,0.042718321084976196,0.8929267456147901,0.07116223720249487,0.60416
baseline,1,60416,P17_parity_d5_1_7_16_18_37,atomic,0.026239970698952675,0.03491295501589775,0.7515826341898765,0.11197985224024999,0.60416
baseline,1,60416,P18_parity_d5_0_17_30_32_34,atomic,0.041164856404066086,0.02973759174346924,1.3842700094139988,0.6163194833117224,0.60416
baseline,1,60416,P19_parity_d5_2_8_11_16_29,atomic,0.010565314441919327,0.034031450748443604,0.31045736250583045,-0.1248218621912602,0.60416
baseline,1,60416,P20_parity_d3_4_7_35,atomic,0.03053474612534046,0.029333459213376045,1.0409527871290298,0.36290244667109045,0.60416
baseline,1,60416,P21_parity_d5_25_34_36_37_39,atomic,0.010284492745995522,0.029613148421049118,0.34729480970479915,-0.1285727909604435,0.60416
baseline,1,60416,P22_parity_d5_5_14_30_35_36,atomic,0.04168131574988365,0.05262989178299904,0.7919703867328859,0.28774580921825416,0.60416
baseline,1,60416,P23_parity_d5_8_13_18_30_39,atomic,0.05388065055012703,0.02395639568567276,2.2491133998133743,0.8768129385635602,0.60416
baseline,1,80384,P00_parity_d3_1_15_16,atomic,0.012840364128351212,0.030450334772467613,0.42168219902591836,-0.15783642945683066,0.80384
baseline,1,80384,P01_parity_d3_0_21_26,atomic,0.023476775735616684,0.04452265426516533,0.5272995539589312,-0.048569675557384416,0.80384
baseline,1,80384,P02_parity_d5_14_17_22_28_39,atomic,0.021351702511310577,0.03058326616883278,0.6981498441906712,0.05769286222911768,0.80384
baseline,1,80384,P03_parity_d3_25_33_36,atomic,0.04902853071689606,0.03160567954182625,1.5512569710915896,0.7077224931240885,0.80384
baseline,1,80384,P04_parity_d5_5_14_22_28_32,atomic,0.048119980841875076,0.05745423585176468,0.8375358252991116,0.20000835708116016,0.80384
baseline,1,80384,P05_parity_d3_16_18_28,atomic,0.02495950646698475,0.032858964055776596,0.7595950506491175,0.06225051500961768,0.80384
baseline,1,80384,P06_parity_d3_14_20_35,atomic,0.04307520389556885,0.020339196547865868,2.1178419605749257,0.7712185512774815,0.80384
baseline,1,80384,P07_parity_d3_9_12_28,atomic,0.019274307414889336,0.04123765230178833,0.4673958467220037,-0.06388630807600813,0.80384
baseline,1,80384,P08_parity_d5_12_14_28_35_38,atomic,0.028379201889038086,0.027282187715172768,1.0402099048755908,0.4438628111813238,0.80384
baseline,1,80384,P09_parity_d5_1_3_14_16_32,atomic,0.0219099223613739,0.05269044265151024,0.41582346358083,-0.25005719808379284,0.80384
baseline,1,80384,P10_parity_d3_2_3_33,atomic,0.03193678706884384,0.10807081311941147,0.2955172275169261,-0.31691270925499704,0.80384
baseline,1,80384,P11_parity_d3_5_21_34,atomic,0.025943797081708908,0.05399717018008232,0.4804658650574657,-0.03408609265677251,0.80384
baseline,1,80384,P12_parity_d3_9_27_30,atomic,0.014490756206214428,0.07182245701551437,0.20175801285776843,-0.26639277464879485,0.80384
baseline,1,80384,P13_parity_d3_15_21_39,atomic,0.014436140656471252,0.04791703447699547,0.3012736663221644,-0.17423896618718207,0.80384
baseline,1,80384,P14_parity_d3_3_23_24,atomic,0.025800975039601326,0.027591798454523087,0.9350958068641847,0.19640380410082062,0.80384
baseline,1,80384,P15_parity_d5_7_24_30_32_33,atomic,0.012409000657498837,0.04314026981592178,0.28764309333622673,-0.14955753858016632,0.80384
baseline,1,80384,P16_parity_d5_3_18_23_29_37,atomic,0.022496435791254044,0.06368138641119003,0.35326548397739854,-0.09698465336525346,0.80384
baseline,1,80384,P17_parity_d5_1_7_16_18_37,atomic,0.05355475842952728,0.043153468519449234,1.241030217632429,0.5687525523971587,0.80384
baseline,1,80384,P18_parity_d5_0_17_30_32_34,atomic,0.040811531245708466,0.026489853858947754,1.5406476555695487,0.5898165604088106,0.80384
baseline,1,80384,P19_parity_d5_2_8_11_16_29,atomic,0.015778379514813423,0.03735929727554321,0.4223414428279463,-0.13776625266361342,0.80384
baseline,1,80384,P20_parity_d3_4_7_35,atomic,0.01978459395468235,0.041279539465904236,0.47928330136881975,-0.04084265045141209,0.80384
baseline,1,80384,P21_parity_d5_25_34_36_37_39,atomic,0.013383558951318264,0.060651086270809174,0.22066478564521583,-0.28917089987000033,0.80384
baseline,1,80384,P22_parity_d5_5_14_30_35_36,atomic,0.034551817923784256,0.04706054553389549,0.7341992646082696,-0.029393983591081543,0.80384
baseline,1,80384,P23_parity_d5_8_13_18_30_39,atomic,0.05894741788506508,0.026357125490903854,2.236488872930093,0.8878601725938754,0.80384
baseline,1,100352,P00_parity_d3_1_15_16,atomic,0.03139239177107811,0.024957384914159775,1.2578397888157562,0.38085830300587764,1.00352
baseline,1,100352,P01_parity_d3_0_21_26,atomic,0.013489670120179653,0.03149634972214699,0.42829312725931407,-0.037206358473564016,1.00352
baseline,1,100352,P02_parity_d5_14_17_22_28_39,atomic,0.016755936667323112,0.04581533744931221,0.36572767112094967,-0.13401682664175182,1.00352
baseline,1,100352,P03_parity_d3_25_33_36,atomic,0.013402675278484821,0.03684421256184578,0.36376609367410573,-0.04929741109128355,1.00352
baseline,1,100352,P04_parity_d5_5_14_22_28_32,atomic,0.008907691575586796,0.041613321751356125,0.21405865238533733,-0.2717750881164919,1.00352
baseline,1,100352,P05_parity_d3_16_18_28,atomic,0.07108351588249207,0.03758682683110237,1.8911816153041323,0.8846072930611714,1.00352
baseline,1,100352,P06_parity_d3_14_20_35,atomic,0.01705634407699108,0.06694165617227554,0.2547941752866329,-0.2055692620474058,1.00352
baseline,1,100352,P07_parity_d3_9_12_28,atomic,0.011048178188502789,0.05338059738278389,0.20696992409191425,-0.15617061385016387,1.00352
baseline,1,100352,P08_parity_d5_12_14_28_35_38,atomic,0.025034224614501,0.04494357854127884,0.5570144929814851,-0.013709731399821826,1.00352
baseline,1,100352,P09_parity_d5_1_3_14_16_32,atomic,0.01750759407877922,0.03671716898679733,0.4768230928859939,-0.1659280477321554,1.00352
baseline,1,100352,P10_parity_d3_2_3_33,atomic,0.039269477128982544,0.058866146951913834,0.6670978000376621,0.0026133397063529684,1.00352
baseline,1,100352,P11_parity_d3_5_21_34,atomic,0.03936381638050079,0.04241187125444412,0.9281320350949601,0.06033723828935059,1.00352
baseline,1,100352,P12_parity_d3_9_27_30,atomic,0.01672961562871933,0.03516380116343498,0.4757624339441388,-0.15274341385092582,1.00352
baseline,1,100352,P13_parity_d3_15_21_39,atomic,0.03955819457769394,0.027733569964766502,1.4263650379854957,0.6652014887360326,1.00352
baseline,1,100352,P14_parity_d3_3_23_24,atomic,0.03743958845734596,0.06974448263645172,0.5368107560846895,-0.13743359929622087,1.00352
baseline,1,100352,P15_parity_d5_7_24_30_32_33,atomic,0.014746950939297676,0.02310827560722828,0.6381675201262813,-0.06352373433392845,1.00352
baseline,1,100352,P16_parity_d5_3_18_23_29_37,atomic,0.008636257611215115,0.029599497094750404,0.29177041702019396,-0.20101214323087255,1.00352
baseline,1,100352,P17_parity_d5_1_7_16_18_37,atomic,0.013459613546729088,0.03585301339626312,0.3754109423827829,-0.15867635324102522,1.00352
baseline,1,100352,P18_parity_d5_0_17_30_32_34,atomic,0.030215879902243614,0.03025364875793457,0.998751593336992,0.2341348174369382,1.00352
baseline,1,100352,P19_parity_d5_2_8_11_16_29,atomic,0.030926935374736786,0.03900238499045372,0.7929498511825254,0.020306691916584612,1.00352
baseline,1,100352,P20_parity_d3_4_7_35,atomic,0.02240469865500927,0.05861559137701988,0.3822310434525575,-0.12703380567820657,1.00352
baseline,1,100352,P21_parity_d5_25_34_36_37_39,atomic,0.014182579703629017,0.052685365080833435,0.26919391526660114,-0.2935219011296697,1.00352
baseline,1,100352,P22_parity_d5_5_14_30_35_36,atomic,0.00833441037684679,0.06607133895158768,0.12614259842421996,-0.07627193000733477,1.00352
baseline,1,100352,P23_parity_d5_8_13_18_30_39,atomic,0.03723257780075073,0.04635755345225334,0.8031609743662557,0.11335464279847222,1.00352
baseline,2,0,P00_parity_d3_1_15_16,atomic,0.0862201377749443,0.10536348819732666,0.818311345317757,0.14894329236199566,0.0
baseline,2,0,P01_parity_d3_0_21_26,atomic,0.1285470426082611,0.10258156806230545,1.2531202733119828,0.5208105265972466,0.0
baseline,2,0,P02_parity_d5_14_17_22_28_39,atomic,0.06473515927791595,0.1452791690826416,0.44559147526956167,-0.10144264086938637,0.0
baseline,2,0,P03_parity_d3_25_33_36,atomic,0.057167213410139084,0.110659658908844,0.5166039184768682,-0.044968544963175615,0.0
baseline,2,0,P04_parity_d5_5_14_22_28_32,atomic,0.05276845395565033,0.10254957526922226,0.5145653096719642,-0.05435664711338165,0.0
baseline,2,0,P05_parity_d3_16_18_28,atomic,0.04961846396327019,0.15606757998466492,0.3179293480928437,-0.18470647659449876,0.0
baseline,2,0,P06_parity_d3_14_20_35,atomic,0.07159309089183807,0.10138571262359619,0.7061457580017007,0.056487954122713784,0.0
baseline,2,0,P07_parity_d3_9_12_28,atomic,0.07149942964315414,0.11327469348907471,0.6312039118377224,0.02278435591629639,0.0
baseline,2,0,P08_parity_d5_12_14_28_35_38,atomic,0.049752648919820786,0.11671829223632812,0.4262626531465751,-0.08986847964621363,0.0
baseline,2,0,P09_parity_d5_1_3_14_16_32,atomic,0.13784855604171753,0.09608441591262817,1.4346609148941676,0.5254597650181084,0.0
baseline,2,0,P10_parity_d3_2_3_33,atomic,0.07882604748010635,0.11439964175224304,0.6890410343253698,0.018640192473543347,0.0
baseline,2,0,P11_parity_d3_5_21_34,atomic,0.08069760352373123,0.14214207231998444,0.567724968449175,-0.0068762432575055765,0.0
baseline,2,0,P12_parity_d3_9_27_30,atomic,0.048990536481142044,0.10499867051839828,0.46658244565192986,-0.06915902657568744,0.0
baseline,2,0,P13_parity_d3_15_21_39,atomic,0.06561025232076645,0.10147736221551895,0.6465506285113717,0.0341481329369361,0.0
baseline,2,0,P14_parity_d3_3_23_24,atomic,0.048518501222133636,0.10328689962625504,0.4697449666630396,-0.06664722354215045,0.0
baseline,2,0,P15_parity_d5_7_24_30_32_33,atomic,0.0499621219933033,0.10694199055433273,0.4671890034387611,-0.09808653913622296,0.0
baseline,2,0,P16_parity_d5_3_18_23_29_37,atomic,0.04843936488032341,0.10272280126810074,0.4715541659872362,-0.08909895773567929,0.0
baseline,2,0,P17_parity_d5_1_7_16_18_37,atomic,0.06732058525085449,0.15960147976875305,0.4218042674038714,-0.1398834058544123,0.0
baseline,2,0,P18_parity_d5_0_17_30_32_34,atomic,0.06106715276837349,0.11080391705036163,0.5511281044339492,-0.0852051783065163,0.0
baseline,2,0,P19_parity_d5_2_8_11_16_29,atomic,0.15538039803504944,0.08896138519048691,1.7466049758622513,0.6837186482794851,0.0
baseline,2,0,P20_parity_d3_4_7_35,atomic,0.06493878364562988,0.13545113801956177,0.47942589921815226,-0.12041063220142977,0.0
baseline,2,0,P21_parity_d5_25_34_36_37_39,atomic,0.049549683928489685,0.10274132341146469,0.48227609186585835,-0.08710150311694002,0.0
baseline,2,0,P22_parity_d5_5_14_30_35_36,atomic,0.0500476099550724,0.09959438443183899,0.5025143760873564,-0.0646184915877101,0.0
baseline,2,0,P23_parity_d5_8_13_18_30_39,atomic,0.07186787575483322,0.18542233109474182,0.3875901857674555,-0.04646031525009594,0.0
baseline,2,20480,P00_parity_d3_1_15_16,atomic,0.025722015649080276,0.09202863276004791,0.2795001390042099,-0.1222363841533922,0.2048
baseline,2,20480,P01_parity_d3_0_21_26,atomic,0.039438944309949875,0.08820090442895889,0.4471489784015614,-0.23496206885181917,0.2048
baseline,2,20480,P02_parity_d5_14_17_22_28_39,atomic,0.02270851843059063,0.05075906589627266,0.44737857226428557,-0.0688847676058416,0.2048
baseline,2,20480,P03_parity_d3_25_33_36,atomic,0.024654150009155273,0.056539490818977356,0.4360518577653004,-0.16757137750196185,0.2048
baseline,2,20480,P04_parity_d5_5_14_22_28_32,atomic,0.046404141932725906,0.054034069180488586,0.8587941392469365,0.13944012028415195,0.2048
baseline,2,20480,P05_parity_d3_16_18_28,atomic,0.021328318864107132,0.0765439048409462,0.2786416359101028,-0.2433044426008435,0.2048
baseline,2,20480,P06_parity_d3_14_20_35,atomic,0.03730602189898491,0.06039882078766823,0.6176614280188747,-0.027591184836318342,0.2048
baseline,2,20480,P07_parity_d3_9_12_28,atomic,0.04335956275463104,0.05429860204458237,0.798539209503621,0.1465340637865241,0.2048
baseline,2,20480,P08_parity_d5_12_14_28_35_38,atomic,0.04082491621375084,0.09215879440307617,0.44298448648049105,-0.1360596510226576,0.2048
baseline,2,20480,P09_parity_d5_1_3_14_16_32,atomic,0.029423879459500313,0.06678671389818192,0.44056486300429776,-0.07532359725337069,0.2048
baseline,2,20480,P10_parity_d3_2_3_33,atomic,0.03510766476392746,0.04879431799054146,0.7195031349759496,0.03517300393419837,0.2048
baseline,2,20480,P11_parity_d3_5_21_34,atomic,0.04570959508419037,0.052414845675230026,0.8720734458809927,0.17652098444409883,0.2048
baseline,2,20480,P12_parity_d3_9_27_30,atomic,0.04272035136818886,0.0782736986875534,0.5457816876416011,-0.0250685069839738,0.2048
baseline,2,20480,P13_parity_d3_15_21_39,atomic,0.04931790381669998,0.06522921472787857,0.7560707885521384,0.018505901863411316,0.2048
baseline,2,20480,P14_parity_d3_3_23_24,atomic,0.06549757719039917,0.05702802538871765,1.1485156068933189,0.29130929806554445,0.2048
baseline,2,20480,P15_parity_d5_7_24_30_32_33,atomic,0.07206777483224869,0.05256059020757675,1.3711370923777944,0.5464128030376547,0.2048
baseline,2,20480,P16_parity_d5_3_18_23_29_37,atomic,0.025454431772232056,0.07459456473588943,0.34123708425694466,-0.0575371712082269,0.2048
baseline,2,20480,P17_parity_d5_1_7_16_18_37,atomic,0.03227485343813896,0.09722503274679184,0.33196032468162867,-0.140237856016485,0.2048
baseline,2,20480,P18_parity_d5_0_17_30_32_34,atomic,0.04740871861577034,0.0882217213511467,0.5373814735096045,-0.03591357694629401,0.2048
baseline,2,20480,P19_parity_d5_2_8_11_16_29,atomic,0.026588069275021553,0.041377242654561996,0.6425771165166692,0.04861402485725872,0.2048
baseline,2,20480,P20_parity_d3_4_7_35,atomic,0.01854030229151249,0.12495217472314835,0.14837918853707935,-0.08535063246957604,0.2048
baseline,2,20480,P21_parity_d5_25_34_36_37_39,atomic,0.025609733536839485,0.07249625772237778,0.3532559381831532,-0.16201098385361926,0.2048
baseline,2,20480,P22_parity_d5_5_14_30_35_36,atomic,0.022195318713784218,0.0991789698600769,0.22379057520837226,-0.09850013547520718,0.2048
baseline,2,20480,P23_parity_d5_8_13_18_30_39,atomic,0.018201516941189766,0.06725963950157166,0.270615737399155,-0.20476836315586064,0.2048
baseline,2,40448,P00_parity_d3_1_15_16,atomic,0.02009318396449089,0.05143843963742256,0.39062584529648225,-0.07684504281950814,0.40448
baseline,2,40448,P01_parity_d3_0_21_26,atomic,0.01799704320728779,0.0593627505004406,0.30317064245281294,-0.1903773862426105,0.40448
baseline,2,40448,P02_parity_d5_14_17_22_28_39,atomic,0.016158636659383774,0.04546147957444191,0.35543578454302216,-0.09893528911942469,0.40448
baseline,2,40448,P03_parity_d3_25_33_36,atomic,0.016585642471909523,0.05983062833547592,0.27720989956239583,-0.2477305624397137,0.40448
baseline,2,40448,P04_parity_d5_5_14_22_28_32,atomic,0.0301094651222229,0.04258615896105766,0.7070246731819385,0.07768348047196828,0.40448
baseline,2,40448,P05_parity_d3_16_18_28,atomic,0.024057578295469284,0.057014063000679016,0.4219586717536831,-0.13249922190455535,0.40448
baseline,2,40448,P06_parity_d3_14_20_35,atomic,0.017635829746723175,0.029431987553834915,0.5992062110608655,0.05017429784161274,0.40448
baseline,2,40448,P07_parity_d3_9_12_28,atomic,0.013791406527161598,0.04718466103076935,0.2922858027500901,-0.22740923835131344,0.40448
baseline,2,40448,P08_parity_d5_12_14_28_35_38,atomic,0.02938273549079895,0.05074569210410118,0.5790193072929883,-0.023438829372924314,0.40448
baseline,2,40448,P09_parity_d5_1_3_14_16_32,atomic,0.043931879103183746,0.058507535606622696,0.7508755692225747,0.046089808705221426,0.40448
baseline,2,40448,P10_parity_d3_2_3_33,atomic,0.05427955836057663,0.06333276629447937,0.8570533317198722,0.08425480412548715,0.40448
baseline,2,40448,P11_parity_d3_5_21_34,atomic,0.024036727845668793,0.04830323904752731,0.49762144980630724,-0.0801919445157456,0.40448
baseline,2,40448,P12_parity_d3_9_27_30,atomic,0.0352310985326767,0.03314204141497612,1.063033447170021,0.3783918866814706,0.40448
baseline,2,40448,P13_parity_d3_15_21_39,atomic,0.03411265090107918,0.046843692660331726,0.728222925286979,0.028446447793391266,0.40448
baseline,2,40448,P14_parity_d3_3_23_24,atomic,0.04932244494557381,0.045001234859228134,1.0960242557513624,0.5435912740525201,0.40448
baseline,2,40448,P15_parity_d5_7_24_30_32_33,atomic,0.039590612053871155,0.04155629128217697,0.9526983961126104,0.18482239249507101,0.40448
baseline,2,40448,P16_parity_d5_3_18_23_29_37,atomic,0.06198311224579811,0.03283260017633438,1.8878526802938824,0.7610637697810217,0.40448
baseline,2,40448,P17_parity_d5_1_7_16_18_37,atomic,0.04102092236280441,0.03202435374259949,1.2809289670990789,0.5244765093555703,0.40448
baseline,2,40448,P18_parity_d5_0_17_30_32_34,atomic,0.017289137467741966,0.06178075075149536,0.2798466716114428,-0.18075997645034544,0.40448
baseline,2,40448,P19_parity_d5_2_8_11_16_29,atomic,0.012884717434644699,0.035804383456707,0.3598642453895188,-0.15589979831601478,0.40448
baseline,2,40448,P20_parity_d3_4_7_35,atomic,0.04738377034664154,0.04968634247779846,0.9536578460541859,0.39746318574268674,0.40448
baseline,2,40448,P21_parity_d5_25_34_36_37_39,atomic,0.019207065925002098,0.057303331792354584,0.33518235892925036,-0.2389239291537217,0.40448
baseline,2,40448,P22_parity_d5_5_14_30_35_36,atomic,0.024926811456680298,0.04813733324408531,0.517827012347537,-0.06244454890659751,0.40448
baseline,2,40448,P23_parity_d5_8_13_18_30_39,atomic,0.0633024051785469,0.028506813570857048,2.2206061375109747,0.7889969171405854,0.40448
baseline,2,60416,P00_parity_d3_1_15_16,atomic,0.04024546593427658,0.03723862022161484,1.080745357741147,0.38724263629229605,0.60416
baseline,2,60416,P01_parity_d3_0_21_26,atomic,0.029728475958108902,0.04372071847319603,0.6799631157858179,0.153977802546676,0.60416
baseline,2,60416,P02_parity_d5_14_17_22_28_39,atomic,0.09049832075834274,0.03500387817621231,2.5853798342052734,0.8519458735523789,0.60416
baseline,2,60416,P03_parity_d3_25_33_36,atomic,0.025810373947024345,0.03891032189130783,0.663329746242135,0.033967981071479546,0.60416
baseline,2,60416,P04_parity_d5_5_14_22_28_32,atomic,0.02789401449263096,0.04349435493350029,0.6413249382508962,-0.011938592695548736,0.60416
baseline,2,60416,P05_parity_d3_16_18_28,atomic,0.019743850454688072,0.05096566677093506,0.3873951172470541,-0.1400200556807176,0.60416
baseline,2,60416,P06_parity_d3_14_20_35,atomic,0.025296909734606743,0.04056357219815254,0.6236361435429804,0.028298632236792853,0.60416
baseline,2,60416,P07_parity_d3_9_12_28,atomic,0.013967905193567276,0.08909633755683899,0.15677305685544796,-0.059194814647113105,0.60416
baseline,2,60416,P08_parity_d5_12_14_28_35_38,atomic,0.03811170905828476,0.04684380441904068,0.813591242857718,0.09214990265671293,0.60416
baseline,2,60416,P09_parity_d5_1_3_14_16_32,atomic,0.026165323331952095,0.032445039600133896,0.8064506517365343,0.19269092244288946,0.60416
baseline,2,60416,P10_parity_d3_2_3_33,atomic,0.02000870555639267,0.06914624571800232,0.2893679237149676,-0.12092132773887415,0.60416
baseline,2,60416,P11_parity_d3_5_21_34,atomic,0.0196710042655468,0.049688879400491714,0.3958834351365198,-0.14094067654694056,0.60416
baseline,2,60416,P12_parity_d3_9_27_30,atomic,0.017740534618496895,0.059914298355579376,0.296098512460486,-0.09916742797259004,0.60416
baseline,2,60416,P13_parity_d3_15_21_39,atomic,0.02507738396525383,0.04989807307720184,0.5025721920353869,-0.09138213607611427,0.60416
baseline,2,60416,P14_parity_d3_3_23_24,atomic,0.036109618842601776,0.04275135323405266,0.8446427097656128,0.13564744451872845,0.60416
baseline,2,60416,P15_parity_d5_7_24_30_32_33,atomic,0.017292097210884094,0.038187168538570404,0.45282480666157887,-0.08086264787807357,0.60416
baseline,2,60416,P16_parity_d5_3_18_23_29_37,atomic,0.023686446249485016,0.031099101528525352,0.761644069588223,0.17223568535520187,0.60416
baseline,2,60416,P17_parity_d5_1_7_16_18_37,atomic,0.028450632467865944,0.03354339301586151,0.84817395943113,0.20405150637364314,0.60416
baseline,2,60416,P18_parity_d5_0_17_30_32_34,atomic,0.028625471517443657,0.0538623183965683,0.531456357042663,-0.18622622261062538,0.60416
baseline,2,60416,P19_parity_d5_2_8_11_16_29,atomic,0.048797160387039185,0.029652681201696396,1.6456238831651397,0.667332866836306,0.60416
baseline,2,60416,P20_parity_d3_4_7_35,atomic,0.01629047654569149,0.0421636737883091,0.38636283515271047,-0.15020266044391667,0.60416
baseline,2,60416,P21_parity_d5_25_34_36_37_39,atomic,0.06442905962467194,0.07205408066511154,0.8941764162286258,0.12213964264595999,0.60416
baseline,2,60416,P22_parity_d5_5_14_30_35_36,atomic,0.04208514094352722,0.04084125906229019,1.03045650180151,0.28625800775669,0.60416
baseline,2,60416,P23_parity_d5_8_13_18_30_39,atomic,0.015872931107878685,0.040101032704114914,0.39582349972383835,-0.13993441989971608,0.60416
baseline,2,80384,P00_parity_d3_1_15_16,atomic,0.032100509852170944,0.1280544400215149,0.2506786164269426,-0.12458440009976612,0.80384
baseline,2,80384,P01_parity_d3_0_21_26,atomic,0.1385645717382431,0.0903732031583786,1.5332484286727792,0.6308304239936248,0.80384
baseline,2,80384,P02_parity_d5_14_17_22_28_39,atomic,0.08181071281433105,0.07888081669807434,1.0371433288581948,0.3714952047212878,0.80384
baseline,2,80384,P03_parity_d3_25_33_36,atomic,0.06426859647035599,0.07483072578907013,0.858853041872865,0.18775763001614762,0.80384
baseline,2,80384,P04_parity_d5_5_14_22_28_32,atomic,0.06995854526758194,0.07183177769184113,0.9739219536892252,0.31368727991752066,0.80384
baseline,2,80384,P05_parity_d3_16_18_28,atomic,0.035544294863939285,0.10345672816038132,0.34356677903532795,-0.20415059838740865,0.80384
