condition,task_subset,property,n_rows,acquisition_rate,pearson_acquisition_time,spearman_acquisition_time,spearman_final_balanced_accuracy,expected_time_direction,time_sign_matches_expected,expected_final_metric_direction,final_metric_sign_matches_expected
baseline,all,frequency,120,0.008333333333333333,-0.3844787961722866,-0.15229339221031352,0.09609372912371429,negative_more_property_earlier,True,positive_more_property_higher_final_metric,True
baseline,all,reference_learnability,120,0.008333333333333333,0.09166984970282101,0.09166984970282112,-0.08227527018933516,positive_more_difficult_later,True,negative_more_difficult_lower_final_metric,True
baseline,all,formal_utility,120,0.008333333333333333,,,,negative_more_property_earlier,,positive_more_property_higher_final_metric,
baseline,atomic,frequency,120,0.008333333333333333,-0.3844787961722866,-0.15229339221031352,0.09609372912371429,negative_more_property_earlier,True,positive_more_property_higher_final_metric,True
baseline,atomic,reference_learnability,120,0.008333333333333333,0.09166984970282101,0.09166984970282112,-0.08227527018933516,positive_more_difficult_later,True,negative_more_difficult_lower_final_metric,True
baseline,atomic,formal_utility,120,0.008333333333333333,,,,negative_more_property_earlier,,positive_more_property_higher_final_metric,
baseline,atomic_composite,frequency,120,0.008333333333333333,-0.3844787961722866,-0.15229339221031352,0.09609372912371429,negative_more_property_earlier,True,positive_more_property_higher_final_metric,True
baseline,atomic_composite,reference_learnability,120,0.008333333333333333,0.09166984970282101,0.09166984970282112,-0.08227527018933516,positive_more_difficult_later,True,negative_more_difficult_lower_final_metric,True
baseline,atomic_composite,formal_utility,120,0.008333333333333333,,,,negative_more_property_earlier,,positive_more_property_higher_final_metric,
