condition,seed,data_seen,task_i,task_j,linear_cka,checkpoint_fraction
baseline,1,100352,P08_parity_d5_12_14_28_35_38,P06_parity_d3_14_20_35,0.9413643479347229,1.00352
baseline,1,100352,P08_parity_d5_12_14_28_35_38,P07_parity_d3_9_12_28,0.9361857771873474,1.00352
baseline,1,100352,P08_parity_d5_12_14_28_35_38,P08_parity_d5_12_14_28_35_38,1.0,1.00352
baseline,1,100352,P08_parity_d5_12_14_28_35_38,P09_parity_d5_1_3_14_16_32,0.9231733679771423,1.00352
baseline,1,100352,P08_parity_d5_12_14_28_35_38,P10_parity_d3_2_3_33,0.9289485812187195,1.00352
baseline,1,100352,P08_parity_d5_12_14_28_35_38,P11_parity_d3_5_21_34,0.9516213536262512,1.00352
baseline,1,100352,P08_parity_d5_12_14_28_35_38,P12_parity_d3_9_27_30,0.9293267130851746,1.00352
baseline,1,100352,P08_parity_d5_12_14_28_35_38,P13_parity_d3_15_21_39,0.9411135315895081,1.00352
baseline,1,100352,P08_parity_d5_12_14_28_35_38,P14_parity_d3_3_23_24,0.9401586651802063,1.00352
baseline,1,100352,P08_parity_d5_12_14_28_35_38,P15_parity_d5_7_24_30_32_33,0.9413423538208008,1.00352
baseline,1,100352,P08_parity_d5_12_14_28_35_38,P16_parity_d5_3_18_23_29_37,0.9394106864929199,1.00352
baseline,1,100352,P08_parity_d5_12_14_28_35_38,P17_parity_d5_1_7_16_18_37,0.9516893625259399,1.00352
baseline,1,100352,P08_parity_d5_12_14_28_35_38,P18_parity_d5_0_17_30_32_34,0.9412939548492432,1.00352
baseline,1,100352,P08_parity_d5_12_14_28_35_38,P19_parity_d5_2_8_11_16_29,0.9338222742080688,1.00352
baseline,1,100352,P08_parity_d5_12_14_28_35_38,P20_parity_d3_4_7_35,0.9210492372512817,1.00352
baseline,1,100352,P08_parity_d5_12_14_28_35_38,P21_parity_d5_25_34_36_37_39,0.927967369556427,1.00352
baseline,1,100352,P08_parity_d5_12_14_28_35_38,P22_parity_d5_5_14_30_35_36,0.9181961417198181,1.00352
baseline,1,100352,P08_parity_d5_12_14_28_35_38,P23_parity_d5_8_13_18_30_39,0.9400339126586914,1.00352
baseline,1,100352,P09_parity_d5_1_3_14_16_32,P00_parity_d3_1_15_16,0.9430192112922668,1.00352
baseline,1,100352,P09_parity_d5_1_3_14_16_32,P01_parity_d3_0_21_26,0.9346859455108643,1.00352
baseline,1,100352,P09_parity_d5_1_3_14_16_32,P02_parity_d5_14_17_22_28_39,0.9368676543235779,1.00352
baseline,1,100352,P09_parity_d5_1_3_14_16_32,P03_parity_d3_25_33_36,0.9370400309562683,1.00352
baseline,1,100352,P09_parity_d5_1_3_14_16_32,P04_parity_d5_5_14_22_28_32,0.9553032517433167,1.00352
baseline,1,100352,P09_parity_d5_1_3_14_16_32,P05_parity_d3_16_18_28,0.9346116781234741,1.00352
baseline,1,100352,P09_parity_d5_1_3_14_16_32,P06_parity_d3_14_20_35,0.9358780980110168,1.00352
baseline,1,100352,P09_parity_d5_1_3_14_16_32,P07_parity_d3_9_12_28,0.9312125444412231,1.00352
baseline,1,100352,P09_parity_d5_1_3_14_16_32,P08_parity_d5_12_14_28_35_38,0.9231737852096558,1.00352
baseline,1,100352,P09_parity_d5_1_3_14_16_32,P09_parity_d5_1_3_14_16_32,1.0,1.00352
baseline,1,100352,P09_parity_d5_1_3_14_16_32,P10_parity_d3_2_3_33,0.9352124929428101,1.00352
baseline,1,100352,P09_parity_d5_1_3_14_16_32,P11_parity_d3_5_21_34,0.9434647560119629,1.00352
baseline,1,100352,P09_parity_d5_1_3_14_16_32,P12_parity_d3_9_27_30,0.9196693897247314,1.00352
baseline,1,100352,P09_parity_d5_1_3_14_16_32,P13_parity_d3_15_21_39,0.9429190158843994,1.00352
baseline,1,100352,P09_parity_d5_1_3_14_16_32,P14_parity_d3_3_23_24,0.9290866851806641,1.00352
baseline,1,100352,P09_parity_d5_1_3_14_16_32,P15_parity_d5_7_24_30_32_33,0.953822135925293,1.00352
baseline,1,100352,P09_parity_d5_1_3_14_16_32,P16_parity_d5_3_18_23_29_37,0.9386814832687378,1.00352
baseline,1,100352,P09_parity_d5_1_3_14_16_32,P17_parity_d5_1_7_16_18_37,0.9365175366401672,1.00352
baseline,1,100352,P09_parity_d5_1_3_14_16_32,P18_parity_d5_0_17_30_32_34,0.9456285238265991,1.00352
baseline,1,100352,P09_parity_d5_1_3_14_16_32,P19_parity_d5_2_8_11_16_29,0.9069350361824036,1.00352
baseline,1,100352,P09_parity_d5_1_3_14_16_32,P20_parity_d3_4_7_35,0.9387214779853821,1.00352
baseline,1,100352,P09_parity_d5_1_3_14_16_32,P21_parity_d5_25_34_36_37_39,0.9408631920814514,1.00352
baseline,1,100352,P09_parity_d5_1_3_14_16_32,P22_parity_d5_5_14_30_35_36,0.9492297768592834,1.00352
baseline,1,100352,P09_parity_d5_1_3_14_16_32,P23_parity_d5_8_13_18_30_39,0.9204716682434082,1.00352
baseline,1,100352,P10_parity_d3_2_3_33,P00_parity_d3_1_15_16,0.9350869655609131,1.00352
baseline,1,100352,P10_parity_d3_2_3_33,P01_parity_d3_0_21_26,0.9345382452011108,1.00352
baseline,1,100352,P10_parity_d3_2_3_33,P02_parity_d5_14_17_22_28_39,0.929306149482727,1.00352
baseline,1,100352,P10_parity_d3_2_3_33,P03_parity_d3_25_33_36,0.9296028017997742,1.00352
baseline,1,100352,P10_parity_d3_2_3_33,P04_parity_d5_5_14_22_28_32,0.9439225196838379,1.00352
baseline,1,100352,P10_parity_d3_2_3_33,P05_parity_d3_16_18_28,0.944896399974823,1.00352
baseline,1,100352,P10_parity_d3_2_3_33,P06_parity_d3_14_20_35,0.9492596983909607,1.00352
baseline,1,100352,P10_parity_d3_2_3_33,P07_parity_d3_9_12_28,0.9533555507659912,1.00352
baseline,1,100352,P10_parity_d3_2_3_33,P08_parity_d5_12_14_28_35_38,0.928946852684021,1.00352
baseline,1,100352,P10_parity_d3_2_3_33,P09_parity_d5_1_3_14_16_32,0.9352121353149414,1.00352
baseline,1,100352,P10_parity_d3_2_3_33,P10_parity_d3_2_3_33,1.0,1.00352
baseline,1,100352,P10_parity_d3_2_3_33,P11_parity_d3_5_21_34,0.9427807331085205,1.00352
baseline,1,100352,P10_parity_d3_2_3_33,P12_parity_d3_9_27_30,0.9349058866500854,1.00352
baseline,1,100352,P10_parity_d3_2_3_33,P13_parity_d3_15_21_39,0.9561922550201416,1.00352
baseline,1,100352,P10_parity_d3_2_3_33,P14_parity_d3_3_23_24,0.9530670642852783,1.00352
baseline,1,100352,P10_parity_d3_2_3_33,P15_parity_d5_7_24_30_32_33,0.9481925964355469,1.00352
baseline,1,100352,P10_parity_d3_2_3_33,P16_parity_d5_3_18_23_29_37,0.9315349459648132,1.00352
baseline,1,100352,P10_parity_d3_2_3_33,P17_parity_d5_1_7_16_18_37,0.9427140951156616,1.00352
baseline,1,100352,P10_parity_d3_2_3_33,P18_parity_d5_0_17_30_32_34,0.9451552629470825,1.00352
baseline,1,100352,P10_parity_d3_2_3_33,P19_parity_d5_2_8_11_16_29,0.9328618049621582,1.00352
baseline,1,100352,P10_parity_d3_2_3_33,P20_parity_d3_4_7_35,0.9404797554016113,1.00352
baseline,1,100352,P10_parity_d3_2_3_33,P21_parity_d5_25_34_36_37_39,0.94597989320755,1.00352
baseline,1,100352,P10_parity_d3_2_3_33,P22_parity_d5_5_14_30_35_36,0.9423918724060059,1.00352
baseline,1,100352,P10_parity_d3_2_3_33,P23_parity_d5_8_13_18_30_39,0.9490339756011963,1.00352
baseline,1,100352,P11_parity_d3_5_21_34,P00_parity_d3_1_15_16,0.9428895711898804,1.00352
baseline,1,100352,P11_parity_d3_5_21_34,P01_parity_d3_0_21_26,0.9267586469650269,1.00352
baseline,1,100352,P11_parity_d3_5_21_34,P02_parity_d5_14_17_22_28_39,0.9396630525588989,1.00352
baseline,1,100352,P11_parity_d3_5_21_34,P03_parity_d3_25_33_36,0.9387940764427185,1.00352
baseline,1,100352,P11_parity_d3_5_21_34,P04_parity_d5_5_14_22_28_32,0.9448879361152649,1.00352
baseline,1,100352,P11_parity_d3_5_21_34,P05_parity_d3_16_18_28,0.9514093995094299,1.00352
baseline,1,100352,P11_parity_d3_5_21_34,P06_parity_d3_14_20_35,0.9541670083999634,1.00352
baseline,1,100352,P11_parity_d3_5_21_34,P07_parity_d3_9_12_28,0.9417346119880676,1.00352
baseline,1,100352,P11_parity_d3_5_21_34,P08_parity_d5_12_14_28_35_38,0.9516215324401855,1.00352
baseline,1,100352,P11_parity_d3_5_21_34,P09_parity_d5_1_3_14_16_32,0.9434662461280823,1.00352
baseline,1,100352,P11_parity_d3_5_21_34,P10_parity_d3_2_3_33,0.9427814483642578,1.00352
baseline,1,100352,P11_parity_d3_5_21_34,P11_parity_d3_5_21_34,1.0,1.00352
baseline,1,100352,P11_parity_d3_5_21_34,P12_parity_d3_9_27_30,0.9455603957176208,1.00352
baseline,1,100352,P11_parity_d3_5_21_34,P13_parity_d3_15_21_39,0.9412834048271179,1.00352
baseline,1,100352,P11_parity_d3_5_21_34,P14_parity_d3_3_23_24,0.9490601420402527,1.00352
baseline,1,100352,P11_parity_d3_5_21_34,P15_parity_d5_7_24_30_32_33,0.9492224454879761,1.00352
baseline,1,100352,P11_parity_d3_5_21_34,P16_parity_d5_3_18_23_29_37,0.939137876033783,1.00352
baseline,1,100352,P11_parity_d3_5_21_34,P17_parity_d5_1_7_16_18_37,0.9564182758331299,1.00352
baseline,1,100352,P11_parity_d3_5_21_34,P18_parity_d5_0_17_30_32_34,0.9461621046066284,1.00352
baseline,1,100352,P11_parity_d3_5_21_34,P19_parity_d5_2_8_11_16_29,0.9382368922233582,1.00352
baseline,1,100352,P11_parity_d3_5_21_34,P20_parity_d3_4_7_35,0.9360307455062866,1.00352
baseline,1,100352,P11_parity_d3_5_21_34,P21_parity_d5_25_34_36_37_39,0.9429136514663696,1.00352
baseline,1,100352,P11_parity_d3_5_21_34,P22_parity_d5_5_14_30_35_36,0.9406698942184448,1.00352
baseline,1,100352,P11_parity_d3_5_21_34,P23_parity_d5_8_13_18_30_39,0.939674973487854,1.00352
baseline,1,100352,P12_parity_d3_9_27_30,P00_parity_d3_1_15_16,0.9432516098022461,1.00352
baseline,1,100352,P12_parity_d3_9_27_30,P01_parity_d3_0_21_26,0.9124673008918762,1.00352
baseline,1,100352,P12_parity_d3_9_27_30,P02_parity_d5_14_17_22_28_39,0.9507350921630859,1.00352
baseline,1,100352,P12_parity_d3_9_27_30,P03_parity_d3_25_33_36,0.9418798089027405,1.00352
baseline,1,100352,P12_parity_d3_9_27_30,P04_parity_d5_5_14_22_28_32,0.9326554536819458,1.00352
baseline,1,100352,P12_parity_d3_9_27_30,P05_parity_d3_16_18_28,0.9369907975196838,1.00352
baseline,1,100352,P12_parity_d3_9_27_30,P06_parity_d3_14_20_35,0.953806459903717,1.00352
baseline,1,100352,P12_parity_d3_9_27_30,P07_parity_d3_9_12_28,0.9369143843650818,1.00352
baseline,1,100352,P12_parity_d3_9_27_30,P08_parity_d5_12_14_28_35_38,0.929326057434082,1.00352
baseline,1,100352,P12_parity_d3_9_27_30,P09_parity_d5_1_3_14_16_32,0.9196703433990479,1.00352
baseline,1,100352,P12_parity_d3_9_27_30,P10_parity_d3_2_3_33,0.9349071383476257,1.00352
baseline,1,100352,P12_parity_d3_9_27_30,P11_parity_d3_5_21_34,0.9455591440200806,1.00352
baseline,1,100352,P12_parity_d3_9_27_30,P12_parity_d3_9_27_30,1.0,1.00352
baseline,1,100352,P12_parity_d3_9_27_30,P13_parity_d3_15_21_39,0.9383248686790466,1.00352
baseline,1,100352,P12_parity_d3_9_27_30,P14_parity_d3_3_23_24,0.9421937465667725,1.00352
baseline,1,100352,P12_parity_d3_9_27_30,P15_parity_d5_7_24_30_32_33,0.9341328144073486,1.00352
baseline,1,100352,P12_parity_d3_9_27_30,P16_parity_d5_3_18_23_29_37,0.9231968522071838,1.00352
baseline,1,100352,P12_parity_d3_9_27_30,P17_parity_d5_1_7_16_18_37,0.9339969754219055,1.00352
baseline,1,100352,P12_parity_d3_9_27_30,P18_parity_d5_0_17_30_32_34,0.9230964779853821,1.00352
baseline,1,100352,P12_parity_d3_9_27_30,P19_parity_d5_2_8_11_16_29,0.9164398312568665,1.00352
baseline,1,100352,P12_parity_d3_9_27_30,P20_parity_d3_4_7_35,0.930360734462738,1.00352
baseline,1,100352,P12_parity_d3_9_27_30,P21_parity_d5_25_34_36_37_39,0.9439701437950134,1.00352
baseline,1,100352,P12_parity_d3_9_27_30,P22_parity_d5_5_14_30_35_36,0.9344886541366577,1.00352
baseline,1,100352,P12_parity_d3_9_27_30,P23_parity_d5_8_13_18_30_39,0.9206504225730896,1.00352
baseline,1,100352,P13_parity_d3_15_21_39,P00_parity_d3_1_15_16,0.950470507144928,1.00352
baseline,1,100352,P13_parity_d3_15_21_39,P01_parity_d3_0_21_26,0.9424920678138733,1.00352
baseline,1,100352,P13_parity_d3_15_21_39,P02_parity_d5_14_17_22_28_39,0.9412000179290771,1.00352
baseline,1,100352,P13_parity_d3_15_21_39,P03_parity_d3_25_33_36,0.9425498843193054,1.00352
baseline,1,100352,P13_parity_d3_15_21_39,P04_parity_d5_5_14_22_28_32,0.9545510411262512,1.00352
baseline,1,100352,P13_parity_d3_15_21_39,P05_parity_d3_16_18_28,0.9498522281646729,1.00352
baseline,1,100352,P13_parity_d3_15_21_39,P06_parity_d3_14_20_35,0.94450443983078,1.00352
baseline,1,100352,P13_parity_d3_15_21_39,P07_parity_d3_9_12_28,0.945287823677063,1.00352
baseline,1,100352,P13_parity_d3_15_21_39,P08_parity_d5_12_14_28_35_38,0.9411137104034424,1.00352
baseline,1,100352,P13_parity_d3_15_21_39,P09_parity_d5_1_3_14_16_32,0.9429197907447815,1.00352
baseline,1,100352,P13_parity_d3_15_21_39,P10_parity_d3_2_3_33,0.9561920762062073,1.00352
baseline,1,100352,P13_parity_d3_15_21_39,P11_parity_d3_5_21_34,0.941286563873291,1.00352
baseline,1,100352,P13_parity_d3_15_21_39,P12_parity_d3_9_27_30,0.9383255243301392,1.00352
baseline,1,100352,P13_parity_d3_15_21_39,P13_parity_d3_15_21_39,1.0,1.00352
baseline,1,100352,P13_parity_d3_15_21_39,P14_parity_d3_3_23_24,0.9492172002792358,1.00352
baseline,1,100352,P13_parity_d3_15_21_39,P15_parity_d5_7_24_30_32_33,0.9560056328773499,1.00352
baseline,1,100352,P13_parity_d3_15_21_39,P16_parity_d5_3_18_23_29_37,0.9388294219970703,1.00352
baseline,1,100352,P13_parity_d3_15_21_39,P17_parity_d5_1_7_16_18_37,0.9412108063697815,1.00352
baseline,1,100352,P13_parity_d3_15_21_39,P18_parity_d5_0_17_30_32_34,0.9476546049118042,1.00352
baseline,1,100352,P13_parity_d3_15_21_39,P19_parity_d5_2_8_11_16_29,0.9248298406600952,1.00352
baseline,1,100352,P13_parity_d3_15_21_39,P20_parity_d3_4_7_35,0.9450739026069641,1.00352
baseline,1,100352,P13_parity_d3_15_21_39,P21_parity_d5_25_34_36_37_39,0.9499141573905945,1.00352
baseline,1,100352,P13_parity_d3_15_21_39,P22_parity_d5_5_14_30_35_36,0.9385907053947449,1.00352
baseline,1,100352,P13_parity_d3_15_21_39,P23_parity_d5_8_13_18_30_39,0.935820996761322,1.00352
baseline,1,100352,P14_parity_d3_3_23_24,P00_parity_d3_1_15_16,0.9457077383995056,1.00352
baseline,1,100352,P14_parity_d3_3_23_24,P01_parity_d3_0_21_26,0.9318128228187561,1.00352
baseline,1,100352,P14_parity_d3_3_23_24,P02_parity_d5_14_17_22_28_39,0.9220708608627319,1.00352
baseline,1,100352,P14_parity_d3_3_23_24,P03_parity_d3_25_33_36,0.9322433471679688,1.00352
baseline,1,100352,P14_parity_d3_3_23_24,P04_parity_d5_5_14_22_28_32,0.9507201910018921,1.00352
baseline,1,100352,P14_parity_d3_3_23_24,P05_parity_d3_16_18_28,0.9632813334465027,1.00352
baseline,1,100352,P14_parity_d3_3_23_24,P06_parity_d3_14_20_35,0.9486348032951355,1.00352
baseline,1,100352,P14_parity_d3_3_23_24,P07_parity_d3_9_12_28,0.9449988603591919,1.00352
baseline,1,100352,P14_parity_d3_3_23_24,P08_parity_d5_12_14_28_35_38,0.9401575326919556,1.00352
baseline,1,100352,P14_parity_d3_3_23_24,P09_parity_d5_1_3_14_16_32,0.9290876984596252,1.00352
baseline,1,100352,P14_parity_d3_3_23_24,P10_parity_d3_2_3_33,0.9530678391456604,1.00352
baseline,1,100352,P14_parity_d3_3_23_24,P11_parity_d3_5_21_34,0.949059009552002,1.00352
baseline,1,100352,P14_parity_d3_3_23_24,P12_parity_d3_9_27_30,0.9421939253807068,1.00352
baseline,1,100352,P14_parity_d3_3_23_24,P13_parity_d3_15_21_39,0.949216902256012,1.00352
baseline,1,100352,P14_parity_d3_3_23_24,P14_parity_d3_3_23_24,1.0,1.00352
baseline,1,100352,P14_parity_d3_3_23_24,P15_parity_d5_7_24_30_32_33,0.9459648132324219,1.00352
baseline,1,100352,P14_parity_d3_3_23_24,P16_parity_d5_3_18_23_29_37,0.9352887272834778,1.00352
baseline,1,100352,P14_parity_d3_3_23_24,P17_parity_d5_1_7_16_18_37,0.9526525139808655,1.00352
baseline,1,100352,P14_parity_d3_3_23_24,P18_parity_d5_0_17_30_32_34,0.9360410571098328,1.00352
baseline,1,100352,P14_parity_d3_3_23_24,P19_parity_d5_2_8_11_16_29,0.9560198783874512,1.00352
baseline,1,100352,P14_parity_d3_3_23_24,P20_parity_d3_4_7_35,0.9438682198524475,1.00352
baseline,1,100352,P14_parity_d3_3_23_24,P21_parity_d5_25_34_36_37_39,0.938520610332489,1.00352
baseline,1,100352,P14_parity_d3_3_23_24,P22_parity_d5_5_14_30_35_36,0.9395022988319397,1.00352
baseline,1,100352,P14_parity_d3_3_23_24,P23_parity_d5_8_13_18_30_39,0.9511217474937439,1.00352
baseline,1,100352,P15_parity_d5_7_24_30_32_33,P00_parity_d3_1_15_16,0.9506999254226685,1.00352
baseline,1,100352,P15_parity_d5_7_24_30_32_33,P01_parity_d3_0_21_26,0.9479907155036926,1.00352
baseline,1,100352,P15_parity_d5_7_24_30_32_33,P02_parity_d5_14_17_22_28_39,0.939089298248291,1.00352
baseline,1,100352,P15_parity_d5_7_24_30_32_33,P03_parity_d3_25_33_36,0.9444950222969055,1.00352
baseline,1,100352,P15_parity_d5_7_24_30_32_33,P04_parity_d5_5_14_22_28_32,0.9517878890037537,1.00352
baseline,1,100352,P15_parity_d5_7_24_30_32_33,P05_parity_d3_16_18_28,0.9483505487442017,1.00352
baseline,1,100352,P15_parity_d5_7_24_30_32_33,P06_parity_d3_14_20_35,0.9430885910987854,1.00352
baseline,1,100352,P15_parity_d5_7_24_30_32_33,P07_parity_d3_9_12_28,0.9446112513542175,1.00352
baseline,1,100352,P15_parity_d5_7_24_30_32_33,P08_parity_d5_12_14_28_35_38,0.9413415193557739,1.00352
baseline,1,100352,P15_parity_d5_7_24_30_32_33,P09_parity_d5_1_3_14_16_32,0.9538223147392273,1.00352
baseline,1,100352,P15_parity_d5_7_24_30_32_33,P10_parity_d3_2_3_33,0.9481917023658752,1.00352
baseline,1,100352,P15_parity_d5_7_24_30_32_33,P11_parity_d3_5_21_34,0.9492237567901611,1.00352
baseline,1,100352,P15_parity_d5_7_24_30_32_33,P12_parity_d3_9_27_30,0.9341323971748352,1.00352
baseline,1,100352,P15_parity_d5_7_24_30_32_33,P13_parity_d3_15_21_39,0.9560058116912842,1.00352
baseline,1,100352,P15_parity_d5_7_24_30_32_33,P14_parity_d3_3_23_24,0.9459641575813293,1.00352
baseline,1,100352,P15_parity_d5_7_24_30_32_33,P15_parity_d5_7_24_30_32_33,1.0,1.00352
baseline,1,100352,P15_parity_d5_7_24_30_32_33,P16_parity_d5_3_18_23_29_37,0.945456326007843,1.00352
baseline,1,100352,P15_parity_d5_7_24_30_32_33,P17_parity_d5_1_7_16_18_37,0.945083737373352,1.00352
baseline,1,100352,P15_parity_d5_7_24_30_32_33,P18_parity_d5_0_17_30_32_34,0.9435812830924988,1.00352
baseline,1,100352,P15_parity_d5_7_24_30_32_33,P19_parity_d5_2_8_11_16_29,0.9318287968635559,1.00352
baseline,1,100352,P15_parity_d5_7_24_30_32_33,P20_parity_d3_4_7_35,0.9417136907577515,1.00352
baseline,1,100352,P15_parity_d5_7_24_30_32_33,P21_parity_d5_25_34_36_37_39,0.9444355368614197,1.00352
baseline,1,100352,P15_parity_d5_7_24_30_32_33,P22_parity_d5_5_14_30_35_36,0.9430311918258667,1.00352
baseline,1,100352,P15_parity_d5_7_24_30_32_33,P23_parity_d5_8_13_18_30_39,0.9479385018348694,1.00352
baseline,1,100352,P16_parity_d5_3_18_23_29_37,P00_parity_d3_1_15_16,0.9475662708282471,1.00352
baseline,1,100352,P16_parity_d5_3_18_23_29_37,P01_parity_d3_0_21_26,0.9233105182647705,1.00352
baseline,1,100352,P16_parity_d5_3_18_23_29_37,P02_parity_d5_14_17_22_28_39,0.9249569177627563,1.00352
baseline,1,100352,P16_parity_d5_3_18_23_29_37,P03_parity_d3_25_33_36,0.9458070993423462,1.00352
baseline,1,100352,P16_parity_d5_3_18_23_29_37,P04_parity_d5_5_14_22_28_32,0.934680163860321,1.00352
baseline,1,100352,P16_parity_d5_3_18_23_29_37,P05_parity_d3_16_18_28,0.9424047470092773,1.00352
baseline,1,100352,P16_parity_d5_3_18_23_29_37,P06_parity_d3_14_20_35,0.9409046769142151,1.00352
baseline,1,100352,P16_parity_d5_3_18_23_29_37,P07_parity_d3_9_12_28,0.931783139705658,1.00352
baseline,1,100352,P16_parity_d5_3_18_23_29_37,P08_parity_d5_12_14_28_35_38,0.9394103288650513,1.00352
baseline,1,100352,P16_parity_d5_3_18_23_29_37,P09_parity_d5_1_3_14_16_32,0.9386803507804871,1.00352
baseline,1,100352,P16_parity_d5_3_18_23_29_37,P10_parity_d3_2_3_33,0.9315358400344849,1.00352
baseline,1,100352,P16_parity_d5_3_18_23_29_37,P11_parity_d3_5_21_34,0.9391376972198486,1.00352
baseline,1,100352,P16_parity_d5_3_18_23_29_37,P12_parity_d3_9_27_30,0.9231963753700256,1.00352
baseline,1,100352,P16_parity_d5_3_18_23_29_37,P13_parity_d3_15_21_39,0.9388290047645569,1.00352
baseline,1,100352,P16_parity_d5_3_18_23_29_37,P14_parity_d3_3_23_24,0.9352880716323853,1.00352
baseline,1,100352,P16_parity_d5_3_18_23_29_37,P15_parity_d5_7_24_30_32_33,0.9454571604728699,1.00352
baseline,1,100352,P16_parity_d5_3_18_23_29_37,P16_parity_d5_3_18_23_29_37,1.0,1.00352
baseline,1,100352,P16_parity_d5_3_18_23_29_37,P17_parity_d5_1_7_16_18_37,0.9291163086891174,1.00352
baseline,1,100352,P16_parity_d5_3_18_23_29_37,P18_parity_d5_0_17_30_32_34,0.9277607202529907,1.00352
baseline,1,100352,P16_parity_d5_3_18_23_29_37,P19_parity_d5_2_8_11_16_29,0.9239259362220764,1.00352
baseline,1,100352,P16_parity_d5_3_18_23_29_37,P20_parity_d3_4_7_35,0.9202572703361511,1.00352
baseline,1,100352,P16_parity_d5_3_18_23_29_37,P21_parity_d5_25_34_36_37_39,0.9408836364746094,1.00352
baseline,1,100352,P16_parity_d5_3_18_23_29_37,P22_parity_d5_5_14_30_35_36,0.9376152157783508,1.00352
baseline,1,100352,P16_parity_d5_3_18_23_29_37,P23_parity_d5_8_13_18_30_39,0.9356147646903992,1.00352
baseline,1,100352,P17_parity_d5_1_7_16_18_37,P00_parity_d3_1_15_16,0.9401310682296753,1.00352
baseline,1,100352,P17_parity_d5_1_7_16_18_37,P01_parity_d3_0_21_26,0.941452145576477,1.00352
baseline,1,100352,P17_parity_d5_1_7_16_18_37,P02_parity_d5_14_17_22_28_39,0.9298155903816223,1.00352
baseline,1,100352,P17_parity_d5_1_7_16_18_37,P03_parity_d3_25_33_36,0.9222015738487244,1.00352
baseline,1,100352,P17_parity_d5_1_7_16_18_37,P04_parity_d5_5_14_22_28_32,0.9398533701896667,1.00352
baseline,1,100352,P17_parity_d5_1_7_16_18_37,P05_parity_d3_16_18_28,0.9526540637016296,1.00352
baseline,1,100352,P17_parity_d5_1_7_16_18_37,P06_parity_d3_14_20_35,0.9549123048782349,1.00352
baseline,1,100352,P17_parity_d5_1_7_16_18_37,P07_parity_d3_9_12_28,0.9408786296844482,1.00352
baseline,1,100352,P17_parity_d5_1_7_16_18_37,P08_parity_d5_12_14_28_35_38,0.9516878724098206,1.00352
baseline,1,100352,P17_parity_d5_1_7_16_18_37,P09_parity_d5_1_3_14_16_32,0.9365178346633911,1.00352
baseline,1,100352,P17_parity_d5_1_7_16_18_37,P10_parity_d3_2_3_33,0.942714273929596,1.00352
baseline,1,100352,P17_parity_d5_1_7_16_18_37,P11_parity_d3_5_21_34,0.9564178586006165,1.00352
baseline,1,100352,P17_parity_d5_1_7_16_18_37,P12_parity_d3_9_27_30,0.9339971542358398,1.00352
baseline,1,100352,P17_parity_d5_1_7_16_18_37,P13_parity_d3_15_21_39,0.9412099719047546,1.00352
baseline,1,100352,P17_parity_d5_1_7_16_18_37,P14_parity_d3_3_23_24,0.9526519775390625,1.00352
baseline,1,100352,P17_parity_d5_1_7_16_18_37,P15_parity_d5_7_24_30_32_33,0.9450827240943909,1.00352
baseline,1,100352,P17_parity_d5_1_7_16_18_37,P16_parity_d5_3_18_23_29_37,0.9291152358055115,1.00352
baseline,1,100352,P17_parity_d5_1_7_16_18_37,P17_parity_d5_1_7_16_18_37,1.0,1.00352
baseline,1,100352,P17_parity_d5_1_7_16_18_37,P18_parity_d5_0_17_30_32_34,0.9469690322875977,1.00352
baseline,1,100352,P17_parity_d5_1_7_16_18_37,P19_parity_d5_2_8_11_16_29,0.9364623427391052,1.00352
baseline,1,100352,P17_parity_d5_1_7_16_18_37,P20_parity_d3_4_7_35,0.9440432786941528,1.00352
baseline,1,100352,P17_parity_d5_1_7_16_18_37,P21_parity_d5_25_34_36_37_39,0.9305509328842163,1.00352
baseline,1,100352,P17_parity_d5_1_7_16_18_37,P22_parity_d5_5_14_30_35_36,0.9308078289031982,1.00352
baseline,1,100352,P17_parity_d5_1_7_16_18_37,P23_parity_d5_8_13_18_30_39,0.940291166305542,1.00352
baseline,1,100352,P18_parity_d5_0_17_30_32_34,P00_parity_d3_1_15_16,0.9395318627357483,1.00352
baseline,1,100352,P18_parity_d5_0_17_30_32_34,P01_parity_d3_0_21_26,0.9450074434280396,1.00352
baseline,1,100352,P18_parity_d5_0_17_30_32_34,P02_parity_d5_14_17_22_28_39,0.925893247127533,1.00352
baseline,1,100352,P18_parity_d5_0_17_30_32_34,P03_parity_d3_25_33_36,0.9268508553504944,1.00352
baseline,1,100352,P18_parity_d5_0_17_30_32_34,P04_parity_d5_5_14_22_28_32,0.9458816051483154,1.00352
baseline,1,100352,P18_parity_d5_0_17_30_32_34,P05_parity_d3_16_18_28,0.946588933467865,1.00352
baseline,1,100352,P18_parity_d5_0_17_30_32_34,P06_parity_d3_14_20_35,0.9467378258705139,1.00352
baseline,1,100352,P18_parity_d5_0_17_30_32_34,P07_parity_d3_9_12_28,0.9406784176826477,1.00352
baseline,1,100352,P18_parity_d5_0_17_30_32_34,P08_parity_d5_12_14_28_35_38,0.9412935376167297,1.00352
baseline,1,100352,P18_parity_d5_0_17_30_32_34,P09_parity_d5_1_3_14_16_32,0.9456290602684021,1.00352
baseline,1,100352,P18_parity_d5_0_17_30_32_34,P10_parity_d3_2_3_33,0.9451566338539124,1.00352
baseline,1,100352,P18_parity_d5_0_17_30_32_34,P11_parity_d3_5_21_34,0.9461645483970642,1.00352
