condition,seed,data_seen,task_i,task_j,linear_cka,checkpoint_fraction
baseline,2,100352,P10_parity_d3_2_3_33,P05_parity_d3_16_18_28,0.9990708231925964,1.00352
baseline,2,100352,P10_parity_d3_2_3_33,P06_parity_d3_14_20_35,0.998376190662384,1.00352
baseline,2,100352,P10_parity_d3_2_3_33,P07_parity_d3_9_12_28,0.9981399178504944,1.00352
baseline,2,100352,P10_parity_d3_2_3_33,P08_parity_d5_12_14_28_35_38,0.9976890087127686,1.00352
baseline,2,100352,P10_parity_d3_2_3_33,P09_parity_d5_1_3_14_16_32,0.9990244507789612,1.00352
baseline,2,100352,P10_parity_d3_2_3_33,P10_parity_d3_2_3_33,1.0,1.00352
baseline,2,100352,P10_parity_d3_2_3_33,P11_parity_d3_5_21_34,0.998617947101593,1.00352
baseline,2,100352,P10_parity_d3_2_3_33,P12_parity_d3_9_27_30,0.9991081953048706,1.00352
baseline,2,100352,P10_parity_d3_2_3_33,P13_parity_d3_15_21_39,0.9978533983230591,1.00352
baseline,2,100352,P10_parity_d3_2_3_33,P14_parity_d3_3_23_24,0.997840940952301,1.00352
baseline,2,100352,P10_parity_d3_2_3_33,P15_parity_d5_7_24_30_32_33,0.9977865219116211,1.00352
baseline,2,100352,P10_parity_d3_2_3_33,P16_parity_d5_3_18_23_29_37,0.9980455040931702,1.00352
baseline,2,100352,P10_parity_d3_2_3_33,P17_parity_d5_1_7_16_18_37,0.9979355931282043,1.00352
baseline,2,100352,P10_parity_d3_2_3_33,P18_parity_d5_0_17_30_32_34,0.9988725185394287,1.00352
baseline,2,100352,P10_parity_d3_2_3_33,P19_parity_d5_2_8_11_16_29,0.997658908367157,1.00352
baseline,2,100352,P10_parity_d3_2_3_33,P20_parity_d3_4_7_35,0.9992817044258118,1.00352
baseline,2,100352,P10_parity_d3_2_3_33,P21_parity_d5_25_34_36_37_39,0.9989467263221741,1.00352
baseline,2,100352,P10_parity_d3_2_3_33,P22_parity_d5_5_14_30_35_36,0.9979727268218994,1.00352
baseline,2,100352,P10_parity_d3_2_3_33,P23_parity_d5_8_13_18_30_39,0.9983921051025391,1.00352
baseline,2,100352,P11_parity_d3_5_21_34,P00_parity_d3_1_15_16,0.9978205561637878,1.00352
baseline,2,100352,P11_parity_d3_5_21_34,P01_parity_d3_0_21_26,0.9658275842666626,1.00352
baseline,2,100352,P11_parity_d3_5_21_34,P02_parity_d5_14_17_22_28_39,0.9970942735671997,1.00352
baseline,2,100352,P11_parity_d3_5_21_34,P03_parity_d3_25_33_36,0.9945484399795532,1.00352
baseline,2,100352,P11_parity_d3_5_21_34,P04_parity_d5_5_14_22_28_32,0.9946038722991943,1.00352
baseline,2,100352,P11_parity_d3_5_21_34,P05_parity_d3_16_18_28,0.998354434967041,1.00352
baseline,2,100352,P11_parity_d3_5_21_34,P06_parity_d3_14_20_35,0.9990819096565247,1.00352
baseline,2,100352,P11_parity_d3_5_21_34,P07_parity_d3_9_12_28,0.9990034103393555,1.00352
baseline,2,100352,P11_parity_d3_5_21_34,P08_parity_d5_12_14_28_35_38,0.9990767240524292,1.00352
baseline,2,100352,P11_parity_d3_5_21_34,P09_parity_d5_1_3_14_16_32,0.9988842010498047,1.00352
baseline,2,100352,P11_parity_d3_5_21_34,P10_parity_d3_2_3_33,0.998617947101593,1.00352
baseline,2,100352,P11_parity_d3_5_21_34,P11_parity_d3_5_21_34,1.0,1.00352
baseline,2,100352,P11_parity_d3_5_21_34,P12_parity_d3_9_27_30,0.9980674982070923,1.00352
baseline,2,100352,P11_parity_d3_5_21_34,P13_parity_d3_15_21_39,0.9960395693778992,1.00352
baseline,2,100352,P11_parity_d3_5_21_34,P14_parity_d3_3_23_24,0.9961091876029968,1.00352
baseline,2,100352,P11_parity_d3_5_21_34,P15_parity_d5_7_24_30_32_33,0.9962617754936218,1.00352
baseline,2,100352,P11_parity_d3_5_21_34,P16_parity_d5_3_18_23_29_37,0.996895432472229,1.00352
baseline,2,100352,P11_parity_d3_5_21_34,P17_parity_d5_1_7_16_18_37,0.9988527297973633,1.00352
baseline,2,100352,P11_parity_d3_5_21_34,P18_parity_d5_0_17_30_32_34,0.9984535574913025,1.00352
baseline,2,100352,P11_parity_d3_5_21_34,P19_parity_d5_2_8_11_16_29,0.9960087537765503,1.00352
baseline,2,100352,P11_parity_d3_5_21_34,P20_parity_d3_4_7_35,0.999110996723175,1.00352
baseline,2,100352,P11_parity_d3_5_21_34,P21_parity_d5_25_34_36_37_39,0.9981884360313416,1.00352
baseline,2,100352,P11_parity_d3_5_21_34,P22_parity_d5_5_14_30_35_36,0.9964181184768677,1.00352
baseline,2,100352,P11_parity_d3_5_21_34,P23_parity_d5_8_13_18_30_39,0.9981129765510559,1.00352
baseline,2,100352,P12_parity_d3_9_27_30,P00_parity_d3_1_15_16,0.9990553259849548,1.00352
baseline,2,100352,P12_parity_d3_9_27_30,P01_parity_d3_0_21_26,0.9735739231109619,1.00352
baseline,2,100352,P12_parity_d3_9_27_30,P02_parity_d5_14_17_22_28_39,0.9988032579421997,1.00352
baseline,2,100352,P12_parity_d3_9_27_30,P03_parity_d3_25_33_36,0.9975288510322571,1.00352
baseline,2,100352,P12_parity_d3_9_27_30,P04_parity_d5_5_14_22_28_32,0.9978788495063782,1.00352
baseline,2,100352,P12_parity_d3_9_27_30,P05_parity_d3_16_18_28,0.99923175573349,1.00352
baseline,2,100352,P12_parity_d3_9_27_30,P06_parity_d3_14_20_35,0.9976707100868225,1.00352
baseline,2,100352,P12_parity_d3_9_27_30,P07_parity_d3_9_12_28,0.9969889521598816,1.00352
baseline,2,100352,P12_parity_d3_9_27_30,P08_parity_d5_12_14_28_35_38,0.9966317415237427,1.00352
baseline,2,100352,P12_parity_d3_9_27_30,P09_parity_d5_1_3_14_16_32,0.9982898235321045,1.00352
baseline,2,100352,P12_parity_d3_9_27_30,P10_parity_d3_2_3_33,0.9991081953048706,1.00352
baseline,2,100352,P12_parity_d3_9_27_30,P11_parity_d3_5_21_34,0.9980676770210266,1.00352
baseline,2,100352,P12_parity_d3_9_27_30,P12_parity_d3_9_27_30,1.0,1.00352
baseline,2,100352,P12_parity_d3_9_27_30,P13_parity_d3_15_21_39,0.9984214901924133,1.00352
baseline,2,100352,P12_parity_d3_9_27_30,P14_parity_d3_3_23_24,0.9986253380775452,1.00352
baseline,2,100352,P12_parity_d3_9_27_30,P15_parity_d5_7_24_30_32_33,0.9984222054481506,1.00352
baseline,2,100352,P12_parity_d3_9_27_30,P16_parity_d5_3_18_23_29_37,0.9983957409858704,1.00352
baseline,2,100352,P12_parity_d3_9_27_30,P17_parity_d5_1_7_16_18_37,0.9973454475402832,1.00352
baseline,2,100352,P12_parity_d3_9_27_30,P18_parity_d5_0_17_30_32_34,0.9990668892860413,1.00352
baseline,2,100352,P12_parity_d3_9_27_30,P19_parity_d5_2_8_11_16_29,0.998528778553009,1.00352
baseline,2,100352,P12_parity_d3_9_27_30,P20_parity_d3_4_7_35,0.998720109462738,1.00352
baseline,2,100352,P12_parity_d3_9_27_30,P21_parity_d5_25_34_36_37_39,0.9987196922302246,1.00352
baseline,2,100352,P12_parity_d3_9_27_30,P22_parity_d5_5_14_30_35_36,0.9987208247184753,1.00352
baseline,2,100352,P12_parity_d3_9_27_30,P23_parity_d5_8_13_18_30_39,0.9976919293403625,1.00352
baseline,2,100352,P13_parity_d3_15_21_39,P00_parity_d3_1_15_16,0.9981608986854553,1.00352
baseline,2,100352,P13_parity_d3_15_21_39,P01_parity_d3_0_21_26,0.9812633991241455,1.00352
baseline,2,100352,P13_parity_d3_15_21_39,P02_parity_d5_14_17_22_28_39,0.998917818069458,1.00352
baseline,2,100352,P13_parity_d3_15_21_39,P03_parity_d3_25_33_36,0.9992203116416931,1.00352
baseline,2,100352,P13_parity_d3_15_21_39,P04_parity_d5_5_14_22_28_32,0.999242901802063,1.00352
baseline,2,100352,P13_parity_d3_15_21_39,P05_parity_d3_16_18_28,0.9983012080192566,1.00352
baseline,2,100352,P13_parity_d3_15_21_39,P06_parity_d3_14_20_35,0.9953113794326782,1.00352
baseline,2,100352,P13_parity_d3_15_21_39,P07_parity_d3_9_12_28,0.9939383268356323,1.00352
baseline,2,100352,P13_parity_d3_15_21_39,P08_parity_d5_12_14_28_35_38,0.9935523271560669,1.00352
baseline,2,100352,P13_parity_d3_15_21_39,P09_parity_d5_1_3_14_16_32,0.9964423179626465,1.00352
baseline,2,100352,P13_parity_d3_15_21_39,P10_parity_d3_2_3_33,0.9978532791137695,1.00352
baseline,2,100352,P13_parity_d3_15_21_39,P11_parity_d3_5_21_34,0.9960395693778992,1.00352
baseline,2,100352,P13_parity_d3_15_21_39,P12_parity_d3_9_27_30,0.9984219670295715,1.00352
baseline,2,100352,P13_parity_d3_15_21_39,P13_parity_d3_15_21_39,1.0,1.00352
baseline,2,100352,P13_parity_d3_15_21_39,P14_parity_d3_3_23_24,0.9994951486587524,1.00352
baseline,2,100352,P13_parity_d3_15_21_39,P15_parity_d5_7_24_30_32_33,0.999250054359436,1.00352
baseline,2,100352,P13_parity_d3_15_21_39,P16_parity_d5_3_18_23_29_37,0.9992045164108276,1.00352
baseline,2,100352,P13_parity_d3_15_21_39,P17_parity_d5_1_7_16_18_37,0.9942275881767273,1.00352
baseline,2,100352,P13_parity_d3_15_21_39,P18_parity_d5_0_17_30_32_34,0.9986246228218079,1.00352
baseline,2,100352,P13_parity_d3_15_21_39,P19_parity_d5_2_8_11_16_29,0.9991959929466248,1.00352
baseline,2,100352,P13_parity_d3_15_21_39,P20_parity_d3_4_7_35,0.9970403909683228,1.00352
baseline,2,100352,P13_parity_d3_15_21_39,P21_parity_d5_25_34_36_37_39,0.9978145956993103,1.00352
baseline,2,100352,P13_parity_d3_15_21_39,P22_parity_d5_5_14_30_35_36,0.9992733597755432,1.00352
baseline,2,100352,P13_parity_d3_15_21_39,P23_parity_d5_8_13_18_30_39,0.9957816004753113,1.00352
baseline,2,100352,P14_parity_d3_3_23_24,P00_parity_d3_1_15_16,0.9982388615608215,1.00352
baseline,2,100352,P14_parity_d3_3_23_24,P01_parity_d3_0_21_26,0.9809507727622986,1.00352
baseline,2,100352,P14_parity_d3_3_23_24,P02_parity_d5_14_17_22_28_39,0.9989078044891357,1.00352
baseline,2,100352,P14_parity_d3_3_23_24,P03_parity_d3_25_33_36,0.9992694854736328,1.00352
baseline,2,100352,P14_parity_d3_3_23_24,P04_parity_d5_5_14_22_28_32,0.9992746710777283,1.00352
baseline,2,100352,P14_parity_d3_3_23_24,P05_parity_d3_16_18_28,0.9983975291252136,1.00352
baseline,2,100352,P14_parity_d3_3_23_24,P06_parity_d3_14_20_35,0.9952309131622314,1.00352
baseline,2,100352,P14_parity_d3_3_23_24,P07_parity_d3_9_12_28,0.9939497709274292,1.00352
baseline,2,100352,P14_parity_d3_3_23_24,P08_parity_d5_12_14_28_35_38,0.9937024116516113,1.00352
baseline,2,100352,P14_parity_d3_3_23_24,P09_parity_d5_1_3_14_16_32,0.9963473677635193,1.00352
baseline,2,100352,P14_parity_d3_3_23_24,P10_parity_d3_2_3_33,0.9978412389755249,1.00352
baseline,2,100352,P14_parity_d3_3_23_24,P11_parity_d3_5_21_34,0.9961090087890625,1.00352
baseline,2,100352,P14_parity_d3_3_23_24,P12_parity_d3_9_27_30,0.9986255168914795,1.00352
baseline,2,100352,P14_parity_d3_3_23_24,P13_parity_d3_15_21_39,0.9994949102401733,1.00352
baseline,2,100352,P14_parity_d3_3_23_24,P14_parity_d3_3_23_24,1.0,1.00352
baseline,2,100352,P14_parity_d3_3_23_24,P15_parity_d5_7_24_30_32_33,0.9992678761482239,1.00352
baseline,2,100352,P14_parity_d3_3_23_24,P16_parity_d5_3_18_23_29_37,0.9993408918380737,1.00352
baseline,2,100352,P14_parity_d3_3_23_24,P17_parity_d5_1_7_16_18_37,0.994464635848999,1.00352
baseline,2,100352,P14_parity_d3_3_23_24,P18_parity_d5_0_17_30_32_34,0.9986993074417114,1.00352
baseline,2,100352,P14_parity_d3_3_23_24,P19_parity_d5_2_8_11_16_29,0.9993728995323181,1.00352
baseline,2,100352,P14_parity_d3_3_23_24,P20_parity_d3_4_7_35,0.996983528137207,1.00352
baseline,2,100352,P14_parity_d3_3_23_24,P21_parity_d5_25_34_36_37_39,0.9976139068603516,1.00352
baseline,2,100352,P14_parity_d3_3_23_24,P22_parity_d5_5_14_30_35_36,0.999329686164856,1.00352
baseline,2,100352,P14_parity_d3_3_23_24,P23_parity_d5_8_13_18_30_39,0.9954167604446411,1.00352
baseline,2,100352,P15_parity_d5_7_24_30_32_33,P00_parity_d3_1_15_16,0.9986773133277893,1.00352
baseline,2,100352,P15_parity_d5_7_24_30_32_33,P01_parity_d3_0_21_26,0.9793078303337097,1.00352
baseline,2,100352,P15_parity_d5_7_24_30_32_33,P02_parity_d5_14_17_22_28_39,0.9989641904830933,1.00352
baseline,2,100352,P15_parity_d5_7_24_30_32_33,P03_parity_d3_25_33_36,0.9990757703781128,1.00352
baseline,2,100352,P15_parity_d5_7_24_30_32_33,P04_parity_d5_5_14_22_28_32,0.9989615678787231,1.00352
baseline,2,100352,P15_parity_d5_7_24_30_32_33,P05_parity_d3_16_18_28,0.9985293745994568,1.00352
baseline,2,100352,P15_parity_d5_7_24_30_32_33,P06_parity_d3_14_20_35,0.9954760074615479,1.00352
baseline,2,100352,P15_parity_d5_7_24_30_32_33,P07_parity_d3_9_12_28,0.9940661787986755,1.00352
baseline,2,100352,P15_parity_d5_7_24_30_32_33,P08_parity_d5_12_14_28_35_38,0.9940629601478577,1.00352
baseline,2,100352,P15_parity_d5_7_24_30_32_33,P09_parity_d5_1_3_14_16_32,0.9965953230857849,1.00352
baseline,2,100352,P15_parity_d5_7_24_30_32_33,P10_parity_d3_2_3_33,0.9977868795394897,1.00352
baseline,2,100352,P15_parity_d5_7_24_30_32_33,P11_parity_d3_5_21_34,0.9962616562843323,1.00352
baseline,2,100352,P15_parity_d5_7_24_30_32_33,P12_parity_d3_9_27_30,0.9984222054481506,1.00352
baseline,2,100352,P15_parity_d5_7_24_30_32_33,P13_parity_d3_15_21_39,0.9992495775222778,1.00352
baseline,2,100352,P15_parity_d5_7_24_30_32_33,P14_parity_d3_3_23_24,0.9992683529853821,1.00352
baseline,2,100352,P15_parity_d5_7_24_30_32_33,P15_parity_d5_7_24_30_32_33,1.0,1.00352
baseline,2,100352,P15_parity_d5_7_24_30_32_33,P16_parity_d5_3_18_23_29_37,0.9991349577903748,1.00352
baseline,2,100352,P15_parity_d5_7_24_30_32_33,P17_parity_d5_1_7_16_18_37,0.994813859462738,1.00352
baseline,2,100352,P15_parity_d5_7_24_30_32_33,P18_parity_d5_0_17_30_32_34,0.9986221790313721,1.00352
baseline,2,100352,P15_parity_d5_7_24_30_32_33,P19_parity_d5_2_8_11_16_29,0.999373733997345,1.00352
baseline,2,100352,P15_parity_d5_7_24_30_32_33,P20_parity_d3_4_7_35,0.997068464756012,1.00352
baseline,2,100352,P15_parity_d5_7_24_30_32_33,P21_parity_d5_25_34_36_37_39,0.997521698474884,1.00352
baseline,2,100352,P15_parity_d5_7_24_30_32_33,P22_parity_d5_5_14_30_35_36,0.9991713762283325,1.00352
baseline,2,100352,P15_parity_d5_7_24_30_32_33,P23_parity_d5_8_13_18_30_39,0.9957791566848755,1.00352
baseline,2,100352,P16_parity_d5_3_18_23_29_37,P00_parity_d3_1_15_16,0.9982835650444031,1.00352
baseline,2,100352,P16_parity_d5_3_18_23_29_37,P01_parity_d3_0_21_26,0.9803014993667603,1.00352
baseline,2,100352,P16_parity_d5_3_18_23_29_37,P02_parity_d5_14_17_22_28_39,0.9989680051803589,1.00352
baseline,2,100352,P16_parity_d5_3_18_23_29_37,P03_parity_d3_25_33_36,0.9991482496261597,1.00352
baseline,2,100352,P16_parity_d5_3_18_23_29_37,P04_parity_d5_5_14_22_28_32,0.9987377524375916,1.00352
baseline,2,100352,P16_parity_d5_3_18_23_29_37,P05_parity_d3_16_18_28,0.9983274936676025,1.00352
baseline,2,100352,P16_parity_d5_3_18_23_29_37,P06_parity_d3_14_20_35,0.9959519505500793,1.00352
baseline,2,100352,P16_parity_d5_3_18_23_29_37,P07_parity_d3_9_12_28,0.9947843551635742,1.00352
baseline,2,100352,P16_parity_d5_3_18_23_29_37,P08_parity_d5_12_14_28_35_38,0.9947283864021301,1.00352
baseline,2,100352,P16_parity_d5_3_18_23_29_37,P09_parity_d5_1_3_14_16_32,0.9967833757400513,1.00352
baseline,2,100352,P16_parity_d5_3_18_23_29_37,P10_parity_d3_2_3_33,0.9980455040931702,1.00352
baseline,2,100352,P16_parity_d5_3_18_23_29_37,P11_parity_d3_5_21_34,0.9968952536582947,1.00352
baseline,2,100352,P16_parity_d5_3_18_23_29_37,P12_parity_d3_9_27_30,0.9983955025672913,1.00352
baseline,2,100352,P16_parity_d5_3_18_23_29_37,P13_parity_d3_15_21_39,0.9992039799690247,1.00352
baseline,2,100352,P16_parity_d5_3_18_23_29_37,P14_parity_d3_3_23_24,0.9993407130241394,1.00352
baseline,2,100352,P16_parity_d5_3_18_23_29_37,P15_parity_d5_7_24_30_32_33,0.9991350769996643,1.00352
baseline,2,100352,P16_parity_d5_3_18_23_29_37,P16_parity_d5_3_18_23_29_37,1.0,1.00352
baseline,2,100352,P16_parity_d5_3_18_23_29_37,P17_parity_d5_1_7_16_18_37,0.9950177073478699,1.00352
baseline,2,100352,P16_parity_d5_3_18_23_29_37,P18_parity_d5_0_17_30_32_34,0.9991334080696106,1.00352
baseline,2,100352,P16_parity_d5_3_18_23_29_37,P19_parity_d5_2_8_11_16_29,0.9991567134857178,1.00352
baseline,2,100352,P16_parity_d5_3_18_23_29_37,P20_parity_d3_4_7_35,0.9971340894699097,1.00352
baseline,2,100352,P16_parity_d5_3_18_23_29_37,P21_parity_d5_25_34_36_37_39,0.9976324439048767,1.00352
baseline,2,100352,P16_parity_d5_3_18_23_29_37,P22_parity_d5_5_14_30_35_36,0.9993508458137512,1.00352
baseline,2,100352,P16_parity_d5_3_18_23_29_37,P23_parity_d5_8_13_18_30_39,0.995634138584137,1.00352
baseline,2,100352,P17_parity_d5_1_7_16_18_37,P00_parity_d3_1_15_16,0.99732506275177,1.00352
baseline,2,100352,P17_parity_d5_1_7_16_18_37,P01_parity_d3_0_21_26,0.961710512638092,1.00352
baseline,2,100352,P17_parity_d5_1_7_16_18_37,P02_parity_d5_14_17_22_28_39,0.9961578249931335,1.00352
baseline,2,100352,P17_parity_d5_1_7_16_18_37,P03_parity_d3_25_33_36,0.9924860596656799,1.00352
baseline,2,100352,P17_parity_d5_1_7_16_18_37,P04_parity_d5_5_14_22_28_32,0.9929959177970886,1.00352
baseline,2,100352,P17_parity_d5_1_7_16_18_37,P05_parity_d3_16_18_28,0.9978091716766357,1.00352
baseline,2,100352,P17_parity_d5_1_7_16_18_37,P06_parity_d3_14_20_35,0.9990353584289551,1.00352
baseline,2,100352,P17_parity_d5_1_7_16_18_37,P07_parity_d3_9_12_28,0.999086320400238,1.00352
baseline,2,100352,P17_parity_d5_1_7_16_18_37,P08_parity_d5_12_14_28_35_38,0.9988846182823181,1.00352
baseline,2,100352,P17_parity_d5_1_7_16_18_37,P09_parity_d5_1_3_14_16_32,0.9987790584564209,1.00352
baseline,2,100352,P17_parity_d5_1_7_16_18_37,P10_parity_d3_2_3_33,0.9979357123374939,1.00352
baseline,2,100352,P17_parity_d5_1_7_16_18_37,P11_parity_d3_5_21_34,0.9988530874252319,1.00352
baseline,2,100352,P17_parity_d5_1_7_16_18_37,P12_parity_d3_9_27_30,0.9973458647727966,1.00352
baseline,2,100352,P17_parity_d5_1_7_16_18_37,P13_parity_d3_15_21_39,0.9942280054092407,1.00352
baseline,2,100352,P17_parity_d5_1_7_16_18_37,P14_parity_d3_3_23_24,0.9944644570350647,1.00352
baseline,2,100352,P17_parity_d5_1_7_16_18_37,P15_parity_d5_7_24_30_32_33,0.9948139786720276,1.00352
baseline,2,100352,P17_parity_d5_1_7_16_18_37,P16_parity_d5_3_18_23_29_37,0.9950173497200012,1.00352
baseline,2,100352,P17_parity_d5_1_7_16_18_37,P17_parity_d5_1_7_16_18_37,1.0,1.00352
baseline,2,100352,P17_parity_d5_1_7_16_18_37,P18_parity_d5_0_17_30_32_34,0.9969831705093384,1.00352
baseline,2,100352,P17_parity_d5_1_7_16_18_37,P19_parity_d5_2_8_11_16_29,0.9943451285362244,1.00352
baseline,2,100352,P17_parity_d5_1_7_16_18_37,P20_parity_d3_4_7_35,0.9985863566398621,1.00352
baseline,2,100352,P17_parity_d5_1_7_16_18_37,P21_parity_d5_25_34_36_37_39,0.9977839589118958,1.00352
baseline,2,100352,P17_parity_d5_1_7_16_18_37,P22_parity_d5_5_14_30_35_36,0.9947195649147034,1.00352
baseline,2,100352,P17_parity_d5_1_7_16_18_37,P23_parity_d5_8_13_18_30_39,0.9983895421028137,1.00352
baseline,2,100352,P18_parity_d5_0_17_30_32_34,P00_parity_d3_1_15_16,0.9987207651138306,1.00352
baseline,2,100352,P18_parity_d5_0_17_30_32_34,P01_parity_d3_0_21_26,0.975099503993988,1.00352
baseline,2,100352,P18_parity_d5_0_17_30_32_34,P02_parity_d5_14_17_22_28_39,0.9987691640853882,1.00352
baseline,2,100352,P18_parity_d5_0_17_30_32_34,P03_parity_d3_25_33_36,0.9980597496032715,1.00352
baseline,2,100352,P18_parity_d5_0_17_30_32_34,P04_parity_d5_5_14_22_28_32,0.9978318810462952,1.00352
baseline,2,100352,P18_parity_d5_0_17_30_32_34,P05_parity_d3_16_18_28,0.9990561008453369,1.00352
baseline,2,100352,P18_parity_d5_0_17_30_32_34,P06_parity_d3_14_20_35,0.997613787651062,1.00352
baseline,2,100352,P18_parity_d5_0_17_30_32_34,P07_parity_d3_9_12_28,0.9968793988227844,1.00352
baseline,2,100352,P18_parity_d5_0_17_30_32_34,P08_parity_d5_12_14_28_35_38,0.9969793558120728,1.00352
baseline,2,100352,P18_parity_d5_0_17_30_32_34,P09_parity_d5_1_3_14_16_32,0.9981545805931091,1.00352
baseline,2,100352,P18_parity_d5_0_17_30_32_34,P10_parity_d3_2_3_33,0.9988723993301392,1.00352
baseline,2,100352,P18_parity_d5_0_17_30_32_34,P11_parity_d3_5_21_34,0.9984537959098816,1.00352
baseline,2,100352,P18_parity_d5_0_17_30_32_34,P12_parity_d3_9_27_30,0.9990665912628174,1.00352
baseline,2,100352,P18_parity_d5_0_17_30_32_34,P13_parity_d3_15_21_39,0.9986246228218079,1.00352
baseline,2,100352,P18_parity_d5_0_17_30_32_34,P14_parity_d3_3_23_24,0.9986993670463562,1.00352
baseline,2,100352,P18_parity_d5_0_17_30_32_34,P15_parity_d5_7_24_30_32_33,0.9986225366592407,1.00352
baseline,2,100352,P18_parity_d5_0_17_30_32_34,P16_parity_d5_3_18_23_29_37,0.9991335868835449,1.00352
baseline,2,100352,P18_parity_d5_0_17_30_32_34,P17_parity_d5_1_7_16_18_37,0.9969832301139832,1.00352
baseline,2,100352,P18_parity_d5_0_17_30_32_34,P18_parity_d5_0_17_30_32_34,1.0,1.00352
baseline,2,100352,P18_parity_d5_0_17_30_32_34,P19_parity_d5_2_8_11_16_29,0.9986923933029175,1.00352
baseline,2,100352,P18_parity_d5_0_17_30_32_34,P20_parity_d3_4_7_35,0.9983983635902405,1.00352
baseline,2,100352,P18_parity_d5_0_17_30_32_34,P21_parity_d5_25_34_36_37_39,0.9985297918319702,1.00352
baseline,2,100352,P18_parity_d5_0_17_30_32_34,P22_parity_d5_5_14_30_35_36,0.9989297389984131,1.00352
baseline,2,100352,P18_parity_d5_0_17_30_32_34,P23_parity_d5_8_13_18_30_39,0.9970450401306152,1.00352
baseline,2,100352,P19_parity_d5_2_8_11_16_29,P00_parity_d3_1_15_16,0.9984561800956726,1.00352
baseline,2,100352,P19_parity_d5_2_8_11_16_29,P01_parity_d3_0_21_26,0.9804299473762512,1.00352
baseline,2,100352,P19_parity_d5_2_8_11_16_29,P02_parity_d5_14_17_22_28_39,0.9986891150474548,1.00352
baseline,2,100352,P19_parity_d5_2_8_11_16_29,P03_parity_d3_25_33_36,0.9992312788963318,1.00352
baseline,2,100352,P19_parity_d5_2_8_11_16_29,P04_parity_d5_5_14_22_28_32,0.9989278316497803,1.00352
baseline,2,100352,P19_parity_d5_2_8_11_16_29,P05_parity_d3_16_18_28,0.9984248280525208,1.00352
baseline,2,100352,P19_parity_d5_2_8_11_16_29,P06_parity_d3_14_20_35,0.9950919151306152,1.00352
baseline,2,100352,P19_parity_d5_2_8_11_16_29,P07_parity_d3_9_12_28,0.9936834573745728,1.00352
baseline,2,100352,P19_parity_d5_2_8_11_16_29,P08_parity_d5_12_14_28_35_38,0.9935365915298462,1.00352
baseline,2,100352,P19_parity_d5_2_8_11_16_29,P09_parity_d5_1_3_14_16_32,0.9960718154907227,1.00352
baseline,2,100352,P19_parity_d5_2_8_11_16_29,P10_parity_d3_2_3_33,0.9976584911346436,1.00352
baseline,2,100352,P19_parity_d5_2_8_11_16_29,P11_parity_d3_5_21_34,0.9960086941719055,1.00352
baseline,2,100352,P19_parity_d5_2_8_11_16_29,P12_parity_d3_9_27_30,0.9985285997390747,1.00352
baseline,2,100352,P19_parity_d5_2_8_11_16_29,P13_parity_d3_15_21_39,0.9991954565048218,1.00352
baseline,2,100352,P19_parity_d5_2_8_11_16_29,P14_parity_d3_3_23_24,0.999373197555542,1.00352
baseline,2,100352,P19_parity_d5_2_8_11_16_29,P15_parity_d5_7_24_30_32_33,0.999373733997345,1.00352
baseline,2,100352,P19_parity_d5_2_8_11_16_29,P16_parity_d5_3_18_23_29_37,0.9991568922996521,1.00352
baseline,2,100352,P19_parity_d5_2_8_11_16_29,P17_parity_d5_1_7_16_18_37,0.9943450093269348,1.00352
baseline,2,100352,P19_parity_d5_2_8_11_16_29,P18_parity_d5_0_17_30_32_34,0.9986927509307861,1.00352
baseline,2,100352,P19_parity_d5_2_8_11_16_29,P19_parity_d5_2_8_11_16_29,1.0,1.00352
baseline,2,100352,P19_parity_d5_2_8_11_16_29,P20_parity_d3_4_7_35,0.9966955780982971,1.00352
baseline,2,100352,P19_parity_d5_2_8_11_16_29,P21_parity_d5_25_34_36_37_39,0.9971678256988525,1.00352
baseline,2,100352,P19_parity_d5_2_8_11_16_29,P22_parity_d5_5_14_30_35_36,0.9994366765022278,1.00352
baseline,2,100352,P19_parity_d5_2_8_11_16_29,P23_parity_d5_8_13_18_30_39,0.9951768517494202,1.00352
baseline,2,100352,P20_parity_d3_4_7_35,P00_parity_d3_1_15_16,0.9984402656555176,1.00352
baseline,2,100352,P20_parity_d3_4_7_35,P01_parity_d3_0_21_26,0.9682668447494507,1.00352
baseline,2,100352,P20_parity_d3_4_7_35,P02_parity_d5_14_17_22_28_39,0.998042643070221,1.00352
baseline,2,100352,P20_parity_d3_4_7_35,P03_parity_d3_25_33_36,0.9954898953437805,1.00352
baseline,2,100352,P20_parity_d3_4_7_35,P04_parity_d5_5_14_22_28_32,0.9960572719573975,1.00352
baseline,2,100352,P20_parity_d3_4_7_35,P05_parity_d3_16_18_28,0.9989767074584961,1.00352
baseline,2,100352,P20_parity_d3_4_7_35,P06_parity_d3_14_20_35,0.9989586472511292,1.00352
baseline,2,100352,P20_parity_d3_4_7_35,P07_parity_d3_9_12_28,0.9987831711769104,1.00352
baseline,2,100352,P20_parity_d3_4_7_35,P08_parity_d5_12_14_28_35_38,0.9983619451522827,1.00352
baseline,2,100352,P20_parity_d3_4_7_35,P09_parity_d5_1_3_14_16_32,0.9993549585342407,1.00352
baseline,2,100352,P20_parity_d3_4_7_35,P10_parity_d3_2_3_33,0.9992819428443909,1.00352
