condition,seed,data_seen,task_i,task_j,grad_cosine_mean,checkpoint_fraction
baseline,1,60416,P14_parity_d3_3_23_24,P20_parity_d3_4_7_35,0.90771669823385,0.60416
baseline,1,60416,P14_parity_d3_3_23_24,P21_parity_d5_25_34_36_37_39,0.6241471422980008,0.60416
baseline,1,60416,P14_parity_d3_3_23_24,P22_parity_d5_5_14_30_35_36,0.9320055490598284,0.60416
baseline,1,60416,P14_parity_d3_3_23_24,P23_parity_d5_8_13_18_30_39,-0.9434851927407211,0.60416
baseline,1,60416,P15_parity_d5_7_24_30_32_33,P00_parity_d3_1_15_16,0.9297802918270011,0.60416
baseline,1,60416,P15_parity_d5_7_24_30_32_33,P01_parity_d3_0_21_26,-0.8258897001118015,0.60416
baseline,1,60416,P15_parity_d5_7_24_30_32_33,P02_parity_d5_14_17_22_28_39,0.8964950788722389,0.60416
baseline,1,60416,P15_parity_d5_7_24_30_32_33,P03_parity_d3_25_33_36,-0.8613237639169176,0.60416
baseline,1,60416,P15_parity_d5_7_24_30_32_33,P04_parity_d5_5_14_22_28_32,-0.5238391428350336,0.60416
baseline,1,60416,P15_parity_d5_7_24_30_32_33,P05_parity_d3_16_18_28,0.4631061664862064,0.60416
baseline,1,60416,P15_parity_d5_7_24_30_32_33,P06_parity_d3_14_20_35,0.8694234756878625,0.60416
baseline,1,60416,P15_parity_d5_7_24_30_32_33,P07_parity_d3_9_12_28,0.8982896212236354,0.60416
baseline,1,60416,P15_parity_d5_7_24_30_32_33,P08_parity_d5_12_14_28_35_38,0.8673557307233202,0.60416
baseline,1,60416,P15_parity_d5_7_24_30_32_33,P09_parity_d5_1_3_14_16_32,-0.8047256160710046,0.60416
baseline,1,60416,P15_parity_d5_7_24_30_32_33,P10_parity_d3_2_3_33,0.48192617454026826,0.60416
baseline,1,60416,P15_parity_d5_7_24_30_32_33,P11_parity_d3_5_21_34,0.7692429996444442,0.60416
baseline,1,60416,P15_parity_d5_7_24_30_32_33,P12_parity_d3_9_27_30,-0.8644705123714679,0.60416
baseline,1,60416,P15_parity_d5_7_24_30_32_33,P13_parity_d3_15_21_39,-0.929530775673875,0.60416
baseline,1,60416,P15_parity_d5_7_24_30_32_33,P14_parity_d3_3_23_24,0.8792484990114199,0.60416
baseline,1,60416,P15_parity_d5_7_24_30_32_33,P15_parity_d5_7_24_30_32_33,1.0000001994135648,0.60416
baseline,1,60416,P15_parity_d5_7_24_30_32_33,P16_parity_d5_3_18_23_29_37,0.9159198458611206,0.60416
baseline,1,60416,P15_parity_d5_7_24_30_32_33,P17_parity_d5_1_7_16_18_37,0.8939440673452618,0.60416
baseline,1,60416,P15_parity_d5_7_24_30_32_33,P18_parity_d5_0_17_30_32_34,0.9007866313340398,0.60416
baseline,1,60416,P15_parity_d5_7_24_30_32_33,P19_parity_d5_2_8_11_16_29,0.2694009207957315,0.60416
baseline,1,60416,P15_parity_d5_7_24_30_32_33,P20_parity_d3_4_7_35,0.9206948634173722,0.60416
baseline,1,60416,P15_parity_d5_7_24_30_32_33,P21_parity_d5_25_34_36_37_39,0.5819291780199556,0.60416
baseline,1,60416,P15_parity_d5_7_24_30_32_33,P22_parity_d5_5_14_30_35_36,0.9123366055841168,0.60416
baseline,1,60416,P15_parity_d5_7_24_30_32_33,P23_parity_d5_8_13_18_30_39,-0.9365403521946284,0.60416
baseline,1,60416,P16_parity_d5_3_18_23_29_37,P00_parity_d3_1_15_16,0.9396054619275267,0.60416
baseline,1,60416,P16_parity_d5_3_18_23_29_37,P01_parity_d3_0_21_26,-0.8094629609035313,0.60416
baseline,1,60416,P16_parity_d5_3_18_23_29_37,P02_parity_d5_14_17_22_28_39,0.9373083117383505,0.60416
baseline,1,60416,P16_parity_d5_3_18_23_29_37,P03_parity_d3_25_33_36,-0.8681419151527401,0.60416
baseline,1,60416,P16_parity_d5_3_18_23_29_37,P04_parity_d5_5_14_22_28_32,-0.5540284668464222,0.60416
baseline,1,60416,P16_parity_d5_3_18_23_29_37,P05_parity_d3_16_18_28,0.5362670967325492,0.60416
baseline,1,60416,P16_parity_d5_3_18_23_29_37,P06_parity_d3_14_20_35,0.9157070022901483,0.60416
baseline,1,60416,P16_parity_d5_3_18_23_29_37,P07_parity_d3_9_12_28,0.9108219235730772,0.60416
baseline,1,60416,P16_parity_d5_3_18_23_29_37,P08_parity_d5_12_14_28_35_38,0.9343745990176567,0.60416
baseline,1,60416,P16_parity_d5_3_18_23_29_37,P09_parity_d5_1_3_14_16_32,-0.832645334706106,0.60416
baseline,1,60416,P16_parity_d5_3_18_23_29_37,P10_parity_d3_2_3_33,0.5329302240066532,0.60416
baseline,1,60416,P16_parity_d5_3_18_23_29_37,P11_parity_d3_5_21_34,0.7903189060395702,0.60416
baseline,1,60416,P16_parity_d5_3_18_23_29_37,P12_parity_d3_9_27_30,-0.8839392684216327,0.60416
baseline,1,60416,P16_parity_d5_3_18_23_29_37,P13_parity_d3_15_21_39,-0.9408129664764152,0.60416
baseline,1,60416,P16_parity_d5_3_18_23_29_37,P14_parity_d3_3_23_24,0.9463302484645201,0.60416
baseline,1,60416,P16_parity_d5_3_18_23_29_37,P15_parity_d5_7_24_30_32_33,0.9159198458611206,0.60416
baseline,1,60416,P16_parity_d5_3_18_23_29_37,P16_parity_d5_3_18_23_29_37,1.0000001593348697,0.60416
baseline,1,60416,P16_parity_d5_3_18_23_29_37,P17_parity_d5_1_7_16_18_37,0.9261327822155344,0.60416
baseline,1,60416,P16_parity_d5_3_18_23_29_37,P18_parity_d5_0_17_30_32_34,0.9226864889838975,0.60416
baseline,1,60416,P16_parity_d5_3_18_23_29_37,P19_parity_d5_2_8_11_16_29,0.36569482137086257,0.60416
baseline,1,60416,P16_parity_d5_3_18_23_29_37,P20_parity_d3_4_7_35,0.9124295976956857,0.60416
baseline,1,60416,P16_parity_d5_3_18_23_29_37,P21_parity_d5_25_34_36_37_39,0.5513856305000776,0.60416
baseline,1,60416,P16_parity_d5_3_18_23_29_37,P22_parity_d5_5_14_30_35_36,0.9293153899629442,0.60416
baseline,1,60416,P16_parity_d5_3_18_23_29_37,P23_parity_d5_8_13_18_30_39,-0.9531016360130777,0.60416
baseline,1,60416,P17_parity_d5_1_7_16_18_37,P00_parity_d3_1_15_16,0.9269825270796321,0.60416
baseline,1,60416,P17_parity_d5_1_7_16_18_37,P01_parity_d3_0_21_26,-0.8635198594792836,0.60416
baseline,1,60416,P17_parity_d5_1_7_16_18_37,P02_parity_d5_14_17_22_28_39,0.9296399172221593,0.60416
baseline,1,60416,P17_parity_d5_1_7_16_18_37,P03_parity_d3_25_33_36,-0.8279963689863381,0.60416
baseline,1,60416,P17_parity_d5_1_7_16_18_37,P04_parity_d5_5_14_22_28_32,-0.578322611868585,0.60416
baseline,1,60416,P17_parity_d5_1_7_16_18_37,P05_parity_d3_16_18_28,0.5594418379352132,0.60416
baseline,1,60416,P17_parity_d5_1_7_16_18_37,P06_parity_d3_14_20_35,0.890695733927131,0.60416
baseline,1,60416,P17_parity_d5_1_7_16_18_37,P07_parity_d3_9_12_28,0.9047157895937517,0.60416
baseline,1,60416,P17_parity_d5_1_7_16_18_37,P08_parity_d5_12_14_28_35_38,0.9119533142850325,0.60416
baseline,1,60416,P17_parity_d5_1_7_16_18_37,P09_parity_d5_1_3_14_16_32,-0.8356767737536229,0.60416
baseline,1,60416,P17_parity_d5_1_7_16_18_37,P10_parity_d3_2_3_33,0.5592731518391535,0.60416
baseline,1,60416,P17_parity_d5_1_7_16_18_37,P11_parity_d3_5_21_34,0.8289700285909478,0.60416
baseline,1,60416,P17_parity_d5_1_7_16_18_37,P12_parity_d3_9_27_30,-0.9122089484562447,0.60416
baseline,1,60416,P17_parity_d5_1_7_16_18_37,P13_parity_d3_15_21_39,-0.9339548682227252,0.60416
baseline,1,60416,P17_parity_d5_1_7_16_18_37,P14_parity_d3_3_23_24,0.9186490382081361,0.60416
baseline,1,60416,P17_parity_d5_1_7_16_18_37,P15_parity_d5_7_24_30_32_33,0.8939440673452618,0.60416
baseline,1,60416,P17_parity_d5_1_7_16_18_37,P16_parity_d5_3_18_23_29_37,0.9261327822155344,0.60416
baseline,1,60416,P17_parity_d5_1_7_16_18_37,P17_parity_d5_1_7_16_18_37,1.0000003367008141,0.60416
baseline,1,60416,P17_parity_d5_1_7_16_18_37,P18_parity_d5_0_17_30_32_34,0.933209879178637,0.60416
baseline,1,60416,P17_parity_d5_1_7_16_18_37,P19_parity_d5_2_8_11_16_29,0.261126983065105,0.60416
baseline,1,60416,P17_parity_d5_1_7_16_18_37,P20_parity_d3_4_7_35,0.9264363966721163,0.60416
baseline,1,60416,P17_parity_d5_1_7_16_18_37,P21_parity_d5_25_34_36_37_39,0.5237086396703956,0.60416
baseline,1,60416,P17_parity_d5_1_7_16_18_37,P22_parity_d5_5_14_30_35_36,0.9459913202199092,0.60416
baseline,1,60416,P17_parity_d5_1_7_16_18_37,P23_parity_d5_8_13_18_30_39,-0.9477457569573412,0.60416
baseline,1,60416,P18_parity_d5_0_17_30_32_34,P00_parity_d3_1_15_16,0.9432880096966461,0.60416
baseline,1,60416,P18_parity_d5_0_17_30_32_34,P01_parity_d3_0_21_26,-0.8554758782804395,0.60416
baseline,1,60416,P18_parity_d5_0_17_30_32_34,P02_parity_d5_14_17_22_28_39,0.9280096871978813,0.60416
baseline,1,60416,P18_parity_d5_0_17_30_32_34,P03_parity_d3_25_33_36,-0.8283742970999569,0.60416
baseline,1,60416,P18_parity_d5_0_17_30_32_34,P04_parity_d5_5_14_22_28_32,-0.5731065664273999,0.60416
baseline,1,60416,P18_parity_d5_0_17_30_32_34,P05_parity_d3_16_18_28,0.5868692979663266,0.60416
baseline,1,60416,P18_parity_d5_0_17_30_32_34,P06_parity_d3_14_20_35,0.909394057892817,0.60416
baseline,1,60416,P18_parity_d5_0_17_30_32_34,P07_parity_d3_9_12_28,0.91265214658554,0.60416
baseline,1,60416,P18_parity_d5_0_17_30_32_34,P08_parity_d5_12_14_28_35_38,0.9264783787315264,0.60416
baseline,1,60416,P18_parity_d5_0_17_30_32_34,P09_parity_d5_1_3_14_16_32,-0.7926149086103764,0.60416
baseline,1,60416,P18_parity_d5_0_17_30_32_34,P10_parity_d3_2_3_33,0.5158064098552239,0.60416
baseline,1,60416,P18_parity_d5_0_17_30_32_34,P11_parity_d3_5_21_34,0.8456115836385691,0.60416
baseline,1,60416,P18_parity_d5_0_17_30_32_34,P12_parity_d3_9_27_30,-0.9358320446401261,0.60416
baseline,1,60416,P18_parity_d5_0_17_30_32_34,P13_parity_d3_15_21_39,-0.9513725237497395,0.60416
baseline,1,60416,P18_parity_d5_0_17_30_32_34,P14_parity_d3_3_23_24,0.9343710436669257,0.60416
baseline,1,60416,P18_parity_d5_0_17_30_32_34,P15_parity_d5_7_24_30_32_33,0.9007866313340398,0.60416
baseline,1,60416,P18_parity_d5_0_17_30_32_34,P16_parity_d5_3_18_23_29_37,0.9226864889838975,0.60416
baseline,1,60416,P18_parity_d5_0_17_30_32_34,P17_parity_d5_1_7_16_18_37,0.933209879178637,0.60416
baseline,1,60416,P18_parity_d5_0_17_30_32_34,P18_parity_d5_0_17_30_32_34,1.000000136809935,0.60416
baseline,1,60416,P18_parity_d5_0_17_30_32_34,P19_parity_d5_2_8_11_16_29,0.22033544129253796,0.60416
baseline,1,60416,P18_parity_d5_0_17_30_32_34,P20_parity_d3_4_7_35,0.9409111121510804,0.60416
baseline,1,60416,P18_parity_d5_0_17_30_32_34,P21_parity_d5_25_34_36_37_39,0.5648181851649534,0.60416
baseline,1,60416,P18_parity_d5_0_17_30_32_34,P22_parity_d5_5_14_30_35_36,0.9488213166688799,0.60416
baseline,1,60416,P18_parity_d5_0_17_30_32_34,P23_parity_d5_8_13_18_30_39,-0.9560165228572407,0.60416
baseline,1,60416,P19_parity_d5_2_8_11_16_29,P00_parity_d3_1_15_16,0.24268435031378474,0.60416
baseline,1,60416,P19_parity_d5_2_8_11_16_29,P01_parity_d3_0_21_26,-0.0835735329862774,0.60416
baseline,1,60416,P19_parity_d5_2_8_11_16_29,P02_parity_d5_14_17_22_28_39,0.2692757208940481,0.60416
baseline,1,60416,P19_parity_d5_2_8_11_16_29,P03_parity_d3_25_33_36,-0.3022686279791657,0.60416
baseline,1,60416,P19_parity_d5_2_8_11_16_29,P04_parity_d5_5_14_22_28_32,-0.16436931947376715,0.60416
baseline,1,60416,P19_parity_d5_2_8_11_16_29,P05_parity_d3_16_18_28,0.19265342594809542,0.60416
baseline,1,60416,P19_parity_d5_2_8_11_16_29,P06_parity_d3_14_20_35,0.28631488552195244,0.60416
baseline,1,60416,P19_parity_d5_2_8_11_16_29,P07_parity_d3_9_12_28,0.2890396518545225,0.60416
baseline,1,60416,P19_parity_d5_2_8_11_16_29,P08_parity_d5_12_14_28_35_38,0.29222055373369604,0.60416
baseline,1,60416,P19_parity_d5_2_8_11_16_29,P09_parity_d5_1_3_14_16_32,-0.28822594119626666,0.60416
baseline,1,60416,P19_parity_d5_2_8_11_16_29,P10_parity_d3_2_3_33,0.1282151115894037,0.60416
baseline,1,60416,P19_parity_d5_2_8_11_16_29,P11_parity_d3_5_21_34,0.1608002562435284,0.60416
baseline,1,60416,P19_parity_d5_2_8_11_16_29,P12_parity_d3_9_27_30,-0.23369054294422884,0.60416
baseline,1,60416,P19_parity_d5_2_8_11_16_29,P13_parity_d3_15_21_39,-0.30053273953965526,0.60416
baseline,1,60416,P19_parity_d5_2_8_11_16_29,P14_parity_d3_3_23_24,0.3412538614724721,0.60416
baseline,1,60416,P19_parity_d5_2_8_11_16_29,P15_parity_d5_7_24_30_32_33,0.2694009207957315,0.60416
baseline,1,60416,P19_parity_d5_2_8_11_16_29,P16_parity_d5_3_18_23_29_37,0.36569482137086257,0.60416
baseline,1,60416,P19_parity_d5_2_8_11_16_29,P17_parity_d5_1_7_16_18_37,0.261126983065105,0.60416
baseline,1,60416,P19_parity_d5_2_8_11_16_29,P18_parity_d5_0_17_30_32_34,0.22033544129253796,0.60416
baseline,1,60416,P19_parity_d5_2_8_11_16_29,P19_parity_d5_2_8_11_16_29,1.0000020116723876,0.60416
baseline,1,60416,P19_parity_d5_2_8_11_16_29,P20_parity_d3_4_7_35,0.2506209188490667,0.60416
baseline,1,60416,P19_parity_d5_2_8_11_16_29,P21_parity_d5_25_34_36_37_39,0.225821974871594,0.60416
baseline,1,60416,P19_parity_d5_2_8_11_16_29,P22_parity_d5_5_14_30_35_36,0.24271789889522236,0.60416
baseline,1,60416,P19_parity_d5_2_8_11_16_29,P23_parity_d5_8_13_18_30_39,-0.2941595556594123,0.60416
baseline,1,60416,P20_parity_d3_4_7_35,P00_parity_d3_1_15_16,0.9287255657443887,0.60416
baseline,1,60416,P20_parity_d3_4_7_35,P01_parity_d3_0_21_26,-0.884825188094274,0.60416
baseline,1,60416,P20_parity_d3_4_7_35,P02_parity_d5_14_17_22_28_39,0.9160631313741848,0.60416
baseline,1,60416,P20_parity_d3_4_7_35,P03_parity_d3_25_33_36,-0.8415716794973781,0.60416
baseline,1,60416,P20_parity_d3_4_7_35,P04_parity_d5_5_14_22_28_32,-0.5547900842477725,0.60416
baseline,1,60416,P20_parity_d3_4_7_35,P05_parity_d3_16_18_28,0.5444540555228645,0.60416
baseline,1,60416,P20_parity_d3_4_7_35,P06_parity_d3_14_20_35,0.8799726948925228,0.60416
baseline,1,60416,P20_parity_d3_4_7_35,P07_parity_d3_9_12_28,0.9033336059582181,0.60416
baseline,1,60416,P20_parity_d3_4_7_35,P08_parity_d5_12_14_28_35_38,0.8974046049314552,0.60416
baseline,1,60416,P20_parity_d3_4_7_35,P09_parity_d5_1_3_14_16_32,-0.80195350575068,0.60416
baseline,1,60416,P20_parity_d3_4_7_35,P10_parity_d3_2_3_33,0.5369098020349143,0.60416
baseline,1,60416,P20_parity_d3_4_7_35,P11_parity_d3_5_21_34,0.8367724307837169,0.60416
baseline,1,60416,P20_parity_d3_4_7_35,P12_parity_d3_9_27_30,-0.9176298865113951,0.60416
baseline,1,60416,P20_parity_d3_4_7_35,P13_parity_d3_15_21_39,-0.9399400692306369,0.60416
baseline,1,60416,P20_parity_d3_4_7_35,P14_parity_d3_3_23_24,0.90771669823385,0.60416
baseline,1,60416,P20_parity_d3_4_7_35,P15_parity_d5_7_24_30_32_33,0.9206948634173722,0.60416
baseline,1,60416,P20_parity_d3_4_7_35,P16_parity_d5_3_18_23_29_37,0.9124295976956857,0.60416
baseline,1,60416,P20_parity_d3_4_7_35,P17_parity_d5_1_7_16_18_37,0.9264363966721163,0.60416
baseline,1,60416,P20_parity_d3_4_7_35,P18_parity_d5_0_17_30_32_34,0.9409111121510804,0.60416
baseline,1,60416,P20_parity_d3_4_7_35,P19_parity_d5_2_8_11_16_29,0.2506209188490667,0.60416
baseline,1,60416,P20_parity_d3_4_7_35,P20_parity_d3_4_7_35,1.000000311076161,0.60416
baseline,1,60416,P20_parity_d3_4_7_35,P21_parity_d5_25_34_36_37_39,0.5798407212434264,0.60416
baseline,1,60416,P20_parity_d3_4_7_35,P22_parity_d5_5_14_30_35_36,0.9511545862358439,0.60416
baseline,1,60416,P20_parity_d3_4_7_35,P23_parity_d5_8_13_18_30_39,-0.9538976823035862,0.60416
baseline,1,60416,P21_parity_d5_25_34_36_37_39,P00_parity_d3_1_15_16,0.5812156406525866,0.60416
baseline,1,60416,P21_parity_d5_25_34_36_37_39,P01_parity_d3_0_21_26,-0.444821442037201,0.60416
baseline,1,60416,P21_parity_d5_25_34_36_37_39,P02_parity_d5_14_17_22_28_39,0.5728382962118329,0.60416
baseline,1,60416,P21_parity_d5_25_34_36_37_39,P03_parity_d3_25_33_36,-0.592508372251782,0.60416
baseline,1,60416,P21_parity_d5_25_34_36_37_39,P04_parity_d5_5_14_22_28_32,-0.5173643202658965,0.60416
baseline,1,60416,P21_parity_d5_25_34_36_37_39,P05_parity_d3_16_18_28,0.35330818034939543,0.60416
baseline,1,60416,P21_parity_d5_25_34_36_37_39,P06_parity_d3_14_20_35,0.5425886174146365,0.60416
baseline,1,60416,P21_parity_d5_25_34_36_37_39,P07_parity_d3_9_12_28,0.5047576368582114,0.60416
baseline,1,60416,P21_parity_d5_25_34_36_37_39,P08_parity_d5_12_14_28_35_38,0.5870416251303532,0.60416
baseline,1,60416,P21_parity_d5_25_34_36_37_39,P09_parity_d5_1_3_14_16_32,-0.3774795444388482,0.60416
baseline,1,60416,P21_parity_d5_25_34_36_37_39,P10_parity_d3_2_3_33,0.2687865008960032,0.60416
baseline,1,60416,P21_parity_d5_25_34_36_37_39,P11_parity_d3_5_21_34,0.5252754474165875,0.60416
baseline,1,60416,P21_parity_d5_25_34_36_37_39,P12_parity_d3_9_27_30,-0.5681346283857001,0.60416
baseline,1,60416,P21_parity_d5_25_34_36_37_39,P13_parity_d3_15_21_39,-0.593269417186696,0.60416
baseline,1,60416,P21_parity_d5_25_34_36_37_39,P14_parity_d3_3_23_24,0.6241471422980008,0.60416
baseline,1,60416,P21_parity_d5_25_34_36_37_39,P15_parity_d5_7_24_30_32_33,0.5819291780199556,0.60416
baseline,1,60416,P21_parity_d5_25_34_36_37_39,P16_parity_d5_3_18_23_29_37,0.5513856305000776,0.60416
baseline,1,60416,P21_parity_d5_25_34_36_37_39,P17_parity_d5_1_7_16_18_37,0.5237086396703956,0.60416
baseline,1,60416,P21_parity_d5_25_34_36_37_39,P18_parity_d5_0_17_30_32_34,0.5648181851649534,0.60416
baseline,1,60416,P21_parity_d5_25_34_36_37_39,P19_parity_d5_2_8_11_16_29,0.225821974871594,0.60416
baseline,1,60416,P21_parity_d5_25_34_36_37_39,P20_parity_d3_4_7_35,0.5798407212434264,0.60416
baseline,1,60416,P21_parity_d5_25_34_36_37_39,P21_parity_d5_25_34_36_37_39,1.0000021918209787,0.60416
baseline,1,60416,P21_parity_d5_25_34_36_37_39,P22_parity_d5_5_14_30_35_36,0.5429794413714527,0.60416
baseline,1,60416,P21_parity_d5_25_34_36_37_39,P23_parity_d5_8_13_18_30_39,-0.5921653628978533,0.60416
baseline,1,60416,P22_parity_d5_5_14_30_35_36,P00_parity_d3_1_15_16,0.9350393923654169,0.60416
baseline,1,60416,P22_parity_d5_5_14_30_35_36,P01_parity_d3_0_21_26,-0.8781228766274316,0.60416
baseline,1,60416,P22_parity_d5_5_14_30_35_36,P02_parity_d5_14_17_22_28_39,0.9318495933889678,0.60416
baseline,1,60416,P22_parity_d5_5_14_30_35_36,P03_parity_d3_25_33_36,-0.835744215174434,0.60416
baseline,1,60416,P22_parity_d5_5_14_30_35_36,P04_parity_d5_5_14_22_28_32,-0.5766166178104625,0.60416
baseline,1,60416,P22_parity_d5_5_14_30_35_36,P05_parity_d3_16_18_28,0.5768430036840159,0.60416
baseline,1,60416,P22_parity_d5_5_14_30_35_36,P06_parity_d3_14_20_35,0.9053858155392711,0.60416
baseline,1,60416,P22_parity_d5_5_14_30_35_36,P07_parity_d3_9_12_28,0.9142860401520841,0.60416
baseline,1,60416,P22_parity_d5_5_14_30_35_36,P08_parity_d5_12_14_28_35_38,0.9088490760232422,0.60416
baseline,1,60416,P22_parity_d5_5_14_30_35_36,P09_parity_d5_1_3_14_16_32,-0.846525358802695,0.60416
baseline,1,60416,P22_parity_d5_5_14_30_35_36,P10_parity_d3_2_3_33,0.5578186069311803,0.60416
baseline,1,60416,P22_parity_d5_5_14_30_35_36,P11_parity_d3_5_21_34,0.8563055095635432,0.60416
baseline,1,60416,P22_parity_d5_5_14_30_35_36,P12_parity_d3_9_27_30,-0.9174109603508994,0.60416
baseline,1,60416,P22_parity_d5_5_14_30_35_36,P13_parity_d3_15_21_39,-0.9467361558655838,0.60416
baseline,1,60416,P22_parity_d5_5_14_30_35_36,P14_parity_d3_3_23_24,0.9320055490598284,0.60416
baseline,1,60416,P22_parity_d5_5_14_30_35_36,P15_parity_d5_7_24_30_32_33,0.9123366055841168,0.60416
baseline,1,60416,P22_parity_d5_5_14_30_35_36,P16_parity_d5_3_18_23_29_37,0.9293153899629442,0.60416
baseline,1,60416,P22_parity_d5_5_14_30_35_36,P17_parity_d5_1_7_16_18_37,0.9459913202199092,0.60416
baseline,1,60416,P22_parity_d5_5_14_30_35_36,P18_parity_d5_0_17_30_32_34,0.9488213166688799,0.60416
baseline,1,60416,P22_parity_d5_5_14_30_35_36,P19_parity_d5_2_8_11_16_29,0.24271789889522236,0.60416
baseline,1,60416,P22_parity_d5_5_14_30_35_36,P20_parity_d3_4_7_35,0.9511545862358439,0.60416
baseline,1,60416,P22_parity_d5_5_14_30_35_36,P21_parity_d5_25_34_36_37_39,0.5429794413714527,0.60416
baseline,1,60416,P22_parity_d5_5_14_30_35_36,P22_parity_d5_5_14_30_35_36,1.0000002674568036,0.60416
baseline,1,60416,P22_parity_d5_5_14_30_35_36,P23_parity_d5_8_13_18_30_39,-0.9612121780870441,0.60416
baseline,1,60416,P23_parity_d5_8_13_18_30_39,P00_parity_d3_1_15_16,-0.9639628037466484,0.60416
baseline,1,60416,P23_parity_d5_8_13_18_30_39,P01_parity_d3_0_21_26,0.8525533085657486,0.60416
baseline,1,60416,P23_parity_d5_8_13_18_30_39,P02_parity_d5_14_17_22_28_39,-0.946980956068713,0.60416
baseline,1,60416,P23_parity_d5_8_13_18_30_39,P03_parity_d3_25_33_36,0.8747861328968342,0.60416
baseline,1,60416,P23_parity_d5_8_13_18_30_39,P04_parity_d5_5_14_22_28_32,0.5930636047406544,0.60416
baseline,1,60416,P23_parity_d5_8_13_18_30_39,P05_parity_d3_16_18_28,-0.5538737230626823,0.60416
baseline,1,60416,P23_parity_d5_8_13_18_30_39,P06_parity_d3_14_20_35,-0.9166597988900166,0.60416
baseline,1,60416,P23_parity_d5_8_13_18_30_39,P07_parity_d3_9_12_28,-0.9427843294419126,0.60416
baseline,1,60416,P23_parity_d5_8_13_18_30_39,P08_parity_d5_12_14_28_35_38,-0.9383242307702646,0.60416
baseline,1,60416,P23_parity_d5_8_13_18_30_39,P09_parity_d5_1_3_14_16_32,0.8293157856946417,0.60416
baseline,1,60416,P23_parity_d5_8_13_18_30_39,P10_parity_d3_2_3_33,-0.5235948431425137,0.60416
baseline,1,60416,P23_parity_d5_8_13_18_30_39,P11_parity_d3_5_21_34,-0.8380394684506066,0.60416
baseline,1,60416,P23_parity_d5_8_13_18_30_39,P12_parity_d3_9_27_30,0.9273233235555183,0.60416
baseline,1,60416,P23_parity_d5_8_13_18_30_39,P13_parity_d3_15_21_39,0.9740100873443324,0.60416
baseline,1,60416,P23_parity_d5_8_13_18_30_39,P14_parity_d3_3_23_24,-0.9434851927407211,0.60416
baseline,1,60416,P23_parity_d5_8_13_18_30_39,P15_parity_d5_7_24_30_32_33,-0.9365403521946284,0.60416
baseline,1,60416,P23_parity_d5_8_13_18_30_39,P16_parity_d5_3_18_23_29_37,-0.9531016360130777,0.60416
baseline,1,60416,P23_parity_d5_8_13_18_30_39,P17_parity_d5_1_7_16_18_37,-0.9477457569573412,0.60416
baseline,1,60416,P23_parity_d5_8_13_18_30_39,P18_parity_d5_0_17_30_32_34,-0.9560165228572407,0.60416
baseline,1,60416,P23_parity_d5_8_13_18_30_39,P19_parity_d5_2_8_11_16_29,-0.2941595556594123,0.60416
baseline,1,60416,P23_parity_d5_8_13_18_30_39,P20_parity_d3_4_7_35,-0.9538976823035862,0.60416
baseline,1,60416,P23_parity_d5_8_13_18_30_39,P21_parity_d5_25_34_36_37_39,-0.5921653628978533,0.60416
baseline,1,60416,P23_parity_d5_8_13_18_30_39,P22_parity_d5_5_14_30_35_36,-0.9612121780870441,0.60416
baseline,1,60416,P23_parity_d5_8_13_18_30_39,P23_parity_d5_8_13_18_30_39,1.0000000798555624,0.60416
baseline,1,80384,P00_parity_d3_1_15_16,P00_parity_d3_1_15_16,1.0000017591411567,0.80384
baseline,1,80384,P00_parity_d3_1_15_16,P01_parity_d3_0_21_26,-0.6349352227566487,0.80384
baseline,1,80384,P00_parity_d3_1_15_16,P02_parity_d5_14_17_22_28_39,0.6916550817531102,0.80384
baseline,1,80384,P00_parity_d3_1_15_16,P03_parity_d3_25_33_36,0.7340360158899324,0.80384
baseline,1,80384,P00_parity_d3_1_15_16,P04_parity_d5_5_14_22_28_32,0.7194070396781067,0.80384
baseline,1,80384,P00_parity_d3_1_15_16,P05_parity_d3_16_18_28,0.6755161180104005,0.80384
baseline,1,80384,P00_parity_d3_1_15_16,P06_parity_d3_14_20_35,0.7172861284111144,0.80384
baseline,1,80384,P00_parity_d3_1_15_16,P07_parity_d3_9_12_28,0.6646217802593483,0.80384
baseline,1,80384,P00_parity_d3_1_15_16,P08_parity_d5_12_14_28_35_38,0.7064627703232133,0.80384
baseline,1,80384,P00_parity_d3_1_15_16,P09_parity_d5_1_3_14_16_32,0.6511861645530292,0.80384
baseline,1,80384,P00_parity_d3_1_15_16,P10_parity_d3_2_3_33,-0.6936722357102056,0.80384
baseline,1,80384,P00_parity_d3_1_15_16,P11_parity_d3_5_21_34,0.6644966547076361,0.80384
baseline,1,80384,P00_parity_d3_1_15_16,P12_parity_d3_9_27_30,0.5947843137001314,0.80384
baseline,1,80384,P00_parity_d3_1_15_16,P13_parity_d3_15_21_39,0.6236869095580376,0.80384
baseline,1,80384,P00_parity_d3_1_15_16,P14_parity_d3_3_23_24,-0.6252561657257187,0.80384
baseline,1,80384,P00_parity_d3_1_15_16,P15_parity_d5_7_24_30_32_33,0.40000363236105635,0.80384
baseline,1,80384,P00_parity_d3_1_15_16,P16_parity_d5_3_18_23_29_37,-0.5438061560963192,0.80384
baseline,1,80384,P00_parity_d3_1_15_16,P17_parity_d5_1_7_16_18_37,0.7109317252054657,0.80384
