model_name,metric,group,n,mean_final,mean_delta,mean_auc,rho_frequency_proxy_final,rho_frequency_proxy_delta,rho_frequency_proxy_auc,rho_reference_learnability_final,rho_reference_learnability_delta,rho_reference_learnability_auc,rho_formal_utility_final,rho_formal_utility_delta,rho_formal_utility_auc,rho_composition_depth_final,rho_composition_depth_delta,rho_composition_depth_auc,rho_answer_entropy_proxy_final,rho_answer_entropy_proxy_delta,rho_answer_entropy_proxy_auc
EleutherAI/pythia-1b,accuracy,all,29,0.24030172413793102,-0.005387931034482759,0.24097521551724138,-0.2795566031222747,-0.32856254143692704,-0.1281327499676665,0.211732602817916,0.241756876327018,0.07142894269955832,-0.11742642050371603,-0.2111047777415068,-0.00520789717043144,0.2224872819481856,0.3268612956099472,0.04777939242237309,,,
EleutherAI/pythia-1b,accuracy,atomic,16,0.2314453125,-0.02734375,0.23828125,0.0120307417295217,0.1641469251076668,0.0,-0.051492766731483355,-0.16816892644584036,-0.023031839210920405,0.286631505582414,0.30999883558594143,0.244813217087936,,,,,,
EleutherAI/pythia-1b,accuracy,composite,10,0.253125,0.0265625,0.24453125,-0.7446834847668685,-0.7642933190565481,-0.6959240941565294,0.6645299591441056,0.59329910196836,0.6147619246716357,,,,,,,,,
EleutherAI/pythia-1b,accuracy,true_atomic_composite,26,0.23978365384615385,-0.006610576923076923,0.24068509615384615,-0.29365920231763437,-0.3483009918117392,-0.14093698154663417,0.263131007787727,0.3310867236699861,0.1281614450945924,-0.10525115800279183,-0.21064819427396222,0.0298916485152794,0.24394714826315386,0.36617430573936893,0.08976681833881597,,,
EleutherAI/pythia-1b,mean_correct_margin,all,29,-0.6507701449866953,-0.31082037939079876,-0.7584174205227916,-0.4902879929628243,-0.4365544098956865,-0.2731250789080784,0.4067387443247798,0.3775268320726045,0.19210545684481384,-0.3181339874230167,-0.29344221552335437,-0.16244586776093578,0.43355498476205995,0.37285728689537156,0.2948173896382008,,,
EleutherAI/pythia-1b,mean_correct_margin,atomic,16,-0.7408099515014328,-0.41218854911858216,-0.8066377304057823,-0.3513180464307223,-0.3109538453514478,0.05082899395167897,0.25520299057146356,0.2863614952342585,-0.06676822427741778,0.21695197763001003,0.16195006780831733,0.15431091366641558,,,,,,
EleutherAI/pythia-1b,mean_correct_margin,composite,10,-0.4987728727981448,-0.14875081609934568,-0.6810988540528342,-0.1745572096355137,-0.09051114573693302,-0.3814398284627892,0.2634795772034443,0.288572870270439,-0.13173978860172214,,,,,,,,,
EleutherAI/pythia-1b,mean_correct_margin,true_atomic_composite,26,-0.6477187673847836,-0.3108663441111835,-0.75835354719311,-0.5547665715698825,-0.5024236051647788,-0.28099908280634645,0.5281646038054203,0.5123677430934246,0.21257079958098515,-0.34843472215899723,-0.31327158506038283,-0.18327453275641445,0.5165053511608353,0.4638007234913622,0.3056868404829433,,,
EleutherAI/pythia-1b,mean_correct_mrr,all,29,0.5084859913793103,-0.012437140804597702,0.5155688757183908,-0.25929028206124166,-0.2832775070451874,-0.11218576673709883,0.1838348856266226,0.21463328747996596,0.07402913239375106,-0.07135501322498082,-0.15802734015783831,0.021835413883054235,0.16910727135839188,0.25146189116199474,0.039024754928859665,,,
EleutherAI/pythia-1b,mean_correct_mrr,atomic,16,0.5038248697916666,-0.026204427083333332,0.51385498046875,0.02092958574480899,0.1913562125239679,-0.09119319503095344,-0.04302841120100258,-0.12463401865117987,0.011869906538207608,0.3957081845505112,0.3437619363855792,0.19097885354754404,,,,,,
EleutherAI/pythia-1b,mean_correct_mrr,composite,10,0.513671875,0.005729166666666646,0.5185221354166666,-0.6594383475119405,-0.6788335930269976,-0.7887399842789878,0.5081391846066426,0.5583257707406319,0.7841654083435842,,,,,,,,,
EleutherAI/pythia-1b,mean_correct_mrr,true_atomic_composite,26,0.5076121794871795,-0.013922275641025649,0.5156500400641025,-0.2548711710497151,-0.2861645071226396,-0.12534763007538005,0.24300412866905996,0.30048376354339584,0.10439664470536265,-0.020959392086302906,-0.12893150269491946,0.03161130506845133,0.1950404654776403,0.29514591494904874,0.06324555320336758,,,
EleutherAI/pythia-1b,mean_logprob_correct,all,29,-2.3675299377726584,8.694267747377785,-5.000822123766331,-0.2716393577172819,-0.33552536892152873,-0.12306723863763824,0.16759715758239557,0.3168749803625795,-0.06708837474863989,-0.21364880527918273,-0.2261246479232226,-0.23002334874948505,0.21677749238102997,0.3815283865906128,-0.0520265981714472,,,
EleutherAI/pythia-1b,mean_logprob_correct,atomic,16,-2.440713160089217,8.602330830530263,-5.02819342155999,-0.2571349105790819,-0.22275059114118137,-0.08072840215854896,0.16172747658307865,0.17359738312128625,-0.03709345793189878,0.0381957707095088,0.11000381964338535,-0.26431473330980093,,,,,,
