model_name,metric,composite_slice_id,component_ids,n_components_found,composite_final,component_mean_final,composite_minus_component_final,composite_delta,component_mean_delta,composite_minus_component_delta
fake,accuracy,comp_add_then_compare,arith_add_small;arith_compare,2,0.25,0.26,-0.010000000000000009,0.04999999999999999,0.06,-0.010000000000000009
fake,accuracy,comp_add_then_even,arith_add_small;arith_even,2,0.25,0.26,-0.010000000000000009,0.04999999999999999,0.06,-0.010000000000000009
fake,accuracy,comp_first_then_same,word_first;word_same,2,0.25,0.26,-0.010000000000000009,0.04999999999999999,0.06,-0.010000000000000009
fake,accuracy,comp_max_then_compare,arith_max2;arith_compare,2,0.25,0.26,-0.010000000000000009,0.04999999999999999,0.06,-0.010000000000000009
fake,accuracy,comp_retrieve_then_color,retrieval_object;semantic_color_lookup,2,0.25,0.26,-0.010000000000000009,0.04999999999999999,0.06,-0.010000000000000009
fake,accuracy,comp_retrieve_then_compare,retrieval_number;arith_compare,2,0.25,0.26,-0.010000000000000009,0.04999999999999999,0.06,-0.010000000000000009
fake,accuracy,comp_reverse_then_first,word_reverse2;word_first,2,0.25,0.26,-0.010000000000000009,0.04999999999999999,0.06,-0.010000000000000009
fake,accuracy,comp_reverse_then_last,word_reverse2;word_last,2,0.25,0.26,-0.010000000000000009,0.04999999999999999,0.06,-0.010000000000000009
fake,accuracy,comp_reverse_then_same,word_reverse2;word_same,2,0.25,0.26,-0.010000000000000009,0.04999999999999999,0.06,-0.010000000000000009
fake,accuracy,comp_sub_then_compare,arith_sub_small;arith_compare,2,0.25,0.26,-0.010000000000000009,0.04999999999999999,0.06,-0.010000000000000009
fake,mean_logprob_correct,comp_add_then_compare,arith_add_small;arith_compare,2,-3.97,-3.96,-0.010000000000000231,1.0299999999999998,1.04,-0.010000000000000231
fake,mean_logprob_correct,comp_add_then_even,arith_add_small;arith_even,2,-3.97,-3.96,-0.010000000000000231,1.0299999999999998,1.04,-0.010000000000000231
fake,mean_logprob_correct,comp_first_then_same,word_first;word_same,2,-3.97,-3.96,-0.010000000000000231,1.0299999999999998,1.04,-0.010000000000000231
fake,mean_logprob_correct,comp_max_then_compare,arith_max2;arith_compare,2,-3.97,-3.96,-0.010000000000000231,1.0299999999999998,1.04,-0.010000000000000231
fake,mean_logprob_correct,comp_retrieve_then_color,retrieval_object;semantic_color_lookup,2,-3.97,-3.96,-0.010000000000000231,1.0299999999999998,1.04,-0.010000000000000231
fake,mean_logprob_correct,comp_retrieve_then_compare,retrieval_number;arith_compare,2,-3.97,-3.96,-0.010000000000000231,1.0299999999999998,1.04,-0.010000000000000231
fake,mean_logprob_correct,comp_reverse_then_first,word_reverse2;word_first,2,-3.97,-3.96,-0.010000000000000231,1.0299999999999998,1.04,-0.010000000000000231
fake,mean_logprob_correct,comp_reverse_then_last,word_reverse2;word_last,2,-3.97,-3.96,-0.010000000000000231,1.0299999999999998,1.04,-0.010000000000000231
fake,mean_logprob_correct,comp_reverse_then_same,word_reverse2;word_same,2,-3.97,-3.96,-0.010000000000000231,1.0299999999999998,1.04,-0.010000000000000231
fake,mean_logprob_correct,comp_sub_then_compare,arith_sub_small;arith_compare,2,-3.97,-3.96,-0.010000000000000231,1.0299999999999998,1.04,-0.010000000000000231
fake,mean_correct_margin,comp_add_then_compare,arith_add_small;arith_compare,2,-0.37,-0.36,-0.010000000000000009,0.13,0.14,-0.010000000000000009
fake,mean_correct_margin,comp_add_then_even,arith_add_small;arith_even,2,-0.37,-0.36,-0.010000000000000009,0.13,0.14,-0.010000000000000009
fake,mean_correct_margin,comp_first_then_same,word_first;word_same,2,-0.37,-0.36,-0.010000000000000009,0.13,0.14,-0.010000000000000009
fake,mean_correct_margin,comp_max_then_compare,arith_max2;arith_compare,2,-0.37,-0.36,-0.010000000000000009,0.13,0.14,-0.010000000000000009
fake,mean_correct_margin,comp_retrieve_then_color,retrieval_object;semantic_color_lookup,2,-0.37,-0.36,-0.010000000000000009,0.13,0.14,-0.010000000000000009
fake,mean_correct_margin,comp_retrieve_then_compare,retrieval_number;arith_compare,2,-0.37,-0.36,-0.010000000000000009,0.13,0.14,-0.010000000000000009
fake,mean_correct_margin,comp_reverse_then_first,word_reverse2;word_first,2,-0.37,-0.36,-0.010000000000000009,0.13,0.14,-0.010000000000000009
fake,mean_correct_margin,comp_reverse_then_last,word_reverse2;word_last,2,-0.37,-0.36,-0.010000000000000009,0.13,0.14,-0.010000000000000009
fake,mean_correct_margin,comp_reverse_then_same,word_reverse2;word_same,2,-0.37,-0.36,-0.010000000000000009,0.13,0.14,-0.010000000000000009
fake,mean_correct_margin,comp_sub_then_compare,arith_sub_small;arith_compare,2,-0.37,-0.36,-0.010000000000000009,0.13,0.14,-0.010000000000000009
fake,mean_correct_mrr,comp_add_then_compare,arith_add_small;arith_compare,2,0.54,0.54,0.0,0.040000000000000036,0.040000000000000036,0.0
fake,mean_correct_mrr,comp_add_then_even,arith_add_small;arith_even,2,0.54,0.54,0.0,0.040000000000000036,0.040000000000000036,0.0
fake,mean_correct_mrr,comp_first_then_same,word_first;word_same,2,0.54,0.54,0.0,0.040000000000000036,0.040000000000000036,0.0
fake,mean_correct_mrr,comp_max_then_compare,arith_max2;arith_compare,2,0.54,0.54,0.0,0.040000000000000036,0.040000000000000036,0.0
fake,mean_correct_mrr,comp_retrieve_then_color,retrieval_object;semantic_color_lookup,2,0.54,0.54,0.0,0.040000000000000036,0.040000000000000036,0.0
fake,mean_correct_mrr,comp_retrieve_then_compare,retrieval_number;arith_compare,2,0.54,0.54,0.0,0.040000000000000036,0.040000000000000036,0.0
fake,mean_correct_mrr,comp_reverse_then_first,word_reverse2;word_first,2,0.54,0.54,0.0,0.040000000000000036,0.040000000000000036,0.0
fake,mean_correct_mrr,comp_reverse_then_last,word_reverse2;word_last,2,0.54,0.54,0.0,0.040000000000000036,0.040000000000000036,0.0
fake,mean_correct_mrr,comp_reverse_then_same,word_reverse2;word_same,2,0.54,0.54,0.0,0.040000000000000036,0.040000000000000036,0.0
fake,mean_correct_mrr,comp_sub_then_compare,arith_sub_small;arith_compare,2,0.54,0.54,0.0,0.040000000000000036,0.040000000000000036,0.0
fake,mean_logprob_margin,comp_add_then_compare,arith_add_small;arith_compare,2,0.23,0.24,-0.009999999999999981,0.23,0.24,-0.009999999999999981
fake,mean_logprob_margin,comp_add_then_even,arith_add_small;arith_even,2,0.23,0.24,-0.009999999999999981,0.23,0.24,-0.009999999999999981
fake,mean_logprob_margin,comp_first_then_same,word_first;word_same,2,0.23,0.24,-0.009999999999999981,0.23,0.24,-0.009999999999999981
