model_name,metric,group,n,mean_final,mean_delta,mean_auc,rho_frequency_proxy_final,rho_frequency_proxy_delta,rho_frequency_proxy_auc,rho_reference_learnability_final,rho_reference_learnability_delta,rho_reference_learnability_auc,rho_formal_utility_final,rho_formal_utility_delta,rho_formal_utility_auc,rho_composition_depth_final,rho_composition_depth_delta,rho_composition_depth_auc,rho_answer_entropy_proxy_final,rho_answer_entropy_proxy_delta,rho_answer_entropy_proxy_auc
fake,accuracy,all,29,0.253448275862069,0.05344827586206897,0.22672413793103458,0.7854743680325313,0.7854743680325313,0.7854743680325313,-0.4794905746940052,-0.4794905746940052,-0.4794905746940052,0.8814604934727661,0.8814604934727661,0.8814604934727661,-0.6337681357259103,-0.6337681357259103,-0.6337681357259103,,,
fake,accuracy,atomic,16,0.26,0.06,0.23,,,,,,,,,,,,,,,
fake,accuracy,composite,10,0.25,0.04999999999999999,0.225,,,,,,,,,,,,,,,
fake,accuracy,true_atomic_composite,26,0.2561538461538462,0.05615384615384615,0.22807692307692312,0.8493943078766236,0.8493943078766236,0.8493943078766236,-0.8364590110280626,-0.8364590110280626,-0.8364590110280626,0.876086568369104,0.876086568369104,0.876086568369104,-0.9999999999999999,-0.9999999999999999,-0.9999999999999999,,,
fake,mean_correct_margin,all,29,-0.3665517241379309,0.13344827586206898,-0.43327586206896546,0.7854743680325313,0.7854743680325313,0.7854743680325313,-0.4794905746940052,-0.4794905746940052,-0.4794905746940052,0.8814604934727661,0.8814604934727661,0.8814604934727661,-0.6337681357259103,-0.6337681357259103,-0.6337681357259103,,,
fake,mean_correct_margin,atomic,16,-0.36,0.14,-0.43,,,,,,,,,,,,,,,
fake,mean_correct_margin,composite,10,-0.37,0.12999999999999998,-0.43500000000000005,,,,,,,,,,,,,,,
fake,mean_correct_margin,true_atomic_composite,26,-0.36384615384615376,0.13615384615384618,-0.43192307692307685,0.8493943078766236,0.8493943078766236,0.8493943078766236,-0.8364590110280626,-0.8364590110280626,-0.8364590110280626,0.876086568369104,0.876086568369104,0.876086568369104,-0.9999999999999999,-0.9999999999999999,-0.9999999999999999,,,
fake,mean_correct_mrr,all,29,0.5399999999999999,0.040000000000000036,0.5199999999999999,,,,,,,,,,,,,,,
fake,mean_correct_mrr,atomic,16,0.54,0.040000000000000036,0.52,,,,,,,,,,,,,,,
fake,mean_correct_mrr,composite,10,0.54,0.040000000000000036,0.5199999999999999,,,,,,,,,,,,,,,
fake,mean_correct_mrr,true_atomic_composite,26,0.5399999999999999,0.040000000000000036,0.52,,,,,,,,,,,,,,,
fake,mean_logprob_correct,all,29,-3.96655172413793,1.0334482758620687,-4.483275862068966,0.7854743680325313,0.7854743680325313,0.7854743680325313,-0.4794905746940052,-0.4794905746940052,-0.4794905746940052,0.8814604934727661,0.8814604934727661,0.8814604934727661,-0.6337681357259103,-0.6337681357259103,-0.6337681357259103,,,
fake,mean_logprob_correct,atomic,16,-3.96,1.04,-4.48,,,,,,,,,,,,,,,
fake,mean_logprob_correct,composite,10,-3.97,1.0299999999999998,-4.485,,,,,,,,,,,,,,,
fake,mean_logprob_correct,true_atomic_composite,26,-3.9638461538461534,1.036153846153846,-4.481923076923078,0.8493943078766236,0.8493943078766236,0.8493943078766236,-0.8364590110280626,-0.8364590110280626,-0.8364590110280626,0.876086568369104,0.876086568369104,0.876086568369104,-0.9999999999999999,-0.9999999999999999,-0.9999999999999999,,,
fake,mean_logprob_margin,all,29,0.233448275862069,0.233448275862069,0.1167241379310345,0.7854743680325313,0.7854743680325313,0.7854743680325313,-0.4794905746940052,-0.4794905746940052,-0.4794905746940052,0.8814604934727661,0.8814604934727661,0.8814604934727661,-0.6337681357259103,-0.6337681357259103,-0.6337681357259103,,,
fake,mean_logprob_margin,atomic,16,0.24,0.24,0.12,,,,,,,,,,,,,,,
fake,mean_logprob_margin,composite,10,0.23000000000000004,0.23000000000000004,0.11500000000000002,,,,,,,,,,,,,,,
fake,mean_logprob_margin,true_atomic_composite,26,0.2361538461538462,0.2361538461538462,0.1180769230769231,0.8493943078766236,0.8493943078766236,0.8493943078766236,-0.8364590110280626,-0.8364590110280626,-0.8364590110280626,0.876086568369104,0.876086568369104,0.876086568369104,-0.9999999999999999,-0.9999999999999999,-0.9999999999999999,,,
