task_name,structure_id,kind,op,operation_type,frequency,reference_learnability,formal_utility,n_components,composition_depth,target_length,input_length,output_entropy,positionwise_entropy_mean,positionwise_entropy_min,positionwise_entropy_max,random_baseline_token_accuracy,copy_fraction,control_type,control_for,components
A00_copy,A00_copy,atomic,copy,copy,0.0142969842826973,1.0,0.0,0,1,6,6,4.990049996770939,4.990049996770939,4.98872949146458,4.992950045792567,0.038248697916666664,1.0,nan,nan,
A01_reverse,A01_reverse,atomic,reverse,reverse,0.280037251940008,2.0,0.275282575682427,0,1,6,6,4.990049996770939,4.990049996770939,4.98872949146458,4.992950045792567,0.038248697916666664,0.0283203125,nan,nan,
A02_substitute,A02_substitute,atomic,substitute,substitute,0.0109061632033235,1.5,0.015236661713767,0,1,6,6,4.990049996770939,4.990049996770939,4.98872949146458,4.992950045792567,0.038248697916666664,0.0,nan,nan,
A03_copy,A03_copy,atomic,copy,copy,0.0134641728018988,1.0,0.1857085856474374,0,1,6,6,4.990049996770939,4.990049996770939,4.98872949146458,4.992950045792567,0.038248697916666664,1.0,nan,nan,
A04_reverse,A04_reverse,atomic,reverse,reverse,0.018948519685711,2.0,0.0163049692906072,0,1,6,6,4.990049996770939,4.990049996770939,4.98872949146458,4.992950045792567,0.038248697916666664,0.0283203125,nan,nan,
A05_substitute,A05_substitute,atomic,substitute,substitute,0.0127210958869839,1.5,0.0669136627810593,0,1,6,6,4.990049996770939,4.990049996770939,4.988729491464581,4.992950045792567,0.038248697916666664,0.0,nan,nan,
A06_copy,A06_copy,atomic,copy,copy,0.065320998729833,1.0,0.0978927727593496,0,1,6,6,4.990049996770939,4.990049996770939,4.98872949146458,4.992950045792567,0.038248697916666664,1.0,nan,nan,
A07_reverse,A07_reverse,atomic,reverse,reverse,0.0362963425666403,2.0,0.0763007530822595,0,1,6,6,4.990049996770939,4.990049996770939,4.98872949146458,4.992950045792567,0.038248697916666664,0.0283203125,nan,nan,
C00_reverse_then_substitute_02_05,C00_reverse_then_substitute_02_05,composite,reverse_then_substitute,reverse_then_substitute,0.015236661713767,3.0,0.0,2,2,6,6,4.990049996770939,4.990049996770939,4.98872949146458,4.992950045792567,0.038248697916666664,0.0,nan,nan,"A02_substitute,A05_substitute"
C01_substitute_then_reverse_01_03,C01_substitute_then_reverse_01_03,composite,substitute_then_reverse,substitute_then_reverse,0.1352490775505667,3.0,0.0,2,2,6,6,4.990049996770939,4.990049996770939,4.98872949146458,4.992950045792567,0.038248697916666664,0.0283203125,nan,nan,"A01_reverse,A03_copy"
C02_copy_then_substitute_04_07,C02_copy_then_substitute_04_07,composite,copy_then_substitute,copy_then_substitute,0.0163049692906072,3.0,0.0,2,2,6,6,4.990049996770939,4.990049996770939,4.98872949146458,4.992950045792567,0.038248697916666664,1.0,nan,nan,"A04_reverse,A07_reverse"
C03_reverse_then_substitute_06_01,C03_reverse_then_substitute_06_01,composite,reverse_then_substitute,reverse_then_substitute,0.088356497064568,3.0,0.0,2,2,6,6,4.990049996770939,4.990049996770939,4.98872949146458,4.992950045792567,0.038248697916666664,0.0283203125,nan,nan,"A06_copy,A01_reverse"
C04_substitute_then_reverse_03_07,C04_substitute_then_reverse_03_07,composite,substitute_then_reverse,substitute_then_reverse,0.0225815364361807,3.0,0.0,2,2,6,6,4.990049996770939,4.990049996770939,4.98872949146458,4.992950045792567,0.038248697916666664,0.0283203125,nan,nan,"A03_copy,A07_reverse"
C05_copy_then_substitute_07_06,C05_copy_then_substitute_07_06,composite,copy_then_substitute,copy_then_substitute,0.0095362756947815,3.0,0.0,2,2,6,6,4.990049996770939,4.990049996770939,4.98872949146458,4.992950045792567,0.038248697916666664,0.0283203125,nan,nan,"A07_reverse,A06_copy"
C06_reverse_then_substitute_01_05,C06_reverse_then_substitute_01_05,composite,reverse_then_substitute,reverse_then_substitute,0.0516770010672922,3.0,0.0,2,2,6,6,4.9900499967709395,4.9900499967709395,4.988729491464581,4.992950045792567,0.038248697916666664,0.033203125,nan,nan,"A01_reverse,A05_substitute"
C07_substitute_then_reverse_07_03,C07_substitute_then_reverse_07_03,composite,substitute_then_reverse,substitute_then_reverse,0.0278779716606898,3.0,0.0,2,2,6,6,4.990049996770939,4.990049996770939,4.98872949146458,4.992950045792567,0.038248697916666664,0.0283203125,nan,nan,"A07_reverse,A03_copy"
K00_shortcut_for_A07_reverse,K00_shortcut_for_A07_reverse,shortcut,shortcut_identity,shortcut_identity,0.0099539167317642,1.0,0.0,1,2,6,6,4.990049996770939,4.990049996770939,4.98872949146458,4.992950045792567,0.038248697916666664,1.0,shortcut_no_reuse,A07_reverse,A07_reverse
