condition,seed,task_name,kind,acquired_at,threshold,patience,metric,final_metric,final_accuracy,final_balanced_accuracy
baseline,0,P00_parity_d2_16_39,atomic,,0.85,2,balanced_accuracy,0.5,0.496826171875,0.5
baseline,0,P01_parity_d2_0_4,atomic,,0.85,2,balanced_accuracy,0.5,0.496826171875,0.5
baseline,0,P02_parity_d3_20_25_39,atomic,,0.85,2,balanced_accuracy,0.5,0.4970703125,0.5
baseline,0,P03_parity_d2_15_29,atomic,,0.85,2,balanced_accuracy,0.5,0.501953125,0.5
baseline,0,P04_parity_d3_31_37_39,atomic,,0.85,2,balanced_accuracy,0.5,0.49755859375,0.5
baseline,0,P05_parity_d2_26_37,atomic,185344.0,0.85,2,balanced_accuracy,0.5014967063907534,0.509521484375,0.5014967063907534
baseline,0,P06_parity_d2_26_28,atomic,315392.0,0.85,2,balanced_accuracy,0.5037054750137031,0.50830078125,0.5037054750137031
baseline,0,P07_parity_d2_5_34,atomic,,0.85,2,balanced_accuracy,0.5,0.5087890625,0.5
baseline,0,P08_parity_d3_21_27_32,atomic,,0.85,2,balanced_accuracy,0.5,0.510986328125,0.5
baseline,0,P09_parity_d3_16_18_28,atomic,,0.85,2,balanced_accuracy,0.5,0.504638671875,0.5
baseline,0,P10_parity_d2_21_36,atomic,,0.85,2,balanced_accuracy,0.5,0.49560546875,0.5
baseline,0,P11_parity_d2_22_26,atomic,95232.0,0.85,2,balanced_accuracy,0.7644544541835785,0.766357421875,0.7644544541835785
baseline,0,P12_parity_d2_12_28,atomic,35840.0,0.85,2,balanced_accuracy,0.6109785586595535,0.605712890625,0.6109785586595535
baseline,0,P13_parity_d2_13_19,atomic,,0.85,2,balanced_accuracy,0.5,0.490234375,0.5
baseline,0,P14_parity_d2_13_15,atomic,485376.0,0.85,2,balanced_accuracy,0.5744525268673897,0.572998046875,0.5744525268673897
baseline,0,P15_parity_d3_8_10_28,atomic,,0.85,2,balanced_accuracy,0.5,0.49462890625,0.5
baseline,0,P16_parity_d3_3_14_33,atomic,,0.85,2,balanced_accuracy,0.5,0.498046875,0.5
baseline,0,P17_parity_d3_9_12_31,atomic,,0.85,2,balanced_accuracy,0.5,0.5,0.5
baseline,0,P18_parity_d3_2_13_26,atomic,,0.85,2,balanced_accuracy,0.5,0.494140625,0.5
baseline,0,P19_parity_d3_17_32_35,atomic,,0.85,2,balanced_accuracy,0.5,0.505126953125,0.5
baseline,0,P20_parity_d2_8_30,atomic,,0.85,2,balanced_accuracy,0.5,0.503173828125,0.5
baseline,0,P21_parity_d3_15_21_39,atomic,,0.85,2,balanced_accuracy,0.5,0.48828125,0.5
baseline,0,P22_parity_d3_3_23_24,atomic,,0.85,2,balanced_accuracy,0.5,0.487548828125,0.5
baseline,0,P23_parity_d3_26_34_35,atomic,,0.85,2,balanced_accuracy,0.5,0.50390625,0.5
baseline,1,P00_parity_d2_16_39,atomic,,0.85,2,balanced_accuracy,0.5566720478236675,0.549560546875,0.5566720478236675
baseline,1,P01_parity_d2_0_4,atomic,,0.85,2,balanced_accuracy,0.5004686433821917,0.513916015625,0.5004686433821917
baseline,1,P02_parity_d3_20_25_39,atomic,,0.85,2,balanced_accuracy,0.5009338515810668,0.49365234375,0.5009338515810668
baseline,1,P03_parity_d2_15_29,atomic,375808.0,0.85,2,balanced_accuracy,0.9982659220695496,0.998291015625,0.9982659220695496
baseline,1,P04_parity_d3_31_37_39,atomic,,0.85,2,balanced_accuracy,0.5007615792565048,0.490478515625,0.5007615792565048
baseline,1,P05_parity_d2_26_37,atomic,195584.0,0.85,2,balanced_accuracy,1.0,1.0,1.0
baseline,1,P06_parity_d2_26_28,atomic,355328.0,0.85,2,balanced_accuracy,0.9766952395439148,0.976806640625,0.9766952395439148
