condition,seed,task_name,kind,acquired_at,threshold,patience,metric,final_metric,final_accuracy,final_balanced_accuracy,metric_family,analysis_threshold
corrupt_component_strong,0,A00_copy,atomic,153600.0,0.7,2,token_accuracy,0.7639974355697632,0.001953125,0.001953125,token_accuracy,0.7
corrupt_component_strong,0,A01_reverse,atomic,12544.0,0.7,2,token_accuracy,0.9947916865348816,0.970703125,0.970703125,token_accuracy,0.7
corrupt_component_strong,0,A02_substitute,atomic,,0.7,2,token_accuracy,0.0224609375,0.0,0.0,token_accuracy,0.7
corrupt_component_strong,0,A03_copy,atomic,108288.0,0.7,2,token_accuracy,0.7607421875,0.005859375,0.005859375,token_accuracy,0.7
corrupt_component_strong,0,A04_reverse,atomic,12544.0,0.7,2,token_accuracy,0.9954427480697632,0.97265625,0.97265625,token_accuracy,0.7
corrupt_component_strong,0,A05_substitute,atomic,,0.7,2,token_accuracy,0.0696614608168602,0.0,0.0,token_accuracy,0.7
corrupt_component_strong,0,A06_copy,atomic,189184.0,0.7,2,token_accuracy,0.7747396230697632,0.01171875,0.01171875,token_accuracy,0.7
corrupt_component_strong,0,A07_reverse,atomic,12544.0,0.7,2,token_accuracy,0.994140625,0.966796875,0.966796875,token_accuracy,0.7
corrupt_component_strong,0,C00_reverse_then_substitute_02_05,composite,,0.7,2,token_accuracy,0.033203125,0.0,0.0,token_accuracy,0.7
corrupt_component_strong,0,C01_substitute_then_reverse_01_03,composite,12544.0,0.7,2,token_accuracy,0.994140625,0.96484375,0.96484375,token_accuracy,0.7
corrupt_component_strong,0,C02_copy_then_substitute_04_07,composite,153600.0,0.7,2,token_accuracy,0.7591146230697632,0.001953125,0.001953125,token_accuracy,0.7
corrupt_component_strong,0,C03_reverse_then_substitute_06_01,composite,12544.0,0.7,2,token_accuracy,0.9931640625,0.958984375,0.958984375,token_accuracy,0.7
corrupt_component_strong,0,C04_substitute_then_reverse_03_07,composite,12544.0,0.7,2,token_accuracy,0.9951171875,0.970703125,0.970703125,token_accuracy,0.7
corrupt_component_strong,0,C05_copy_then_substitute_07_06,composite,12544.0,0.7,2,token_accuracy,0.9944661855697632,0.966796875,0.966796875,token_accuracy,0.7
corrupt_component_strong,0,C06_reverse_then_substitute_01_05,composite,,0.7,2,token_accuracy,0.4680989682674408,0.0,0.0,token_accuracy,0.7
corrupt_component_strong,0,C07_substitute_then_reverse_07_03,composite,12544.0,0.7,2,token_accuracy,0.9934896230697632,0.9609375,0.9609375,token_accuracy,0.7
corrupt_component_strong,0,K00_shortcut_for_A07_reverse,shortcut,153600.0,0.7,2,token_accuracy,0.7594401240348816,0.001953125,0.001953125,token_accuracy,0.7
corrupt_component_strong,0,K01_shortcut_for_A03_copy,shortcut,153600.0,0.7,2,token_accuracy,0.7626953125,0.001953125,0.001953125,token_accuracy,0.7
corrupt_component_strong,0,K02_shortcut_for_A00_copy,shortcut,164608.0,0.7,2,token_accuracy,0.765625,0.0078125,0.0078125,token_accuracy,0.7
corrupt_component_strong,0,S00_surface_rotate,surface_control,,0.7,2,token_accuracy,0.3434244990348816,0.0,0.0,token_accuracy,0.7
corrupt_component_strong,0,S01_surface_rotate,surface_control,,0.7,2,token_accuracy,0.3499349057674408,0.0,0.0,token_accuracy,0.7
corrupt_component_strong,0,S02_surface_rotate,surface_control,,0.7,2,token_accuracy,0.0797526091337204,0.0,0.0,token_accuracy,0.7
corrupt_component_strong,0,U00_unrelated_substitute,unrelated,,0.7,2,token_accuracy,0.4801432490348816,0.0,0.0,token_accuracy,0.7
corrupt_component_strong,0,U01_unrelated_substitute,unrelated,,0.7,2,token_accuracy,0.0182291679084301,0.0,0.0,token_accuracy,0.7
corrupt_component_strong,0,U02_unrelated_substitute,unrelated,,0.7,2,token_accuracy,0.4713541865348816,0.0,0.0,token_accuracy,0.7
