pair_id,pair_index,pair_type,source_task,target_task,filler_task,source_multiplier,condition,seed,data_seen,checkpoint_fraction,probe_stage,param_subset,gradient_cosine,gradient_inner_product,first_order_transfer_score,source_gradient_norm,target_gradient_norm,source_gradient_snr,target_gradient_snr,source_within_gradient_alignment,target_within_gradient_alignment,linear_cka
P008_S00_surface_rotate__to__A04_reverse,8,control_or_surface,S00_surface_rotate,A04_reverse,U02_unrelated_substitute,0.5,source_x0.5,0,0,0.0,init,last_block_ln_head,0.45295490138808914,0.18194234371185303,0.18194234371185303,0.6341687440872192,0.6333940625190735,0.6716779234841996,0.7096999095751184,0.2025948017835617,0.2203996777534485,0.847075879573822
P008_S00_surface_rotate__to__A04_reverse,8,control_or_surface,S00_surface_rotate,A04_reverse,U02_unrelated_substitute,0.5,source_x0.5,0,6144,0.0512,early,last_block_ln_head,0.24321869637846924,0.05422566086053848,0.05422566086053848,0.4655399024486542,0.4789067804813385,0.33087601550064344,0.42779172986488034,-0.0032547148875892162,0.06415226310491562,0.8448776602745056
