pair_id,pair_index,pair_type,source_task,target_task,filler_task,source_multiplier,condition,seed,data_seen,checkpoint_fraction,probe_stage,param_subset,gradient_cosine,gradient_inner_product,first_order_transfer_score,source_gradient_norm,target_gradient_norm,source_gradient_snr,target_gradient_snr,source_within_gradient_alignment,target_within_gradient_alignment,linear_cka
P000_A05_substitute__to__C05_copy_then_substitute_05_07,0,component_to_composite,A05_substitute,C05_copy_then_substitute_05_07,K00_shortcut_for_A00_copy,0.0,source_x0,1,0,0.0,init,last_block_ln_head,0.5587429967399725,0.2436688244342804,0.24366882443428042,0.6368332505226135,0.684797465801239,0.6451215397302844,0.7117624852514233,0.18922221660614014,0.22070184350013733,0.82831871509552
P000_A05_substitute__to__C05_copy_then_substitute_05_07,0,component_to_composite,A05_substitute,C05_copy_then_substitute_05_07,K00_shortcut_for_A00_copy,0.0,source_x0,1,6144,0.0512,early,last_block_ln_head,0.3084922516062343,0.07811339199542999,0.07811339199542999,0.5324817895889282,0.47552841901779175,0.5356274791185732,0.39064791995307785,0.13403072953224182,0.04370379447937012,0.8503527641296387
