pair_id,pair_index,pair_type,source_task,target_task,filler_task,source_multiplier,condition,seed,data_seen,checkpoint_fraction,probe_stage,param_subset,gradient_cosine,gradient_inner_product,first_order_transfer_score,source_gradient_norm,target_gradient_norm,source_gradient_snr,target_gradient_snr,source_within_gradient_alignment,target_within_gradient_alignment,linear_cka
P008_S00_surface_rotate__to__A04_reverse,8,control_or_surface,S00_surface_rotate,A04_reverse,U02_unrelated_substitute,0.0,source_x0,0,0,0.0,init,last_block_ln_head,0.45295490138808914,0.18194234371185303,0.18194234371185303,0.6341687440872192,0.6333940625190735,0.6716779234841996,0.7096999095751184,0.2025948017835617,0.2203996777534485,0.847075879573822
P008_S00_surface_rotate__to__A04_reverse,8,control_or_surface,S00_surface_rotate,A04_reverse,U02_unrelated_substitute,0.0,source_x0,0,6144,0.0512,early,last_block_ln_head,0.2233677699264853,0.04850304126739502,0.04850304126739502,0.45624205470085144,0.4759410321712494,0.3178199195340312,0.422684347589725,-0.013407989405095577,0.06079927086830139,0.8448821306228638
