condition,seed,task_name,kind,acquired_at,threshold,patience,metric,final_metric,final_accuracy,final_balanced_accuracy,pair_id,pair_index,pair_type,source_task,target_task,filler_task,source_multiplier
source_x2,1,A00_copy,atomic,94976.0,0.7,2,token_accuracy,0.8307291865348816,0.15625,0.15625,P007_C00_reverse_then_substitute_01_06__to__A01_reverse,7,composite_to_component_reverse,C00_reverse_then_substitute_01_06,A01_reverse,U01_unrelated_substitute,2.0
source_x2,1,A01_reverse,atomic,,0.7,2,token_accuracy,0.5279948115348816,0.00390625,0.00390625,P007_C00_reverse_then_substitute_01_06__to__A01_reverse,7,composite_to_component_reverse,C00_reverse_then_substitute_01_06,A01_reverse,U01_unrelated_substitute,2.0
source_x2,1,A02_substitute,atomic,,0.7,2,token_accuracy,0.61328125,0.015625,0.015625,P007_C00_reverse_then_substitute_01_06__to__A01_reverse,7,composite_to_component_reverse,C00_reverse_then_substitute_01_06,A01_reverse,U01_unrelated_substitute,2.0
source_x2,1,A03_copy,atomic,94976.0,0.7,2,token_accuracy,0.8307291865348816,0.18359375,0.18359375,P007_C00_reverse_then_substitute_01_06__to__A01_reverse,7,composite_to_component_reverse,C00_reverse_then_substitute_01_06,A01_reverse,U01_unrelated_substitute,2.0
source_x2,1,A04_reverse,atomic,,0.7,2,token_accuracy,0.51953125,0.00390625,0.00390625,P007_C00_reverse_then_substitute_01_06__to__A01_reverse,7,composite_to_component_reverse,C00_reverse_then_substitute_01_06,A01_reverse,U01_unrelated_substitute,2.0
source_x2,1,A05_substitute,atomic,16640.0,0.7,2,token_accuracy,0.8645833730697632,0.38671875,0.38671875,P007_C00_reverse_then_substitute_01_06__to__A01_reverse,7,composite_to_component_reverse,C00_reverse_then_substitute_01_06,A01_reverse,U01_unrelated_substitute,2.0
source_x2,1,A06_copy,atomic,94976.0,0.7,2,token_accuracy,0.8274739980697632,0.16796875,0.16796875,P007_C00_reverse_then_substitute_01_06__to__A01_reverse,7,composite_to_component_reverse,C00_reverse_then_substitute_01_06,A01_reverse,U01_unrelated_substitute,2.0
source_x2,1,A07_reverse,atomic,,0.7,2,token_accuracy,0.5188802480697632,0.0,0.0,P007_C00_reverse_then_substitute_01_06__to__A01_reverse,7,composite_to_component_reverse,C00_reverse_then_substitute_01_06,A01_reverse,U01_unrelated_substitute,2.0
source_x2,1,C00_reverse_then_substitute_01_06,composite,,0.7,2,token_accuracy,0.5266927480697632,0.00390625,0.00390625,P007_C00_reverse_then_substitute_01_06__to__A01_reverse,7,composite_to_component_reverse,C00_reverse_then_substitute_01_06,A01_reverse,U01_unrelated_substitute,2.0
source_x2,1,C01_substitute_then_reverse_03_04,composite,,0.7,2,token_accuracy,0.5201823115348816,0.01171875,0.01171875,P007_C00_reverse_then_substitute_01_06__to__A01_reverse,7,composite_to_component_reverse,C00_reverse_then_substitute_01_06,A01_reverse,U01_unrelated_substitute,2.0
