pair_id,pair_index,pair_type,source_task,target_task,filler_task,source_multiplier,condition,seed,data_seen,checkpoint_fraction,probe_stage,param_subset,gradient_cosine,gradient_inner_product,first_order_transfer_score,source_gradient_norm,target_gradient_norm,source_gradient_snr,target_gradient_snr,source_within_gradient_alignment,target_within_gradient_alignment,linear_cka
P011_A06_copy__to__C03_reverse_then_substitute_01_06,11,component_to_composite,A06_copy,C03_reverse_then_substitute_01_06,U03_unrelated_substitute,0.5,source_x0.5,0,0,0.0,init,last_block_ln_head,0.5339474806973493,0.20198597013950348,0.20198597013950348,0.6213357448577881,0.6088303923606873,0.6470877476193552,0.6498205247363429,0.19052064418792725,0.19284579157829285,0.843714714050293
P011_A06_copy__to__C03_reverse_then_substitute_01_06,11,component_to_composite,A06_copy,C03_reverse_then_substitute_01_06,U03_unrelated_substitute,0.5,source_x0.5,0,6144,0.0512,early,last_block_ln_head,0.1369493558502639,0.03207134082913399,0.03207134082913399,0.5107139945030212,0.45854225754737854,0.4327778213357938,0.3540970471047944,0.07181181013584137,0.0172196626663208,0.8402683138847351
