pair_id,pair_index,pair_type,source_task,target_task,filler_task,source_multiplier,condition,seed,data_seen,checkpoint_fraction,probe_stage,param_subset,gradient_cosine,gradient_inner_product,first_order_transfer_score,source_gradient_norm,target_gradient_norm,source_gradient_snr,target_gradient_snr,source_within_gradient_alignment,target_within_gradient_alignment,linear_cka
P002_U00_unrelated_substitute__to__A02_substitute,2,control_or_surface,U00_unrelated_substitute,A02_substitute,K01_shortcut_for_A06_copy,2.0,source_x2,2,0,0.0,init,last_block_ln_head,0.5755734834207203,0.27016282081604004,0.27016282081604004,0.685030460357666,0.6851961612701416,0.7895693966458597,0.8506584576568827,0.25530797243118286,0.27969473600387573,0.8121952414512634
P002_U00_unrelated_substitute__to__A02_substitute,2,control_or_surface,U00_unrelated_substitute,A02_substitute,K01_shortcut_for_A06_copy,2.0,source_x2,2,6144,0.0512,early,last_block_ln_head,0.13133543338336964,0.026459641754627228,0.026459641754627224,0.42373889684677124,0.47544875741004944,0.25115034886954424,0.3621640945632879,-0.06065736338496208,0.0195442046970129,0.8102880716323853
