pair_id,pair_index,pair_type,source_task,target_task,filler_task,source_multiplier,condition,seed,data_seen,checkpoint_fraction,probe_stage,param_subset,gradient_cosine,gradient_inner_product,first_order_transfer_score,source_gradient_norm,target_gradient_norm,source_gradient_snr,target_gradient_snr,source_within_gradient_alignment,target_within_gradient_alignment,linear_cka
P007_C00_reverse_then_substitute_01_06__to__A01_reverse,7,composite_to_component_reverse,C00_reverse_then_substitute_01_06,A01_reverse,U01_unrelated_substitute,0.5,source_x0.5,2,0,0.0,init,last_block_ln_head,0.6033969755873919,0.2793993353843689,0.2793993353843689,0.6955034136772156,0.6657680869102478,0.8170903092027705,0.7567435974131683,0.26601579785346985,0.2411080300807953,0.8113864660263062
P007_C00_reverse_then_substitute_01_06__to__A01_reverse,7,composite_to_component_reverse,C00_reverse_then_substitute_01_06,A01_reverse,U01_unrelated_substitute,0.5,source_x0.5,2,6144,0.0512,early,last_block_ln_head,0.16191749338516642,0.03306832164525986,0.03306832164525986,0.4840100407600403,0.4219529330730438,0.3779717622328749,0.2980559654957243,0.03321477770805359,-0.024876853451132774,0.8021188974380493
