pair_id,pair_index,pair_type,source_task,target_task,filler_task,source_multiplier,condition,seed,data_seen,checkpoint_fraction,probe_stage,param_subset,gradient_cosine,gradient_inner_product,first_order_transfer_score,source_gradient_norm,target_gradient_norm,source_gradient_snr,target_gradient_snr,source_within_gradient_alignment,target_within_gradient_alignment,linear_cka
P011_A06_copy__to__C03_reverse_then_substitute_01_06,11,component_to_composite,A06_copy,C03_reverse_then_substitute_01_06,U03_unrelated_substitute,2.0,source_x2,2,0,0.0,init,last_block_ln_head,0.5652833636074427,0.27239859104156494,0.27239859104156494,0.6941765546798706,0.694174587726593,0.8184334501696986,0.7969012255175189,0.2672072649002075,0.2586774230003357,0.8100244402885437
P011_A06_copy__to__C03_reverse_then_substitute_01_06,11,component_to_composite,A06_copy,C03_reverse_then_substitute_01_06,U03_unrelated_substitute,2.0,source_x2,2,6144,0.0512,early,last_block_ln_head,0.09273617779343968,0.020153917372226715,0.020153917372226715,0.4719041585922241,0.4605284631252289,0.4512687711108007,0.3789533252161839,0.08554535359144211,0.02800627425312996,0.8108077645301819
