condition,seed,task_name,kind,acquired_at,threshold,patience,metric,final_metric,final_accuracy,final_balanced_accuracy,pair_id,pair_index,pair_type,source_task,target_task,filler_task,source_multiplier
source_x0.5,1,A00_copy,atomic,,0.7,2,token_accuracy,0.7194010615348816,0.0625,0.0625,P004_A00_copy__to__A06_copy,4,same_operation_reverse,A00_copy,A06_copy,U01_unrelated_substitute,0.5
source_x0.5,1,A01_reverse,atomic,,0.7,2,token_accuracy,0.4908854365348816,0.0,0.0,P004_A00_copy__to__A06_copy,4,same_operation_reverse,A00_copy,A06_copy,U01_unrelated_substitute,0.5
source_x0.5,1,A02_substitute,atomic,,0.7,2,token_accuracy,0.6158854365348816,0.015625,0.015625,P004_A00_copy__to__A06_copy,4,same_operation_reverse,A00_copy,A06_copy,U01_unrelated_substitute,0.5
source_x0.5,1,A03_copy,atomic,,0.7,2,token_accuracy,0.6979166865348816,0.0390625,0.0390625,P004_A00_copy__to__A06_copy,4,same_operation_reverse,A00_copy,A06_copy,U01_unrelated_substitute,0.5
source_x0.5,1,A04_reverse,atomic,,0.7,2,token_accuracy,0.5123698115348816,0.01953125,0.01953125,P004_A00_copy__to__A06_copy,4,same_operation_reverse,A00_copy,A06_copy,U01_unrelated_substitute,0.5
source_x0.5,1,A05_substitute,atomic,16640.0,0.7,2,token_accuracy,0.8424479365348816,0.3515625,0.3515625,P004_A00_copy__to__A06_copy,4,same_operation_reverse,A00_copy,A06_copy,U01_unrelated_substitute,0.5
source_x0.5,1,A06_copy,atomic,,0.7,2,token_accuracy,0.7109375,0.03515625,0.03515625,P004_A00_copy__to__A06_copy,4,same_operation_reverse,A00_copy,A06_copy,U01_unrelated_substitute,0.5
source_x0.5,1,A07_reverse,atomic,,0.7,2,token_accuracy,0.501953125,0.00390625,0.00390625,P004_A00_copy__to__A06_copy,4,same_operation_reverse,A00_copy,A06_copy,U01_unrelated_substitute,0.5
source_x0.5,1,C00_reverse_then_substitute_01_06,composite,,0.7,2,token_accuracy,0.4817708432674408,0.0,0.0,P004_A00_copy__to__A06_copy,4,same_operation_reverse,A00_copy,A06_copy,U01_unrelated_substitute,0.5
source_x0.5,1,C01_substitute_then_reverse_03_04,composite,,0.7,2,token_accuracy,0.509765625,0.015625,0.015625,P004_A00_copy__to__A06_copy,4,same_operation_reverse,A00_copy,A06_copy,U01_unrelated_substitute,0.5
source_x0.5,1,C02_copy_then_substitute_04_07,composite,,0.7,2,token_accuracy,0.7135416865348816,0.03515625,0.03515625,P004_A00_copy__to__A06_copy,4,same_operation_reverse,A00_copy,A06_copy,U01_unrelated_substitute,0.5
source_x0.5,1,C03_reverse_then_substitute_01_06,composite,,0.7,2,token_accuracy,0.513671875,0.0,0.0,P004_A00_copy__to__A06_copy,4,same_operation_reverse,A00_copy,A06_copy,U01_unrelated_substitute,0.5
source_x0.5,1,C04_substitute_then_reverse_02_06,composite,,0.7,2,token_accuracy,0.6321614980697632,0.00390625,0.00390625,P004_A00_copy__to__A06_copy,4,same_operation_reverse,A00_copy,A06_copy,U01_unrelated_substitute,0.5
source_x0.5,1,C05_copy_then_substitute_05_07,composite,,0.7,2,token_accuracy,0.05078125,0.0,0.0,P004_A00_copy__to__A06_copy,4,same_operation_reverse,A00_copy,A06_copy,U01_unrelated_substitute,0.5
source_x0.5,1,K00_shortcut_for_A00_copy,shortcut,,0.7,2,token_accuracy,0.7213541865348816,0.046875,0.046875,P004_A00_copy__to__A06_copy,4,same_operation_reverse,A00_copy,A06_copy,U01_unrelated_substitute,0.5
source_x0.5,1,K01_shortcut_for_A06_copy,shortcut,,0.7,2,token_accuracy,0.7233073115348816,0.07421875,0.07421875,P004_A00_copy__to__A06_copy,4,same_operation_reverse,A00_copy,A06_copy,U01_unrelated_substitute,0.5
source_x0.5,1,S00_surface_rotate,surface_control,,0.7,2,token_accuracy,0.287109375,0.0,0.0,P004_A00_copy__to__A06_copy,4,same_operation_reverse,A00_copy,A06_copy,U01_unrelated_substitute,0.5
source_x0.5,1,S01_surface_rotate,surface_control,,0.7,2,token_accuracy,0.0657552108168602,0.0,0.0,P004_A00_copy__to__A06_copy,4,same_operation_reverse,A00_copy,A06_copy,U01_unrelated_substitute,0.5
source_x0.5,1,U00_unrelated_substitute,unrelated,16640.0,0.7,2,token_accuracy,0.841796875,0.3515625,0.3515625,P004_A00_copy__to__A06_copy,4,same_operation_reverse,A00_copy,A06_copy,U01_unrelated_substitute,0.5
source_x0.5,1,U01_unrelated_substitute,unrelated,,0.7,2,token_accuracy,0.0026041667442768812,0.0,0.0,P004_A00_copy__to__A06_copy,4,same_operation_reverse,A00_copy,A06_copy,U01_unrelated_substitute,0.5
source_x0.5,1,U02_unrelated_substitute,unrelated,,0.7,2,token_accuracy,0.048828125,0.0,0.0,P004_A00_copy__to__A06_copy,4,same_operation_reverse,A00_copy,A06_copy,U01_unrelated_substitute,0.5
source_x0.5,1,U03_unrelated_substitute,unrelated,,0.7,2,token_accuracy,0.0384114608168602,0.0,0.0,P004_A00_copy__to__A06_copy,4,same_operation_reverse,A00_copy,A06_copy,U01_unrelated_substitute,0.5
