condition,seed,task_name,kind,acquired_at,threshold,patience,metric,final_metric,final_accuracy,final_balanced_accuracy,pair_id,pair_index,pair_type,source_task,target_task,filler_task,source_multiplier
source_x0.5,1,A00_copy,atomic,,0.7,2,token_accuracy,0.76953125,0.09765625,0.09765625,P009_A07_reverse__to__A04_reverse,9,same_operation,A07_reverse,A04_reverse,S01_surface_rotate,0.5
source_x0.5,1,A01_reverse,atomic,,0.7,2,token_accuracy,0.4576823115348816,0.0,0.0,P009_A07_reverse__to__A04_reverse,9,same_operation,A07_reverse,A04_reverse,S01_surface_rotate,0.5
source_x0.5,1,A02_substitute,atomic,,0.7,2,token_accuracy,0.6126302480697632,0.01171875,0.01171875,P009_A07_reverse__to__A04_reverse,9,same_operation,A07_reverse,A04_reverse,S01_surface_rotate,0.5
source_x0.5,1,A03_copy,atomic,,0.7,2,token_accuracy,0.7486979365348816,0.1015625,0.1015625,P009_A07_reverse__to__A04_reverse,9,same_operation,A07_reverse,A04_reverse,S01_surface_rotate,0.5
source_x0.5,1,A04_reverse,atomic,,0.7,2,token_accuracy,0.4700520932674408,0.0078125,0.0078125,P009_A07_reverse__to__A04_reverse,9,same_operation,A07_reverse,A04_reverse,S01_surface_rotate,0.5
source_x0.5,1,A05_substitute,atomic,16640.0,0.7,2,token_accuracy,0.8483073115348816,0.3515625,0.3515625,P009_A07_reverse__to__A04_reverse,9,same_operation,A07_reverse,A04_reverse,S01_surface_rotate,0.5
source_x0.5,1,A06_copy,atomic,,0.7,2,token_accuracy,0.7623698115348816,0.09765625,0.09765625,P009_A07_reverse__to__A04_reverse,9,same_operation,A07_reverse,A04_reverse,S01_surface_rotate,0.5
source_x0.5,1,A07_reverse,atomic,,0.7,2,token_accuracy,0.4713541865348816,0.00390625,0.00390625,P009_A07_reverse__to__A04_reverse,9,same_operation,A07_reverse,A04_reverse,S01_surface_rotate,0.5
source_x0.5,1,C00_reverse_then_substitute_01_06,composite,,0.7,2,token_accuracy,0.447265625,0.0,0.0,P009_A07_reverse__to__A04_reverse,9,same_operation,A07_reverse,A04_reverse,S01_surface_rotate,0.5
source_x0.5,1,C01_substitute_then_reverse_03_04,composite,,0.7,2,token_accuracy,0.4759114682674408,0.0078125,0.0078125,P009_A07_reverse__to__A04_reverse,9,same_operation,A07_reverse,A04_reverse,S01_surface_rotate,0.5
source_x0.5,1,C02_copy_then_substitute_04_07,composite,,0.7,2,token_accuracy,0.75390625,0.0859375,0.0859375,P009_A07_reverse__to__A04_reverse,9,same_operation,A07_reverse,A04_reverse,S01_surface_rotate,0.5
source_x0.5,1,C03_reverse_then_substitute_01_06,composite,,0.7,2,token_accuracy,0.474609375,0.00390625,0.00390625,P009_A07_reverse__to__A04_reverse,9,same_operation,A07_reverse,A04_reverse,S01_surface_rotate,0.5
source_x0.5,1,C04_substitute_then_reverse_02_06,composite,,0.7,2,token_accuracy,0.6100260615348816,0.00390625,0.00390625,P009_A07_reverse__to__A04_reverse,9,same_operation,A07_reverse,A04_reverse,S01_surface_rotate,0.5
source_x0.5,1,C05_copy_then_substitute_05_07,composite,,0.7,2,token_accuracy,0.05078125,0.0,0.0,P009_A07_reverse__to__A04_reverse,9,same_operation,A07_reverse,A04_reverse,S01_surface_rotate,0.5
source_x0.5,1,K00_shortcut_for_A00_copy,shortcut,,0.7,2,token_accuracy,0.7682291865348816,0.10546875,0.10546875,P009_A07_reverse__to__A04_reverse,9,same_operation,A07_reverse,A04_reverse,S01_surface_rotate,0.5
source_x0.5,1,K01_shortcut_for_A06_copy,shortcut,,0.7,2,token_accuracy,0.7643229365348816,0.10546875,0.10546875,P009_A07_reverse__to__A04_reverse,9,same_operation,A07_reverse,A04_reverse,S01_surface_rotate,0.5
source_x0.5,1,S00_surface_rotate,surface_control,,0.7,2,token_accuracy,0.26953125,0.0,0.0,P009_A07_reverse__to__A04_reverse,9,same_operation,A07_reverse,A04_reverse,S01_surface_rotate,0.5
source_x0.5,1,S01_surface_rotate,surface_control,,0.7,2,token_accuracy,0.0703125,0.0,0.0,P009_A07_reverse__to__A04_reverse,9,same_operation,A07_reverse,A04_reverse,S01_surface_rotate,0.5
source_x0.5,1,U00_unrelated_substitute,unrelated,16640.0,0.7,2,token_accuracy,0.8404948115348816,0.33203125,0.33203125,P009_A07_reverse__to__A04_reverse,9,same_operation,A07_reverse,A04_reverse,S01_surface_rotate,0.5
source_x0.5,1,U01_unrelated_substitute,unrelated,,0.7,2,token_accuracy,0.0013020833721384406,0.0,0.0,P009_A07_reverse__to__A04_reverse,9,same_operation,A07_reverse,A04_reverse,S01_surface_rotate,0.5
source_x0.5,1,U02_unrelated_substitute,unrelated,,0.7,2,token_accuracy,0.0455729179084301,0.0,0.0,P009_A07_reverse__to__A04_reverse,9,same_operation,A07_reverse,A04_reverse,S01_surface_rotate,0.5
source_x0.5,1,U03_unrelated_substitute,unrelated,,0.7,2,token_accuracy,0.0436197929084301,0.0,0.0,P009_A07_reverse__to__A04_reverse,9,same_operation,A07_reverse,A04_reverse,S01_surface_rotate,0.5
