model_name,metric,target_summary,slice_id,component_ids,observed,predicted,residual,n_atomic_fit,residual_z,residual_direction,metric_direction,family,prompt_family,operation_type,composition_depth,frequency_proxy,reference_learnability,formal_utility,answer_entropy_proxy,component_ids_meta,control_type,kind
EleutherAI/pythia-1b,accuracy,final_metric,comp_absdiff_then_even,arith_absdiff;arith_even,0.234375,0.3781646612823469,-0.1437896612823469,12,-1.0191686956608748,under,higher_is_better,arithmetic,arithmetic,absdiff_then_even,2,0.28,0.75,0.0,1.0,arith_absdiff;arith_even,,composite
EleutherAI/pythia-1b,accuracy,final_metric,comp_add_then_compare_gt,arith_add_small;arith_compare_gt,0.21875,0.3326654442063621,-0.1139154442063621,12,0.41110117154025405,under,higher_is_better,arithmetic,arithmetic,add_then_compare_gt,2,0.4,0.55,0.0,1.0,arith_add_small;arith_compare_gt,,composite
EleutherAI/pythia-1b,accuracy,final_metric,comp_add_then_compare_lt,arith_add_small;arith_compare_lt,0.203125,0.3400089624196471,-0.1368839624196471,12,-0.6885487175652963,under,higher_is_better,arithmetic,arithmetic,add_then_compare_lt,2,0.38,0.58,0.0,1.0,arith_add_small;arith_compare_lt,,composite
EleutherAI/pythia-1b,accuracy,final_metric,comp_add_then_equals,arith_add_small;arith_equals,0.265625,0.369383035272787,-0.103758035272787,12,0.8974013108738002,under,higher_is_better,arithmetic,arithmetic,add_then_equals,2,0.3,0.7,0.0,1.0,arith_add_small;arith_equals,,composite
EleutherAI/pythia-1b,accuracy,final_metric,comp_add_then_even,arith_add_small;arith_even,0.203125,0.3492266049942309,-0.1461016049942309,12,-1.1298562299102983,under,higher_is_better,arithmetic,arithmetic,add_then_even,2,0.35,0.6,0.0,1.0,arith_add_small;arith_even,,composite
EleutherAI/pythia-1b,accuracy,final_metric,comp_double_then_compare_gt,arith_double;arith_compare_gt,0.234375,0.3606014092632271,-0.1262264092632271,12,-0.17830347502217228,under,higher_is_better,arithmetic,arithmetic,double_then_compare_gt,2,0.32,0.65,0.0,1.0,arith_double;arith_compare_gt,,composite
EleutherAI/pythia-1b,accuracy,final_metric,comp_max_then_compare_gt,arith_max2;arith_compare_gt,0.234375,0.369383035272787,-0.135008035272787,12,-0.5987360853415242,under,higher_is_better,arithmetic,arithmetic,max_then_compare_gt,2,0.3,0.7,0.0,1.0,arith_max2;arith_compare_gt,,composite
EleutherAI/pythia-1b,accuracy,final_metric,comp_min_then_compare_lt,arith_min2;arith_compare_lt,0.296875,0.369383035272787,-0.072508035272787,12,2.3935387070891236,under,higher_is_better,arithmetic,arithmetic,min_then_compare_lt,2,0.3,0.7,0.0,1.0,arith_min2;arith_compare_lt,,composite
EleutherAI/pythia-1b,accuracy,final_metric,comp_sub_then_compare_gt,arith_sub_small;arith_compare_gt,0.234375,0.3528218744849182,-0.1184468744849182,12,0.19415261800136768,under,higher_is_better,arithmetic,arithmetic,sub_then_compare_gt,2,0.35,0.65,0.0,1.0,arith_sub_small;arith_compare_gt,,composite
EleutherAI/pythia-1b,accuracy,final_metric,comp_sub_then_odd,arith_sub_small;arith_odd,0.234375,0.3627585709576395,-0.1283835709576395,12,-0.28158060400436796,under,higher_is_better,arithmetic,arithmetic,sub_then_odd,2,0.32,0.68,0.0,1.0,arith_sub_small;arith_odd,,composite
EleutherAI/pythia-1b,mean_correct_margin,final_metric,comp_absdiff_then_even,arith_absdiff;arith_even,-0.5976352244615555,0.1672977883146473,-0.7649330127762028,12,0.1543626189708103,under,higher_is_better,arithmetic,arithmetic,absdiff_then_even,2,0.28,0.75,0.0,1.0,arith_absdiff;arith_even,,composite
EleutherAI/pythia-1b,mean_correct_margin,final_metric,comp_add_then_compare_gt,arith_add_small;arith_compare_gt,-0.4705324023962021,0.3599109818551356,-0.8304433842513377,12,-0.3569890475894509,under,higher_is_better,arithmetic,arithmetic,add_then_compare_gt,2,0.4,0.55,0.0,1.0,arith_add_small;arith_compare_gt,,composite
EleutherAI/pythia-1b,mean_correct_margin,final_metric,comp_add_then_compare_lt,arith_add_small;arith_compare_lt,-0.5542615354061127,0.3376558871237969,-0.8919174225299096,12,-0.8368344707812345,under,higher_is_better,arithmetic,arithmetic,add_then_compare_lt,2,0.38,0.58,0.0,1.0,arith_add_small;arith_compare_lt,,composite
EleutherAI/pythia-1b,mean_correct_margin,final_metric,comp_add_then_equals,arith_add_small;arith_equals,-0.4813490938395262,0.2486355081984426,-0.7299846020379688,12,0.4271580202518368,under,higher_is_better,arithmetic,arithmetic,add_then_equals,2,0.3,0.7,0.0,1.0,arith_add_small;arith_equals,,composite
