component,composite,unrelated_control,fake_component_control,surface_control,same_operation_control,different_operation_control
A00_copy,C06_reverse_then_substitute_02_00,A06_copy,K00_shortcut_for_A00_copy,S02_surface_rotate,A06_copy,U02_unrelated_substitute
