condition,seed,data_seen,task_i,task_j,linear_cka
baseline,0,120320,A00_xor2_12_26,A00_xor2_12_26,1.0
baseline,0,120320,A00_xor2_12_26,A01_and_bits_31_32,0.38108888268470764
baseline,0,120320,A00_xor2_12_26,A02_or_bits_19_44,0.3882429599761963
baseline,0,120320,A00_xor2_12_26,A03_xor2_18_17,0.8478061556816101
baseline,0,120320,A00_xor2_12_26,A04_bit_8,0.31262072920799255
baseline,0,120320,A00_xor2_12_26,A05_not_bit_33,0.12166297435760498
baseline,0,120320,A00_xor2_12_26,A06_or_bits_46_41,0.10839233547449112
baseline,0,120320,A00_xor2_12_26,A07_bit_10,0.0809202715754509
baseline,0,120320,A00_xor2_12_26,A08_bit_22,0.5537692904472351
baseline,0,120320,A00_xor2_12_26,A09_xor2_22_5,0.793519139289856
baseline,0,120320,A00_xor2_12_26,A10_xor2_9_25,0.815020740032196
baseline,0,120320,A00_xor2_12_26,A11_eq2_30_27,0.6844857335090637
baseline,0,120320,A00_xor2_12_26,C00_and_02_06,0.3781202435493469
baseline,0,120320,A00_xor2_12_26,C01_and_00_09,0.6792026162147522
baseline,0,120320,A00_xor2_12_26,C02_and_05_06,0.13965359330177307
baseline,0,120320,A00_xor2_12_26,C03_and_10_08,0.43420565128326416
baseline,0,120320,A00_xor2_12_26,C04_or_05_10,0.31996774673461914
baseline,0,120320,A00_xor2_12_26,C05_and_07_05,0.15476644039154053
baseline,0,120320,A00_xor2_12_26,C06_and_10_08,0.5029420852661133
baseline,0,120320,A00_xor2_12_26,C07_or_02_00,0.37879040837287903
baseline,0,120320,A00_xor2_12_26,C08_or_00_10,0.7396842241287231
baseline,0,120320,A00_xor2_12_26,C09_or_03_00,0.6342259049415588
baseline,0,120320,A00_xor2_12_26,K00_shortcut_for_05_bit18,0.5907670259475708
baseline,0,120320,A00_xor2_12_26,K01_shortcut_for_02_bit46,0.1086062341928482
baseline,0,120320,A00_xor2_12_26,K02_shortcut_for_02_bit12,0.20143797993659973
baseline,0,120320,A00_xor2_12_26,K03_shortcut_for_09_bit29,0.1008017286658287
baseline,0,120320,A00_xor2_12_26,S00_surface_xor_13_2,0.7619327306747437
baseline,0,120320,A00_xor2_12_26,S01_surface_xor_9_46,0.8214145302772522
baseline,0,120320,A00_xor2_12_26,S02_surface_xor_8_39,0.7490208148956299
baseline,0,120320,A00_xor2_12_26,S03_surface_xor_21_47,0.814434826374054
baseline,0,120320,A00_xor2_12_26,U00_xor2_12_37,0.7133133411407471
baseline,0,120320,A00_xor2_12_26,U01_or_bits_46_28,0.19343966245651245
baseline,0,120320,A00_xor2_12_26,U02_xor2_1_29,0.8244913220405579
baseline,0,120320,A00_xor2_12_26,U03_and_bits_37_42,0.3153896927833557
baseline,0,120320,A01_and_bits_31_32,A00_xor2_12_26,0.3810887336730957
baseline,0,120320,A01_and_bits_31_32,A01_and_bits_31_32,1.0
baseline,0,120320,A01_and_bits_31_32,A02_or_bits_19_44,0.08962299674749374
baseline,0,120320,A01_and_bits_31_32,A03_xor2_18_17,0.4106985628604889
baseline,0,120320,A01_and_bits_31_32,A04_bit_8,0.12953323125839233
baseline,0,120320,A01_and_bits_31_32,A05_not_bit_33,0.10592268407344818
baseline,0,120320,A01_and_bits_31_32,A06_or_bits_46_41,0.08076408505439758
baseline,0,120320,A01_and_bits_31_32,A07_bit_10,0.06605612486600876
baseline,0,120320,A01_and_bits_31_32,A08_bit_22,0.33224785327911377
baseline,0,120320,A01_and_bits_31_32,A09_xor2_22_5,0.4124241769313812
baseline,0,120320,A01_and_bits_31_32,A10_xor2_9_25,0.3809715807437897
baseline,0,120320,A01_and_bits_31_32,A11_eq2_30_27,0.3361890912055969
