condition,seed,task_name,kind,acquired_at,threshold,patience,metric,final_metric,final_accuracy,final_balanced_accuracy
baseline,0,A00_xor2_12_26,atomic,,0.9,2,balanced_accuracy,0.5337028801441193,0.53369140625,0.5337028801441193
baseline,0,A01_and_bits_31_32,atomic,,0.9,2,balanced_accuracy,0.8375156819820404,0.85302734375,0.8375156819820404
baseline,0,A02_or_bits_19_44,atomic,96256.0,0.9,2,balanced_accuracy,0.9692775011062622,0.98095703125,0.9692775011062622
baseline,0,A03_xor2_18_17,atomic,,0.9,2,balanced_accuracy,0.5063905864953995,0.50634765625,0.5063905864953995
baseline,0,A04_bit_8,atomic,98304.0,0.9,2,balanced_accuracy,0.9804978370666504,0.98095703125,0.9804978370666504
baseline,0,A05_not_bit_33,atomic,60416.0,0.9,2,balanced_accuracy,0.9921104609966278,0.9921875,0.9921104609966278
baseline,0,A06_or_bits_46_41,atomic,68096.0,0.9,2,balanced_accuracy,0.9961977005004883,0.998046875,0.9961977005004883
baseline,0,A07_bit_10,atomic,82432.0,0.9,2,balanced_accuracy,0.9960317611694336,0.99609375,0.9960317611694336
baseline,0,A08_bit_22,atomic,,0.9,2,balanced_accuracy,0.8022233247756958,0.80224609375,0.8022233247756958
baseline,0,A09_xor2_22_5,atomic,,0.9,2,balanced_accuracy,0.581767275929451,0.57958984375,0.581767275929451
baseline,0,A10_xor2_9_25,atomic,,0.9,2,balanced_accuracy,0.6546553373336792,0.65283203125,0.6546553373336792
baseline,0,A11_eq2_30_27,atomic,,0.9,2,balanced_accuracy,0.5189909338951111,0.517578125,0.5189909338951111
baseline,0,C00_and_02_06,composite,,0.9,2,balanced_accuracy,0.8971002697944641,0.90625,0.8971002697944641
baseline,0,C01_and_00_09,composite,,0.9,2,balanced_accuracy,0.5273241214454174,0.74755859375,0.5273241214454174
baseline,0,C02_and_05_06,composite,82432.0,0.9,2,balanced_accuracy,0.9506431818008423,0.939453125,0.9506431818008423
baseline,0,C03_and_10_08,composite,,0.9,2,balanced_accuracy,0.7094449251890182,0.81982421875,0.7094449251890182
baseline,0,C04_or_05_10,composite,,0.9,2,balanced_accuracy,0.732779860496521,0.81494140625,0.732779860496521
baseline,0,C05_and_07_05,composite,110080.0,0.9,2,balanced_accuracy,0.9552049934864044,0.94775390625,0.9552049934864044
baseline,0,C06_and_10_08,composite,,0.9,2,balanced_accuracy,0.6164649426937103,0.79052734375,0.6164649426937103
baseline,0,C07_or_02_00,composite,,0.9,2,balanced_accuracy,0.5063618728891015,0.880859375,0.5063618728891015
baseline,0,C08_or_00_10,composite,,0.9,2,balanced_accuracy,0.522736169397831,0.759765625,0.522736169397831
baseline,0,C09_or_03_00,composite,,0.9,2,balanced_accuracy,0.5076080784201622,0.73974609375,0.5076080784201622
baseline,0,K00_shortcut_for_05_bit18,shortcut,,0.9,2,balanced_accuracy,0.5590507015585899,0.56298828125,0.5590507015585899
baseline,0,K01_shortcut_for_02_bit46,shortcut,82432.0,0.9,2,balanced_accuracy,0.933345228433609,0.931640625,0.933345228433609
baseline,0,K02_shortcut_for_02_bit12,shortcut,,0.9,2,balanced_accuracy,0.8588328063488007,0.859375,0.8588328063488007
baseline,0,K03_shortcut_for_09_bit29,shortcut,46080.0,0.9,2,balanced_accuracy,0.99853515625,0.99853515625,0.99853515625
baseline,0,S00_surface_xor_13_2,surface_control,,0.9,2,balanced_accuracy,0.5330638885498047,0.5361328125,0.5330638885498047
baseline,0,S01_surface_xor_9_46,surface_control,,0.9,2,balanced_accuracy,0.4778409004211426,0.4814453125,0.4778409004211426
baseline,0,S02_surface_xor_8_39,surface_control,,0.9,2,balanced_accuracy,0.5340611040592194,0.53662109375,0.5340611040592194
baseline,0,S03_surface_xor_21_47,surface_control,,0.9,2,balanced_accuracy,0.5366509705781937,0.54296875,0.5366509705781937
baseline,0,U00_xor2_12_37,unrelated,,0.9,2,balanced_accuracy,0.6611692607402802,0.65966796875,0.6611692607402802
baseline,0,U01_or_bits_46_28,unrelated,,0.9,2,balanced_accuracy,0.6638301312923431,0.78466796875,0.6638301312923431
baseline,0,U02_xor2_1_29,unrelated,,0.9,2,balanced_accuracy,0.5229126662015915,0.521484375,0.5229126662015915
baseline,0,U03_and_bits_37_42,unrelated,,0.9,2,balanced_accuracy,0.8059895932674408,0.8515625,0.8059895932674408
baseline,1,A00_xor2_12_26,atomic,,0.9,2,balanced_accuracy,0.5305058658123016,0.5263671875,0.5305058658123016
baseline,1,A01_and_bits_31_32,atomic,,0.9,2,balanced_accuracy,0.637895479798317,0.81103515625,0.637895479798317
baseline,1,A02_or_bits_19_44,atomic,,0.9,2,balanced_accuracy,0.8425288498401642,0.9189453125,0.8425288498401642
baseline,1,A03_xor2_18_17,atomic,,0.9,2,balanced_accuracy,0.5035100281238556,0.4990234375,0.5035100281238556
baseline,1,A04_bit_8,atomic,112128.0,0.9,2,balanced_accuracy,0.8658441305160522,0.86572265625,0.8658441305160522
baseline,1,A05_not_bit_33,atomic,70144.0,0.9,2,balanced_accuracy,0.999035656452179,0.9990234375,0.999035656452179
baseline,1,A06_or_bits_46_41,atomic,72192.0,0.9,2,balanced_accuracy,1.0,1.0,1.0
baseline,1,A07_bit_10,atomic,90112.0,0.9,2,balanced_accuracy,0.9936694204807281,0.99365234375,0.9936694204807281
baseline,1,A08_bit_22,atomic,,0.9,2,balanced_accuracy,0.7862344980239868,0.78662109375,0.7862344980239868
baseline,1,A09_xor2_22_5,atomic,,0.9,2,balanced_accuracy,0.5986679643392563,0.60107421875,0.5986679643392563
baseline,1,A10_xor2_9_25,atomic,,0.9,2,balanced_accuracy,0.5515871495008469,0.55126953125,0.5515871495008469
baseline,1,A11_eq2_30_27,atomic,,0.9,2,balanced_accuracy,0.5006524100899696,0.4970703125,0.5006524100899696
baseline,1,C00_and_02_06,composite,,0.9,2,balanced_accuracy,0.7845420837402344,0.8134765625,0.7845420837402344
baseline,1,C01_and_00_09,composite,,0.9,2,balanced_accuracy,0.5341534987092018,0.74560546875,0.5341534987092018
baseline,1,C02_and_05_06,composite,82432.0,0.9,2,balanced_accuracy,0.9817304313182831,0.97802734375,0.9817304313182831
baseline,1,C03_and_10_08,composite,,0.9,2,balanced_accuracy,0.5442889854311943,0.73828125,0.5442889854311943
baseline,1,C04_or_05_10,composite,,0.9,2,balanced_accuracy,0.589789591729641,0.79052734375,0.589789591729641
baseline,1,C05_and_07_05,composite,,0.9,2,balanced_accuracy,0.9149095714092255,0.9365234375,0.9149095714092255
baseline,1,C06_and_10_08,composite,,0.9,2,balanced_accuracy,0.5747675001621246,0.7587890625,0.5747675001621246
baseline,1,C07_or_02_00,composite,,0.9,2,balanced_accuracy,0.4999999701976776,0.87451171875,0.4999999701976776
baseline,1,C08_or_00_10,composite,,0.9,2,balanced_accuracy,0.5,0.748046875,0.5
baseline,1,C09_or_03_00,composite,,0.9,2,balanced_accuracy,0.5019597909413278,0.73046875,0.5019597909413278
baseline,1,K00_shortcut_for_05_bit18,shortcut,,0.9,2,balanced_accuracy,0.6065294742584229,0.60595703125,0.6065294742584229
baseline,1,K01_shortcut_for_02_bit46,shortcut,98304.0,0.9,2,balanced_accuracy,0.9637990593910217,0.96484375,0.9637990593910217
baseline,1,K02_shortcut_for_02_bit12,shortcut,,0.9,2,balanced_accuracy,0.9331443607807159,0.9326171875,0.9331443607807159
baseline,1,K03_shortcut_for_09_bit29,shortcut,46080.0,0.9,2,balanced_accuracy,1.0,1.0,1.0
baseline,1,S00_surface_xor_13_2,surface_control,,0.9,2,balanced_accuracy,0.5180293917655945,0.52392578125,0.5180293917655945
baseline,1,S01_surface_xor_9_46,surface_control,,0.9,2,balanced_accuracy,0.5193799585103989,0.52734375,0.5193799585103989
baseline,1,S02_surface_xor_8_39,surface_control,,0.9,2,balanced_accuracy,0.5370855927467346,0.544921875,0.5370855927467346
