source_run_dir,source_model_name,model_name,slice_id,family,prompt_family,operation_type,composition_depth,component_ids,n_metrics,n_underperforming_metrics,n_outperforming_metrics,n_zero_metrics,underperforming_metric_rate,outperforming_metric_rate,mean_residual,median_residual,mean_residual_z,median_residual_z,max_abs_residual_z,verdict,underperforming_metrics,outperforming_metrics
results/pythia_arithmetic_model_sweep_v34/pythia-70m_n64,EleutherAI/pythia-70m,EleutherAI/pythia-70m,comp_sub_then_compare_gt,arithmetic,arithmetic,sub_then_compare_gt,2,arith_sub_small;arith_compare_gt,5,2,3,0,0.4,0.6,0.3012254069343313,0.1405644779133005,-0.6576308186644302,-0.8229418712664247,1.1712756226567675,consistent_outperforming_observational,mean_correct_margin;mean_correct_mrr,accuracy;mean_logprob_correct;mean_logprob_margin
results/pythia_arithmetic_model_sweep_v34/pythia-70m_n64,EleutherAI/pythia-70m,EleutherAI/pythia-70m,comp_add_then_even,arithmetic,arithmetic,add_then_even,2,arith_add_small;arith_even,5,2,3,0,0.4,0.6,0.3182352496793915,0.110461822152628,-0.6004802541426286,-0.6981470851237552,1.193550890339626,consistent_outperforming_observational,mean_correct_margin;mean_correct_mrr,accuracy;mean_logprob_correct;mean_logprob_margin
results/pythia_arithmetic_model_sweep_v34/pythia-70m_n64,EleutherAI/pythia-70m,EleutherAI/pythia-70m,comp_max_then_compare_gt,arithmetic,arithmetic,max_then_compare_gt,2,arith_max2;arith_compare_gt,5,2,3,0,0.4,0.6,0.3381180315699456,0.1160195524971146,-0.314806651717466,-0.3910935311541629,1.0849847338927758,consistent_outperforming_observational,mean_correct_margin;mean_correct_mrr,accuracy;mean_logprob_correct;mean_logprob_margin
results/pythia_arithmetic_model_sweep_v34/pythia-70m_n64,EleutherAI/pythia-70m,EleutherAI/pythia-70m,comp_add_then_compare_gt,arithmetic,arithmetic,add_then_compare_gt,2,arith_add_small;arith_compare_gt,5,2,3,0,0.4,0.6,0.2940295519153154,0.1350067475688139,-0.275541725624446,-0.2555190627554894,1.7278345913068502,consistent_outperforming_observational,mean_correct_margin;mean_correct_mrr,accuracy;mean_logprob_correct;mean_logprob_margin
results/pythia_arithmetic_model_sweep_v34/pythia-70m_n64,EleutherAI/pythia-70m,EleutherAI/pythia-70m,comp_add_then_compare_lt,arithmetic,arithmetic,add_then_compare_lt,2,arith_add_small;arith_compare_lt,5,2,3,0,0.4,0.6,0.2704087647073622,0.1593343085544741,-0.4777593479573792,-0.2410135427322599,1.52041468197823,consistent_outperforming_observational,mean_correct_margin;mean_correct_mrr,accuracy;mean_logprob_correct;mean_logprob_margin
results/pythia_arithmetic_model_sweep_v34/pythia-70m_n64,EleutherAI/pythia-70m,EleutherAI/pythia-70m,comp_sub_then_odd,arithmetic,arithmetic,sub_then_odd,2,arith_sub_small;arith_odd,5,2,3,0,0.4,0.6,0.3704110416004863,0.135212522663589,-0.0381136904435849,-0.1674136108533418,0.8675295395624542,consistent_outperforming_observational,mean_correct_margin;mean_correct_mrr,accuracy;mean_logprob_correct;mean_logprob_margin
results/pythia_arithmetic_model_sweep_v34/pythia-70m_n64,EleutherAI/pythia-70m,EleutherAI/pythia-70m,comp_double_then_compare_gt,arithmetic,arithmetic,double_then_compare_gt,2,arith_double;arith_compare_gt,5,2,3,0,0.4,0.6,0.4298058489798881,0.1296509292071855,0.5648042854011945,0.395161613546214,1.922642684931745,consistent_outperforming_observational,mean_correct_margin;mean_correct_mrr,accuracy;mean_logprob_correct;mean_logprob_margin
results/pythia_arithmetic_model_sweep_v34/pythia-70m_n64,EleutherAI/pythia-70m,EleutherAI/pythia-70m,comp_absdiff_then_even,arithmetic,arithmetic,absdiff_then_even,2,arith_absdiff;arith_even,5,2,3,0,0.4,0.6,0.3906715886427143,0.1180131757870437,0.1029087252321007,0.5155625294425569,0.9584137912345344,consistent_outperforming_observational,mean_correct_margin;mean_correct_mrr,accuracy;mean_logprob_correct;mean_logprob_margin
results/pythia_arithmetic_model_sweep_v34/pythia-70m_n64,EleutherAI/pythia-70m,EleutherAI/pythia-70m,comp_min_then_compare_lt,arithmetic,arithmetic,min_then_compare_lt,2,arith_min2;arith_compare_lt,5,2,3,0,0.4,0.6,0.3927611047512568,0.1941445524971146,0.8180379255854767,1.1231316821727897,2.0045466044079103,consistent_outperforming_observational,mean_correct_margin;mean_correct_mrr,accuracy;mean_logprob_correct;mean_logprob_margin
results/pythia_arithmetic_model_sweep_v34/pythia-70m_n64,EleutherAI/pythia-70m,EleutherAI/pythia-70m,comp_add_then_equals,arithmetic,arithmetic,add_then_equals,2,arith_add_small;arith_equals,5,2,3,0,0.4,0.6,0.4168471837526836,0.1785195524971146,0.8785815523311611,1.40740698970218,1.9076513453047117,consistent_outperforming_observational,mean_correct_margin;mean_correct_mrr,accuracy;mean_logprob_correct;mean_logprob_margin
results/pythia_arithmetic_model_sweep_v34/pythia-160m_n64,EleutherAI/pythia-160m,EleutherAI/pythia-160m,comp_add_then_compare_lt,arithmetic,arithmetic,add_then_compare_lt,2,arith_add_small;arith_compare_lt,5,4,1,0,0.8,0.2,0.056181228601353,-0.2261984947026717,-0.7765673038067263,-1.1207606460877402,1.5192446427865898,consistent_underperforming_observational,accuracy;mean_correct_margin;mean_correct_mrr;mean_logprob_correct,mean_logprob_margin
results/pythia_arithmetic_model_sweep_v34/pythia-160m_n64,EleutherAI/pythia-160m,EleutherAI/pythia-160m,comp_add_then_even,arithmetic,arithmetic,add_then_even,2,arith_add_small;arith_even,5,4,1,0,0.8,0.2,0.0623770367594192,-0.1847373448367255,-0.619334716745372,-0.8349580128689347,1.7715951788827558,consistent_underperforming_observational,accuracy;mean_correct_margin;mean_correct_mrr;mean_logprob_correct,mean_logprob_margin
results/pythia_arithmetic_model_sweep_v34/pythia-160m_n64,EleutherAI/pythia-160m,EleutherAI/pythia-160m,comp_max_then_compare_gt,arithmetic,arithmetic,max_then_compare_gt,2,arith_max2;arith_compare_gt,5,4,1,0,0.8,0.2,0.0829787125576786,-0.1984704641687624,-0.2843175743685296,-0.4404834314566409,1.2567984293287298,consistent_underperforming_observational,accuracy;mean_correct_margin;mean_correct_mrr;mean_logprob_correct,mean_logprob_margin
results/pythia_arithmetic_model_sweep_v34/pythia-160m_n64,EleutherAI/pythia-160m,EleutherAI/pythia-160m,comp_add_then_compare_gt,arithmetic,arithmetic,add_then_compare_gt,2,arith_add_small;arith_compare_gt,5,4,1,0,0.8,0.2,0.1129769849722976,-0.1622426692772198,-0.0138354203996692,-0.0961384549654782,0.8203005427645095,consistent_underperforming_observational,accuracy;mean_correct_margin;mean_correct_mrr;mean_logprob_correct,mean_logprob_margin
results/pythia_arithmetic_model_sweep_v34/pythia-160m_n64,EleutherAI/pythia-160m,EleutherAI/pythia-160m,comp_sub_then_odd,arithmetic,arithmetic,sub_then_odd,2,arith_sub_small;arith_odd,5,4,1,0,0.8,0.2,0.0812709567170105,-0.1397849774178796,-0.154099219047302,2.3024707311484508e-06,0.5274372400026818,consistent_underperforming_observational,accuracy;mean_correct_margin;mean_correct_mrr;mean_logprob_correct,mean_logprob_margin
results/pythia_arithmetic_model_sweep_v34/pythia-160m_n64,EleutherAI/pythia-160m,EleutherAI/pythia-160m,comp_double_then_compare_gt,arithmetic,arithmetic,double_then_compare_gt,2,arith_double;arith_compare_gt,5,4,1,0,0.8,0.2,0.1614184806505764,-0.1082049063238284,0.3363789975390628,0.4485063346769142,0.6871341244050078,consistent_underperforming_observational,accuracy;mean_correct_margin;mean_correct_mrr;mean_logprob_correct,mean_logprob_margin
results/pythia_arithmetic_model_sweep_v34/pythia-160m_n64,EleutherAI/pythia-160m,EleutherAI/pythia-160m,comp_add_then_equals,arithmetic,arithmetic,add_then_equals,2,arith_add_small;arith_equals,5,4,1,0,0.8,0.2,0.0839824110656233,-0.1956686216874527,0.1003964042063398,0.7607814240993039,1.6829410698327134,consistent_underperforming_observational,accuracy;mean_correct_margin;mean_correct_mrr;mean_logprob_correct,mean_logprob_margin
results/pythia_arithmetic_model_sweep_v34/pythia-160m_n64,EleutherAI/pythia-160m,EleutherAI/pythia-160m,comp_sub_then_compare_gt,arithmetic,arithmetic,sub_then_compare_gt,2,arith_sub_small;arith_compare_gt,5,4,1,0,0.8,0.2,0.1238520410500984,-0.1621703433256056,0.460532978195611,0.7817117563435002,1.094944183030853,consistent_underperforming_observational,accuracy;mean_correct_margin;mean_correct_mrr;mean_logprob_correct,mean_logprob_margin
results/pythia_arithmetic_model_sweep_v34/pythia-160m_n64,EleutherAI/pythia-160m,EleutherAI/pythia-160m,comp_min_then_compare_lt,arithmetic,arithmetic,min_then_compare_lt,2,arith_min2;arith_compare_lt,5,4,1,0,0.8,0.2,0.1622075237720461,-0.0550974190978518,1.1317981687750207,1.1628389883480807,2.296728512825225,consistent_underperforming_observational,accuracy;mean_correct_margin;mean_correct_mrr;mean_logprob_correct,mean_logprob_margin
