source_run_dir,source_model_name,model_name,metric,group,n,mean_final,mean_delta,mean_auc,rho_frequency_proxy_final,rho_frequency_proxy_delta,rho_frequency_proxy_auc,rho_reference_learnability_final,rho_reference_learnability_delta,rho_reference_learnability_auc,rho_formal_utility_final,rho_formal_utility_delta,rho_formal_utility_auc,rho_composition_depth_final,rho_composition_depth_delta,rho_composition_depth_auc,rho_answer_entropy_proxy_final,rho_answer_entropy_proxy_delta,rho_answer_entropy_proxy_auc
results/pythia_arithmetic_model_sweep_v34/pythia-410m_n64,EleutherAI/pythia-410m,EleutherAI/pythia-410m,mean_correct_margin,true_atomic_composite,22,-0.8977837655269965,-0.4742755989374762,-0.793296711741608,-0.129745792175848,-0.1399441513861767,-0.2719562456087645,0.0975619800594604,0.0935914343593661,0.2569510288775325,0.0541441784055503,0.0398643950898008,-0.1410128602430267,0.0287777231534477,0.0575554463068954,0.2302217852275816,,,
results/pythia_arithmetic_model_sweep_v34/pythia-410m_n64,EleutherAI/pythia-410m,EleutherAI/pythia-410m,mean_correct_mrr,all,24,0.5128580729166666,-0.0121527777777777,0.5177815755208334,-0.0453853620092402,0.0418850718955649,-0.1047126797389122,0.1883468488783252,0.0855340817939637,0.2483106762283946,0.2877577318507786,0.2357469725095719,0.1882248555214763,-0.1953921437845723,-0.0244187078266943,-0.0976748313067775,,,
results/pythia_arithmetic_model_sweep_v34/pythia-410m_n64,EleutherAI/pythia-410m,EleutherAI/pythia-410m,mean_correct_mrr,atomic,12,0.51953125,-0.0077039930555555,0.52294921875,-0.4028494908619251,-0.3357079090516043,-0.4205183281804306,0.4164360363033149,0.327453977264145,0.4377917304727157,0.1248011769061171,0.3744035307183513,0.0534862186740502,,,,,,
results/pythia_arithmetic_model_sweep_v34/pythia-410m_n64,EleutherAI/pythia-410m,EleutherAI/pythia-410m,mean_correct_mrr,composite,10,0.5067708333333332,-0.0147135416666666,0.5137044270833333,-0.8581718527846034,0.2469559288588787,-0.759389481241052,0.8739495859532623,-0.2831104292524652,0.8185584150125625,,,,,,,,,
results/pythia_arithmetic_model_sweep_v34/pythia-410m_n64,EleutherAI/pythia-410m,EleutherAI/pythia-410m,mean_correct_mrr,true_atomic_composite,22,0.5137310606060607,-0.0108901515151515,0.5187470407196969,-0.0895189308462183,0.0164306898388628,-0.1473096330380807,0.1372674370604037,-0.0266593782720618,0.213275026176495,0.2481112351111482,0.1796872733898483,0.1368479234425997,-0.2302217852275816,-0.0863331694603431,-0.1438886157672385,,,
results/pythia_arithmetic_model_sweep_v34/pythia-410m_n64,EleutherAI/pythia-410m,EleutherAI/pythia-410m,mean_logprob_correct,all,24,-2.4393608915464333,8.539534765218074,-5.506452376682621,0.1723396187369598,0.0789708126364296,-0.0964229259262483,-0.313334034326867,-0.2347823265569004,-0.0270566993429885,0.1178734862547859,-0.0135111901240663,-0.1761113747205893,-0.3540712634870686,-0.1831403087002079,0.0244187078266943,,,
results/pythia_arithmetic_model_sweep_v34/pythia-410m_n64,EleutherAI/pythia-410m,EleutherAI/pythia-410m,mean_logprob_correct,atomic,12,-2.407253166893497,8.539826977144306,-5.52623263131439,-0.2120260478220658,-0.1554857684028482,-0.109546791374734,0.0427113883388015,0.0355928236156679,-0.0427113883388015,-0.0534862186740502,-0.0356574791160334,-0.196116135138184,,,,,,
results/pythia_arithmetic_model_sweep_v34/pythia-410m_n64,EleutherAI/pythia-410m,EleutherAI/pythia-410m,mean_logprob_correct,composite,10,-2.5505800164304677,8.474309922102838,-5.49908869152423,-0.0679128804361916,0.2407820306374067,-0.0802606768791355,0.0553911709406997,-0.2461829819586654,0.0800094691365662,,,,,,,,,
results/pythia_arithmetic_model_sweep_v34/pythia-410m_n64,EleutherAI/pythia-410m,EleutherAI/pythia-410m,mean_logprob_correct,true_atomic_composite,22,-2.4724017348648477,8.510046497580003,-5.513894476864317,0.1728055310639024,0.0883857798228484,-0.1025501676149716,-0.2348294171198641,-0.1497462949749858,0.0385710153723448,0.2379963885958256,0.0856786998944972,-0.1261380859557876,-0.2877772315344771,-0.1007220310370669,0.0863331694603431,,,
results/pythia_arithmetic_model_sweep_v34/pythia-410m_n64,EleutherAI/pythia-410m,EleutherAI/pythia-410m,mean_logprob_margin,all,24,1.2474099577715,1.0808883576343458,0.9665837225620636,-0.1269641241834311,-0.2456384945541984,0.446774100219359,0.2195083833794069,0.2880229284898778,-0.3622106524948463,-0.091782912222106,-0.2040655611841749,0.4486646927405489,0.3052338478336798,0.3296525556603742,-0.4151180330538045,,,
