model,fold,mse,n_train,n_test,features,complexity,true_mechanism,replicate
learnability_only,4,0.021175168669347967,16,4,reference_learnability,1,learnability_only,6
freq_learn,0,0.0038473181453895704,16,4,"log_frequency,reference_learnability",2,learnability_only,6
freq_learn,1,0.03300526286246542,16,4,"log_frequency,reference_learnability",2,learnability_only,6
freq_learn,2,0.014122854486376539,16,4,"log_frequency,reference_learnability",2,learnability_only,6
freq_learn,3,0.0026295338115228657,16,4,"log_frequency,reference_learnability",2,learnability_only,6
freq_learn,4,0.019770549507591276,16,4,"log_frequency,reference_learnability",2,learnability_only,6
three_factor,0,0.00974033485012826,16,4,"log_frequency,reference_learnability,formal_utility",3,learnability_only,6
three_factor,1,0.029536698871038415,16,4,"log_frequency,reference_learnability,formal_utility",3,learnability_only,6
three_factor,2,0.017869932387893354,16,4,"log_frequency,reference_learnability,formal_utility",3,learnability_only,6
three_factor,3,0.0030542720651153994,16,4,"log_frequency,reference_learnability,formal_utility",3,learnability_only,6
three_factor,4,0.012976127993764639,16,4,"log_frequency,reference_learnability,formal_utility",3,learnability_only,6
frequency_only,0,0.59012903465634,16,4,log_frequency,1,learnability_only,7
frequency_only,1,0.4627214618791062,16,4,log_frequency,1,learnability_only,7
frequency_only,2,0.1480991887365311,16,4,log_frequency,1,learnability_only,7
frequency_only,3,0.27309827389227664,16,4,log_frequency,1,learnability_only,7
frequency_only,4,0.6626006828966492,16,4,log_frequency,1,learnability_only,7
learnability_only,0,0.071717706814579,16,4,reference_learnability,1,learnability_only,7
learnability_only,1,0.04696535417281282,16,4,reference_learnability,1,learnability_only,7
learnability_only,2,0.03153502993345058,16,4,reference_learnability,1,learnability_only,7
learnability_only,3,0.026645092952510857,16,4,reference_learnability,1,learnability_only,7
learnability_only,4,0.009718280405392517,16,4,reference_learnability,1,learnability_only,7
freq_learn,0,0.07163726355691767,16,4,"log_frequency,reference_learnability",2,learnability_only,7
freq_learn,1,0.048226410160461225,16,4,"log_frequency,reference_learnability",2,learnability_only,7
freq_learn,2,0.03977556704685668,16,4,"log_frequency,reference_learnability",2,learnability_only,7
freq_learn,3,0.04885554756174918,16,4,"log_frequency,reference_learnability",2,learnability_only,7
freq_learn,4,0.010783622370061724,16,4,"log_frequency,reference_learnability",2,learnability_only,7
three_factor,0,0.07190158597662809,16,4,"log_frequency,reference_learnability,formal_utility",3,learnability_only,7
three_factor,1,0.05368069695892359,16,4,"log_frequency,reference_learnability,formal_utility",3,learnability_only,7
three_factor,2,0.03902596672074231,16,4,"log_frequency,reference_learnability,formal_utility",3,learnability_only,7
three_factor,3,0.048392692118968586,16,4,"log_frequency,reference_learnability,formal_utility",3,learnability_only,7
three_factor,4,0.010301561664233384,16,4,"log_frequency,reference_learnability,formal_utility",3,learnability_only,7
frequency_only,0,0.2917953926280973,16,4,log_frequency,1,learnability_only,8
frequency_only,1,0.5741195769310977,16,4,log_frequency,1,learnability_only,8
frequency_only,2,0.272340137100704,16,4,log_frequency,1,learnability_only,8
frequency_only,3,0.18492012006486624,16,4,log_frequency,1,learnability_only,8
frequency_only,4,0.7201502144868844,16,4,log_frequency,1,learnability_only,8
learnability_only,0,0.029510774705747096,16,4,reference_learnability,1,learnability_only,8
learnability_only,1,0.019639273337534437,16,4,reference_learnability,1,learnability_only,8
learnability_only,2,0.059393418075772086,16,4,reference_learnability,1,learnability_only,8
learnability_only,3,0.11409325374467333,16,4,reference_learnability,1,learnability_only,8
learnability_only,4,0.11756588621271648,16,4,reference_learnability,1,learnability_only,8
freq_learn,0,0.0356655398957967,16,4,"log_frequency,reference_learnability",2,learnability_only,8
freq_learn,1,0.019840443739769266,16,4,"log_frequency,reference_learnability",2,learnability_only,8
freq_learn,2,0.06006854880410403,16,4,"log_frequency,reference_learnability",2,learnability_only,8
freq_learn,3,0.12721087796471858,16,4,"log_frequency,reference_learnability",2,learnability_only,8
freq_learn,4,0.12049646234625587,16,4,"log_frequency,reference_learnability",2,learnability_only,8
three_factor,0,0.03677104330991575,16,4,"log_frequency,reference_learnability,formal_utility",3,learnability_only,8
three_factor,1,0.04361122857795697,16,4,"log_frequency,reference_learnability,formal_utility",3,learnability_only,8
three_factor,2,0.046019772593206366,16,4,"log_frequency,reference_learnability,formal_utility",3,learnability_only,8
three_factor,3,0.07447232891885067,16,4,"log_frequency,reference_learnability,formal_utility",3,learnability_only,8
three_factor,4,0.09293589991124465,16,4,"log_frequency,reference_learnability,formal_utility",3,learnability_only,8
frequency_only,0,0.2767845028413867,16,4,log_frequency,1,learnability_only,9
frequency_only,1,0.6648929188554034,16,4,log_frequency,1,learnability_only,9
frequency_only,2,0.38900088583780196,16,4,log_frequency,1,learnability_only,9
frequency_only,3,0.6245702919033078,16,4,log_frequency,1,learnability_only,9
frequency_only,4,0.41298913830055856,16,4,log_frequency,1,learnability_only,9
learnability_only,0,0.06235301874229238,16,4,reference_learnability,1,learnability_only,9
learnability_only,1,0.03321037350342303,16,4,reference_learnability,1,learnability_only,9
learnability_only,2,0.06636291859105256,16,4,reference_learnability,1,learnability_only,9
learnability_only,3,0.020852862332412625,16,4,reference_learnability,1,learnability_only,9
learnability_only,4,0.029428984434317483,16,4,reference_learnability,1,learnability_only,9
freq_learn,0,0.06326855464941973,16,4,"log_frequency,reference_learnability",2,learnability_only,9
freq_learn,1,0.03789410510674919,16,4,"log_frequency,reference_learnability",2,learnability_only,9
freq_learn,2,0.09671449560714267,16,4,"log_frequency,reference_learnability",2,learnability_only,9
freq_learn,3,0.024545513173626732,16,4,"log_frequency,reference_learnability",2,learnability_only,9
freq_learn,4,0.028375054843519355,16,4,"log_frequency,reference_learnability",2,learnability_only,9
three_factor,0,0.043267181803011985,16,4,"log_frequency,reference_learnability,formal_utility",3,learnability_only,9
three_factor,1,0.03565119824996266,16,4,"log_frequency,reference_learnability,formal_utility",3,learnability_only,9
three_factor,2,0.10409594493532744,16,4,"log_frequency,reference_learnability,formal_utility",3,learnability_only,9
three_factor,3,0.010802716979335275,16,4,"log_frequency,reference_learnability,formal_utility",3,learnability_only,9
three_factor,4,0.022821389533035866,16,4,"log_frequency,reference_learnability,formal_utility",3,learnability_only,9
frequency_only,0,0.2391212344218137,16,4,log_frequency,1,three_factor,0
frequency_only,1,0.2025516767244963,16,4,log_frequency,1,three_factor,0
frequency_only,2,0.42499286635628897,16,4,log_frequency,1,three_factor,0
frequency_only,3,0.6824815937193492,16,4,log_frequency,1,three_factor,0
frequency_only,4,0.7709241853239555,16,4,log_frequency,1,three_factor,0
learnability_only,0,0.444239595453283,16,4,reference_learnability,1,three_factor,0
learnability_only,1,0.6263341603554339,16,4,reference_learnability,1,three_factor,0
learnability_only,2,0.3988129731340837,16,4,reference_learnability,1,three_factor,0
learnability_only,3,0.4899164301064808,16,4,reference_learnability,1,three_factor,0
learnability_only,4,0.5599676643366677,16,4,reference_learnability,1,three_factor,0
freq_learn,0,0.04055572182815877,16,4,"log_frequency,reference_learnability",2,three_factor,0
freq_learn,1,0.04514351098922835,16,4,"log_frequency,reference_learnability",2,three_factor,0
freq_learn,2,0.015467847844958325,16,4,"log_frequency,reference_learnability",2,three_factor,0
freq_learn,3,0.04907178346105442,16,4,"log_frequency,reference_learnability",2,three_factor,0
freq_learn,4,0.15823553417637226,16,4,"log_frequency,reference_learnability",2,three_factor,0
three_factor,0,0.03383656849398892,16,4,"log_frequency,reference_learnability,formal_utility",3,three_factor,0
three_factor,1,0.020022638226283168,16,4,"log_frequency,reference_learnability,formal_utility",3,three_factor,0
three_factor,2,0.06203094007703034,16,4,"log_frequency,reference_learnability,formal_utility",3,three_factor,0
three_factor,3,0.02035870610663552,16,4,"log_frequency,reference_learnability,formal_utility",3,three_factor,0
three_factor,4,0.11234186066608783,16,4,"log_frequency,reference_learnability,formal_utility",3,three_factor,0
frequency_only,0,0.10734480921208023,16,4,log_frequency,1,three_factor,1
frequency_only,1,0.28541542138357845,16,4,log_frequency,1,three_factor,1
frequency_only,2,0.8615528994494213,16,4,log_frequency,1,three_factor,1
frequency_only,3,0.08847255998697921,16,4,log_frequency,1,three_factor,1
frequency_only,4,0.3952258635907397,16,4,log_frequency,1,three_factor,1
learnability_only,0,0.24242655340078306,16,4,reference_learnability,1,three_factor,1
learnability_only,1,0.5302515033154164,16,4,reference_learnability,1,three_factor,1
learnability_only,2,0.5663873949288657,16,4,reference_learnability,1,three_factor,1
learnability_only,3,0.8334341048401698,16,4,reference_learnability,1,three_factor,1
learnability_only,4,0.393860336150887,16,4,reference_learnability,1,three_factor,1
freq_learn,0,0.03569064132695399,16,4,"log_frequency,reference_learnability",2,three_factor,1
freq_learn,1,0.04378565985458848,16,4,"log_frequency,reference_learnability",2,three_factor,1
freq_learn,2,0.15762215145040812,16,4,"log_frequency,reference_learnability",2,three_factor,1
freq_learn,3,0.15791523097670634,16,4,"log_frequency,reference_learnability",2,three_factor,1
freq_learn,4,0.1096058581094853,16,4,"log_frequency,reference_learnability",2,three_factor,1
three_factor,0,0.031063114619456187,16,4,"log_frequency,reference_learnability,formal_utility",3,three_factor,1
three_factor,1,0.008501871520100663,16,4,"log_frequency,reference_learnability,formal_utility",3,three_factor,1
three_factor,2,0.1446359945553127,16,4,"log_frequency,reference_learnability,formal_utility",3,three_factor,1
three_factor,3,0.08078780188751304,16,4,"log_frequency,reference_learnability,formal_utility",3,three_factor,1
three_factor,4,0.09600097956100152,16,4,"log_frequency,reference_learnability,formal_utility",3,three_factor,1
frequency_only,0,0.2691009562058932,16,4,log_frequency,1,three_factor,2
frequency_only,1,0.8689321923741402,16,4,log_frequency,1,three_factor,2
frequency_only,2,0.36896596473636134,16,4,log_frequency,1,three_factor,2
frequency_only,3,0.08291581182342835,16,4,log_frequency,1,three_factor,2
frequency_only,4,0.19541453479507526,16,4,log_frequency,1,three_factor,2
learnability_only,0,0.8615041276172686,16,4,reference_learnability,1,three_factor,2
learnability_only,1,0.4490423647421513,16,4,reference_learnability,1,three_factor,2
learnability_only,2,0.33470519725854697,16,4,reference_learnability,1,three_factor,2
learnability_only,3,0.3188604655078593,16,4,reference_learnability,1,three_factor,2
learnability_only,4,0.9993316223775621,16,4,reference_learnability,1,three_factor,2
freq_learn,0,0.05128273931026944,16,4,"log_frequency,reference_learnability",2,three_factor,2
freq_learn,1,0.16789853087477163,16,4,"log_frequency,reference_learnability",2,three_factor,2
freq_learn,2,0.09848603049434632,16,4,"log_frequency,reference_learnability",2,three_factor,2
freq_learn,3,0.06190332598607481,16,4,"log_frequency,reference_learnability",2,three_factor,2
freq_learn,4,0.06500912064432969,16,4,"log_frequency,reference_learnability",2,three_factor,2
three_factor,0,0.06317233263122363,16,4,"log_frequency,reference_learnability,formal_utility",3,three_factor,2
three_factor,1,0.08394530863318751,16,4,"log_frequency,reference_learnability,formal_utility",3,three_factor,2
three_factor,2,0.06736411272976776,16,4,"log_frequency,reference_learnability,formal_utility",3,three_factor,2
three_factor,3,0.052958800902789274,16,4,"log_frequency,reference_learnability,formal_utility",3,three_factor,2
three_factor,4,0.04542794885738451,16,4,"log_frequency,reference_learnability,formal_utility",3,three_factor,2
frequency_only,0,0.12517184101807463,16,4,log_frequency,1,three_factor,3
frequency_only,1,0.2898906455894923,16,4,log_frequency,1,three_factor,3
frequency_only,2,0.416245600483863,16,4,log_frequency,1,three_factor,3
frequency_only,3,0.35834959214597484,16,4,log_frequency,1,three_factor,3
frequency_only,4,0.5341615233095426,16,4,log_frequency,1,three_factor,3
learnability_only,0,0.6523096727107447,16,4,reference_learnability,1,three_factor,3
learnability_only,1,0.5442688008286994,16,4,reference_learnability,1,three_factor,3
learnability_only,2,0.47073806308292065,16,4,reference_learnability,1,three_factor,3
learnability_only,3,0.7530146761173594,16,4,reference_learnability,1,three_factor,3
learnability_only,4,0.40907100334334023,16,4,reference_learnability,1,three_factor,3
freq_learn,0,0.06765997831622012,16,4,"log_frequency,reference_learnability",2,three_factor,3
freq_learn,1,0.035390255624175006,16,4,"log_frequency,reference_learnability",2,three_factor,3
freq_learn,2,0.014441268443160753,16,4,"log_frequency,reference_learnability",2,three_factor,3
freq_learn,3,0.13422019060247814,16,4,"log_frequency,reference_learnability",2,three_factor,3
freq_learn,4,0.08058385006874046,16,4,"log_frequency,reference_learnability",2,three_factor,3
three_factor,0,0.024365732254245164,16,4,"log_frequency,reference_learnability,formal_utility",3,three_factor,3
three_factor,1,0.0415625111455687,16,4,"log_frequency,reference_learnability,formal_utility",3,three_factor,3
three_factor,2,0.017897516294585712,16,4,"log_frequency,reference_learnability,formal_utility",3,three_factor,3
three_factor,3,0.057234396537214356,16,4,"log_frequency,reference_learnability,formal_utility",3,three_factor,3
three_factor,4,0.02177080785414418,16,4,"log_frequency,reference_learnability,formal_utility",3,three_factor,3
frequency_only,0,0.5953293252082633,16,4,log_frequency,1,three_factor,4
frequency_only,1,0.3920039115924699,16,4,log_frequency,1,three_factor,4
frequency_only,2,0.5823444510827961,16,4,log_frequency,1,three_factor,4
frequency_only,3,0.25149329295309836,16,4,log_frequency,1,three_factor,4
frequency_only,4,0.36157220892672703,16,4,log_frequency,1,three_factor,4
learnability_only,0,0.4840951889224207,16,4,reference_learnability,1,three_factor,4
learnability_only,1,0.547586921222858,16,4,reference_learnability,1,three_factor,4
learnability_only,2,1.0127755088160477,16,4,reference_learnability,1,three_factor,4
learnability_only,3,0.67760493543087,16,4,reference_learnability,1,three_factor,4
learnability_only,4,0.35106037437383353,16,4,reference_learnability,1,three_factor,4
freq_learn,0,0.059115472356867746,16,4,"log_frequency,reference_learnability",2,three_factor,4
freq_learn,1,0.031955342096511775,16,4,"log_frequency,reference_learnability",2,three_factor,4
freq_learn,2,0.10309119889953441,16,4,"log_frequency,reference_learnability",2,three_factor,4
freq_learn,3,0.13914208434601225,16,4,"log_frequency,reference_learnability",2,three_factor,4
freq_learn,4,0.119781050254638,16,4,"log_frequency,reference_learnability",2,three_factor,4
three_factor,0,0.11281110343687109,16,4,"log_frequency,reference_learnability,formal_utility",3,three_factor,4
three_factor,1,0.03862430062292493,16,4,"log_frequency,reference_learnability,formal_utility",3,three_factor,4
three_factor,2,0.0660517638255666,16,4,"log_frequency,reference_learnability,formal_utility",3,three_factor,4
three_factor,3,0.036011237766219485,16,4,"log_frequency,reference_learnability,formal_utility",3,three_factor,4
three_factor,4,0.06562110865004088,16,4,"log_frequency,reference_learnability,formal_utility",3,three_factor,4
frequency_only,0,0.07779895076872104,16,4,log_frequency,1,three_factor,5
frequency_only,1,0.6357490111934117,16,4,log_frequency,1,three_factor,5
frequency_only,2,0.346041179024332,16,4,log_frequency,1,three_factor,5
frequency_only,3,0.49122125511237236,16,4,log_frequency,1,three_factor,5
frequency_only,4,0.21521694923987206,16,4,log_frequency,1,three_factor,5
learnability_only,0,0.5459630704256375,16,4,reference_learnability,1,three_factor,5
learnability_only,1,0.4297591548589576,16,4,reference_learnability,1,three_factor,5
learnability_only,2,0.8514490695922834,16,4,reference_learnability,1,three_factor,5
learnability_only,3,0.14452507479592752,16,4,reference_learnability,1,three_factor,5
learnability_only,4,1.0238206431558416,16,4,reference_learnability,1,three_factor,5
freq_learn,0,0.07986228791891826,16,4,"log_frequency,reference_learnability",2,three_factor,5
freq_learn,1,0.03409844232319903,16,4,"log_frequency,reference_learnability",2,three_factor,5
freq_learn,2,0.11851485336408724,16,4,"log_frequency,reference_learnability",2,three_factor,5
freq_learn,3,0.03924912100596769,16,4,"log_frequency,reference_learnability",2,three_factor,5
freq_learn,4,0.07376017721514953,16,4,"log_frequency,reference_learnability",2,three_factor,5
three_factor,0,0.04264046858566177,16,4,"log_frequency,reference_learnability,formal_utility",3,three_factor,5
three_factor,1,0.02870585779831006,16,4,"log_frequency,reference_learnability,formal_utility",3,three_factor,5
three_factor,2,0.08895483426961844,16,4,"log_frequency,reference_learnability,formal_utility",3,three_factor,5
three_factor,3,0.059492860405209895,16,4,"log_frequency,reference_learnability,formal_utility",3,three_factor,5
three_factor,4,0.05650194222617483,16,4,"log_frequency,reference_learnability,formal_utility",3,three_factor,5
frequency_only,0,0.3430403788931303,16,4,log_frequency,1,three_factor,6
frequency_only,1,0.39241806145356406,16,4,log_frequency,1,three_factor,6
frequency_only,2,0.39470854498927876,16,4,log_frequency,1,three_factor,6
frequency_only,3,0.5890752665669673,16,4,log_frequency,1,three_factor,6
frequency_only,4,0.02270099766863591,16,4,log_frequency,1,three_factor,6
learnability_only,0,0.789300834598313,16,4,reference_learnability,1,three_factor,6
learnability_only,1,0.6040086347982905,16,4,reference_learnability,1,three_factor,6
learnability_only,2,0.15888324032801904,16,4,reference_learnability,1,three_factor,6
learnability_only,3,0.46368286471854725,16,4,reference_learnability,1,three_factor,6
learnability_only,4,0.5930881654104309,16,4,reference_learnability,1,three_factor,6
freq_learn,0,0.029373886050535567,16,4,"log_frequency,reference_learnability",2,three_factor,6
freq_learn,1,0.015187419114195846,16,4,"log_frequency,reference_learnability",2,three_factor,6
freq_learn,2,0.0367752039463608,16,4,"log_frequency,reference_learnability",2,three_factor,6
freq_learn,3,0.07346509938525767,16,4,"log_frequency,reference_learnability",2,three_factor,6
freq_learn,4,0.08236740013022291,16,4,"log_frequency,reference_learnability",2,three_factor,6
three_factor,0,0.02447243803683085,16,4,"log_frequency,reference_learnability,formal_utility",3,three_factor,6
three_factor,1,0.08003416584224157,16,4,"log_frequency,reference_learnability,formal_utility",3,three_factor,6
three_factor,2,0.009550458071088083,16,4,"log_frequency,reference_learnability,formal_utility",3,three_factor,6
three_factor,3,0.041121374741804634,16,4,"log_frequency,reference_learnability,formal_utility",3,three_factor,6
three_factor,4,0.06203467000282012,16,4,"log_frequency,reference_learnability,formal_utility",3,three_factor,6
frequency_only,0,0.5375411135835642,16,4,log_frequency,1,three_factor,7
frequency_only,1,0.22973830107260435,16,4,log_frequency,1,three_factor,7
frequency_only,2,0.22624943610369727,16,4,log_frequency,1,three_factor,7
frequency_only,3,0.4066187501961446,16,4,log_frequency,1,three_factor,7
frequency_only,4,0.49370413885043274,16,4,log_frequency,1,three_factor,7
learnability_only,0,1.1167862772556743,16,4,reference_learnability,1,three_factor,7
learnability_only,1,0.5202468782955306,16,4,reference_learnability,1,three_factor,7
learnability_only,2,0.43493383245419964,16,4,reference_learnability,1,three_factor,7
learnability_only,3,0.5133466035750457,16,4,reference_learnability,1,three_factor,7
learnability_only,4,0.6418989270238413,16,4,reference_learnability,1,three_factor,7
freq_learn,0,0.1273739605408877,16,4,"log_frequency,reference_learnability",2,three_factor,7
freq_learn,1,0.06925193221139474,16,4,"log_frequency,reference_learnability",2,three_factor,7
freq_learn,2,0.04198614689118965,16,4,"log_frequency,reference_learnability",2,three_factor,7
freq_learn,3,0.08652931136329356,16,4,"log_frequency,reference_learnability",2,three_factor,7
freq_learn,4,0.053545867701309965,16,4,"log_frequency,reference_learnability",2,three_factor,7
three_factor,0,0.05432830906813288,16,4,"log_frequency,reference_learnability,formal_utility",3,three_factor,7
three_factor,1,0.03262427102392062,16,4,"log_frequency,reference_learnability,formal_utility",3,three_factor,7
three_factor,2,0.009750970132018384,16,4,"log_frequency,reference_learnability,formal_utility",3,three_factor,7
three_factor,3,0.013080598888616415,16,4,"log_frequency,reference_learnability,formal_utility",3,three_factor,7
three_factor,4,0.017478366170543134,16,4,"log_frequency,reference_learnability,formal_utility",3,three_factor,7
frequency_only,0,0.705189100573749,16,4,log_frequency,1,three_factor,8
frequency_only,1,0.04618480332501252,16,4,log_frequency,1,three_factor,8
frequency_only,2,0.5491709266585126,16,4,log_frequency,1,three_factor,8
frequency_only,3,0.7317650438512288,16,4,log_frequency,1,three_factor,8
frequency_only,4,0.03527874229896324,16,4,log_frequency,1,three_factor,8
learnability_only,0,1.1312424678965392,16,4,reference_learnability,1,three_factor,8
learnability_only,1,0.5842503070118783,16,4,reference_learnability,1,three_factor,8
learnability_only,2,0.6769848298530414,16,4,reference_learnability,1,three_factor,8
learnability_only,3,1.0443096201211084,16,4,reference_learnability,1,three_factor,8
learnability_only,4,0.28551938674006516,16,4,reference_learnability,1,three_factor,8
freq_learn,0,0.02827981367139828,16,4,"log_frequency,reference_learnability",2,three_factor,8
freq_learn,1,0.09071406376852294,16,4,"log_frequency,reference_learnability",2,three_factor,8
freq_learn,2,0.02559999561410955,16,4,"log_frequency,reference_learnability",2,three_factor,8
freq_learn,3,0.1174768368457689,16,4,"log_frequency,reference_learnability",2,three_factor,8
freq_learn,4,0.08336386074869498,16,4,"log_frequency,reference_learnability",2,three_factor,8
three_factor,0,0.026516426834885226,16,4,"log_frequency,reference_learnability,formal_utility",3,three_factor,8
three_factor,1,0.04203808689514902,16,4,"log_frequency,reference_learnability,formal_utility",3,three_factor,8
three_factor,2,0.02241089336853031,16,4,"log_frequency,reference_learnability,formal_utility",3,three_factor,8
three_factor,3,0.03997589398057165,16,4,"log_frequency,reference_learnability,formal_utility",3,three_factor,8
three_factor,4,0.07485073654912275,16,4,"log_frequency,reference_learnability,formal_utility",3,three_factor,8
frequency_only,0,0.41509116343101776,16,4,log_frequency,1,three_factor,9
frequency_only,1,0.3314002218629434,16,4,log_frequency,1,three_factor,9
frequency_only,2,0.2642166096034838,16,4,log_frequency,1,three_factor,9
frequency_only,3,0.7037462529842498,16,4,log_frequency,1,three_factor,9
frequency_only,4,0.013098908763572633,16,4,log_frequency,1,three_factor,9
learnability_only,0,0.7462725593144665,16,4,reference_learnability,1,three_factor,9
learnability_only,1,0.33851905877678373,16,4,reference_learnability,1,three_factor,9
learnability_only,2,0.8141200440659337,16,4,reference_learnability,1,three_factor,9
learnability_only,3,0.3609387248359013,16,4,reference_learnability,1,three_factor,9
learnability_only,4,0.40923677483382553,16,4,reference_learnability,1,three_factor,9
freq_learn,0,0.1273135092544927,16,4,"log_frequency,reference_learnability",2,three_factor,9
freq_learn,1,0.06381735794035981,16,4,"log_frequency,reference_learnability",2,three_factor,9
freq_learn,2,0.06023437782481467,16,4,"log_frequency,reference_learnability",2,three_factor,9
freq_learn,3,0.01646658788181056,16,4,"log_frequency,reference_learnability",2,three_factor,9
freq_learn,4,0.06479688707682768,16,4,"log_frequency,reference_learnability",2,three_factor,9
three_factor,0,0.12103543094395064,16,4,"log_frequency,reference_learnability,formal_utility",3,three_factor,9
three_factor,1,0.11046193605989786,16,4,"log_frequency,reference_learnability,formal_utility",3,three_factor,9
three_factor,2,0.027256023996898766,16,4,"log_frequency,reference_learnability,formal_utility",3,three_factor,9
three_factor,3,0.010618841128962261,16,4,"log_frequency,reference_learnability,formal_utility",3,three_factor,9
three_factor,4,0.013552352278971171,16,4,"log_frequency,reference_learnability,formal_utility",3,three_factor,9
frequency_only,0,1.8009511653739882,16,4,log_frequency,1,dependency_gated,0
frequency_only,1,1.578246120924578,16,4,log_frequency,1,dependency_gated,0
frequency_only,2,0.4507351238443884,16,4,log_frequency,1,dependency_gated,0
frequency_only,3,1.429941383638032,16,4,log_frequency,1,dependency_gated,0
frequency_only,4,1.5830216876955348,16,4,log_frequency,1,dependency_gated,0
learnability_only,0,1.8443690290432198,16,4,reference_learnability,1,dependency_gated,0
learnability_only,1,2.009111108759796,16,4,reference_learnability,1,dependency_gated,0
learnability_only,2,0.32661576373426504,16,4,reference_learnability,1,dependency_gated,0
learnability_only,3,1.3324519446899223,16,4,reference_learnability,1,dependency_gated,0
learnability_only,4,2.418002360564177,16,4,reference_learnability,1,dependency_gated,0
freq_learn,0,1.7348705638838684,16,4,"log_frequency,reference_learnability",2,dependency_gated,0
freq_learn,1,1.6236197058421808,16,4,"log_frequency,reference_learnability",2,dependency_gated,0
freq_learn,2,0.38706842456395113,16,4,"log_frequency,reference_learnability",2,dependency_gated,0
freq_learn,3,1.3757917485507154,16,4,"log_frequency,reference_learnability",2,dependency_gated,0
freq_learn,4,2.3501139748550326,16,4,"log_frequency,reference_learnability",2,dependency_gated,0
three_factor,0,0.5336757498405272,16,4,"log_frequency,reference_learnability,formal_utility",3,dependency_gated,0
three_factor,1,0.3882972016162254,16,4,"log_frequency,reference_learnability,formal_utility",3,dependency_gated,0
three_factor,2,1.3479067055922302,16,4,"log_frequency,reference_learnability,formal_utility",3,dependency_gated,0
three_factor,3,1.3711642219256732,16,4,"log_frequency,reference_learnability,formal_utility",3,dependency_gated,0
three_factor,4,1.0471388967473252,16,4,"log_frequency,reference_learnability,formal_utility",3,dependency_gated,0
frequency_only,0,0.851057485196225,16,4,log_frequency,1,dependency_gated,1
frequency_only,1,1.00673569448776,16,4,log_frequency,1,dependency_gated,1
frequency_only,2,3.257581150553524,16,4,log_frequency,1,dependency_gated,1
frequency_only,3,2.470082979311074,16,4,log_frequency,1,dependency_gated,1
frequency_only,4,0.49626686067374953,16,4,log_frequency,1,dependency_gated,1
learnability_only,0,0.876451399951483,16,4,reference_learnability,1,dependency_gated,1
learnability_only,1,1.2568722622934008,16,4,reference_learnability,1,dependency_gated,1
learnability_only,2,5.7699036364347,16,4,reference_learnability,1,dependency_gated,1
learnability_only,3,2.6557958454086292,16,4,reference_learnability,1,dependency_gated,1
learnability_only,4,1.291411142007491,16,4,reference_learnability,1,dependency_gated,1
freq_learn,0,0.8979735687816555,16,4,"log_frequency,reference_learnability",2,dependency_gated,1
freq_learn,1,1.3066919933290733,16,4,"log_frequency,reference_learnability",2,dependency_gated,1
freq_learn,2,6.066857087162797,16,4,"log_frequency,reference_learnability",2,dependency_gated,1
freq_learn,3,2.3816440761846276,16,4,"log_frequency,reference_learnability",2,dependency_gated,1
freq_learn,4,1.1234331601847118,16,4,"log_frequency,reference_learnability",2,dependency_gated,1
three_factor,0,0.6109717836155832,16,4,"log_frequency,reference_learnability,formal_utility",3,dependency_gated,1
three_factor,1,0.710258132471868,16,4,"log_frequency,reference_learnability,formal_utility",3,dependency_gated,1
three_factor,2,2.7604208657703144,16,4,"log_frequency,reference_learnability,formal_utility",3,dependency_gated,1
three_factor,3,1.343775039378496,16,4,"log_frequency,reference_learnability,formal_utility",3,dependency_gated,1
three_factor,4,0.7639878490189391,16,4,"log_frequency,reference_learnability,formal_utility",3,dependency_gated,1
frequency_only,0,1.6615426789969177,16,4,log_frequency,1,dependency_gated,2
frequency_only,1,1.7913788260816146,16,4,log_frequency,1,dependency_gated,2
frequency_only,2,2.2856786145108914,16,4,log_frequency,1,dependency_gated,2
frequency_only,3,1.855337030969545,16,4,log_frequency,1,dependency_gated,2
frequency_only,4,0.5372261541121497,16,4,log_frequency,1,dependency_gated,2
learnability_only,0,1.9654205234769495,16,4,reference_learnability,1,dependency_gated,2
learnability_only,1,2.3582048349262505,16,4,reference_learnability,1,dependency_gated,2
learnability_only,2,1.5643505138271423,16,4,reference_learnability,1,dependency_gated,2
learnability_only,3,2.4999436976208527,16,4,reference_learnability,1,dependency_gated,2
learnability_only,4,0.4791984848087412,16,4,reference_learnability,1,dependency_gated,2
freq_learn,0,1.6341945523350978,16,4,"log_frequency,reference_learnability",2,dependency_gated,2
freq_learn,1,1.831748339585785,16,4,"log_frequency,reference_learnability",2,dependency_gated,2
freq_learn,2,2.3982674066370335,16,4,"log_frequency,reference_learnability",2,dependency_gated,2
freq_learn,3,2.0463727453706397,16,4,"log_frequency,reference_learnability",2,dependency_gated,2
freq_learn,4,0.709620763814981,16,4,"log_frequency,reference_learnability",2,dependency_gated,2
three_factor,0,1.0787658993364948,16,4,"log_frequency,reference_learnability,formal_utility",3,dependency_gated,2
three_factor,1,0.3737704001114195,16,4,"log_frequency,reference_learnability,formal_utility",3,dependency_gated,2
three_factor,2,0.878244312667026,16,4,"log_frequency,reference_learnability,formal_utility",3,dependency_gated,2
three_factor,3,0.9071760383910326,16,4,"log_frequency,reference_learnability,formal_utility",3,dependency_gated,2
three_factor,4,3.23770766452811,16,4,"log_frequency,reference_learnability,formal_utility",3,dependency_gated,2
