condition,seed,task_name,realized_sample_count
baseline,9,A00_copy,2923
baseline,9,A01_reverse,7751
baseline,9,A02_substitute,2377
baseline,9,A03_copy,2582
baseline,9,A04_reverse,3150
baseline,9,A05_substitute,4642
baseline,9,A06_copy,70081
baseline,9,A07_reverse,16197
baseline,9,C00_reverse_then_substitute_04_03,4136
baseline,9,C01_substitute_then_reverse_04_06,9171
baseline,9,C02_copy_then_substitute_06_04,5423
baseline,9,C03_reverse_then_substitute_07_02,5255
baseline,9,C04_substitute_then_reverse_03_06,12951
baseline,9,C05_copy_then_substitute_06_07,10633
baseline,9,C06_reverse_then_substitute_05_07,33818
baseline,9,C07_substitute_then_reverse_01_04,6202
baseline,9,K00_shortcut_for_A02_substitute,4505
baseline,9,K01_shortcut_for_A05_substitute,3774
baseline,9,K02_shortcut_for_A03_copy,7088
baseline,9,S00_surface_rotate,22194
baseline,9,S01_surface_rotate,3323
baseline,9,S02_surface_rotate,3549
baseline,9,U00_unrelated_substitute,2498
baseline,9,U01_unrelated_substitute,3099
baseline,9,U02_unrelated_substitute,2790
