condition,seed,data_seen,task_name,kind,loss,token_accuracy,exact_match,balanced_accuracy,accuracy,checkpoint_fraction
lr_high,9,250112,U02_unrelated_substitute,unrelated,2.455052137374878,0.0804036483168602,0.0,0.0,0.0,1.000448
lr_high,8,250112,U02_unrelated_substitute,unrelated,0.977185070514679,0.7470703125,0.0,0.0,0.0,1.000448
lr_high,4,250112,U00_unrelated_substitute,unrelated,1.9867578744888303,0.2356770932674408,0.0,0.0,0.0,1.000448
lr_high,4,250112,U01_unrelated_substitute,unrelated,0.7499868273735046,0.7669271230697632,0.009765625,0.009765625,0.009765625,1.000448
lr_high,4,250112,U02_unrelated_substitute,unrelated,2.0196030139923096,0.2333984375,0.0,0.0,0.0,1.000448
lr_high,5,250112,A00_copy,atomic,0.1254438608884811,0.9700521230697632,0.822265625,0.822265625,0.822265625,1.000448
lr_high,5,250112,A01_reverse,atomic,0.2707904577255249,0.8577474355697632,0.1796875,0.1796875,0.1796875,1.000448
lr_high,5,250112,A02_substitute,atomic,0.5812510251998901,0.8017578125,0.001953125,0.001953125,0.001953125,1.000448
lr_high,5,250112,A03_copy,atomic,0.1258908063173294,0.9625651240348816,0.779296875,0.779296875,0.779296875,1.000448
lr_high,5,250112,A04_reverse,atomic,0.2723957598209381,0.8645833730697632,0.21484375,0.21484375,0.21484375,1.000448
lr_high,5,250112,A05_substitute,atomic,0.5935559272766113,0.8014323115348816,0.00390625,0.00390625,0.00390625,1.000448
lr_high,5,250112,A06_copy,atomic,0.1222901120781898,0.9641927480697632,0.787109375,0.787109375,0.787109375,1.000448
lr_high,5,250112,A07_reverse,atomic,0.2499536275863647,0.8636068105697632,0.1953125,0.1953125,0.1953125,1.000448
lr_high,5,250112,C00_reverse_then_substitute_06_04,composite,0.2532814443111419,0.8645833730697632,0.20703125,0.20703125,0.20703125,1.000448
lr_high,5,250112,C01_substitute_then_reverse_03_04,composite,0.2656292915344238,0.8577474355697632,0.166015625,0.166015625,0.166015625,1.000448
lr_high,5,250112,C02_copy_then_substitute_00_07,composite,0.2592187225818634,0.86328125,0.19921875,0.19921875,0.19921875,1.000448
lr_high,5,250112,C03_reverse_then_substitute_06_01,composite,0.2691620588302612,0.857421875,0.169921875,0.169921875,0.169921875,1.000448
lr_high,4,250112,S02_surface_rotate,surface_control,3.149907112121582,0.4176432490348816,0.0,0.0,0.0,1.000448
lr_high,4,250112,S01_surface_rotate,surface_control,1.2269333600997925,0.7037760615348816,0.009765625,0.009765625,0.009765625,1.000448
lr_high,4,250112,S00_surface_rotate,surface_control,2.06567907333374,0.46875,0.0,0.0,0.0,1.000448
lr_high,4,250112,K02_shortcut_for_A04_reverse,shortcut,0.1435144692659378,0.9488932490348816,0.703125,0.703125,0.703125,1.000448
lr_high,4,250112,A02_substitute,atomic,0.7396135330200195,0.7672526240348816,0.017578125,0.017578125,0.017578125,1.000448
lr_high,4,250112,A03_copy,atomic,0.1455783098936081,0.9501953125,0.7109375,0.7109375,0.7109375,1.000448
