condition,model,permutation_index,true_cv_rmse_log_time,permuted_cv_rmse_log_time,true_beats_permutation
base,frequency_only,0,1.0355034626398885,1.405930634750598,True
base,frequency_only,1,1.0355034626398885,1.2885746767991606,True
base,frequency_only,2,1.0355034626398885,1.0635144808275758,True
base,frequency_only,3,1.0355034626398885,1.340316127986569,True
base,frequency_only,4,1.0355034626398885,1.4599526780956649,True
base,frequency_only,5,1.0355034626398885,1.660436366150252,True
base,frequency_only,6,1.0355034626398885,1.2229161822128718,True
base,frequency_only,7,1.0355034626398885,1.1498653811588844,True
base,frequency_only,8,1.0355034626398885,1.448476743738797,True
base,frequency_only,9,1.0355034626398885,1.357293506522928,True
base,frequency_only,10,1.0355034626398885,1.3153472868669656,True
base,frequency_only,11,1.0355034626398885,1.6390937464434672,True
base,frequency_only,12,1.0355034626398885,1.6244674805249906,True
base,frequency_only,13,1.0355034626398885,1.312731094863181,True
base,frequency_only,14,1.0355034626398885,1.2897333177186048,True
base,frequency_only,15,1.0355034626398885,1.467956718031835,True
base,frequency_only,16,1.0355034626398885,1.0463612060600664,True
base,frequency_only,17,1.0355034626398885,1.7498191835263117,True
base,frequency_only,18,1.0355034626398885,1.5983178682644599,True
base,frequency_only,19,1.0355034626398885,1.0395087158540253,True
base,frequency_only,20,1.0355034626398885,1.636775376008922,True
base,frequency_only,21,1.0355034626398885,1.0268958428173214,False
base,frequency_only,22,1.0355034626398885,1.7857991499492851,True
base,frequency_only,23,1.0355034626398885,1.1149643264749372,True
base,frequency_only,24,1.0355034626398885,1.3434031673729285,True
base,frequency_only,25,1.0355034626398885,1.0962400495895366,True
base,frequency_only,26,1.0355034626398885,1.3988264375511825,True
base,frequency_only,27,1.0355034626398885,0.9487385537406448,False
base,frequency_only,28,1.0355034626398885,1.2885052941188437,True
base,frequency_only,29,1.0355034626398885,1.6388835038376612,True
base,frequency_only,30,1.0355034626398885,0.9406705803091577,False
base,frequency_only,31,1.0355034626398885,1.626966827051366,True
base,frequency_only,32,1.0355034626398885,1.3234261747444938,True
base,frequency_only,33,1.0355034626398885,1.2218227168215634,True
base,frequency_only,34,1.0355034626398885,1.2307003124608487,True
base,frequency_only,35,1.0355034626398885,1.0184221688456683,False
base,frequency_only,36,1.0355034626398885,1.3222500525780136,True
base,frequency_only,37,1.0355034626398885,1.2864938831136972,True
base,frequency_only,38,1.0355034626398885,1.0093126721788568,False
base,frequency_only,39,1.0355034626398885,1.1821036204455602,True
base,frequency_only,40,1.0355034626398885,1.696587457632512,True
base,frequency_only,41,1.0355034626398885,1.453400078053005,True
base,frequency_only,42,1.0355034626398885,0.8241990030877542,False
base,frequency_only,43,1.0355034626398885,1.2631713070070603,True
base,frequency_only,44,1.0355034626398885,1.0888102367212658,True
base,frequency_only,45,1.0355034626398885,1.6180426610812753,True
base,frequency_only,46,1.0355034626398885,1.0961432190998197,True
base,frequency_only,47,1.0355034626398885,1.309430135864698,True
base,frequency_only,48,1.0355034626398885,1.7155413144271068,True
base,frequency_only,49,1.0355034626398885,1.4284702577146846,True
base,frequency_only,50,1.0355034626398885,1.4559444893861995,True
base,frequency_only,51,1.0355034626398885,0.9487385537406452,False
base,frequency_only,52,1.0355034626398885,1.2900962504526434,True
base,frequency_only,53,1.0355034626398885,1.479633746053314,True
base,frequency_only,54,1.0355034626398885,1.6948973830378362,True
base,frequency_only,55,1.0355034626398885,1.3452455049440704,True
base,frequency_only,56,1.0355034626398885,1.7062478410610036,True
base,frequency_only,57,1.0355034626398885,1.747178618968721,True
base,frequency_only,58,1.0355034626398885,1.1835148607321686,True
base,frequency_only,59,1.0355034626398885,1.2566587974106935,True
base,frequency_only,60,1.0355034626398885,1.3310748036830233,True
base,frequency_only,61,1.0355034626398885,1.472340184357405,True
base,frequency_only,62,1.0355034626398885,1.4972163159063767,True
base,frequency_only,63,1.0355034626398885,1.7469760200589148,True
base,frequency_only,64,1.0355034626398885,1.3021430408369448,True
base,frequency_only,65,1.0355034626398885,1.7606038378083146,True
base,frequency_only,66,1.0355034626398885,1.6281191690384462,True
base,frequency_only,67,1.0355034626398885,1.283409982142581,True
base,frequency_only,68,1.0355034626398885,1.6682952169226906,True
base,frequency_only,69,1.0355034626398885,1.771532271622877,True
base,frequency_only,70,1.0355034626398885,1.2762096555572948,True
base,frequency_only,71,1.0355034626398885,1.2736366218201494,True
base,frequency_only,72,1.0355034626398885,1.4356869493722442,True
base,frequency_only,73,1.0355034626398885,0.9764069168247934,False
base,frequency_only,74,1.0355034626398885,1.7556342148680215,True
base,frequency_only,75,1.0355034626398885,1.411575290013503,True
base,frequency_only,76,1.0355034626398885,1.3022830250564361,True
base,frequency_only,77,1.0355034626398885,1.298695239361333,True
base,frequency_only,78,1.0355034626398885,1.4600237244193492,True
base,frequency_only,79,1.0355034626398885,1.6528343402281476,True
base,frequency_only,80,1.0355034626398885,1.3259849885405997,True
base,frequency_only,81,1.0355034626398885,1.6229167754793705,True
base,frequency_only,82,1.0355034626398885,1.7123295429180603,True
base,frequency_only,83,1.0355034626398885,1.6462734759448474,True
base,frequency_only,84,1.0355034626398885,1.1995731591181564,True
base,frequency_only,85,1.0355034626398885,0.979016883365174,False
base,frequency_only,86,1.0355034626398885,1.4726656560834863,True
base,frequency_only,87,1.0355034626398885,1.3054919869058892,True
base,frequency_only,88,1.0355034626398885,1.458339245375906,True
base,frequency_only,89,1.0355034626398885,1.319134415633829,True
base,frequency_only,90,1.0355034626398885,1.3625985789844677,True
base,frequency_only,91,1.0355034626398885,1.2984959255557182,True
base,frequency_only,92,1.0355034626398885,1.289288210794188,True
base,frequency_only,93,1.0355034626398885,1.5961176965735386,True
base,frequency_only,94,1.0355034626398885,1.7260559411592251,True
