condition,seed,n,acquisition_rate,time_spearman_frequency,time_sign_ok_frequency,time_spearman_reference_learnability,time_sign_ok_reference_learnability,time_spearman_formal_utility,time_sign_ok_formal_utility
base,0,25,0.68,-0.03874565124237917,True,0.6548784785579089,True,-0.17810641755185116,True
base,1,25,0.84,-0.08700047643248497,True,0.4041703852914007,True,-0.20112934560247023,True
base,2,25,0.64,-0.014494275891311212,True,0.7344646618036427,True,-0.10825818012738694,True
base,3,25,0.8,-0.1067331164927747,True,0.45145325352366056,True,-0.18026695280364588,True
base,4,25,0.68,0.07080395779210254,False,0.7254611250744576,True,-0.11630516466591483,True
base,5,25,0.64,-0.10856789360709562,True,0.5649019553110247,True,0.11119321277764242,False
base,6,25,0.8,-0.08671464632835067,True,0.465923012365421,True,-0.1418883715721005,True
base,7,25,0.8,-0.15627364239842245,True,0.44813339733641766,True,-0.18058946571202136,True
base,8,25,0.84,-0.06142902181292765,True,0.4177344265771854,True,-0.21392391371750624,True
base,9,25,0.64,-0.09565734053059191,True,0.7513926833493685,True,-0.10991808266849853,True
batch_large,0,25,0.64,0.03711241598674259,False,0.714389948418774,True,-0.12615869161827226,True
batch_large,1,25,0.64,-0.09565734053059191,True,0.7513926833493685,True,-0.10991808266849853,True
batch_large,2,25,0.64,-0.079275249025749,True,0.6205128205128204,True,0.06467654403339661,False
batch_large,3,25,0.64,-0.12430237094145734,True,0.6666860914031012,True,-0.02079222677955915,True
batch_large,4,25,0.64,-0.09565734053059191,True,0.7513926833493685,True,-0.10991808266849853,True
batch_large,5,25,0.64,-0.09565734053059191,True,0.7513926833493685,True,-0.10991808266849853,True
batch_large,6,25,0.64,-0.12239610752662798,True,0.7605095079668925,True,-0.19060841971146764,True
batch_large,7,25,0.64,-0.10891622972743419,True,0.672538245981366,True,-0.056888012398857435,True
batch_large,8,25,0.64,-0.09565734053059191,True,0.7513926833493685,True,-0.10991808266849853,True
batch_large,9,25,0.64,-0.11595420713048969,True,0.7344646618036427,True,-0.1915337033023,True
batch_small,0,25,0.84,-0.06981540874357435,True,0.4407749784478102,True,-0.23635092116165896,True
batch_small,1,25,0.84,0.047677858704835006,False,0.4661359864221976,True,-0.2836090756356328,True
batch_small,2,25,0.64,-0.09565734053059191,True,0.7513926833493685,True,-0.10991808266849853,True
batch_small,3,25,0.84,-0.050166193690315615,True,0.4159153658172597,True,-0.25543968845214954,True
batch_small,4,25,0.8,-0.1913154539905651,True,0.41225518700653807,True,-0.12009485127606391,True
batch_small,5,25,0.84,-0.04836912437199343,True,0.43519108320325167,True,-0.22226927907542737,True
