condition,seed,task_name,acquired_at,threshold,patience,metric,final_metric,final_accuracy,final_balanced_accuracy,metric_family,analysis_threshold,copy_fraction,structure_id,kind,op,operation_type,components,frequency,reference_learnability,formal_utility,composition_depth,control_type,output_entropy,random_baseline_token_accuracy,target_length,max_data_seen,censored_acquired_at,is_censored,log_acquired_at,log_frequency,selected_model,parallel_pred_log_time,parallel_pred_time,parallel_residual_log_time,parallel_residual_time
base,4,C03_reverse_then_substitute_06_01,66560.0,0.7,2,token_accuracy,0.8570963740348816,0.275390625,0.275390625,token_accuracy,0.7,0.0283203125,C03_reverse_then_substitute_06_01,composite,reverse_then_substitute,reverse_then_substitute,"A06_copy,A01_reverse",0.065320998729833,3.0,0.0,2,,4.990049996770939,0.0382486979166666,6,250112,66560.0,False,11.105874099420692,-2.7284417211952756,frequency_only,10.2854278628013,29301.492592445087,0.820446236619393,37258.50740755491
base,4,C04_substitute_then_reverse_07_01,14336.0,0.7,2,token_accuracy,0.9453125,0.6796875,0.6796875,token_accuracy,0.7,1.0,C04_substitute_then_reverse_07_01,composite,substitute_then_reverse,substitute_then_reverse,"A07_reverse,A01_reverse",0.0099539167317642,3.0,0.0,2,,4.990049996770939,0.0382486979166666,6,250112,14336.0,False,9.570598887246268,-4.609789163884742,frequency_only,11.328694501191604,83173.36789776418,-1.7580956139453363,-68837.36789776418
base,4,C05_copy_then_substitute_06_07,66560.0,0.7,2,token_accuracy,0.845703125,0.216796875,0.216796875,token_accuracy,0.7,0.0283203125,C05_copy_then_substitute_06_07,composite,copy_then_substitute,copy_then_substitute,"A06_copy,A07_reverse",0.0114521109717608,3.0,0.0,2,,4.990049996770939,0.0382486979166666,6,250112,66560.0,False,11.105874099420692,-4.469581201628984,frequency_only,11.250944753250835,76951.58663952752,-0.1450706538301425,-10391.586639527522
base,4,C06_reverse_then_substitute_02_00,233216.0,0.7,2,token_accuracy,0.7154948115348816,0.01171875,0.01171875,token_accuracy,0.7,0.0,C06_reverse_then_substitute_02_00,composite,reverse_then_substitute,reverse_then_substitute,"A02_substitute,A00_copy",0.0426733752056038,3.0,0.0,2,,4.99004999677094,0.0382486979166666,6,250112,233216.0,False,12.3597246296008,-3.1541800847088486,frequency_only,10.521513245680739,37104.231360656006,1.8382113839200613,196111.768639344
base,4,C07_substitute_then_reverse_04_03,66560.0,0.7,2,token_accuracy,0.8518880605697632,0.21875,0.21875,token_accuracy,0.7,0.0283203125,C07_substitute_then_reverse_04_03,composite,substitute_then_reverse,substitute_then_reverse,"A04_reverse,A03_copy",0.088356497064568,3.0,0.0,2,,4.990049996770939,0.0382486979166666,6,250112,66560.0,False,11.105874099420692,-2.426375545120905,frequency_only,10.117922617925306,24782.23307764453,0.9879514814953865,41777.76692235547
base,5,C00_reverse_then_substitute_06_04,71424.0,0.7,2,token_accuracy,0.8421224355697632,0.158203125,0.158203125,token_accuracy,0.7,0.0283203125,C00_reverse_then_substitute_06_04,composite,reverse_then_substitute,reverse_then_substitute,"A06_copy,A04_reverse",0.0516770010672922,3.0,0.0,2,,4.990049996770939,0.0382486979166666,6,250112,71424.0,False,11.176403227098973,-2.962742450075196,frequency_only,10.415355024709001,33367.079710648715,0.7610482023899721,38056.920289351285
base,5,C01_substitute_then_reverse_03_04,71424.0,0.7,2,token_accuracy,0.8395182490348816,0.12890625,0.12890625,token_accuracy,0.7,0.0283203125,C01_substitute_then_reverse_03_04,composite,substitute_then_reverse,substitute_then_reverse,"A03_copy,A04_reverse",0.0278779716606898,3.0,0.0,2,,4.990049996770939,0.0382486979166666,6,250112,71424.0,False,11.176403227098973,-3.579918448222423,frequency_only,10.757598628560178,46984.70232495452,0.41880459853879515,24439.297675045484
base,5,C02_copy_then_substitute_00_07,71424.0,0.7,2,token_accuracy,0.8352864980697632,0.14453125,0.14453125,token_accuracy,0.7,0.0283203125,C02_copy_then_substitute_00_07,composite,copy_then_substitute,copy_then_substitute,"A00_copy,A07_reverse",0.0104088219420859,3.0,0.0,2,,4.990049996770939,0.0382486979166666,6,250112,71424.0,False,11.176403227098973,-4.565101568744997,frequency_only,11.303913816826073,81137.57844497843,-0.12751058972710005,-9713.578444978426
base,5,C03_reverse_then_substitute_06_01,81920.0,0.7,2,token_accuracy,0.8372396230697632,0.140625,0.140625,token_accuracy,0.7,0.0283203125,C03_reverse_then_substitute_06_01,composite,reverse_then_substitute,reverse_then_substitute,"A06_copy,A01_reverse",0.065320998729833,3.0,0.0,2,,4.990049996770939,0.0382486979166666,6,250112,81920.0,False,11.31351064723008,-2.7284417211952756,frequency_only,10.2854278628013,29301.492592445087,1.028082784428781,52618.50740755491
base,5,C04_substitute_then_reverse_07_01,14336.0,0.7,2,token_accuracy,0.9680989980697632,0.814453125,0.814453125,token_accuracy,0.7,1.0,C04_substitute_then_reverse_07_01,composite,substitute_then_reverse,substitute_then_reverse,"A07_reverse,A01_reverse",0.0099539167317642,3.0,0.0,2,,4.990049996770939,0.0382486979166666,6,250112,14336.0,False,9.570598887246268,-4.609789163884742,frequency_only,11.328694501191604,83173.36789776418,-1.7580956139453363,-68837.36789776418
base,5,C05_copy_then_substitute_06_07,71424.0,0.7,2,token_accuracy,0.8404948115348816,0.1484375,0.1484375,token_accuracy,0.7,0.0283203125,C05_copy_then_substitute_06_07,composite,copy_then_substitute,copy_then_substitute,"A06_copy,A07_reverse",0.0114521109717608,3.0,0.0,2,,4.990049996770939,0.0382486979166666,6,250112,71424.0,False,11.176403227098973,-4.469581201628984,frequency_only,11.250944753250835,76951.58663952752,-0.0745415261518616,-5527.5866395275225
base,5,C06_reverse_then_substitute_02_00,,0.7,2,token_accuracy,0.6751302480697632,0.0,0.0,token_accuracy,0.7,0.0,C06_reverse_then_substitute_02_00,composite,reverse_then_substitute,reverse_then_substitute,"A02_substitute,A00_copy",0.0426733752056038,3.0,0.0,2,,4.99004999677094,0.0382486979166666,6,250112,250112.0,True,12.429668094723155,-3.1541800847088486,frequency_only,10.521513245680739,37104.231360656006,1.9081548490424165,213007.768639344
base,5,C07_substitute_then_reverse_04_03,71424.0,0.7,2,token_accuracy,0.8391927480697632,0.140625,0.140625,token_accuracy,0.7,0.0283203125,C07_substitute_then_reverse_04_03,composite,substitute_then_reverse,substitute_then_reverse,"A04_reverse,A03_copy",0.088356497064568,3.0,0.0,2,,4.990049996770939,0.0382486979166666,6,250112,71424.0,False,11.176403227098973,-2.426375545120905,frequency_only,10.117922617925306,24782.23307764453,1.0584806091736674,46641.76692235547
base,6,C00_reverse_then_substitute_06_04,61952.0,0.7,2,token_accuracy,0.8453776240348816,0.1953125,0.1953125,token_accuracy,0.7,0.0283203125,C00_reverse_then_substitute_06_04,composite,reverse_then_substitute,reverse_then_substitute,"A06_copy,A04_reverse",0.0516770010672922,3.0,0.0,2,,4.990049996770939,0.0382486979166666,6,250112,61952.0,False,11.034131312034901,-2.962742450075196,frequency_only,10.415355024709001,33367.079710648715,0.6187762873259004,28584.920289351285
base,6,C01_substitute_then_reverse_03_04,57856.0,0.7,2,token_accuracy,0.8408203125,0.169921875,0.169921875,token_accuracy,0.7,0.0283203125,C01_substitute_then_reverse_03_04,composite,substitute_then_reverse,substitute_then_reverse,"A03_copy,A04_reverse",0.0278779716606898,3.0,0.0,2,,4.990049996770939,0.0382486979166666,6,250112,57856.0,False,10.965729727894512,-3.579918448222423,frequency_only,10.757598628560178,46984.70232495452,0.20813109933433438,10871.297675045484
base,6,C02_copy_then_substitute_00_07,61952.0,0.7,2,token_accuracy,0.8463541865348816,0.201171875,0.201171875,token_accuracy,0.7,0.0283203125,C02_copy_then_substitute_00_07,composite,copy_then_substitute,copy_then_substitute,"A00_copy,A07_reverse",0.0104088219420859,3.0,0.0,2,,4.990049996770939,0.0382486979166666,6,250112,61952.0,False,11.034131312034901,-4.565101568744997,frequency_only,11.303913816826073,81137.57844497843,-0.2697825047911717,-19185.578444978426
base,6,C03_reverse_then_substitute_06_01,61952.0,0.7,2,token_accuracy,0.8470052480697632,0.205078125,0.205078125,token_accuracy,0.7,0.0283203125,C03_reverse_then_substitute_06_01,composite,reverse_then_substitute,reverse_then_substitute,"A06_copy,A01_reverse",0.065320998729833,3.0,0.0,2,,4.990049996770939,0.0382486979166666,6,250112,61952.0,False,11.034131312034901,-2.7284417211952756,frequency_only,10.2854278628013,29301.492592445087,0.7487034492336022,32650.507407554913
base,6,C04_substitute_then_reverse_07_01,13568.0,0.7,2,token_accuracy,0.9593099355697632,0.759765625,0.759765625,token_accuracy,0.7,1.0,C04_substitute_then_reverse_07_01,composite,substitute_then_reverse,substitute_then_reverse,"A07_reverse,A01_reverse",0.0099539167317642,3.0,0.0,2,,4.990049996770939,0.0382486979166666,6,250112,13568.0,False,9.515543058145953,-4.609789163884742,frequency_only,11.328694501191604,83173.36789776418,-1.8131514430456512,-69605.36789776418
base,6,C05_copy_then_substitute_06_07,61952.0,0.7,2,token_accuracy,0.8424479365348816,0.189453125,0.189453125,token_accuracy,0.7,0.0283203125,C05_copy_then_substitute_06_07,composite,copy_then_substitute,copy_then_substitute,"A06_copy,A07_reverse",0.0114521109717608,3.0,0.0,2,,4.990049996770939,0.0382486979166666,6,250112,61952.0,False,11.034131312034901,-4.469581201628984,frequency_only,11.250944753250835,76951.58663952752,-0.21681344121593327,-14999.586639527522
base,6,C06_reverse_then_substitute_02_00,203008.0,0.7,2,token_accuracy,0.7721354365348816,0.0,0.0,token_accuracy,0.7,0.0,C06_reverse_then_substitute_02_00,composite,reverse_then_substitute,reverse_then_substitute,"A02_substitute,A00_copy",0.0426733752056038,3.0,0.0,2,,4.99004999677094,0.0382486979166666,6,250112,203008.0,False,12.221005592016528,-3.1541800847088486,frequency_only,10.521513245680739,37104.231360656006,1.6994923463357896,165903.768639344
base,6,C07_substitute_then_reverse_04_03,61952.0,0.7,2,token_accuracy,0.8356119990348816,0.16015625,0.16015625,token_accuracy,0.7,0.0283203125,C07_substitute_then_reverse_04_03,composite,substitute_then_reverse,substitute_then_reverse,"A04_reverse,A03_copy",0.088356497064568,3.0,0.0,2,,4.990049996770939,0.0382486979166666,6,250112,61952.0,False,11.034131312034901,-2.426375545120905,frequency_only,10.117922617925306,24782.23307764453,0.9162086941095957,37169.76692235547
base,7,C00_reverse_then_substitute_06_04,61952.0,0.7,2,token_accuracy,0.8580729365348816,0.236328125,0.236328125,token_accuracy,0.7,0.0283203125,C00_reverse_then_substitute_06_04,composite,reverse_then_substitute,reverse_then_substitute,"A06_copy,A04_reverse",0.0516770010672922,3.0,0.0,2,,4.990049996770939,0.0382486979166666,6,250112,61952.0,False,11.034131312034901,-2.962742450075196,frequency_only,10.415355024709001,33367.079710648715,0.6187762873259004,28584.920289351285
