n_rows,design_condition_number,vif_frequency,vif_reference_learnability,vif_formal_utility,pearson_frequency__reference_learnability,spearman_frequency__reference_learnability,binned_mi_frequency__reference_learnability,pearson_frequency__formal_utility,spearman_frequency__formal_utility,binned_mi_frequency__formal_utility,pearson_reference_learnability__formal_utility,spearman_reference_learnability__formal_utility,binned_mi_reference_learnability__formal_utility,passed,n_tasks
20.0,1.301699025363192,1.0646520381922544,1.0599348689129675,1.056907545795117,-0.16563116685501122,-0.0373018817646896,0.06449854126606144,-0.15699662646365886,0.11292642666359126,0.018780410212853316,-0.1425033388442001,-0.25167254631362995,0.1281018292654659,True,20.0
