condition,task_name,role,acquisition_rate,mean_censored_acquired_at,mean_final_metric,mean_censored_expected_direction_rate,mean_final_expected_direction_rate
baseline,A01_reverse,component,1.0,12236.8,0.9919922053813934,0.09999999999999999,0.5285714285714286
baseline,C06_reverse_then_substitute_01_05,composite,0.1,246860.8,0.4183919385075569,0.09999999999999999,0.5285714285714286
baseline,A07_reverse,unrelated_control,1.0,12236.8,0.9921224057674408,0.09999999999999999,0.5285714285714286
baseline,U00_unrelated_substitute,different_operation_control,0.1,245401.6,0.3670898571610451,0.09999999999999999,0.5285714285714286
baseline,K01_shortcut_for_A03_copy,fake_component_control,1.0,74700.8,0.7524414241313935,0.09999999999999999,0.5285714285714286
baseline,S00_surface_rotate,surface_control,0.0,250112.0,0.38203126192092896,0.09999999999999999,0.5285714285714286
corrupt_component_strong,A01_reverse,component,1.0,13337.6,0.9873372673988342,0.09999999999999999,0.5285714285714286
corrupt_component_strong,C06_reverse_then_substitute_01_05,composite,0.0,250112.0,0.29202474653720856,0.09999999999999999,0.5285714285714286
corrupt_component_strong,A07_reverse,unrelated_control,1.0,13337.6,0.9870768427848816,0.09999999999999999,0.5285714285714286
corrupt_component_strong,U00_unrelated_substitute,different_operation_control,0.2,245171.2,0.40319012105464935,0.09999999999999999,0.5285714285714286
corrupt_component_strong,K01_shortcut_for_A03_copy,fake_component_control,1.0,85478.4,0.7862955927848816,0.09999999999999999,0.5285714285714286
corrupt_component_strong,S00_surface_rotate,surface_control,0.2,245171.2,0.41285807490348814,0.09999999999999999,0.5285714285714286
corrupt_different_operation_matched_strong,A01_reverse,component,1.0,12339.2,0.9915039241313934,0.09999999999999999,0.5285714285714286
corrupt_different_operation_matched_strong,C06_reverse_then_substitute_01_05,composite,0.1,248422.4,0.42408855110406873,0.09999999999999999,0.5285714285714286
corrupt_different_operation_matched_strong,A07_reverse,unrelated_control,1.0,12339.2,0.9901041805744171,0.09999999999999999,0.5285714285714286
corrupt_different_operation_matched_strong,U00_unrelated_substitute,different_operation_control,0.0,250112.0,0.23349610418081285,0.09999999999999999,0.5285714285714286
corrupt_different_operation_matched_strong,K01_shortcut_for_A03_copy,fake_component_control,1.0,77900.8,0.7953125178813935,0.09999999999999999,0.5285714285714286
corrupt_different_operation_matched_strong,S00_surface_rotate,surface_control,0.1,248422.4,0.3920247495174408,0.09999999999999999,0.5285714285714286
corrupt_same_operation_unrelated_strong,A01_reverse,component,1.0,12416.0,0.990299504995346,0.09999999999999999,0.5285714285714286
corrupt_same_operation_unrelated_strong,C06_reverse_then_substitute_01_05,composite,0.0,250112.0,0.42470704317092894,0.09999999999999999,0.5285714285714286
corrupt_same_operation_unrelated_strong,A07_reverse,unrelated_control,1.0,12416.0,0.9899739801883698,0.09999999999999999,0.5285714285714286
corrupt_same_operation_unrelated_strong,U00_unrelated_substitute,different_operation_control,0.2,246732.8,0.38759767413139345,0.09999999999999999,0.5285714285714286
corrupt_same_operation_unrelated_strong,K01_shortcut_for_A03_copy,fake_component_control,1.0,79718.4,0.7691080927848816,0.09999999999999999,0.5285714285714286
corrupt_same_operation_unrelated_strong,S00_surface_rotate,surface_control,0.0,250112.0,0.3835612088441849,0.09999999999999999,0.5285714285714286
delay_component_strong,A01_reverse,component,1.0,13337.6,0.9904948174953461,0.09999999999999999,0.5285714285714286
delay_component_strong,C06_reverse_then_substitute_01_05,composite,0.2,239308.8,0.4696940243244171,0.09999999999999999,0.5285714285714286
delay_component_strong,A07_reverse,unrelated_control,1.0,13260.8,0.9907226622104645,0.09999999999999999,0.5285714285714286
delay_component_strong,U00_unrelated_substitute,different_operation_control,0.4,226406.4,0.5371419429779053,0.09999999999999999,0.5285714285714286
delay_component_strong,K01_shortcut_for_A03_copy,fake_component_control,1.0,65331.2,0.7791666924953461,0.09999999999999999,0.5285714285714286
delay_component_strong,S00_surface_rotate,surface_control,0.4,236108.8,0.44687502086162567,0.09999999999999999,0.5285714285714286
delay_different_operation_matched_strong,A01_reverse,component,1.0,12083.2,0.9915364801883697,0.09999999999999999,0.5285714285714286
delay_different_operation_matched_strong,C06_reverse_then_substitute_01_05,composite,0.2,245171.2,0.40351563692092896,0.09999999999999999,0.5285714285714286
delay_different_operation_matched_strong,A07_reverse,unrelated_control,1.0,12236.8,0.9914388239383698,0.09999999999999999,0.5285714285714286
delay_different_operation_matched_strong,U00_unrelated_substitute,different_operation_control,0.2,246732.8,0.348307304084301,0.09999999999999999,0.5285714285714286
delay_different_operation_matched_strong,K01_shortcut_for_A03_copy,fake_component_control,1.0,75212.8,0.7790690243244172,0.09999999999999999,0.5285714285714286
delay_different_operation_matched_strong,S00_surface_rotate,surface_control,0.1,246860.8,0.3683919429779053,0.09999999999999999,0.5285714285714286
delay_same_operation_unrelated_strong,A01_reverse,component,1.0,12313.6,0.9907552242279053,0.09999999999999999,0.5285714285714286
delay_same_operation_unrelated_strong,C06_reverse_then_substitute_01_05,composite,0.2,246732.8,0.4074218884110451,0.09999999999999999,0.5285714285714286
