degree,n,mean_final_metric,mean_final_loss,run_dir
1.0,120,0.998365485171477,0.0058647561239738,results/b2_sparse_parity_strengthened_v34
2.0,120,0.6768328346777708,0.4842575577829848,results/b2_sparse_parity_strengthened_v34
3.0,120,0.5545233287593874,0.6325811081092979,results/b2_sparse_parity_strengthened_v34
