condition,seed,data_seen,task_name,kind,grad_mean_norm,grad_noise_rms,grad_snr,within_task_grad_alignment
baseline,0,20096,U_unrelated_xor910,unrelated,0.2839261591434479,0.37505367398262024,0.7570280704831805,0.19938557616924155
baseline,1,0,A_bit0,atomic,0.13637667894363403,0.059698812663555145,2.2844119146879565,0.8254974260164029
baseline,1,0,B_bit1,atomic,0.1278834491968155,0.04357852414250374,2.9345520921198776,0.861807992051092
baseline,1,0,C_xor23,atomic,0.08575180172920227,0.09250479191541672,0.9269984824860084,0.19453662853078432
baseline,1,0,D_eq45,atomic,0.06454712897539139,0.0714106634259224,0.9038864208486908,0.17013805126684853
baseline,1,0,AB_and,composite,0.38895341753959656,0.04311150684952736,9.02203253734887,0.9896274376969248
baseline,1,0,AC_xor,composite,0.02270461991429329,0.06229587271809578,0.36446427224276706,-0.06296328848478072
baseline,1,0,A_shortcut_bit6,shortcut,0.12118799984455109,0.0881965383887291,1.3740675320956133,0.619898461087394
baseline,1,0,surface_control_78,surface_control,0.09314604103565216,0.09416904300451279,0.9891365364114325,0.16700564195626869
baseline,1,0,U_unrelated_xor910,unrelated,0.07727904617786407,0.102582186460495,0.7533378732073658,0.0360571536630294
baseline,1,5120,A_bit0,atomic,0.4475466012954712,0.09097304940223694,4.919551496088983,0.9485551501855506
baseline,1,5120,B_bit1,atomic,0.47890010476112366,0.21532702445983887,2.224059455427158,0.802258884554169
baseline,1,5120,C_xor23,atomic,0.25896117091178894,0.24158267676830292,1.071936011202829,0.38606537775012123
baseline,1,5120,D_eq45,atomic,0.32521840929985046,0.2105473130941391,1.544633386762316,0.6796368683275807
baseline,1,5120,AB_and,composite,0.44675129652023315,0.15029853582382202,2.9724261388742783,0.8806667691710849
baseline,1,5120,AC_xor,composite,0.3209293782711029,0.2150455117225647,1.4923788722623939,0.5839884422595577
baseline,1,5120,A_shortcut_bit6,shortcut,0.43650174140930176,0.1653617024421692,2.639678564988872,0.8634466426740527
baseline,1,5120,surface_control_78,surface_control,0.3705280125141144,0.18613840639591217,1.99060483908957,0.7418359094560539
baseline,1,5120,U_unrelated_xor910,unrelated,0.5749846696853638,0.23216384649276733,2.4766331122137046,0.8531518349162375
baseline,1,10112,A_bit0,atomic,0.4301721751689911,0.11354813724756241,3.788456469588076,0.9266716347772714
baseline,1,10112,B_bit1,atomic,0.43747982382774353,0.24707184731960297,1.7706583270090874,0.6967969356701866
baseline,1,10112,C_xor23,atomic,0.3998420834541321,0.31687432527542114,1.2618317470351539,0.48287552489347024
baseline,1,10112,D_eq45,atomic,0.4324534833431244,0.3203047811985016,1.3501312147874904,0.580210330375008
baseline,1,10112,AB_and,composite,0.4330694377422333,0.20164407789707184,2.147692321324426,0.8015942428662678
baseline,1,10112,AC_xor,composite,0.5097837448120117,0.28625646233558655,1.7808637074980582,0.7088649349973233
baseline,1,10112,A_shortcut_bit6,shortcut,0.5550550818443298,0.34312957525253296,1.6176252992304978,0.6357233853289835
baseline,1,10112,surface_control_78,surface_control,0.5088151693344116,0.435840904712677,1.1674332625311399,0.37666843430922975
baseline,1,10112,U_unrelated_xor910,unrelated,0.35726577043533325,0.3764629364013672,0.9490064914477642,0.3470142461952667
baseline,1,15104,A_bit0,atomic,0.10883156955242157,0.031118689104914665,3.497305724608309,0.9170001503543718
baseline,1,15104,B_bit1,atomic,0.3315058946609497,0.05826639384031296,5.689487074895996,0.9616717406536864
baseline,1,15104,C_xor23,atomic,0.3948345482349396,0.4838215410709381,0.8160747604584905,0.20235842699494014
baseline,1,15104,D_eq45,atomic,0.3132133185863495,0.35244429111480713,0.8886888693664016,0.24895117436402514
baseline,1,15104,AB_and,composite,0.3113224506378174,0.11341696232557297,2.74493730260025,0.9081469497107668
baseline,1,15104,AC_xor,composite,0.6105692982673645,0.34331533312797546,1.7784504196262858,0.6920453524284728
baseline,1,15104,A_shortcut_bit6,shortcut,0.8300763368606567,0.23892980813980103,3.474143068710346,0.8989243598429028
baseline,1,15104,surface_control_78,surface_control,0.2785533666610718,0.4507971704006195,0.6179128551603505,0.032945254056813957
baseline,1,15104,U_unrelated_xor910,unrelated,0.3240486979484558,0.4080667197704315,0.7941071453461427,0.17070055570495182
baseline,1,20096,A_bit0,atomic,0.047454893589019775,0.011456078849732876,4.142333010040687,0.9316694357414962
baseline,1,20096,B_bit1,atomic,0.156144380569458,0.04706869646906853,3.3173721024705207,0.9358844339691834
baseline,1,20096,C_xor23,atomic,0.49169039726257324,0.48012208938598633,1.0240945128984946,0.3410405509083781
baseline,1,20096,D_eq45,atomic,0.9477810859680176,0.39851295948028564,2.378294264762865,0.8360748861757993
baseline,1,20096,AB_and,composite,0.28548890352249146,0.09424453973770142,3.0292354794667826,0.92900418827923
baseline,1,20096,AC_xor,composite,0.8088018298149109,0.4411236345767975,1.8335037309642699,0.7252720593361123
baseline,1,20096,A_shortcut_bit6,shortcut,0.8790026307106018,0.22162529826164246,3.966165584891479,0.9479821292462329
baseline,1,20096,surface_control_78,surface_control,0.5776894688606262,0.612127423286438,0.9437405463034767,0.2879825024584269
baseline,1,20096,U_unrelated_xor910,unrelated,0.8514518141746521,0.47880855202674866,1.7782719430736222,0.6921964560314692
baseline,2,0,A_bit0,atomic,0.14722254872322083,0.07247888296842575,2.031247484668392,0.748693970332948
baseline,2,0,B_bit1,atomic,0.12554846704006195,0.058792345225811005,2.1354560114198033,0.7631441280410133
baseline,2,0,C_xor23,atomic,0.044896405190229416,0.07673090696334839,0.5851150073214918,0.08952018255260813
baseline,2,0,D_eq45,atomic,0.04818086326122284,0.0824831873178482,0.5841295035674869,0.04925066712914553
baseline,2,0,AB_and,composite,0.47611016035079956,0.0579676553606987,8.213376190222498,0.9881770001476352
baseline,2,0,AC_xor,composite,0.026421302929520607,0.06580492109060287,0.401509529853264,-0.07672266870948044
baseline,2,0,A_shortcut_bit6,shortcut,0.1271703690290451,0.062012117356061935,2.0507341863011384,0.7630559149085521
baseline,2,0,surface_control_78,surface_control,0.05167706683278084,0.06693387031555176,0.7720615375800532,0.17799799508547762
baseline,2,0,U_unrelated_xor910,unrelated,0.035106681287288666,0.05498408526182175,0.638488048304889,0.06599283944486321
baseline,2,5120,A_bit0,atomic,0.4977540373802185,0.1841438263654709,2.7030720888226862,0.8586300759423465
baseline,2,5120,B_bit1,atomic,0.4088303744792938,0.16657796502113342,2.4542884434022953,0.8113090073125755
baseline,2,5120,C_xor23,atomic,0.2895684838294983,0.16127783060073853,1.7954636588866468,0.7094840874283604
baseline,2,5120,D_eq45,atomic,0.40153926610946655,0.19882190227508545,2.019592718471662,0.7796181688779971
baseline,2,5120,AB_and,composite,0.3707302212715149,0.14195193350315094,2.611660243857644,0.8340399484954949
baseline,2,5120,AC_xor,composite,0.4043922424316406,0.19993044435977936,2.022664650821788,0.7704400271742311
baseline,2,5120,A_shortcut_bit6,shortcut,0.412069171667099,0.21781723201274872,1.8918116250834047,0.7288818246995953
baseline,2,5120,surface_control_78,surface_control,0.2935573160648346,0.29969385266304016,0.9795239824085259,0.34149690900822466
baseline,2,5120,U_unrelated_xor910,unrelated,0.545341968536377,0.16171175241470337,3.372308817323906,0.899533310143779
baseline,2,10112,A_bit0,atomic,0.30056455731391907,0.11547800898551941,2.6027861057857877,0.8445749353150003
baseline,2,10112,B_bit1,atomic,0.4471803903579712,0.11670906096696854,3.831582455116337,0.9156812335577523
baseline,2,10112,C_xor23,atomic,0.2972129285335541,0.25156331062316895,1.1814637348988655,0.4556764133295923
baseline,2,10112,D_eq45,atomic,0.3106446862220764,0.34578779339790344,0.8983679937588611,0.3924136708703491
baseline,2,10112,AB_and,composite,0.32075563073158264,0.159468412399292,2.011405430728395,0.7478904073866341
baseline,2,10112,AC_xor,composite,0.4419749081134796,0.24431435763835907,1.809041893337657,0.7182393879197445
baseline,2,10112,A_shortcut_bit6,shortcut,0.7666348814964294,0.23590677976608276,3.2497365368360716,0.9137271486248985
baseline,2,10112,surface_control_78,surface_control,0.34316402673721313,0.3218916356563568,1.0660855664559739,0.45972459168628993
baseline,2,10112,U_unrelated_xor910,unrelated,0.49002882838249207,0.30160054564476013,1.6247610803663706,0.6360659348236307
baseline,2,15104,A_bit0,atomic,0.10018227994441986,0.02821419946849346,3.550775206390021,0.937581736483272
baseline,2,15104,B_bit1,atomic,0.3619982898235321,0.05165556073188782,7.007924891096125,0.9746805306278365
baseline,2,15104,C_xor23,atomic,0.2887773811817169,0.37639182806015015,0.7672254274734174,0.1633666025595872
baseline,2,15104,D_eq45,atomic,0.261658251285553,0.42404481768608093,0.6170532933588183,0.08088639252972657
baseline,2,15104,AB_and,composite,0.5612810254096985,0.1639484465122223,3.423521462671692,0.9580255437452186
baseline,2,15104,AC_xor,composite,0.2546862065792084,0.3993256390094757,0.6377907694840678,0.09601961913027085
baseline,2,15104,A_shortcut_bit6,shortcut,0.8793483376502991,0.24847327172756195,3.539005751133345,0.9128558591595676
baseline,2,15104,surface_control_78,surface_control,0.28435760736465454,0.3553892970085144,0.8001299131893715,0.18228558222450938
baseline,2,15104,U_unrelated_xor910,unrelated,0.45450204610824585,0.4977651834487915,0.9130852482656423,0.20962339041773145
baseline,2,20096,A_bit0,atomic,0.0919148176908493,0.019013969227671623,4.834067867967764,0.9694254398627696
baseline,2,20096,B_bit1,atomic,0.18696169555187225,0.038854047656059265,4.811897519714495,0.952728717059273
baseline,2,20096,C_xor23,atomic,0.9155455231666565,0.5626747608184814,1.627130958981087,0.6251495681776288
baseline,2,20096,D_eq45,atomic,0.5230588316917419,0.3592687249183655,1.4558985945941654,0.5829246842830843
baseline,2,20096,AB_and,composite,0.35959669947624207,0.06074490398168564,5.919783815589525,0.9732378676358935
baseline,2,20096,AC_xor,composite,0.2644607722759247,0.4287590980529785,0.6168050391845691,0.0992134840371437
baseline,2,20096,A_shortcut_bit6,shortcut,1.2628812789916992,0.24710625410079956,5.110681166618447,0.9565463573736567
baseline,2,20096,surface_control_78,surface_control,1.028146743774414,0.4842313528060913,2.1232552122332495,0.7857518960375822
baseline,2,20096,U_unrelated_xor910,unrelated,1.12580406665802,0.4835662543773651,2.3281278552103797,0.8179807165707346
baseline,3,0,A_bit0,atomic,0.13535107672214508,0.05346790701150894,2.5314452030164447,0.8217779228235966
baseline,3,0,B_bit1,atomic,0.1359274983406067,0.09095583111047745,1.4944341300560595,0.6857967801013315
baseline,3,0,C_xor23,atomic,0.09940298646688461,0.06940875947475433,1.432138929116112,0.538602666967316
baseline,3,0,D_eq45,atomic,0.0544077530503273,0.06770194321870804,0.8036365052885099,0.1635697506296969
baseline,3,0,AB_and,composite,0.42034563422203064,0.070545993745327,5.958462159219581,0.9855152316361656
baseline,3,0,AC_xor,composite,0.06897182762622833,0.08021588623523712,0.8598275337020543,0.12995506353828887
baseline,3,0,A_shortcut_bit6,shortcut,0.17102812230587006,0.08723428100347519,1.96056092096519,0.8027461887817582
baseline,3,0,surface_control_78,surface_control,0.050605859607458115,0.07923555374145508,0.6386761651460898,0.12704549051843914
baseline,3,0,U_unrelated_xor910,unrelated,0.10898459702730179,0.07300791889429092,1.4927777517341532,0.5241423049050299
baseline,3,5120,A_bit0,atomic,0.4694232940673828,0.2567983567714691,1.8279840259387083,0.7042707994827971
baseline,3,5120,B_bit1,atomic,0.5526371002197266,0.16378892958164215,3.3740809078362357,0.9366134676902397
baseline,3,5120,C_xor23,atomic,0.5186907649040222,0.12136901170015335,4.273667204122856,0.9318069740169944
baseline,3,5120,D_eq45,atomic,0.3422512412071228,0.18290191888809204,1.8712282696971425,0.7284917041346027
baseline,3,5120,AB_and,composite,0.41524073481559753,0.09867838025093079,4.208021389847172,0.9306731641305895
baseline,3,5120,AC_xor,composite,0.43950706720352173,0.17279739677906036,2.5434819933250163,0.8945762811936168
baseline,3,5120,A_shortcut_bit6,shortcut,0.5085700154304504,0.13708534836769104,3.709878710470585,0.9291799323455968
baseline,3,5120,surface_control_78,surface_control,0.4603903293609619,0.18241623044013977,2.52384520964825,0.8553129314105158
baseline,3,5120,U_unrelated_xor910,unrelated,0.23460234701633453,0.17520441114902496,1.339020778509098,0.5978081624268109
baseline,3,10112,A_bit0,atomic,0.4235309958457947,0.10829737037420273,3.9108151414798544,0.9268249301374496
baseline,3,10112,B_bit1,atomic,0.6537441611289978,0.17872954905033112,3.657728476343005,0.9242050796960489
baseline,3,10112,C_xor23,atomic,0.2941740155220032,0.18607372045516968,1.5809541229187003,0.6278050528867601
baseline,3,10112,D_eq45,atomic,0.31790491938591003,0.48920938372612,0.6498340587089735,0.01149313424746983
baseline,3,10112,AB_and,composite,0.3330674171447754,0.136514812707901,2.439789576937674,0.8246654940278187
baseline,3,10112,AC_xor,composite,0.26315248012542725,0.30420342087745667,0.8650543092694833,0.25297213627535275
baseline,3,10112,A_shortcut_bit6,shortcut,0.4751622676849365,0.1792607307434082,2.6506768421156766,0.8368253422309931
baseline,3,10112,surface_control_78,surface_control,0.34085920453071594,0.24304978549480438,1.4024254489070511,0.5502350366943093
baseline,3,10112,U_unrelated_xor910,unrelated,0.32405298948287964,0.2337423712015152,1.386368195957587,0.5497697820178131
baseline,3,15104,A_bit0,atomic,0.1495314985513687,0.028363270685076714,5.272011828479727,0.9599818219488161
baseline,3,15104,B_bit1,atomic,0.3857535719871521,0.11572401225566864,3.3333926508836793,0.9308548005529201
baseline,3,15104,C_xor23,atomic,0.29155686497688293,0.3541673719882965,0.8232177440266696,0.21997840857459114
baseline,3,15104,D_eq45,atomic,0.47607502341270447,0.4588299095630646,1.0375849819054397,0.36219008559749577
baseline,3,15104,AB_and,composite,0.2885744869709015,0.10910408943891525,2.644946568476908,0.9007472392649097
baseline,3,15104,AC_xor,composite,0.39817699790000916,0.37881505489349365,1.0511118625179987,0.3410355762381265
baseline,3,15104,A_shortcut_bit6,shortcut,0.6573980450630188,0.232819601893425,2.8236370121495367,0.8743633918860874
baseline,3,15104,surface_control_78,surface_control,0.6967260837554932,0.43140220642089844,1.6150267045090538,0.6456592027176749
baseline,3,15104,U_unrelated_xor910,unrelated,0.7074441909790039,0.3622824251651764,1.9527422304697897,0.761131528172454
baseline,3,20096,A_bit0,atomic,0.04265724867582321,0.023063650354743004,1.8495445438107447,0.7889293107776142
baseline,3,20096,B_bit1,atomic,0.10158691555261612,0.03428415581583977,2.9630863917237957,0.8664435135025381
baseline,3,20096,C_xor23,atomic,0.5139433145523071,0.4007173478603363,1.2825581854523338,0.48788383757269477
baseline,3,20096,D_eq45,atomic,0.3366016447544098,0.3494998812675476,0.9630951619573596,0.30810413386709334
baseline,3,20096,AB_and,composite,0.09078392386436462,0.055022697895765305,1.6499358870896381,0.695073930145273
baseline,3,20096,AC_xor,composite,0.38006770610809326,0.4169027805328369,0.9116458892920384,0.2694670333855356
baseline,3,20096,A_shortcut_bit6,shortcut,0.4408647418022156,0.21791653335094452,2.02308991897462,0.7714657045288935
baseline,3,20096,surface_control_78,surface_control,0.36128944158554077,0.48046135902404785,0.7519635758402492,0.15013078392682547
baseline,3,20096,U_unrelated_xor910,unrelated,0.638687789440155,0.4184625446796417,1.5262722973870524,0.6180788165494352
baseline,4,0,A_bit0,atomic,0.14004850387573242,0.12737426161766052,1.0995039507668878,0.4521408353162761
baseline,4,0,B_bit1,atomic,0.13666066527366638,0.10358168184757233,1.3193516733340238,0.6088884551382158
baseline,4,0,C_xor23,atomic,0.11494259536266327,0.061192721128463745,1.878370388521903,0.7129412356313402
baseline,4,0,D_eq45,atomic,0.07014886289834976,0.06946828216314316,1.00979699962349,0.4074507278769506
baseline,4,0,AB_and,composite,0.47795626521110535,0.12737131118774414,3.752464041944655,0.9721783309532551
baseline,4,0,AC_xor,composite,0.05353833734989166,0.07193789631128311,0.7442299552030437,0.05881017164707667
baseline,4,0,A_shortcut_bit6,shortcut,0.15715086460113525,0.08465331792831421,1.8564052590632858,0.7086236863496653
baseline,4,0,surface_control_78,surface_control,0.032254233956336975,0.04982389137148857,0.6473648096894115,0.0736386475613245
baseline,4,0,U_unrelated_xor910,unrelated,0.1396198272705078,0.08120697736740112,1.7193082638344328,0.800063915331413
baseline,4,5120,A_bit0,atomic,0.5336005687713623,0.13313208520412445,4.008053865822145,0.9480766993917541
baseline,4,5120,B_bit1,atomic,0.3648587763309479,0.13148462772369385,2.774915841073827,0.8521753832343029
baseline,4,5120,C_xor23,atomic,0.29965171217918396,0.19770313799381256,1.515664926810855,0.6622448001654981
baseline,4,5120,D_eq45,atomic,0.26613649725914,0.23879356682300568,1.1145044684360632,0.4139910012617792
baseline,4,5120,AB_and,composite,0.31505483388900757,0.13938145339488983,2.2603784521757477,0.7874203793461763
baseline,4,5120,AC_xor,composite,0.39784371852874756,0.2619262933731079,1.5189147809628625,0.7140704019132667
baseline,4,5120,A_shortcut_bit6,shortcut,0.38086697459220886,0.2468550205230713,1.5428771664583982,0.6187361655404491
baseline,4,5120,surface_control_78,surface_control,0.31738296151161194,0.19256404042243958,1.6481943399904844,0.6636794963017655
baseline,4,5120,U_unrelated_xor910,unrelated,0.25631266832351685,0.22503849864006042,1.1389725307950047,0.4366918367263175
baseline,4,10112,A_bit0,atomic,0.636909544467926,0.13076865673065186,4.870506131870095,0.9697771104318021
baseline,4,10112,B_bit1,atomic,0.636157214641571,0.16436798870563507,3.8703230455474396,0.930546867458867
baseline,4,10112,C_xor23,atomic,0.3093232810497284,0.2490030974149704,1.2422467200598333,0.4882247017302939
baseline,4,10112,D_eq45,atomic,0.39520058035850525,0.2711760699748993,1.4573578722990883,0.579726968804989
baseline,4,10112,AB_and,composite,0.3999587595462799,0.14939962327480316,2.6771068813736254,0.8589842931032097
baseline,4,10112,AC_xor,composite,0.29227882623672485,0.217996746301651,1.3407485716825607,0.5420686437181838
baseline,4,10112,A_shortcut_bit6,shortcut,0.5549874901771545,0.1525397151708603,3.6383147139869294,0.911433910275321
baseline,4,10112,surface_control_78,surface_control,0.3205966353416443,0.2842344343662262,1.1279303158864937,0.4199649248264212
baseline,4,10112,U_unrelated_xor910,unrelated,0.6068384647369385,0.22095726430416107,2.7464064901656373,0.8683484167020726
baseline,4,15104,A_bit0,atomic,0.12074623256921768,0.041629720479249954,2.9004814631532856,0.8835782559126404
baseline,4,15104,B_bit1,atomic,0.3531753718852997,0.1062752828001976,3.323212722434833,0.8942001574987817
baseline,4,15104,C_xor23,atomic,0.2881247401237488,0.413875013589859,0.6961636500447883,0.09680113850295402
baseline,4,15104,D_eq45,atomic,0.25465112924575806,0.3470620810985565,0.7337336549097396,0.1604370928058296
baseline,4,15104,AB_and,composite,0.31504327058792114,0.15817566215991974,1.9917303729534093,0.7855460918230217
baseline,4,15104,AC_xor,composite,0.23454609513282776,0.21995048224925995,1.066358630966587,0.3731913730693142
baseline,4,15104,A_shortcut_bit6,shortcut,0.6037589907646179,0.3074835240840912,1.963549079779433,0.733566895512538
baseline,4,15104,surface_control_78,surface_control,0.37880080938339233,0.38333582878112793,0.9881695916263724,0.33164929350274636
baseline,4,15104,U_unrelated_xor910,unrelated,0.2510030269622803,0.3437625765800476,0.7301639098085543,0.13633444402104317
baseline,4,20096,A_bit0,atomic,0.11946246027946472,0.0274333655834198,4.354641063337518,0.9671743085818356
baseline,4,20096,B_bit1,atomic,0.14957386255264282,0.026778068393468857,5.585685283541141,0.965187642501698
baseline,4,20096,C_xor23,atomic,0.9548935890197754,0.45277953147888184,2.1089592674358864,0.7880056967288643
baseline,4,20096,D_eq45,atomic,0.5480834245681763,0.32383453845977783,1.6924798298948556,0.6771430220487996
baseline,4,20096,AB_and,composite,0.17914050817489624,0.06293361634016037,2.846499511545362,0.8894694280432445
baseline,4,20096,AC_xor,composite,0.5647345781326294,0.2692192792892456,2.0976750982376284,0.777550045544133
baseline,4,20096,A_shortcut_bit6,shortcut,0.6278843283653259,0.2478862851858139,2.532953075205976,0.8715404008571509
baseline,4,20096,surface_control_78,surface_control,0.666696310043335,0.34195080399513245,1.9496848735319117,0.7217425139530501
baseline,4,20096,U_unrelated_xor910,unrelated,0.24341733753681183,0.3632179796695709,0.6701687448335705,0.08604285129045357
