condition,seed,task_name,kind,acquired_at,threshold,patience,metric,final_metric,final_accuracy,final_balanced_accuracy
baseline,0,AB_and,composite,7040.0,0.9,2,balanced_accuracy,1.0,1.0,1.0
baseline,0,AC_xor,composite,,0.9,2,balanced_accuracy,0.561225950717926,0.56103515625,0.561225950717926
baseline,0,A_bit0,atomic,5120.0,0.9,2,balanced_accuracy,1.0,1.0,1.0
baseline,0,A_shortcut_bit6,shortcut,12032.0,0.9,2,balanced_accuracy,1.0,1.0,1.0
baseline,0,B_bit1,atomic,8064.0,0.9,2,balanced_accuracy,1.0,1.0,1.0
baseline,0,C_xor23,atomic,,0.9,2,balanced_accuracy,0.7109239995479584,0.71044921875,0.7109239995479584
baseline,0,D_eq45,atomic,,0.9,2,balanced_accuracy,0.5767204016447067,0.58251953125,0.5767204016447067
baseline,0,U_unrelated_xor910,unrelated,,0.9,2,balanced_accuracy,0.6331080794334412,0.6337890625,0.6331080794334412
baseline,0,surface_control_78,surface_control,,0.9,2,balanced_accuracy,0.6083139926195145,0.607421875,0.6083139926195145
baseline,1,AB_and,composite,5120.0,0.9,2,balanced_accuracy,0.9980039894580841,0.9990234375,0.9980039894580841
baseline,1,AC_xor,composite,,0.9,2,balanced_accuracy,0.573669970035553,0.56884765625,0.573669970035553
baseline,1,A_bit0,atomic,4096.0,0.9,2,balanced_accuracy,1.0,1.0,1.0
baseline,1,A_shortcut_bit6,shortcut,15104.0,0.9,2,balanced_accuracy,0.9852652251720428,0.9853515625,0.9852652251720428
baseline,1,B_bit1,atomic,9088.0,0.9,2,balanced_accuracy,1.0,1.0,1.0
baseline,1,C_xor23,atomic,,0.9,2,balanced_accuracy,0.6929419040679932,0.6953125,0.6929419040679932
baseline,1,D_eq45,atomic,,0.9,2,balanced_accuracy,0.5664664804935455,0.55908203125,0.5664664804935455
baseline,1,U_unrelated_xor910,unrelated,,0.9,2,balanced_accuracy,0.6082940995693207,0.611328125,0.6082940995693207
baseline,1,surface_control_78,surface_control,,0.9,2,balanced_accuracy,0.6618356108665466,0.6591796875,0.6618356108665466
baseline,2,AB_and,composite,4096.0,0.9,2,balanced_accuracy,1.0,1.0,1.0
baseline,2,AC_xor,composite,,0.9,2,balanced_accuracy,0.5853734463453293,0.5927734375,0.5853734463453293
baseline,2,A_bit0,atomic,5120.0,0.9,2,balanced_accuracy,1.0,1.0,1.0
baseline,2,A_shortcut_bit6,shortcut,12032.0,0.9,2,balanced_accuracy,0.9526829123497009,0.95263671875,0.9526829123497009
baseline,2,B_bit1,atomic,6016.0,0.9,2,balanced_accuracy,1.0,1.0,1.0
baseline,2,C_xor23,atomic,,0.9,2,balanced_accuracy,0.6879632920026779,0.69140625,0.6879632920026779
baseline,2,D_eq45,atomic,,0.9,2,balanced_accuracy,0.6287785023450851,0.6298828125,0.6287785023450851
baseline,2,U_unrelated_xor910,unrelated,,0.9,2,balanced_accuracy,0.5741627812385559,0.57470703125,0.5741627812385559
baseline,2,surface_control_78,surface_control,,0.9,2,balanced_accuracy,0.6046602129936218,0.6015625,0.6046602129936218
baseline,3,AB_and,composite,7040.0,0.9,2,balanced_accuracy,1.0,1.0,1.0
baseline,3,AC_xor,composite,,0.9,2,balanced_accuracy,0.5692065060138702,0.56884765625,0.5692065060138702
baseline,3,A_bit0,atomic,6016.0,0.9,2,balanced_accuracy,1.0,1.0,1.0
baseline,3,A_shortcut_bit6,shortcut,11008.0,0.9,2,balanced_accuracy,0.999504953622818,0.99951171875,0.999504953622818
baseline,3,B_bit1,atomic,10112.0,0.9,2,balanced_accuracy,1.0,1.0,1.0
baseline,3,C_xor23,atomic,,0.9,2,balanced_accuracy,0.734409749507904,0.73388671875,0.734409749507904
baseline,3,D_eq45,atomic,,0.9,2,balanced_accuracy,0.6358670592308044,0.6337890625,0.6358670592308044
baseline,3,U_unrelated_xor910,unrelated,,0.9,2,balanced_accuracy,0.6003188788890839,0.603515625,0.6003188788890839
baseline,3,surface_control_78,surface_control,,0.9,2,balanced_accuracy,0.6411401331424713,0.64111328125,0.6411401331424713
baseline,4,AB_and,composite,9088.0,0.9,2,balanced_accuracy,1.0,1.0,1.0
baseline,4,AC_xor,composite,,0.9,2,balanced_accuracy,0.5517961978912354,0.5478515625,0.5517961978912354
baseline,4,A_bit0,atomic,4096.0,0.9,2,balanced_accuracy,1.0,1.0,1.0
baseline,4,A_shortcut_bit6,shortcut,15104.0,0.9,2,balanced_accuracy,0.9871916472911835,0.98681640625,0.9871916472911835
baseline,4,B_bit1,atomic,10112.0,0.9,2,balanced_accuracy,1.0,1.0,1.0
baseline,4,C_xor23,atomic,,0.9,2,balanced_accuracy,0.6051356494426727,0.60791015625,0.6051356494426727
baseline,4,D_eq45,atomic,,0.9,2,balanced_accuracy,0.6046722531318665,0.595703125,0.6046722531318665
baseline,4,U_unrelated_xor910,unrelated,,0.9,2,balanced_accuracy,0.6155143678188324,0.61474609375,0.6155143678188324
baseline,4,surface_control_78,surface_control,,0.9,2,balanced_accuracy,0.5701707452535629,0.5751953125,0.5701707452535629
