condition,seed,checkpoint_index,data_seen,checkpoint_fraction
base,1,16,712,0.002848
base,1,17,763,0.003052
base,1,18,818,0.003272
base,1,19,877,0.003508
base,1,20,941,0.003764
base,1,21,1009,0.004036
base,1,22,1082,0.004328
base,1,23,1160,0.00464
base,1,24,1244,0.004976
base,1,25,1334,0.005336
base,1,26,1430,0.00572
base,1,27,1533,0.006132
base,1,28,1644,0.006576
base,1,29,1763,0.007052
base,1,30,1891,0.007564
base,1,31,2027,0.008108
base,1,32,2174,0.008696
base,1,33,2331,0.009324
base,1,34,2499,0.009996
base,1,35,2680,0.01072
base,1,36,2874,0.011496
base,1,37,3082,0.012328
base,1,38,3304,0.013216
base,1,39,3543,0.014172
base,1,40,3799,0.015196
base,1,41,4074,0.016296
base,1,42,4368,0.017472
base,1,43,4684,0.018736
base,1,44,5023,0.020092
base,1,45,5386,0.021544
base,1,46,5775,0.0231
base,1,47,6192,0.024768
base,1,48,6640,0.02656
base,1,49,7120,0.02848
base,1,50,7634,0.030536
base,1,51,8186,0.032744
base,1,52,8777,0.035108
base,1,53,9412,0.037648
base,1,54,10092,0.040368
base,1,55,10821,0.043284
base,1,56,11603,0.046412
base,1,57,12442,0.049768
base,1,58,13341,0.053364
base,1,59,14305,0.05722
base,1,60,15339,0.061356
base,1,61,16448,0.065792
base,1,62,17637,0.070548
base,1,63,18911,0.075644
base,1,64,20278,0.081112
base,1,65,21743,0.086972
base,1,66,23315,0.09326
base,1,67,24999,0.099996
base,1,68,26806,0.107224
base,1,69,28743,0.114972
base,1,70,30821,0.123284
base,1,71,33048,0.132192
base,1,72,35436,0.141744
base,1,73,37997,0.151988
base,1,74,40743,0.162972
base,1,75,43688,0.174752
base,1,76,46845,0.18738
base,1,77,50230,0.20092
base,1,78,53860,0.21544
base,1,79,57753,0.231012
base,1,80,61926,0.247704
base,1,81,66402,0.265608
base,1,82,71200,0.2848
base,1,83,76346,0.305384
base,1,84,81863,0.327452
base,1,85,87779,0.351116
base,1,86,94123,0.376492
base,1,87,100925,0.4037
base,1,88,108219,0.432876
base,1,89,116039,0.464156
base,1,90,124425,0.4977
base,1,91,133417,0.533668
base,1,92,143059,0.572236
base,1,93,153397,0.613588
base,1,94,164483,0.657932
base,1,95,176370,0.70548
base,1,96,189115,0.75646
base,1,97,202782,0.811128
base,1,98,217437,0.869748
base,1,99,233150,0.9326
base,1,100,249999,0.999996
base,2,0,0,0.0
base,2,1,249,0.000996
base,2,2,268,0.001072
base,2,3,287,0.001148
base,2,4,308,0.001232
base,2,5,330,0.00132
base,2,6,354,0.001416
base,2,7,379,0.001516
base,2,8,407,0.001628
base,2,9,436,0.001744
base,2,10,468,0.001872
base,2,11,502,0.002008
base,2,12,538,0.002152
base,2,13,577,0.002308
base,2,14,619,0.002476
base,2,15,664,0.002656
base,2,16,712,0.002848
base,2,17,763,0.003052
base,2,18,818,0.003272
base,2,19,877,0.003508
base,2,20,941,0.003764
base,2,21,1009,0.004036
base,2,22,1082,0.004328
base,2,23,1160,0.00464
base,2,24,1244,0.004976
base,2,25,1334,0.005336
base,2,26,1430,0.00572
base,2,27,1533,0.006132
base,2,28,1644,0.006576
base,2,29,1763,0.007052
base,2,30,1891,0.007564
base,2,31,2027,0.008108
base,2,32,2174,0.008696
base,2,33,2331,0.009324
base,2,34,2499,0.009996
base,2,35,2680,0.01072
base,2,36,2874,0.011496
base,2,37,3082,0.012328
base,2,38,3304,0.013216
base,2,39,3543,0.014172
base,2,40,3799,0.015196
base,2,41,4074,0.016296
base,2,42,4368,0.017472
base,2,43,4684,0.018736
base,2,44,5023,0.020092
base,2,45,5386,0.021544
base,2,46,5775,0.0231
base,2,47,6192,0.024768
base,2,48,6640,0.02656
base,2,49,7120,0.02848
base,2,50,7634,0.030536
base,2,51,8186,0.032744
base,2,52,8777,0.035108
base,2,53,9412,0.037648
base,2,54,10092,0.040368
base,2,55,10821,0.043284
base,2,56,11603,0.046412
base,2,57,12442,0.049768
base,2,58,13341,0.053364
base,2,59,14305,0.05722
base,2,60,15339,0.061356
base,2,61,16448,0.065792
base,2,62,17637,0.070548
base,2,63,18911,0.075644
base,2,64,20278,0.081112
base,2,65,21743,0.086972
base,2,66,23315,0.09326
base,2,67,24999,0.099996
base,2,68,26806,0.107224
base,2,69,28743,0.114972
base,2,70,30821,0.123284
base,2,71,33048,0.132192
base,2,72,35436,0.141744
base,2,73,37997,0.151988
base,2,74,40743,0.162972
base,2,75,43688,0.174752
base,2,76,46845,0.18738
base,2,77,50230,0.20092
base,2,78,53860,0.21544
base,2,79,57753,0.231012
base,2,80,61926,0.247704
base,2,81,66402,0.265608
base,2,82,71200,0.2848
base,2,83,76346,0.305384
base,2,84,81863,0.327452
base,2,85,87779,0.351116
base,2,86,94123,0.376492
base,2,87,100925,0.4037
base,2,88,108219,0.432876
base,2,89,116039,0.464156
base,2,90,124425,0.4977
base,2,91,133417,0.533668
base,2,92,143059,0.572236
base,2,93,153397,0.613588
base,2,94,164483,0.657932
base,2,95,176370,0.70548
base,2,96,189115,0.75646
base,2,97,202782,0.811128
base,2,98,217437,0.869748
base,2,99,233150,0.9326
base,2,100,249999,0.999996
base,3,0,0,0.0
base,3,1,249,0.000996
base,3,2,268,0.001072
base,3,3,287,0.001148
base,3,4,308,0.001232
base,3,5,330,0.00132
base,3,6,354,0.001416
base,3,7,379,0.001516
base,3,8,407,0.001628
base,3,9,436,0.001744
base,3,10,468,0.001872
base,3,11,502,0.002008
base,3,12,538,0.002152
base,3,13,577,0.002308
base,3,14,619,0.002476
base,3,15,664,0.002656
base,3,16,712,0.002848
base,3,17,763,0.003052
base,3,18,818,0.003272
base,3,19,877,0.003508
base,3,20,941,0.003764
base,3,21,1009,0.004036
base,3,22,1082,0.004328
base,3,23,1160,0.00464
base,3,24,1244,0.004976
base,3,25,1334,0.005336
base,3,26,1430,0.00572
base,3,27,1533,0.006132
base,3,28,1644,0.006576
base,3,29,1763,0.007052
base,3,30,1891,0.007564
base,3,31,2027,0.008108
base,3,32,2174,0.008696
base,3,33,2331,0.009324
base,3,34,2499,0.009996
base,3,35,2680,0.01072
base,3,36,2874,0.011496
base,3,37,3082,0.012328
base,3,38,3304,0.013216
base,3,39,3543,0.014172
base,3,40,3799,0.015196
base,3,41,4074,0.016296
base,3,42,4368,0.017472
base,3,43,4684,0.018736
base,3,44,5023,0.020092
base,3,45,5386,0.021544
base,3,46,5775,0.0231
base,3,47,6192,0.024768
base,3,48,6640,0.02656
base,3,49,7120,0.02848
base,3,50,7634,0.030536
base,3,51,8186,0.032744
base,3,52,8777,0.035108
base,3,53,9412,0.037648
base,3,54,10092,0.040368
base,3,55,10821,0.043284
base,3,56,11603,0.046412
base,3,57,12442,0.049768
base,3,58,13341,0.053364
base,3,59,14305,0.05722
base,3,60,15339,0.061356
base,3,61,16448,0.065792
base,3,62,17637,0.070548
base,3,63,18911,0.075644
base,3,64,20278,0.081112
base,3,65,21743,0.086972
base,3,66,23315,0.09326
base,3,67,24999,0.099996
base,3,68,26806,0.107224
base,3,69,28743,0.114972
base,3,70,30821,0.123284
base,3,71,33048,0.132192
base,3,72,35436,0.141744
base,3,73,37997,0.151988
base,3,74,40743,0.162972
base,3,75,43688,0.174752
base,3,76,46845,0.18738
base,3,77,50230,0.20092
base,3,78,53860,0.21544
base,3,79,57753,0.231012
base,3,80,61926,0.247704
base,3,81,66402,0.265608
base,3,82,71200,0.2848
base,3,83,76346,0.305384
base,3,84,81863,0.327452
base,3,85,87779,0.351116
base,3,86,94123,0.376492
base,3,87,100925,0.4037
base,3,88,108219,0.432876
base,3,89,116039,0.464156
base,3,90,124425,0.4977
base,3,91,133417,0.533668
base,3,92,143059,0.572236
base,3,93,153397,0.613588
base,3,94,164483,0.657932
base,3,95,176370,0.70548
base,3,96,189115,0.75646
base,3,97,202782,0.811128
base,3,98,217437,0.869748
base,3,99,233150,0.9326
base,3,100,249999,0.999996
base,4,0,0,0.0
base,4,1,249,0.000996
base,4,2,268,0.001072
base,4,3,287,0.001148
base,4,4,308,0.001232
base,4,5,330,0.00132
base,4,6,354,0.001416
base,4,7,379,0.001516
base,4,8,407,0.001628
base,4,9,436,0.001744
base,4,10,468,0.001872
base,4,11,502,0.002008
base,4,12,538,0.002152
base,4,13,577,0.002308
base,4,14,619,0.002476
base,4,15,664,0.002656
base,4,16,712,0.002848
base,4,17,763,0.003052
base,4,18,818,0.003272
base,4,19,877,0.003508
base,4,20,941,0.003764
base,4,21,1009,0.004036
base,4,22,1082,0.004328
base,4,23,1160,0.00464
base,4,24,1244,0.004976
base,4,25,1334,0.005336
base,4,26,1430,0.00572
base,4,27,1533,0.006132
base,4,28,1644,0.006576
base,4,29,1763,0.007052
base,4,30,1891,0.007564
base,4,31,2027,0.008108
base,4,32,2174,0.008696
base,4,33,2331,0.009324
base,4,34,2499,0.009996
base,4,35,2680,0.01072
base,4,36,2874,0.011496
base,4,37,3082,0.012328
base,4,38,3304,0.013216
base,4,39,3543,0.014172
base,4,40,3799,0.015196
base,4,41,4074,0.016296
base,4,42,4368,0.017472
base,4,43,4684,0.018736
base,4,44,5023,0.020092
base,4,45,5386,0.021544
base,4,46,5775,0.0231
base,4,47,6192,0.024768
base,4,48,6640,0.02656
base,4,49,7120,0.02848
base,4,50,7634,0.030536
base,4,51,8186,0.032744
base,4,52,8777,0.035108
base,4,53,9412,0.037648
base,4,54,10092,0.040368
base,4,55,10821,0.043284
base,4,56,11603,0.046412
base,4,57,12442,0.049768
base,4,58,13341,0.053364
base,4,59,14305,0.05722
base,4,60,15339,0.061356
base,4,61,16448,0.065792
base,4,62,17637,0.070548
base,4,63,18911,0.075644
base,4,64,20278,0.081112
base,4,65,21743,0.086972
base,4,66,23315,0.09326
base,4,67,24999,0.099996
base,4,68,26806,0.107224
base,4,69,28743,0.114972
base,4,70,30821,0.123284
base,4,71,33048,0.132192
base,4,72,35436,0.141744
base,4,73,37997,0.151988
base,4,74,40743,0.162972
base,4,75,43688,0.174752
base,4,76,46845,0.18738
base,4,77,50230,0.20092
base,4,78,53860,0.21544
base,4,79,57753,0.231012
base,4,80,61926,0.247704
base,4,81,66402,0.265608
base,4,82,71200,0.2848
base,4,83,76346,0.305384
base,4,84,81863,0.327452
base,4,85,87779,0.351116
base,4,86,94123,0.376492
base,4,87,100925,0.4037
base,4,88,108219,0.432876
base,4,89,116039,0.464156
base,4,90,124425,0.4977
base,4,91,133417,0.533668
base,4,92,143059,0.572236
base,4,93,153397,0.613588
base,4,94,164483,0.657932
base,4,95,176370,0.70548
base,4,96,189115,0.75646
base,4,97,202782,0.811128
base,4,98,217437,0.869748
base,4,99,233150,0.9326
base,4,100,249999,0.999996
base,5,0,0,0.0
base,5,1,249,0.000996
base,5,2,268,0.001072
base,5,3,287,0.001148
base,5,4,308,0.001232
base,5,5,330,0.00132
base,5,6,354,0.001416
base,5,7,379,0.001516
base,5,8,407,0.001628
base,5,9,436,0.001744
base,5,10,468,0.001872
base,5,11,502,0.002008
base,5,12,538,0.002152
base,5,13,577,0.002308
base,5,14,619,0.002476
base,5,15,664,0.002656
base,5,16,712,0.002848
base,5,17,763,0.003052
base,5,18,818,0.003272
base,5,19,877,0.003508
base,5,20,941,0.003764
base,5,21,1009,0.004036
base,5,22,1082,0.004328
base,5,23,1160,0.00464
base,5,24,1244,0.004976
base,5,25,1334,0.005336
base,5,26,1430,0.00572
base,5,27,1533,0.006132
base,5,28,1644,0.006576
base,5,29,1763,0.007052
base,5,30,1891,0.007564
base,5,31,2027,0.008108
base,5,32,2174,0.008696
base,5,33,2331,0.009324
base,5,34,2499,0.009996
base,5,35,2680,0.01072
base,5,36,2874,0.011496
base,5,37,3082,0.012328
base,5,38,3304,0.013216
base,5,39,3543,0.014172
base,5,40,3799,0.015196
base,5,41,4074,0.016296
base,5,42,4368,0.017472
base,5,43,4684,0.018736
base,5,44,5023,0.020092
base,5,45,5386,0.021544
base,5,46,5775,0.0231
base,5,47,6192,0.024768
base,5,48,6640,0.02656
base,5,49,7120,0.02848
base,5,50,7634,0.030536
base,5,51,8186,0.032744
base,5,52,8777,0.035108
base,5,53,9412,0.037648
base,5,54,10092,0.040368
base,5,55,10821,0.043284
base,5,56,11603,0.046412
base,5,57,12442,0.049768
base,5,58,13341,0.053364
base,5,59,14305,0.05722
base,5,60,15339,0.061356
base,5,61,16448,0.065792
base,5,62,17637,0.070548
base,5,63,18911,0.075644
base,5,64,20278,0.081112
base,5,65,21743,0.086972
base,5,66,23315,0.09326
base,5,67,24999,0.099996
base,5,68,26806,0.107224
base,5,69,28743,0.114972
base,5,70,30821,0.123284
base,5,71,33048,0.132192
base,5,72,35436,0.141744
base,5,73,37997,0.151988
base,5,74,40743,0.162972
base,5,75,43688,0.174752
base,5,76,46845,0.18738
base,5,77,50230,0.20092
base,5,78,53860,0.21544
base,5,79,57753,0.231012
base,5,80,61926,0.247704
base,5,81,66402,0.265608
base,5,82,71200,0.2848
base,5,83,76346,0.305384
base,5,84,81863,0.327452
base,5,85,87779,0.351116
base,5,86,94123,0.376492
base,5,87,100925,0.4037
base,5,88,108219,0.432876
base,5,89,116039,0.464156
base,5,90,124425,0.4977
base,5,91,133417,0.533668
base,5,92,143059,0.572236
base,5,93,153397,0.613588
base,5,94,164483,0.657932
base,5,95,176370,0.70548
base,5,96,189115,0.75646
base,5,97,202782,0.811128
base,5,98,217437,0.869748
base,5,99,233150,0.9326
base,5,100,249999,0.999996
base,6,0,0,0.0
base,6,1,249,0.000996
base,6,2,268,0.001072
base,6,3,287,0.001148
base,6,4,308,0.001232
base,6,5,330,0.00132
base,6,6,354,0.001416
base,6,7,379,0.001516
base,6,8,407,0.001628
base,6,9,436,0.001744
base,6,10,468,0.001872
base,6,11,502,0.002008
base,6,12,538,0.002152
base,6,13,577,0.002308
base,6,14,619,0.002476
base,6,15,664,0.002656
base,6,16,712,0.002848
base,6,17,763,0.003052
base,6,18,818,0.003272
base,6,19,877,0.003508
base,6,20,941,0.003764
base,6,21,1009,0.004036
base,6,22,1082,0.004328
base,6,23,1160,0.00464
base,6,24,1244,0.004976
base,6,25,1334,0.005336
base,6,26,1430,0.00572
base,6,27,1533,0.006132
base,6,28,1644,0.006576
base,6,29,1763,0.007052
base,6,30,1891,0.007564
base,6,31,2027,0.008108
base,6,32,2174,0.008696
base,6,33,2331,0.009324
base,6,34,2499,0.009996
base,6,35,2680,0.01072
base,6,36,2874,0.011496
base,6,37,3082,0.012328
base,6,38,3304,0.013216
base,6,39,3543,0.014172
base,6,40,3799,0.015196
base,6,41,4074,0.016296
base,6,42,4368,0.017472
base,6,43,4684,0.018736
base,6,44,5023,0.020092
base,6,45,5386,0.021544
base,6,46,5775,0.0231
base,6,47,6192,0.024768
base,6,48,6640,0.02656
base,6,49,7120,0.02848
base,6,50,7634,0.030536
base,6,51,8186,0.032744
base,6,52,8777,0.035108
base,6,53,9412,0.037648
base,6,54,10092,0.040368
base,6,55,10821,0.043284
base,6,56,11603,0.046412
base,6,57,12442,0.049768
base,6,58,13341,0.053364
base,6,59,14305,0.05722
base,6,60,15339,0.061356
base,6,61,16448,0.065792
base,6,62,17637,0.070548
base,6,63,18911,0.075644
base,6,64,20278,0.081112
base,6,65,21743,0.086972
base,6,66,23315,0.09326
base,6,67,24999,0.099996
base,6,68,26806,0.107224
base,6,69,28743,0.114972
base,6,70,30821,0.123284
base,6,71,33048,0.132192
base,6,72,35436,0.141744
base,6,73,37997,0.151988
base,6,74,40743,0.162972
base,6,75,43688,0.174752
base,6,76,46845,0.18738
base,6,77,50230,0.20092
base,6,78,53860,0.21544
base,6,79,57753,0.231012
base,6,80,61926,0.247704
base,6,81,66402,0.265608
base,6,82,71200,0.2848
base,6,83,76346,0.305384
base,6,84,81863,0.327452
base,6,85,87779,0.351116
base,6,86,94123,0.376492
base,6,87,100925,0.4037
base,6,88,108219,0.432876
base,6,89,116039,0.464156
base,6,90,124425,0.4977
base,6,91,133417,0.533668
base,6,92,143059,0.572236
base,6,93,153397,0.613588
base,6,94,164483,0.657932
base,6,95,176370,0.70548
base,6,96,189115,0.75646
base,6,97,202782,0.811128
base,6,98,217437,0.869748
base,6,99,233150,0.9326
base,6,100,249999,0.999996
base,7,0,0,0.0
base,7,1,249,0.000996
base,7,2,268,0.001072
base,7,3,287,0.001148
base,7,4,308,0.001232
base,7,5,330,0.00132
base,7,6,354,0.001416
base,7,7,379,0.001516
base,7,8,407,0.001628
base,7,9,436,0.001744
base,7,10,468,0.001872
base,7,11,502,0.002008
base,7,12,538,0.002152
base,7,13,577,0.002308
base,7,14,619,0.002476
base,7,15,664,0.002656
base,7,16,712,0.002848
base,7,17,763,0.003052
base,7,18,818,0.003272
base,7,19,877,0.003508
base,7,20,941,0.003764
base,7,21,1009,0.004036
base,7,22,1082,0.004328
base,7,23,1160,0.00464
base,7,24,1244,0.004976
base,7,25,1334,0.005336
base,7,26,1430,0.00572
base,7,27,1533,0.006132
base,7,28,1644,0.006576
base,7,29,1763,0.007052
base,7,30,1891,0.007564
base,7,31,2027,0.008108
base,7,32,2174,0.008696
base,7,33,2331,0.009324
base,7,34,2499,0.009996
base,7,35,2680,0.01072
base,7,36,2874,0.011496
base,7,37,3082,0.012328
base,7,38,3304,0.013216
base,7,39,3543,0.014172
base,7,40,3799,0.015196
base,7,41,4074,0.016296
base,7,42,4368,0.017472
base,7,43,4684,0.018736
base,7,44,5023,0.020092
base,7,45,5386,0.021544
base,7,46,5775,0.0231
base,7,47,6192,0.024768
base,7,48,6640,0.02656
base,7,49,7120,0.02848
base,7,50,7634,0.030536
base,7,51,8186,0.032744
base,7,52,8777,0.035108
base,7,53,9412,0.037648
base,7,54,10092,0.040368
base,7,55,10821,0.043284
base,7,56,11603,0.046412
base,7,57,12442,0.049768
base,7,58,13341,0.053364
base,7,59,14305,0.05722
base,7,60,15339,0.061356
base,7,61,16448,0.065792
base,7,62,17637,0.070548
base,7,63,18911,0.075644
base,7,64,20278,0.081112
base,7,65,21743,0.086972
base,7,66,23315,0.09326
base,7,67,24999,0.099996
base,7,68,26806,0.107224
base,7,69,28743,0.114972
base,7,70,30821,0.123284
base,7,71,33048,0.132192
base,7,72,35436,0.141744
base,7,73,37997,0.151988
base,7,74,40743,0.162972
base,7,75,43688,0.174752
base,7,76,46845,0.18738
base,7,77,50230,0.20092
base,7,78,53860,0.21544
base,7,79,57753,0.231012
base,7,80,61926,0.247704
base,7,81,66402,0.265608
base,7,82,71200,0.2848
base,7,83,76346,0.305384
base,7,84,81863,0.327452
base,7,85,87779,0.351116
base,7,86,94123,0.376492
base,7,87,100925,0.4037
base,7,88,108219,0.432876
base,7,89,116039,0.464156
base,7,90,124425,0.4977
base,7,91,133417,0.533668
base,7,92,143059,0.572236
base,7,93,153397,0.613588
base,7,94,164483,0.657932
base,7,95,176370,0.70548
base,7,96,189115,0.75646
base,7,97,202782,0.811128
base,7,98,217437,0.869748
base,7,99,233150,0.9326
base,7,100,249999,0.999996
base,8,0,0,0.0
base,8,1,249,0.000996
base,8,2,268,0.001072
base,8,3,287,0.001148
base,8,4,308,0.001232
base,8,5,330,0.00132
base,8,6,354,0.001416
base,8,7,379,0.001516
base,8,8,407,0.001628
base,8,9,436,0.001744
base,8,10,468,0.001872
base,8,11,502,0.002008
base,8,12,538,0.002152
base,8,13,577,0.002308
base,8,14,619,0.002476
base,8,15,664,0.002656
base,8,16,712,0.002848
base,8,17,763,0.003052
base,8,18,818,0.003272
base,8,19,877,0.003508
base,8,20,941,0.003764
base,8,21,1009,0.004036
base,8,22,1082,0.004328
base,8,23,1160,0.00464
base,8,24,1244,0.004976
base,8,25,1334,0.005336
base,8,26,1430,0.00572
base,8,27,1533,0.006132
base,8,28,1644,0.006576
base,8,29,1763,0.007052
base,8,30,1891,0.007564
base,8,31,2027,0.008108
base,8,32,2174,0.008696
base,8,33,2331,0.009324
base,8,34,2499,0.009996
base,8,35,2680,0.01072
base,8,36,2874,0.011496
base,8,37,3082,0.012328
base,8,38,3304,0.013216
base,8,39,3543,0.014172
base,8,40,3799,0.015196
base,8,41,4074,0.016296
base,8,42,4368,0.017472
base,8,43,4684,0.018736
base,8,44,5023,0.020092
base,8,45,5386,0.021544
base,8,46,5775,0.0231
base,8,47,6192,0.024768
base,8,48,6640,0.02656
base,8,49,7120,0.02848
base,8,50,7634,0.030536
base,8,51,8186,0.032744
base,8,52,8777,0.035108
base,8,53,9412,0.037648
base,8,54,10092,0.040368
base,8,55,10821,0.043284
base,8,56,11603,0.046412
base,8,57,12442,0.049768
base,8,58,13341,0.053364
base,8,59,14305,0.05722
base,8,60,15339,0.061356
base,8,61,16448,0.065792
base,8,62,17637,0.070548
base,8,63,18911,0.075644
base,8,64,20278,0.081112
base,8,65,21743,0.086972
base,8,66,23315,0.09326
base,8,67,24999,0.099996
base,8,68,26806,0.107224
base,8,69,28743,0.114972
base,8,70,30821,0.123284
base,8,71,33048,0.132192
base,8,72,35436,0.141744
base,8,73,37997,0.151988
base,8,74,40743,0.162972
base,8,75,43688,0.174752
base,8,76,46845,0.18738
base,8,77,50230,0.20092
base,8,78,53860,0.21544
base,8,79,57753,0.231012
base,8,80,61926,0.247704
base,8,81,66402,0.265608
base,8,82,71200,0.2848
base,8,83,76346,0.305384
base,8,84,81863,0.327452
base,8,85,87779,0.351116
base,8,86,94123,0.376492
base,8,87,100925,0.4037
base,8,88,108219,0.432876
base,8,89,116039,0.464156
base,8,90,124425,0.4977
base,8,91,133417,0.533668
base,8,92,143059,0.572236
base,8,93,153397,0.613588
base,8,94,164483,0.657932
base,8,95,176370,0.70548
base,8,96,189115,0.75646
base,8,97,202782,0.811128
base,8,98,217437,0.869748
base,8,99,233150,0.9326
base,8,100,249999,0.999996
base,9,0,0,0.0
base,9,1,249,0.000996
base,9,2,268,0.001072
base,9,3,287,0.001148
base,9,4,308,0.001232
base,9,5,330,0.00132
base,9,6,354,0.001416
base,9,7,379,0.001516
base,9,8,407,0.001628
base,9,9,436,0.001744
base,9,10,468,0.001872
base,9,11,502,0.002008
base,9,12,538,0.002152
base,9,13,577,0.002308
base,9,14,619,0.002476
base,9,15,664,0.002656
base,9,16,712,0.002848
base,9,17,763,0.003052
base,9,18,818,0.003272
base,9,19,877,0.003508
base,9,20,941,0.003764
base,9,21,1009,0.004036
base,9,22,1082,0.004328
base,9,23,1160,0.00464
base,9,24,1244,0.004976
base,9,25,1334,0.005336
base,9,26,1430,0.00572
base,9,27,1533,0.006132
base,9,28,1644,0.006576
base,9,29,1763,0.007052
base,9,30,1891,0.007564
base,9,31,2027,0.008108
base,9,32,2174,0.008696
base,9,33,2331,0.009324
base,9,34,2499,0.009996
base,9,35,2680,0.01072
base,9,36,2874,0.011496
base,9,37,3082,0.012328
base,9,38,3304,0.013216
base,9,39,3543,0.014172
base,9,40,3799,0.015196
base,9,41,4074,0.016296
base,9,42,4368,0.017472
base,9,43,4684,0.018736
base,9,44,5023,0.020092
base,9,45,5386,0.021544
base,9,46,5775,0.0231
base,9,47,6192,0.024768
base,9,48,6640,0.02656
base,9,49,7120,0.02848
base,9,50,7634,0.030536
base,9,51,8186,0.032744
base,9,52,8777,0.035108
base,9,53,9412,0.037648
base,9,54,10092,0.040368
base,9,55,10821,0.043284
base,9,56,11603,0.046412
base,9,57,12442,0.049768
base,9,58,13341,0.053364
base,9,59,14305,0.05722
base,9,60,15339,0.061356
base,9,61,16448,0.065792
base,9,62,17637,0.070548
base,9,63,18911,0.075644
base,9,64,20278,0.081112
base,9,65,21743,0.086972
base,9,66,23315,0.09326
base,9,67,24999,0.099996
base,9,68,26806,0.107224
base,9,69,28743,0.114972
base,9,70,30821,0.123284
base,9,71,33048,0.132192
base,9,72,35436,0.141744
base,9,73,37997,0.151988
base,9,74,40743,0.162972
base,9,75,43688,0.174752
base,9,76,46845,0.18738
base,9,77,50230,0.20092
base,9,78,53860,0.21544
base,9,79,57753,0.231012
base,9,80,61926,0.247704
base,9,81,66402,0.265608
base,9,82,71200,0.2848
base,9,83,76346,0.305384
base,9,84,81863,0.327452
base,9,85,87779,0.351116
base,9,86,94123,0.376492
base,9,87,100925,0.4037
base,9,88,108219,0.432876
base,9,89,116039,0.464156
base,9,90,124425,0.4977
base,9,91,133417,0.533668
base,9,92,143059,0.572236
base,9,93,153397,0.613588
base,9,94,164483,0.657932
base,9,95,176370,0.70548
base,9,96,189115,0.75646
base,9,97,202782,0.811128
base,9,98,217437,0.869748
base,9,99,233150,0.9326
base,9,100,249999,0.999996
lr_low,0,0,0,0.0
