metric_family,threshold,condition,stratum,n,n_tasks,acquisition_rate,mean_acquired_at,time_spearman_frequency,time_sign_ok_frequency,final_spearman_frequency,time_spearman_reference_learnability,time_sign_ok_reference_learnability,final_spearman_reference_learnability,time_spearman_formal_utility,time_sign_ok_formal_utility,final_spearman_formal_utility
token_accuracy,0.7,base,all,250,25,0.572,69669.59440559441,-0.43069296064162776,True,0.36616412862246256,-0.6715729048252915,False,0.2923289310228125,-0.02685836274182685,True,0.14808552213655474
token_accuracy,0.7,base,true_tasks_atomic_composite,160,16,0.725,53528.275862068964,-0.3524699115270129,True,0.4854541573248006,-0.5165666977051387,False,0.309720477461373,0.16505375940431252,False,-0.02858234715085029
token_accuracy,0.7,batch_large,all,250,25,0.516,85202.35658914728,-0.40922776516477705,True,0.32247082940993604,-0.6172904974661291,False,0.2837845145963018,-0.046419995445364313,True,0.13627901400132597
token_accuracy,0.7,batch_large,true_tasks_atomic_composite,160,16,0.675,65099.851851851854,-0.2969460123743754,True,0.44720592798299585,-0.4283519827138021,False,0.31264173967253356,0.11912375429271109,False,-0.050292333863854545
token_accuracy,0.7,batch_small,all,250,25,0.624,53331.692307692305,-0.3703207925039167,True,0.36909602678106257,-0.633073222134675,False,0.28325107717613696,-0.07759052847000134,True,0.14910811244790514
token_accuracy,0.7,batch_small,true_tasks_atomic_composite,160,16,0.7625,38895.2131147541,-0.33792428605673974,True,0.45730918406111165,-0.48624878885548806,False,0.30720691703912223,0.1485636421887772,False,-0.0289587151097542
token_accuracy,0.7,lr_high,all,250,25,0.624,55118.769230769234,-0.3491572074138618,True,0.3654426531752875,-0.624915468622277,False,0.290704480896149,-0.07445577435024395,True,0.13246603029246756
token_accuracy,0.7,lr_high,true_tasks_atomic_composite,160,16,0.7625,39822.688524590165,-0.3180868088253748,True,0.4471725731449486,-0.46333847061085054,False,0.3236012986040193,0.13438418351754147,False,-0.06119265158783124
token_accuracy,0.7,lr_low,all,250,25,0.488,73226.4918032787,-0.37358953544817114,True,0.31868673554565907,-0.6089967361542671,False,0.29185432091499464,-0.04790557854911107,True,0.11928042337395842
token_accuracy,0.7,lr_low,true_tasks_atomic_composite,160,16,0.65,55478.153846153844,-0.24292973939807788,True,0.45415073570717784,-0.4104324667830259,False,0.33634855524164586,0.12468277530250962,False,-0.08727739868759421
token_accuracy,0.7,wd_zero,all,250,25,0.58,69263.00689655173,-0.43420223776190575,True,0.3581649223066215,-0.6566279751123558,False,0.2966875705432709,-0.042784022620566936,True,0.14530364765667322
token_accuracy,0.7,wd_zero,true_tasks_atomic_composite,160,16,0.73125,52869.470085470086,-0.36312305174066056,True,0.4584576213899255,-0.49398340177038946,False,0.3171393843760602,0.16501732853628948,False,-0.03909762706517913
