component,composite,unrelated_control,fake_component_control,surface_control,same_operation_control,different_operation_control
A05_substitute,C06_reverse_then_substitute_05_07,U01_unrelated_substitute,K00_shortcut_for_A02_substitute,S02_surface_rotate,U01_unrelated_substitute,A04_reverse
