model_name,metric,composite_slice_id,component_ids,n_components_found,composite_final,component_mean_final,composite_minus_component_final,composite_delta,component_mean_delta,composite_minus_component_delta
fake,accuracy,easy_add_then_compare,easy_add_1d;easy_compare_1d,2,0.3,0.36,-0.06,0.09999999999999998,0.15999999999999998,-0.06
fake,accuracy,easy_reverse_then_copy,easy_reverse_two_words;easy_copy_word,2,0.3,0.36,-0.06,0.09999999999999998,0.15999999999999998,-0.06
fake,mean_logprob_correct,easy_add_then_compare,easy_add_1d;easy_compare_1d,2,-2.7,-2.64,-0.06000000000000005,0.09999999999999964,0.1599999999999997,-0.06000000000000005
fake,mean_logprob_correct,easy_reverse_then_copy,easy_reverse_two_words;easy_copy_word,2,-2.7,-2.64,-0.06000000000000005,0.09999999999999964,0.1599999999999997,-0.06000000000000005
fake,mean_correct_margin,easy_add_then_compare,easy_add_1d;easy_compare_1d,2,-0.2,-0.14,-0.06,0.09999999999999998,0.15999999999999998,-0.06
fake,mean_correct_margin,easy_reverse_then_copy,easy_reverse_two_words;easy_copy_word,2,-0.2,-0.14,-0.06,0.09999999999999998,0.15999999999999998,-0.06
fake,mean_correct_mrr,easy_add_then_compare,easy_add_1d;easy_compare_1d,2,0.325,0.3399999999999999,-0.014999999999999902,0.025000000000000022,0.039999999999999925,-0.014999999999999902
fake,mean_correct_mrr,easy_reverse_then_copy,easy_reverse_two_words;easy_copy_word,2,0.325,0.3399999999999999,-0.014999999999999902,0.025000000000000022,0.039999999999999925,-0.014999999999999902
fake,mean_logprob_margin,easy_add_then_compare,easy_add_1d;easy_compare_1d,2,0.2,0.2,0.0,0.2,0.2,0.0
fake,mean_logprob_margin,easy_reverse_then_copy,easy_reverse_two_words;easy_copy_word,2,0.2,0.2,0.0,0.2,0.2,0.0
