model_name,metric,group,n,mean_final,mean_delta,mean_auc,rho_frequency_proxy_final,rho_frequency_proxy_delta,rho_frequency_proxy_auc,rho_reference_learnability_final,rho_reference_learnability_delta,rho_reference_learnability_auc,rho_formal_utility_final,rho_formal_utility_delta,rho_formal_utility_auc,rho_composition_depth_final,rho_composition_depth_delta,rho_composition_depth_auc,rho_answer_entropy_proxy_final,rho_answer_entropy_proxy_delta,rho_answer_entropy_proxy_auc
EleutherAI/pythia-70m,accuracy,all,29,0.2435344827586207,-0.009698275862068966,0.24380387931034483,-0.26157292995274795,-0.12852715556870395,-0.24082011153029467,0.19494899228663848,0.07592896509822317,0.1966022107746174,-0.11376818354893346,-0.025442017827556285,-0.10926265827155532,0.2614565028596529,0.0783492736824183,0.23026673315444487,,,
EleutherAI/pythia-70m,accuracy,atomic,16,0.2314453125,-0.0185546875,0.236083984375,0.17418674119344063,0.10969892739860977,0.18564954596214775,-0.20342975303995736,-0.2125294415206813,-0.12927548460323068,0.3529617248107587,0.20425553503525326,0.30295635614632077,,,,,,
EleutherAI/pythia-70m,accuracy,composite,10,0.2625,0.0046875,0.255078125,-0.7252655751047242,-0.4976037353857526,-0.6152206645202093,0.6343251037002147,0.6690394128579379,0.41915112593299353,,,,,,,,,
EleutherAI/pythia-70m,accuracy,true_atomic_composite,26,0.24338942307692307,-0.009615384615384616,0.24338942307692307,-0.26739413845929033,-0.11214977457710042,-0.25155616474964554,0.2547463499720719,0.09872284023307935,0.25825952420716297,-0.10353544833135937,0.004462734841868939,-0.09093603554005972,0.28607582602929243,0.08476320771238294,0.2587840602484131,,,
EleutherAI/pythia-70m,mean_correct_margin,all,29,-0.8214245524000505,-0.21701643365467416,-1.0207101767400986,-0.26619171335102837,-0.19883901936825654,-0.42144957778925607,0.3990644283941236,0.3119238087944142,0.4827392278961173,-0.12865712726666115,-0.09590804032605647,-0.2380806637904275,0.4508971841525423,0.3555150875048892,0.5983058789716427,,,
EleutherAI/pythia-70m,mean_correct_margin,atomic,16,-0.8647830521222204,-0.2450742998626083,-1.0781513412366621,-0.06428372764477047,-0.10464792872404495,0.1420221889826324,0.08605682240200516,0.05489831773921019,-0.06231700932558994,0.12222646627042817,0.02597312408246599,0.3819577070950881,,,,,,
EleutherAI/pythia-70m,mean_correct_margin,composite,10,-0.6220203433185816,-0.03217537589371204,-0.8873707191552966,0.16162704595880897,0.1099063912519901,-0.24567310985738966,-0.012546646533497349,0.050186586133989394,0.307392840070685,,,,,,,,,
EleutherAI/pythia-70m,mean_correct_margin,true_atomic_composite,26,-0.7714127795054362,-0.16319009833610976,-1.0047741788976754,-0.331275879484933,-0.2634366401309498,-0.45834531766574405,0.3485611657103392,0.2565272815621905,0.47356241134439186,-0.29941944014274685,-0.2557319061717411,-0.35518320301630707,0.4110960958218893,0.3056868404829433,0.5797509043642028,,,
EleutherAI/pythia-70m,mean_correct_mrr,all,29,0.5181393678160919,-0.006196120689655187,0.5190822557471264,-0.29173252365629676,-0.13930351829937768,-0.39165958078305035,0.2215922190381511,0.08380890072001582,0.35727103024810286,-0.1368612548741435,-0.039771646715563075,-0.17988221913182775,0.2948537039069397,0.09972992926264135,0.39458363316958106,,,
EleutherAI/pythia-70m,mean_correct_mrr,atomic,16,0.5074055989583333,-0.015299479166666678,0.5126546223958333,0.16157565365547147,0.049334023541335474,0.028404437796526485,-0.17224033870766173,-0.13650392518938748,-0.011869906538207608,0.40440872286540225,0.24139727088409568,0.41098649283431476,,,,,,
