condition,seed,task_name,kind,acquired_at,threshold,patience,metric,final_metric,final_accuracy,final_balanced_accuracy,candidate_seed,metric_family,analysis_threshold
baseline,0,A00_copy,atomic,11008.0,0.7,2,token_accuracy,0.9847005605697632,0.908203125,0.908203125,0,token_accuracy,0.7
baseline,0,A01_reverse,atomic,,0.7,2,token_accuracy,0.6923828125,0.015625,0.015625,0,token_accuracy,0.7
baseline,0,A02_substitute,atomic,,0.7,2,token_accuracy,0.5240885615348816,0.001953125,0.001953125,0,token_accuracy,0.7
baseline,0,A03_copy,atomic,11008.0,0.7,2,token_accuracy,0.9833984375,0.900390625,0.900390625,0,token_accuracy,0.7
baseline,0,A04_reverse,atomic,,0.7,2,token_accuracy,0.6907552480697632,0.005859375,0.005859375,0,token_accuracy,0.7
baseline,0,A05_substitute,atomic,,0.7,2,token_accuracy,0.01985677145421505,0.0,0.0,0,token_accuracy,0.7
baseline,0,A06_copy,atomic,11008.0,0.7,2,token_accuracy,0.9840494990348816,0.91015625,0.91015625,0,token_accuracy,0.7
baseline,0,A07_reverse,atomic,,0.7,2,token_accuracy,0.6904296875,0.02734375,0.02734375,0,token_accuracy,0.7
baseline,0,C00_reverse_then_substitute_01_06,composite,,0.7,2,token_accuracy,0.6884765625,0.005859375,0.005859375,0,token_accuracy,0.7
baseline,0,C01_substitute_then_reverse_03_04,composite,,0.7,2,token_accuracy,0.6845703125,0.015625,0.015625,0,token_accuracy,0.7
baseline,0,C02_copy_then_substitute_04_07,composite,11008.0,0.7,2,token_accuracy,0.9853515625,0.91796875,0.91796875,0,token_accuracy,0.7
baseline,0,C03_reverse_then_substitute_01_06,composite,,0.7,2,token_accuracy,0.6930338740348816,0.017578125,0.017578125,0,token_accuracy,0.7
baseline,0,C04_substitute_then_reverse_02_06,composite,,0.7,2,token_accuracy,0.5348307490348816,0.00390625,0.00390625,0,token_accuracy,0.7
baseline,0,C05_copy_then_substitute_05_07,composite,,0.7,2,token_accuracy,0.0830078125,0.0,0.0,0,token_accuracy,0.7
baseline,0,C06_reverse_then_substitute_06_00,composite,11008.0,0.7,2,token_accuracy,0.9830729365348816,0.900390625,0.900390625,0,token_accuracy,0.7
baseline,0,C07_substitute_then_reverse_02_00,composite,,0.7,2,token_accuracy,0.5263671875,0.0,0.0,0,token_accuracy,0.7
baseline,0,K00_shortcut_for_A03_copy,shortcut,11008.0,0.7,2,token_accuracy,0.986328125,0.91796875,0.91796875,0,token_accuracy,0.7
baseline,0,K01_shortcut_for_A00_copy,shortcut,11008.0,0.7,2,token_accuracy,0.9860026240348816,0.916015625,0.916015625,0,token_accuracy,0.7
baseline,0,K02_shortcut_for_A00_copy,shortcut,11008.0,0.7,2,token_accuracy,0.9879557490348816,0.9296875,0.9296875,0,token_accuracy,0.7
baseline,0,S00_surface_rotate,surface_control,,0.7,2,token_accuracy,0.2132161557674408,0.0,0.0,0,token_accuracy,0.7
baseline,0,S01_surface_rotate,surface_control,,0.7,2,token_accuracy,0.2161458432674408,0.0,0.0,0,token_accuracy,0.7
baseline,0,S02_surface_rotate,surface_control,,0.7,2,token_accuracy,0.2600911557674408,0.0,0.0,0,token_accuracy,0.7
baseline,0,U00_unrelated_substitute,unrelated,,0.7,2,token_accuracy,0.5322265625,0.0,0.0,0,token_accuracy,0.7
baseline,0,U01_unrelated_substitute,unrelated,,0.7,2,token_accuracy,0.5299479365348816,0.0078125,0.0078125,0,token_accuracy,0.7
baseline,0,U02_unrelated_substitute,unrelated,,0.7,2,token_accuracy,0.0322265625,0.0,0.0,0,token_accuracy,0.7
baseline,1,A00_copy,atomic,11008.0,0.7,2,token_accuracy,0.9853515625,0.912109375,0.912109375,0,token_accuracy,0.7
baseline,1,A01_reverse,atomic,,0.7,2,token_accuracy,0.6516927480697632,0.015625,0.015625,0,token_accuracy,0.7
baseline,1,A02_substitute,atomic,,0.7,2,token_accuracy,0.5016276240348816,0.0,0.0,0,token_accuracy,0.7
baseline,1,A03_copy,atomic,11008.0,0.7,2,token_accuracy,0.9856771230697632,0.9140625,0.9140625,0,token_accuracy,0.7
baseline,1,A04_reverse,atomic,,0.7,2,token_accuracy,0.6695963740348816,0.013671875,0.013671875,0,token_accuracy,0.7
baseline,1,A05_substitute,atomic,,0.7,2,token_accuracy,0.017578125,0.0,0.0,0,token_accuracy,0.7
baseline,1,A06_copy,atomic,11008.0,0.7,2,token_accuracy,0.9899088740348816,0.939453125,0.939453125,0,token_accuracy,0.7
baseline,1,A07_reverse,atomic,,0.7,2,token_accuracy,0.6650390625,0.0078125,0.0078125,0,token_accuracy,0.7
baseline,1,C00_reverse_then_substitute_01_06,composite,,0.7,2,token_accuracy,0.650390625,0.01171875,0.01171875,0,token_accuracy,0.7
