n_rows,design_condition_number,vif_frequency,vif_reference_learnability,vif_formal_utility,pearson_frequency__reference_learnability,spearman_frequency__reference_learnability,binned_mi_frequency__reference_learnability,pearson_frequency__formal_utility,spearman_frequency__formal_utility,binned_mi_frequency__formal_utility,pearson_reference_learnability__formal_utility,spearman_reference_learnability__formal_utility,binned_mi_reference_learnability__formal_utility,n_tasks,n_atomic,n_composite,n_controls,frequency_sum,utility_nonzero_rate,attempts_used,passed
32.0,1.2168826002741089,1.0176594164231891,1.038881085498461,1.0231623939490269,0.12507257629070936,0.1605717857824988,0.12206911075449892,0.022817133375717606,0.12565083937321014,0.0,-0.14469766790600727,-0.25379008771672384,0.0,32.0,12.0,8.0,12.0,1.0,0.21875,1.0,True
