condition,task_name,kind,frequency,reference_learnability,formal_utility,n_seeds,acquisition_rate,mean_acquired_at,median_acquired_at,std_acquired_at,mean_final_balanced_accuracy
baseline,C06_and_10_08,composite,0.0054609312963578,3.5,0.0,5,0.0,,,,0.5549802485853433
baseline,C07_or_02_00,composite,0.0072393837382197,3.5,0.0,5,0.0,,,,0.5786217698827386
baseline,C08_or_00_10,composite,0.0190918667375778,3.5,0.0,5,0.0,,,,0.5261469192802906
baseline,C09_or_03_00,composite,0.0151578972284238,3.5,0.0,5,0.0,,,,0.513212356902659
baseline,K00_shortcut_for_05_bit18,shortcut,0.0053663352815135,1.0,0.0,5,0.0,,,,0.6300340026617051
baseline,S00_surface_xor_13_2,surface_control,0.0267859908098856,2.0,0.0,5,0.0,,,,0.5238823145627975
baseline,S01_surface_xor_9_46,surface_control,0.0063318125753807,2.0,0.0,5,0.0,,,,0.507571691274643
baseline,S02_surface_xor_8_39,surface_control,0.0363537584661327,2.0,0.0,5,0.0,,,,0.534956993162632
baseline,S03_surface_xor_21_47,surface_control,0.0644833390174673,2.0,0.0,5,0.0,,,,0.5442568272352218
baseline,U00_xor2_12_37,unrelated,0.0885329899092662,2.5,0.0,5,0.0,,,,0.6682154834270477
baseline,U01_or_bits_46_28,unrelated,0.0109942415976781,2.0,0.0,5,0.0,,,,0.7289728045463562
baseline,U02_xor2_1_29,unrelated,0.0191323914191892,2.5,0.0,5,0.0,,,,0.52731301933527
baseline,U03_and_bits_37_42,unrelated,0.0255579994341263,2.0,0.0,5,0.0,,,,0.6890518754720688
corrupt_component,K03_shortcut_for_09_bit29,shortcut,0.0848338361054499,1.0,0.0,5,1.0,50176.0,48128.0,4096.0,1.0
corrupt_component,A05_not_bit_33,atomic,0.0495112951163322,1.0,0.0451018450785472,5,1.0,63488.0,60416.0,5258.9154775485795,0.9993061780929565
corrupt_component,C02_and_05_06,composite,0.0225858123596795,3.0,0.0,5,1.0,76288.0,76288.0,5970.894740321588,0.9579908132553101
corrupt_component,A06_or_bits_46_41,atomic,0.0760859123718199,2.0,0.0298727511249736,5,1.0,79155.2,80384.0,6075.349800628767,0.998097687959671
corrupt_component,K01_shortcut_for_02_bit46,shortcut,0.0187980761502135,1.0,0.0,5,1.0,83148.8,84480.0,5165.874485505818,0.9638058364391326
corrupt_component,A02_or_bits_19_44,atomic,0.0378959400312156,2.0,0.0145263225035138,5,0.6,104960.0,104448.0,2850.695353768971,0.9102998793125152
corrupt_component,A04_bit_8,atomic,0.0230508666716711,1.0,0.0,5,0.8,108800.0,107264.0,5162.490355116091,0.9354212701320648
corrupt_component,C00_and_02_06,composite,0.0072869387652941,3.0,0.0,5,0.2,118272.0,118272.0,,0.8515774428844451
corrupt_component,A00_xor2_12_26,atomic,0.0183751008089589,2.5,0.0608429621310642,5,0.0,,,,0.5568766891956329
corrupt_component,A01_and_bits_31_32,atomic,0.0328079550222265,2.0,0.0,5,0.0,,,,0.7057624161243439
corrupt_component,A03_xor2_18_17,atomic,0.0143032623707168,2.5,0.0151578972284238,5,0.0,,,,0.5194939598441124
corrupt_component,A07_bit_10,atomic,0.0390855829401995,1.0,0.0123853745835715,5,0.0,,,,0.6429147779941559
corrupt_component,A08_bit_22,atomic,0.0071735574455122,1.0,0.0367941445986432,5,0.0,,,,0.7973207354545593
corrupt_component,A09_xor2_22_5,atomic,0.0678243360990089,2.5,0.0193538144268427,5,0.0,,,,0.5848035663366318
corrupt_component,A10_xor2_9_25,atomic,0.0612608757851842,2.5,0.0660166694715173,5,0.0,,,,0.5996159523725509
corrupt_component,A11_eq2_30_27,atomic,0.0234210627492732,2.0,0.0,5,0.0,,,,0.5121321544051171
corrupt_component,C01_and_00_09,composite,0.0193538144268427,3.5,0.0,5,0.0,,,,0.5248482854105532
corrupt_component,C03_and_10_08,composite,0.0313332133022853,3.5,0.0,5,0.0,,,,0.6049463119357824
corrupt_component,C04_or_05_10,composite,0.0101306581352962,3.5,0.0,5,0.0,,,,0.7192224323749542
corrupt_component,C05_and_07_05,composite,0.0123853745835715,2.0,0.0,5,0.0,,,,0.7461607277393341
corrupt_component,C06_and_10_08,composite,0.0054609312963578,3.5,0.0,5,0.0,,,,0.5589081661775708
corrupt_component,C07_or_02_00,composite,0.0072393837382197,3.5,0.0,5,0.0,,,,0.5587901826947927
corrupt_component,C08_or_00_10,composite,0.0190918667375778,3.5,0.0,5,0.0,,,,0.5216352078132331
corrupt_component,C09_or_03_00,composite,0.0151578972284238,3.5,0.0,5,0.0,,,,0.5097794391214847
corrupt_component,K00_shortcut_for_05_bit18,shortcut,0.0053663352815135,1.0,0.0,5,0.0,,,,0.6135356992483139
corrupt_component,K02_shortcut_for_02_bit12,shortcut,0.0120075912480278,1.0,0.0,5,0.0,,,,0.8448365926742554
corrupt_component,S00_surface_xor_13_2,surface_control,0.0267859908098856,2.0,0.0,5,0.0,,,,0.5289525434374809
corrupt_component,S01_surface_xor_9_46,surface_control,0.0063318125753807,2.0,0.0,5,0.0,,,,0.5089709162712097
corrupt_component,S02_surface_xor_8_39,surface_control,0.0363537584661327,2.0,0.0,5,0.0,,,,0.5420448929071426
corrupt_component,S03_surface_xor_21_47,surface_control,0.0644833390174673,2.0,0.0,5,0.0,,,,0.5497928872704506
corrupt_component,U00_xor2_12_37,unrelated,0.0885329899092662,2.5,0.0,5,0.0,,,,0.6435659617185593
corrupt_component,U01_or_bits_46_28,unrelated,0.0109942415976781,2.0,0.0,5,0.0,,,,0.7032750561833382
corrupt_component,U02_xor2_1_29,unrelated,0.0191323914191892,2.5,0.0,5,0.0,,,,0.5356621682643891
corrupt_component,U03_and_bits_37_42,unrelated,0.0255579994341263,2.0,0.0,5,0.0,,,,0.6659276578575373
corrupt_unrelated_matched,K03_shortcut_for_09_bit29,shortcut,0.0848338361054499,1.0,0.0,5,1.0,48537.6,48128.0,2670.265305171005,1.0
corrupt_unrelated_matched,A05_not_bit_33,atomic,0.0495112951163322,1.0,0.0451018450785472,5,1.0,60620.8,58368.0,6107.625659779748,0.9996023297309875
corrupt_unrelated_matched,A07_bit_10,atomic,0.0390855829401995,1.0,0.0123853745835715,5,1.0,75468.8,74240.0,2747.6803307517416,0.9982454061508179
corrupt_unrelated_matched,A06_or_bits_46_41,atomic,0.0760859123718199,2.0,0.0298727511249736,5,1.0,76697.6,76288.0,5301.116561631144,0.999505490064621
corrupt_unrelated_matched,C02_and_05_06,composite,0.0225858123596795,3.0,0.0,5,1.0,76697.6,74240.0,7440.753510229996,0.9635710537433624
corrupt_unrelated_matched,K01_shortcut_for_02_bit46,shortcut,0.0187980761502135,1.0,0.0,5,1.0,80691.2,82432.0,5165.8744855058185,0.9788549661636352
corrupt_unrelated_matched,A02_or_bits_19_44,atomic,0.0378959400312156,2.0,0.0145263225035138,5,0.6,104789.33333333333,110080.0,14806.74729079055,0.9260389685630799
corrupt_unrelated_matched,C05_and_07_05,composite,0.0123853745835715,2.0,0.0,5,1.0,107417.6,108032.0,3989.0024818242464,0.9340478718280792
corrupt_unrelated_matched,A04_bit_8,atomic,0.0230508666716711,1.0,0.0,5,1.0,108339.2,106496.0,4971.939179032664,0.9536055624485016
corrupt_unrelated_matched,C00_and_02_06,composite,0.0072869387652941,3.0,0.0,5,0.2,116224.0,116224.0,,0.8589879989624023
corrupt_unrelated_matched,A08_bit_22,atomic,0.0071735574455122,1.0,0.0367941445986432,5,0.2,118272.0,118272.0,,0.8538766384124756
corrupt_unrelated_matched,K02_shortcut_for_02_bit12,shortcut,0.0120075912480278,1.0,0.0,5,0.2,118272.0,118272.0,,0.8703876554965972
corrupt_unrelated_matched,A00_xor2_12_26,atomic,0.0183751008089589,2.5,0.0608429621310642,5,0.0,,,,0.5618528157472611
corrupt_unrelated_matched,A01_and_bits_31_32,atomic,0.0328079550222265,2.0,0.0,5,0.0,,,,0.7446358174085617
corrupt_unrelated_matched,A03_xor2_18_17,atomic,0.0143032623707168,2.5,0.0151578972284238,5,0.0,,,,0.5166783630847931
corrupt_unrelated_matched,A09_xor2_22_5,atomic,0.0678243360990089,2.5,0.0193538144268427,5,0.0,,,,0.6087179094552994
corrupt_unrelated_matched,A10_xor2_9_25,atomic,0.0612608757851842,2.5,0.0660166694715173,5,0.0,,,,0.6050282150506974
corrupt_unrelated_matched,A11_eq2_30_27,atomic,0.0234210627492732,2.0,0.0,5,0.0,,,,0.5084540560841561
corrupt_unrelated_matched,C01_and_00_09,composite,0.0193538144268427,3.5,0.0,5,0.0,,,,0.5205661667510867
corrupt_unrelated_matched,C03_and_10_08,composite,0.0313332133022853,3.5,0.0,5,0.0,,,,0.6111780367791653
corrupt_unrelated_matched,C04_or_05_10,composite,0.0101306581352962,3.5,0.0,5,0.0,,,,0.7273692309856414
corrupt_unrelated_matched,C06_and_10_08,composite,0.0054609312963578,3.5,0.0,5,0.0,,,,0.5723140224814415
corrupt_unrelated_matched,C07_or_02_00,composite,0.0072393837382197,3.5,0.0,5,0.0,,,,0.5680635159835219
corrupt_unrelated_matched,C08_or_00_10,composite,0.0190918667375778,3.5,0.0,5,0.0,,,,0.521428937651217
corrupt_unrelated_matched,C09_or_03_00,composite,0.0151578972284238,3.5,0.0,5,0.0,,,,0.5133236806839705
corrupt_unrelated_matched,K00_shortcut_for_05_bit18,shortcut,0.0053663352815135,1.0,0.0,5,0.0,,,,0.6381070375442505
corrupt_unrelated_matched,S00_surface_xor_13_2,surface_control,0.0267859908098856,2.0,0.0,5,0.0,,,,0.5257666513323784
corrupt_unrelated_matched,S01_surface_xor_9_46,surface_control,0.0063318125753807,2.0,0.0,5,0.0,,,,0.5112568467855454
corrupt_unrelated_matched,S02_surface_xor_8_39,surface_control,0.0363537584661327,2.0,0.0,5,0.0,,,,0.5379955291748046
corrupt_unrelated_matched,S03_surface_xor_21_47,surface_control,0.0644833390174673,2.0,0.0,5,0.0,,,,0.5360866963863373
corrupt_unrelated_matched,U00_xor2_12_37,unrelated,0.0885329899092662,2.5,0.0,5,0.0,,,,0.6238132447004319
corrupt_unrelated_matched,U01_or_bits_46_28,unrelated,0.0109942415976781,2.0,0.0,5,0.0,,,,0.6821779668331146
corrupt_unrelated_matched,U02_xor2_1_29,unrelated,0.0191323914191892,2.5,0.0,5,0.0,,,,0.5362607151269912
corrupt_unrelated_matched,U03_and_bits_37_42,unrelated,0.0255579994341263,2.0,0.0,5,0.0,,,,0.5846336722373963
delay_component,K03_shortcut_for_09_bit29,shortcut,0.0848338361054499,1.0,0.0,5,1.0,47820.8,50176.0,5509.652911028063,1.0
delay_component,A05_not_bit_33,atomic,0.0495112951163322,1.0,0.0451018450785472,5,1.0,62259.2,58368.0,5521.534859076777,0.9992257058620453
delay_component,C02_and_05_06,composite,0.0225858123596795,3.0,0.0,5,1.0,74649.6,74240.0,4889.532983833937,0.9691129982471466
delay_component,A06_or_bits_46_41,atomic,0.0760859123718199,2.0,0.0298727511249736,5,1.0,76697.6,78336.0,3939.406655830291,0.9977945566177369
delay_component,K01_shortcut_for_02_bit46,shortcut,0.0187980761502135,1.0,0.0,5,1.0,83865.6,84480.0,3185.117391871138,0.9544703006744385
delay_component,A07_bit_10,atomic,0.0390855829401995,1.0,0.0123853745835715,5,1.0,99840.0,102400.0,7848.811374979016,0.970720499753952
delay_component,C05_and_07_05,composite,0.0123853745835715,2.0,0.0,5,0.2,106496.0,106496.0,,0.88575519323349
delay_component,A04_bit_8,atomic,0.0230508666716711,1.0,0.0,5,1.0,109875.2,112128.0,4168.950371496403,0.9386174321174622
delay_component,A02_or_bits_19_44,atomic,0.0378959400312156,2.0,0.0145263225035138,5,0.8,112256.0,113152.0,5798.272846287936,0.908770602941513
delay_component,A00_xor2_12_26,atomic,0.0183751008089589,2.5,0.0608429621310642,5,0.0,,,,0.563467487692833
delay_component,A01_and_bits_31_32,atomic,0.0328079550222265,2.0,0.0,5,0.0,,,,0.7141863837838173
delay_component,A03_xor2_18_17,atomic,0.0143032623707168,2.5,0.0151578972284238,5,0.0,,,,0.5164627641439438
delay_component,A08_bit_22,atomic,0.0071735574455122,1.0,0.0367941445986432,5,0.0,,,,0.8059713959693908
delay_component,A09_xor2_22_5,atomic,0.0678243360990089,2.5,0.0193538144268427,5,0.0,,,,0.5847725227475167
delay_component,A10_xor2_9_25,atomic,0.0612608757851842,2.5,0.0660166694715173,5,0.0,,,,0.6111650198698044
delay_component,A11_eq2_30_27,atomic,0.0234210627492732,2.0,0.0,5,0.0,,,,0.5085815265774727
delay_component,C00_and_02_06,composite,0.0072869387652941,3.0,0.0,5,0.0,,,,0.8727743089199066
delay_component,C01_and_00_09,composite,0.0193538144268427,3.5,0.0,5,0.0,,,,0.5228032136335969
delay_component,C03_and_10_08,composite,0.0313332133022853,3.5,0.0,5,0.0,,,,0.6345564484596252
delay_component,C04_or_05_10,composite,0.0101306581352962,3.5,0.0,5,0.0,,,,0.6665206536650657
delay_component,C06_and_10_08,composite,0.0054609312963578,3.5,0.0,5,0.0,,,,0.5697549583390356
delay_component,C07_or_02_00,composite,0.0072393837382197,3.5,0.0,5,0.0,,,,0.5731457099318504
delay_component,C08_or_00_10,composite,0.0190918667375778,3.5,0.0,5,0.0,,,,0.5251426994800568
delay_component,C09_or_03_00,composite,0.0151578972284238,3.5,0.0,5,0.0,,,,0.5115437978878618
delay_component,K00_shortcut_for_05_bit18,shortcut,0.0053663352815135,1.0,0.0,5,0.0,,,,0.6340324699878692
delay_component,K02_shortcut_for_02_bit12,shortcut,0.0120075912480278,1.0,0.0,5,0.0,,,,0.8803671717643737
delay_component,S00_surface_xor_13_2,surface_control,0.0267859908098856,2.0,0.0,5,0.0,,,,0.5239567905664444
delay_component,S01_surface_xor_9_46,surface_control,0.0063318125753807,2.0,0.0,5,0.0,,,,0.5157138377428054
delay_component,S02_surface_xor_8_39,surface_control,0.0363537584661327,2.0,0.0,5,0.0,,,,0.5447432965040206
delay_component,S03_surface_xor_21_47,surface_control,0.0644833390174673,2.0,0.0,5,0.0,,,,0.5460521787405014
delay_component,U00_xor2_12_37,unrelated,0.0885329899092662,2.5,0.0,5,0.0,,,,0.6704388618469238
delay_component,U01_or_bits_46_28,unrelated,0.0109942415976781,2.0,0.0,5,0.0,,,,0.710318049788475
delay_component,U02_xor2_1_29,unrelated,0.0191323914191892,2.5,0.0,5,0.0,,,,0.5324025273323059
delay_component,U03_and_bits_37_42,unrelated,0.0255579994341263,2.0,0.0,5,0.0,,,,0.6994144126772881
delay_unrelated_matched,K03_shortcut_for_09_bit29,shortcut,0.0848338361054499,1.0,0.0,5,1.0,50585.6,48128.0,5682.969364689554,0.9998116731643677
delay_unrelated_matched,A05_not_bit_33,atomic,0.0495112951163322,1.0,0.0451018450785472,5,1.0,65331.2,64000.0,2600.6374603162203,0.9994215726852417
delay_unrelated_matched,A06_or_bits_46_41,atomic,0.0760859123718199,2.0,0.0298727511249736,5,1.0,77516.8,78336.0,3426.9594686835735,0.9997340261936187
delay_unrelated_matched,C02_and_05_06,composite,0.0225858123596795,3.0,0.0,5,1.0,79155.2,78336.0,2335.0792706030347,0.9717639029026032
delay_unrelated_matched,A07_bit_10,atomic,0.0390855829401995,1.0,0.0123853745835715,5,1.0,79872.0,80384.0,5145.536318013896,0.9947068572044373
delay_unrelated_matched,K01_shortcut_for_02_bit46,shortcut,0.0187980761502135,1.0,0.0,5,1.0,89804.8,88064.0,6266.511884613322,0.9684400081634521
delay_unrelated_matched,A04_bit_8,atomic,0.0230508666716711,1.0,0.0,5,1.0,106291.2,106496.0,4105.588776290192,0.9465667247772217
delay_unrelated_matched,A02_or_bits_19_44,atomic,0.0378959400312156,2.0,0.0145263225035138,5,0.6,108202.66666666667,108032.0,3842.843391726149,0.8899306058883667
delay_unrelated_matched,C05_and_07_05,composite,0.0123853745835715,2.0,0.0,5,1.0,111513.6,114176.0,5625.01384887184,0.917543226480484
delay_unrelated_matched,K02_shortcut_for_02_bit12,shortcut,0.0120075912480278,1.0,0.0,5,0.4,114176.0,114176.0,0.0,0.8836475431919097
delay_unrelated_matched,A00_xor2_12_26,atomic,0.0183751008089589,2.5,0.0608429621310642,5,0.0,,,,0.5582111567258835
delay_unrelated_matched,A01_and_bits_31_32,atomic,0.0328079550222265,2.0,0.0,5,0.0,,,,0.7278446435928345
delay_unrelated_matched,A03_xor2_18_17,atomic,0.0143032623707168,2.5,0.0151578972284238,5,0.0,,,,0.5198409974575042
delay_unrelated_matched,A08_bit_22,atomic,0.0071735574455122,1.0,0.0367941445986432,5,0.0,,,,0.817234480381012
delay_unrelated_matched,A09_xor2_22_5,atomic,0.0678243360990089,2.5,0.0193538144268427,5,0.0,,,,0.5833967953920365
delay_unrelated_matched,A10_xor2_9_25,atomic,0.0612608757851842,2.5,0.0660166694715173,5,0.0,,,,0.6199158549308776
delay_unrelated_matched,A11_eq2_30_27,atomic,0.0234210627492732,2.0,0.0,5,0.0,,,,0.5152184590697289
delay_unrelated_matched,C00_and_02_06,composite,0.0072869387652941,3.0,0.0,5,0.0,,,,0.8672539055347442
delay_unrelated_matched,C01_and_00_09,composite,0.0193538144268427,3.5,0.0,5,0.0,,,,0.5155620582401752
delay_unrelated_matched,C03_and_10_08,composite,0.0313332133022853,3.5,0.0,5,0.0,,,,0.6154034197330475
delay_unrelated_matched,C04_or_05_10,composite,0.0101306581352962,3.5,0.0,5,0.0,,,,0.666457624733448
delay_unrelated_matched,C06_and_10_08,composite,0.0054609312963578,3.5,0.0,5,0.0,,,,0.5656514700502158
delay_unrelated_matched,C07_or_02_00,composite,0.0072393837382197,3.5,0.0,5,0.0,,,,0.5849609052762389
delay_unrelated_matched,C08_or_00_10,composite,0.0190918667375778,3.5,0.0,5,0.0,,,,0.5318161888048053
delay_unrelated_matched,C09_or_03_00,composite,0.0151578972284238,3.5,0.0,5,0.0,,,,0.5175210487097501
delay_unrelated_matched,K00_shortcut_for_05_bit18,shortcut,0.0053663352815135,1.0,0.0,5,0.0,,,,0.636104479432106
delay_unrelated_matched,S00_surface_xor_13_2,surface_control,0.0267859908098856,2.0,0.0,5,0.0,,,,0.5206967502832412
delay_unrelated_matched,S01_surface_xor_9_46,surface_control,0.0063318125753807,2.0,0.0,5,0.0,,,,0.5152382746338844
delay_unrelated_matched,S02_surface_xor_8_39,surface_control,0.0363537584661327,2.0,0.0,5,0.0,,,,0.5408128201961517
delay_unrelated_matched,S03_surface_xor_21_47,surface_control,0.0644833390174673,2.0,0.0,5,0.0,,,,0.554400771856308
delay_unrelated_matched,U00_xor2_12_37,unrelated,0.0885329899092662,2.5,0.0,5,0.0,,,,0.6578086078166961
delay_unrelated_matched,U01_or_bits_46_28,unrelated,0.0109942415976781,2.0,0.0,5,0.0,,,,0.7186996728181839
delay_unrelated_matched,U02_xor2_1_29,unrelated,0.0191323914191892,2.5,0.0,5,0.0,,,,0.5308332994580269
delay_unrelated_matched,U03_and_bits_37_42,unrelated,0.0255579994341263,2.0,0.0,5,0.0,,,,0.6124197140336036
upweight_component,A07_bit_10,atomic,0.0390855829401995,1.0,0.0123853745835715,5,1.0,36761.6,36352.0,3663.5737743356553,1.0
upweight_component,K03_shortcut_for_09_bit29,shortcut,0.0848338361054499,1.0,0.0,5,1.0,51814.4,52224.0,3663.5737743356553,1.0
upweight_component,A05_not_bit_33,atomic,0.0495112951163322,1.0,0.0451018450785472,5,1.0,68915.2,70144.0,3992.286963633752,0.999605792760849
upweight_component,A06_or_bits_46_41,atomic,0.0760859123718199,2.0,0.0298727511249736,5,1.0,80588.8,80384.0,7870.490912262081,0.9945631265640259
upweight_component,C05_and_07_05,composite,0.0123853745835715,2.0,0.0,5,1.0,83456.0,84480.0,4507.345116584706,0.9476578176021576
upweight_component,C02_and_05_06,composite,0.0225858123596795,3.0,0.0,5,1.0,85504.0,82432.0,8022.241083388108,0.9738555014133453
upweight_component,K01_shortcut_for_02_bit46,shortcut,0.0187980761502135,1.0,0.0,5,1.0,86937.6,90112.0,7528.315402531964,0.9566143870353698
upweight_component,A04_bit_8,atomic,0.0230508666716711,1.0,0.0,5,1.0,111923.2,112128.0,5425.750749896276,0.9192740499973298
upweight_component,A02_or_bits_19_44,atomic,0.0378959400312156,2.0,0.0145263225035138,5,0.4,112128.0,112128.0,2896.309375740099,0.8920897305011749
upweight_component,A00_xor2_12_26,atomic,0.0183751008089589,2.5,0.0608429621310642,5,0.0,,,,0.5532047003507614
upweight_component,A01_and_bits_31_32,atomic,0.0328079550222265,2.0,0.0,5,0.0,,,,0.7191218972206116
upweight_component,A03_xor2_18_17,atomic,0.0143032623707168,2.5,0.0151578972284238,5,0.0,,,,0.5233546406030655
upweight_component,A08_bit_22,atomic,0.0071735574455122,1.0,0.0367941445986432,5,0.0,,,,0.7836368262767792
upweight_component,A09_xor2_22_5,atomic,0.0678243360990089,2.5,0.0193538144268427,5,0.0,,,,0.5868684589862824
upweight_component,A10_xor2_9_25,atomic,0.0612608757851842,2.5,0.0660166694715173,5,0.0,,,,0.6002350613474846
upweight_component,A11_eq2_30_27,atomic,0.0234210627492732,2.0,0.0,5,0.0,,,,0.5171172887086868
upweight_component,C00_and_02_06,composite,0.0072869387652941,3.0,0.0,5,0.0,,,,0.8217423677444458
upweight_component,C01_and_00_09,composite,0.0193538144268427,3.5,0.0,5,0.0,,,,0.5147183288820087
upweight_component,C03_and_10_08,composite,0.0313332133022853,3.5,0.0,5,0.0,,,,0.5930597737431527
upweight_component,C04_or_05_10,composite,0.0101306581352962,3.5,0.0,5,0.0,,,,0.71185861825943
upweight_component,C06_and_10_08,composite,0.0054609312963578,3.5,0.0,5,0.0,,,,0.5428913788986393
upweight_component,C07_or_02_00,composite,0.0072393837382197,3.5,0.0,5,0.0,,,,0.5302753694355488
upweight_component,C08_or_00_10,composite,0.0190918667375778,3.5,0.0,5,0.0,,,,0.530805889563635
upweight_component,C09_or_03_00,composite,0.0151578972284238,3.5,0.0,5,0.0,,,,0.5098007641732692
upweight_component,K00_shortcut_for_05_bit18,shortcut,0.0053663352815135,1.0,0.0,5,0.0,,,,0.6169771879911423
upweight_component,K02_shortcut_for_02_bit12,shortcut,0.0120075912480278,1.0,0.0,5,0.0,,,,0.8414561331272126
upweight_component,S00_surface_xor_13_2,surface_control,0.0267859908098856,2.0,0.0,5,0.0,,,,0.5106945261359215
upweight_component,S01_surface_xor_9_46,surface_control,0.0063318125753807,2.0,0.0,5,0.0,,,,0.5092785254120826
upweight_component,S02_surface_xor_8_39,surface_control,0.0363537584661327,2.0,0.0,5,0.0,,,,0.5433748587965965
upweight_component,S03_surface_xor_21_47,surface_control,0.0644833390174673,2.0,0.0,5,0.0,,,,0.543503537774086
upweight_component,U00_xor2_12_37,unrelated,0.0885329899092662,2.5,0.0,5,0.0,,,,0.6224243909120559
upweight_component,U01_or_bits_46_28,unrelated,0.0109942415976781,2.0,0.0,5,0.0,,,,0.7263091295957566
upweight_component,U02_xor2_1_29,unrelated,0.0191323914191892,2.5,0.0,5,0.0,,,,0.5333506248891353
upweight_component,U03_and_bits_37_42,unrelated,0.0255579994341263,2.0,0.0,5,0.0,,,,0.6227816104888916
upweight_fake_component,K03_shortcut_for_09_bit29,shortcut,0.0848338361054499,1.0,0.0,5,1.0,53452.8,54272.0,3426.9594686835735,0.9998061895370484
upweight_fake_component,K01_shortcut_for_02_bit46,shortcut,0.0187980761502135,1.0,0.0,5,1.0,54988.8,54272.0,5315.931075550172,1.0
upweight_fake_component,A05_not_bit_33,atomic,0.0495112951163322,1.0,0.0451018450785472,5,1.0,69324.8,68096.0,4932.2371394733245,0.9993217885494232
upweight_fake_component,A06_or_bits_46_41,atomic,0.0760859123718199,2.0,0.0298727511249736,5,1.0,69324.8,68096.0,4932.2371394733245,0.9990608930587769
upweight_fake_component,C02_and_05_06,composite,0.0225858123596795,3.0,0.0,5,1.0,83763.2,86016.0,4644.830588945091,0.9778071880340576
upweight_fake_component,A07_bit_10,atomic,0.0390855829401995,1.0,0.0123853745835715,5,1.0,85196.8,82432.0,8655.677628008105,0.994749802350998
upweight_fake_component,A02_or_bits_19_44,atomic,0.0378959400312156,2.0,0.0145263225035138,5,0.2,98304.0,98304.0,,0.9284541666507721
upweight_fake_component,C05_and_07_05,composite,0.0123853745835715,2.0,0.0,5,0.8,108672.0,109056.0,3275.066207982163,0.8657677829265594
upweight_fake_component,K02_shortcut_for_02_bit12,shortcut,0.0120075912480278,1.0,0.0,5,0.2,114176.0,114176.0,,0.8844691693782807
upweight_fake_component,A04_bit_8,atomic,0.0230508666716711,1.0,0.0,5,0.6,115541.33333333333,116224.0,1182.4133513003537,0.9275651335716247
upweight_fake_component,A00_xor2_12_26,atomic,0.0183751008089589,2.5,0.0608429621310642,5,0.0,,,,0.5509784877300262
upweight_fake_component,A01_and_bits_31_32,atomic,0.0328079550222265,2.0,0.0,5,0.0,,,,0.6423192661255598
upweight_fake_component,A03_xor2_18_17,atomic,0.0143032623707168,2.5,0.0151578972284238,5,0.0,,,,0.509870383888483
