condition,task_subset,property,n_rows,acquisition_rate,pearson_acquisition_time,spearman_acquisition_time,spearman_final_balanced_accuracy,expected_time_direction,time_sign_matches_expected,expected_final_metric_direction,final_metric_sign_matches_expected
baseline,all,frequency,170,0.2529411764705882,-0.44581717122965436,-0.338563553694067,0.26021997685517845,negative_more_property_earlier,True,positive_more_property_higher_final_metric,True
baseline,all,reference_learnability,170,0.2529411764705882,0.42396664605013495,0.47970844444708804,-0.5328115577922137,positive_more_difficult_later,True,negative_more_difficult_lower_final_metric,True
baseline,all,formal_utility,170,0.2529411764705882,-0.14467837072398038,-0.16726378975393816,0.21330693961844735,negative_more_property_earlier,True,positive_more_property_higher_final_metric,True
baseline,atomic,frequency,60,0.36666666666666664,-0.4334353572237669,-0.41772341252974554,0.4355243356664602,negative_more_property_earlier,True,positive_more_property_higher_final_metric,True
baseline,atomic,reference_learnability,60,0.36666666666666664,0.5313795395523236,0.6339620841570276,-0.7126080562279664,positive_more_difficult_later,True,negative_more_difficult_lower_final_metric,True
baseline,atomic,formal_utility,60,0.36666666666666664,-0.11534219843934236,0.02308188920482402,0.026113964439836303,negative_more_property_earlier,False,positive_more_property_higher_final_metric,True
baseline,atomic_composite,frequency,110,0.2909090909090909,-0.44358133992851717,-0.4093841681991755,0.3522046876484109,negative_more_property_earlier,True,positive_more_property_higher_final_metric,True
baseline,atomic_composite,reference_learnability,110,0.2909090909090909,0.48022234556373555,0.5585729160309122,-0.6188030897276119,positive_more_difficult_later,True,negative_more_difficult_lower_final_metric,True
baseline,atomic_composite,formal_utility,110,0.2909090909090909,-0.19410233262597326,-0.1572648384737777,0.24300111974488667,negative_more_property_earlier,True,positive_more_property_higher_final_metric,True
