composite,left_condition,right_condition,expected_direction,contrast_type,n_paired_seeds,n_strict_paired_acquired,left_acquisition_rate,right_acquisition_rate,strict_delta_acquired_at_mean,strict_expected_direction_rate,censored_delta_acquired_at_mean,censored_expected_direction_rate,final_metric_delta_mean,final_metric_expected_direction_rate,left_final_metric_mean,right_final_metric_mean
C06_reverse_then_substitute_02_00,pretrain_component,pretrain_same_operation_unrelated,earlier,exact_pretrain_vs_same_operation,3,0,1.0,0.0,,,-250112.0,1.0,0.15722655256589255,1.0,0.7258029580116272,0.5685764054457346
C06_reverse_then_substitute_02_00,pretrain_component,pretrain_different_operation_matched,earlier,exact_pretrain_vs_different_operation,3,1,1.0,0.3333333333333333,-233216.0,1.0,-244480.0,1.0,0.019965251286824543,0.6666666666666666,0.7258029580116272,0.7058377067248026
C06_reverse_then_substitute_02_00,pretrain_same_operation_unrelated,pretrain_different_operation_matched,earlier,operation_family_pretrain_vs_different_operation,3,0,0.0,0.3333333333333333,,,5632.0,0.0,-0.137261301279068,0.0,0.5685764054457346,0.7058377067248026
C06_reverse_then_substitute_02_00,corrupt_component_strong,corrupt_same_operation_unrelated_strong,later,exact_strong_corrupt_vs_same_operation,3,0,0.0,0.6666666666666666,,,31146.666666666668,0.6666666666666666,-0.0808376669883728,1.0,0.6639540195465088,0.7447916865348816
C06_reverse_then_substitute_02_00,corrupt_component_strong,corrupt_different_operation_matched_strong,later,exact_strong_corrupt_vs_different_operation,3,0,0.0,0.6666666666666666,,,25941.333333333332,0.6666666666666666,-0.05295137564341227,1.0,0.6639540195465088,0.716905395189921
C06_reverse_then_substitute_02_00,delay_component_strong,delay_same_operation_unrelated_strong,later,exact_strong_delay_vs_same_operation,3,0,0.0,0.3333333333333333,,,24576.0,0.3333333333333333,-0.028320292631785076,0.6666666666666666,0.676866352558136,0.705186645189921
C06_reverse_then_substitute_02_00,delay_component_strong,delay_different_operation_matched_strong,later,exact_strong_delay_vs_different_operation,3,0,0.0,0.0,,,0.0,0.0,-0.014322896798451742,0.6666666666666666,0.676866352558136,0.6911892493565878
