seed,task_name,condition,final_metric,baseline_final_metric,delta_final_metric_vs_baseline,acquired_at,baseline_acquired_at,delta_acquired_at_vs_baseline
0,AB_and,corrupt_A,0.5,0.93988099694252,-0.43988099694252003,,,
0,AB_and,corrupt_U_matched,0.9475544691085817,0.93988099694252,0.007673472166061623,,,
0,AB_and,delay_A,0.9562764167785645,0.93988099694252,0.016395419836044423,,,
0,AB_and,delay_U_matched,0.9202435910701752,0.93988099694252,-0.01963740587234486,,,
0,AB_and,upweight_A,0.7023947685956955,0.93988099694252,-0.23748622834682453,,,
0,AB_and,upweight_U_matched,0.9002729058265686,0.93988099694252,-0.03960809111595143,,,
0,AC_xor,corrupt_A,0.4980583237484097,0.4964260905981064,0.0016322331503033083,,,
0,AC_xor,corrupt_U_matched,0.4865574836730957,0.4964260905981064,-0.009868606925010681,,,
0,AC_xor,delay_A,0.4964260905981064,0.4964260905981064,0.0,,,
0,AC_xor,delay_U_matched,0.5003037452697754,0.4964260905981064,0.0038776546716690063,,,
0,AC_xor,upweight_A,0.5092401653528214,0.4964260905981064,0.012814074754714966,,,
0,AC_xor,upweight_U_matched,0.4952578395605087,0.4964260905981064,-0.0011682510375977118,,,
0,A_bit0,corrupt_A,0.5416988544166088,0.7357144504785538,-0.19401559606194496,,,
0,A_bit0,corrupt_U_matched,0.7575609683990479,0.7357144504785538,0.02184651792049408,,,
0,A_bit0,delay_A,0.6775379478931427,0.7357144504785538,-0.05817650258541107,,,
0,A_bit0,delay_U_matched,0.724760890007019,0.7357144504785538,-0.010953560471534729,,,
0,A_bit0,upweight_A,0.9584873616695404,0.7357144504785538,0.22277291119098663,1536.0,,
0,A_bit0,upweight_U_matched,0.7621858417987823,0.7357144504785538,0.026471391320228577,,,
0,A_shortcut_bit6,corrupt_A,0.5015045135514811,0.5714560300111771,-0.069951516459696,,,
0,A_shortcut_bit6,corrupt_U_matched,0.5303150117397308,0.5714560300111771,-0.04114101827144623,,,
0,A_shortcut_bit6,delay_A,0.5787328630685806,0.5714560300111771,0.0072768330574035645,,,
0,A_shortcut_bit6,delay_U_matched,0.5457624197006226,0.5714560300111771,-0.025693610310554504,,,
0,A_shortcut_bit6,upweight_A,0.4844743609428406,0.5714560300111771,-0.08698166906833649,,,
0,A_shortcut_bit6,upweight_U_matched,0.5443852841854095,0.5714560300111771,-0.027070745825767517,,,
0,B_bit1,corrupt_A,0.5129224648699164,0.6932865381240845,-0.18036407325416803,,,
0,B_bit1,corrupt_U_matched,0.7038765549659729,0.6932865381240845,0.010590016841888428,,,
0,B_bit1,delay_A,0.7335812449455261,0.6932865381240845,0.04029470682144165,,,
0,B_bit1,delay_U_matched,0.7062271237373352,0.6932865381240845,0.012940585613250732,,,
0,B_bit1,upweight_A,0.6035085171461105,0.6932865381240845,-0.08977802097797394,,,
0,B_bit1,upweight_U_matched,0.713453471660614,0.6932865381240845,0.02016693353652954,,,
0,C_xor23,corrupt_A,0.5,0.4980220794677734,0.001977920532226618,,,
0,C_xor23,corrupt_U_matched,0.5064602196216583,0.4980220794677734,0.008438140153884943,,,
0,C_xor23,delay_A,0.524117574095726,0.4980220794677734,0.02609549462795263,,,
0,C_xor23,delay_U_matched,0.5030308067798615,0.4980220794677734,0.005008727312088068,,,
0,C_xor23,upweight_A,0.5007438808679581,0.4980220794677734,0.002721801400184687,,,
0,C_xor23,upweight_U_matched,0.4948463439941406,0.4980220794677734,-0.003175735473632757,,,
0,D_eq45,corrupt_A,0.5197999104857445,0.5069298818707466,0.012870028614997864,,,
0,D_eq45,corrupt_U_matched,0.5175638943910599,0.5069298818707466,0.010634012520313263,,,
0,D_eq45,delay_A,0.5253399014472961,0.5069298818707466,0.01841001957654953,,,
0,D_eq45,delay_U_matched,0.501468114554882,0.5069298818707466,-0.005461767315864563,,,
0,D_eq45,upweight_A,0.5344791114330292,0.5069298818707466,0.027549229562282562,,,
0,D_eq45,upweight_U_matched,0.5346040725708008,0.5069298818707466,0.02767419070005417,,,
0,U_unrelated_xor910,corrupt_A,0.5,0.5369923263788223,-0.03699232637882233,,,
0,U_unrelated_xor910,corrupt_U_matched,0.5259460955858231,0.5369923263788223,-0.011046230792999268,,,
0,U_unrelated_xor910,delay_A,0.5526080280542374,0.5369923263788223,0.015615701675415039,,,
0,U_unrelated_xor910,delay_U_matched,0.5288662165403366,0.5369923263788223,-0.008126109838485718,,,
0,U_unrelated_xor910,upweight_A,0.521024689078331,0.5369923263788223,-0.015967637300491333,,,
0,U_unrelated_xor910,upweight_U_matched,0.5671096593141556,0.5369923263788223,0.030117332935333252,,,
0,surface_control_78,corrupt_A,0.5020160786807537,0.4941467568278312,0.007869321852922495,,,
0,surface_control_78,corrupt_U_matched,0.512370228767395,0.4941467568278312,0.018223471939563807,,,
0,surface_control_78,delay_A,0.4887398704886436,0.4941467568278312,-0.005406886339187622,,,
0,surface_control_78,delay_U_matched,0.5055966824293137,0.4941467568278312,0.011449925601482447,,,
0,surface_control_78,upweight_A,0.5168868452310562,0.4941467568278312,0.022740088403225,,,
0,surface_control_78,upweight_U_matched,0.5183841288089752,0.4941467568278312,0.024237371981144007,,,
