condition,seed,data_seen,task_i,task_j,grad_cosine_mean
baseline,0,0,AB_and,A_shortcut_bit6,0.6503682272899516
baseline,0,0,AB_and,surface_control_78,0.7156399197920992
baseline,0,0,AB_and,U_unrelated_xor910,0.6101035890078944
baseline,0,0,AC_xor,A_bit0,-0.16064496140177492
baseline,0,0,AC_xor,B_bit1,-0.3656603687343591
baseline,0,0,AC_xor,C_xor23,-0.5637436312290092
baseline,0,0,AC_xor,D_eq45,-0.04025856917892819
baseline,0,0,AC_xor,AB_and,0.5654580002931506
baseline,0,0,AC_xor,AC_xor,0.9999999999812548
baseline,0,0,AC_xor,A_shortcut_bit6,0.5425116799413116
baseline,0,0,AC_xor,surface_control_78,0.7577701084988365
baseline,0,0,AC_xor,U_unrelated_xor910,0.6104244487945211
baseline,0,0,A_shortcut_bit6,A_bit0,-0.1167458468941955
baseline,0,0,A_shortcut_bit6,B_bit1,-0.47558610822557995
baseline,0,0,A_shortcut_bit6,C_xor23,-0.7013109770910918
baseline,0,0,A_shortcut_bit6,D_eq45,0.059496769027679156
baseline,0,0,A_shortcut_bit6,AB_and,0.6503682272899516
baseline,0,0,A_shortcut_bit6,AC_xor,0.5425116799413116
baseline,0,0,A_shortcut_bit6,A_shortcut_bit6,0.9999999999892312
baseline,0,0,A_shortcut_bit6,surface_control_78,0.7295141777636904
baseline,0,0,A_shortcut_bit6,U_unrelated_xor910,0.5906493212888019
baseline,0,0,surface_control_78,A_bit0,-0.23797687748537616
baseline,0,0,surface_control_78,B_bit1,-0.5964283449750343
baseline,0,0,surface_control_78,C_xor23,-0.7361377461336235
baseline,0,0,surface_control_78,D_eq45,-0.2562566566289917
baseline,0,0,surface_control_78,AB_and,0.7156399197920992
baseline,0,0,surface_control_78,AC_xor,0.7577701084988365
baseline,0,0,surface_control_78,A_shortcut_bit6,0.7295141777636904
baseline,0,0,surface_control_78,surface_control_78,1.000000071187015
baseline,0,0,surface_control_78,U_unrelated_xor910,0.7358801873797928
baseline,0,0,U_unrelated_xor910,A_bit0,0.007955416298931596
baseline,0,0,U_unrelated_xor910,B_bit1,-0.6508060154702521
baseline,0,0,U_unrelated_xor910,C_xor23,-0.6018693093991643
baseline,0,0,U_unrelated_xor910,D_eq45,-0.3563928340494535
baseline,0,0,U_unrelated_xor910,AB_and,0.6101035890078944
baseline,0,0,U_unrelated_xor910,AC_xor,0.6104244487945211
baseline,0,0,U_unrelated_xor910,A_shortcut_bit6,0.5906493212888019
baseline,0,0,U_unrelated_xor910,surface_control_78,0.7358801873797928
baseline,0,0,U_unrelated_xor910,U_unrelated_xor910,1.000000177068277
baseline,0,1024,A_bit0,A_bit0,0.9999999367954024
baseline,0,1024,A_bit0,B_bit1,0.15665514533106759
baseline,0,1024,A_bit0,C_xor23,-0.14202799559765147
baseline,0,1024,A_bit0,D_eq45,0.0239527570958312
baseline,0,1024,A_bit0,AB_and,0.2991846474649744
baseline,0,1024,A_bit0,AC_xor,0.25131398148083156
baseline,0,1024,A_bit0,A_shortcut_bit6,-0.24989410068751458
baseline,0,1024,A_bit0,surface_control_78,0.020195027504413144
baseline,0,1024,A_bit0,U_unrelated_xor910,-0.24099207159805022
baseline,0,1024,B_bit1,A_bit0,0.15665514533106759
baseline,0,1024,B_bit1,B_bit1,0.9999999999712793
baseline,0,1024,B_bit1,C_xor23,0.3087742103469127
baseline,0,1024,B_bit1,D_eq45,0.1853984887191321
baseline,0,1024,B_bit1,AB_and,0.5727813983534976
baseline,0,1024,B_bit1,AC_xor,0.2882600010295957
baseline,0,1024,B_bit1,A_shortcut_bit6,-0.14448671949947509
baseline,0,1024,B_bit1,surface_control_78,-0.07642434385001401
baseline,0,1024,B_bit1,U_unrelated_xor910,0.196662016782669
baseline,0,1024,C_xor23,A_bit0,-0.14202799559765147
baseline,0,1024,C_xor23,B_bit1,0.3087742103469127
baseline,0,1024,C_xor23,C_xor23,0.9999998825961507
baseline,0,1024,C_xor23,D_eq45,0.025749568526751893
baseline,0,1024,C_xor23,AB_and,0.4575363096972915
baseline,0,1024,C_xor23,AC_xor,0.3035416440417908
baseline,0,1024,C_xor23,A_shortcut_bit6,-0.11467481819256094
baseline,0,1024,C_xor23,surface_control_78,0.15938958403400835
baseline,0,1024,C_xor23,U_unrelated_xor910,0.17042709532401065
baseline,0,1024,D_eq45,A_bit0,0.0239527570958312
baseline,0,1024,D_eq45,B_bit1,0.1853984887191321
baseline,0,1024,D_eq45,C_xor23,0.025749568526751893
baseline,0,1024,D_eq45,D_eq45,1.0000002160599604
baseline,0,1024,D_eq45,AB_and,0.1705565536518036
baseline,0,1024,D_eq45,AC_xor,0.20820032902768096
baseline,0,1024,D_eq45,A_shortcut_bit6,-0.29123676066537446
baseline,0,1024,D_eq45,surface_control_78,0.09551311074551612
baseline,0,1024,D_eq45,U_unrelated_xor910,0.37975072686564865
baseline,0,1024,AB_and,A_bit0,0.2991846474649744
baseline,0,1024,AB_and,B_bit1,0.5727813983534976
baseline,0,1024,AB_and,C_xor23,0.4575363096972915
baseline,0,1024,AB_and,D_eq45,0.1705565536518036
baseline,0,1024,AB_and,AB_and,0.9999998687458067
baseline,0,1024,AB_and,AC_xor,0.7108051606932081
baseline,0,1024,AB_and,A_shortcut_bit6,-0.3098484389416658
baseline,0,1024,AB_and,surface_control_78,0.007530032143498837
baseline,0,1024,AB_and,U_unrelated_xor910,0.2498132993188249
baseline,0,1024,AC_xor,A_bit0,0.25131398148083156
baseline,0,1024,AC_xor,B_bit1,0.2882600010295957
baseline,0,1024,AC_xor,C_xor23,0.3035416440417908
baseline,0,1024,AC_xor,D_eq45,0.20820032902768096
baseline,0,1024,AC_xor,AB_and,0.7108051606932081
baseline,0,1024,AC_xor,AC_xor,1.0000001523730302
baseline,0,1024,AC_xor,A_shortcut_bit6,-0.33098576804687846
baseline,0,1024,AC_xor,surface_control_78,0.005508200283522109
baseline,0,1024,AC_xor,U_unrelated_xor910,0.32146628119070353
baseline,0,1024,A_shortcut_bit6,A_bit0,-0.24989410068751458
baseline,0,1024,A_shortcut_bit6,B_bit1,-0.14448671949947509
baseline,0,1024,A_shortcut_bit6,C_xor23,-0.11467481819256094
baseline,0,1024,A_shortcut_bit6,D_eq45,-0.29123676066537446
baseline,0,1024,A_shortcut_bit6,AB_and,-0.3098484389416658
baseline,0,1024,A_shortcut_bit6,AC_xor,-0.33098576804687846
baseline,0,1024,A_shortcut_bit6,A_shortcut_bit6,1.0000000704603618
baseline,0,1024,A_shortcut_bit6,surface_control_78,-0.13743958821577706
baseline,0,1024,A_shortcut_bit6,U_unrelated_xor910,-0.21096819006595158
baseline,0,1024,surface_control_78,A_bit0,0.020195027504413144
baseline,0,1024,surface_control_78,B_bit1,-0.07642434385001401
baseline,0,1024,surface_control_78,C_xor23,0.15938958403400835
baseline,0,1024,surface_control_78,D_eq45,0.09551311074551612
baseline,0,1024,surface_control_78,AB_and,0.007530032143498837
baseline,0,1024,surface_control_78,AC_xor,0.005508200283522109
baseline,0,1024,surface_control_78,A_shortcut_bit6,-0.13743958821577706
baseline,0,1024,surface_control_78,surface_control_78,0.9999999997036414
baseline,0,1024,surface_control_78,U_unrelated_xor910,0.2515739123342254
baseline,0,1024,U_unrelated_xor910,A_bit0,-0.24099207159805022
baseline,0,1024,U_unrelated_xor910,B_bit1,0.196662016782669
baseline,0,1024,U_unrelated_xor910,C_xor23,0.17042709532401065
baseline,0,1024,U_unrelated_xor910,D_eq45,0.37975072686564865
baseline,0,1024,U_unrelated_xor910,AB_and,0.2498132993188249
baseline,0,1024,U_unrelated_xor910,AC_xor,0.32146628119070353
baseline,0,1024,U_unrelated_xor910,A_shortcut_bit6,-0.21096819006595158
baseline,0,1024,U_unrelated_xor910,surface_control_78,0.2515739123342254
baseline,0,1024,U_unrelated_xor910,U_unrelated_xor910,1.0000001307882331
upweight_A,0,0,A_bit0,A_bit0,0.9999999999613176
upweight_A,0,0,A_bit0,B_bit1,0.07572165329226371
upweight_A,0,0,A_bit0,C_xor23,0.0646343883210397
upweight_A,0,0,A_bit0,D_eq45,-0.07757434265137009
upweight_A,0,0,A_bit0,AB_and,0.058378501687703185
upweight_A,0,0,A_bit0,AC_xor,-0.16064496140177492
upweight_A,0,0,A_bit0,A_shortcut_bit6,-0.1167458468941955
upweight_A,0,0,A_bit0,surface_control_78,-0.23797687748537616
upweight_A,0,0,A_bit0,U_unrelated_xor910,0.007955416298931596
upweight_A,0,0,B_bit1,A_bit0,0.07572165329226371
upweight_A,0,0,B_bit1,B_bit1,1.0000000747594038
upweight_A,0,0,B_bit1,C_xor23,0.45752271032875436
upweight_A,0,0,B_bit1,D_eq45,0.4304885107355306
upweight_A,0,0,B_bit1,AB_and,-0.2804176493860702
upweight_A,0,0,B_bit1,AC_xor,-0.3656603687343591
upweight_A,0,0,B_bit1,A_shortcut_bit6,-0.47558610822557995
upweight_A,0,0,B_bit1,surface_control_78,-0.5964283449750343
upweight_A,0,0,B_bit1,U_unrelated_xor910,-0.6508060154702521
upweight_A,0,0,C_xor23,A_bit0,0.0646343883210397
upweight_A,0,0,C_xor23,B_bit1,0.45752271032875436
upweight_A,0,0,C_xor23,C_xor23,1.0000000941705418
upweight_A,0,0,C_xor23,D_eq45,0.2234244330122076
upweight_A,0,0,C_xor23,AB_and,-0.6789456098783947
upweight_A,0,0,C_xor23,AC_xor,-0.5637436312290092
upweight_A,0,0,C_xor23,A_shortcut_bit6,-0.7013109770910918
upweight_A,0,0,C_xor23,surface_control_78,-0.7361377461336235
upweight_A,0,0,C_xor23,U_unrelated_xor910,-0.6018693093991643
upweight_A,0,0,D_eq45,A_bit0,-0.07757434265137009
upweight_A,0,0,D_eq45,B_bit1,0.4304885107355306
upweight_A,0,0,D_eq45,C_xor23,0.2234244330122076
upweight_A,0,0,D_eq45,D_eq45,0.9999998878884497
upweight_A,0,0,D_eq45,AB_and,-0.17092810265473615
upweight_A,0,0,D_eq45,AC_xor,-0.04025856917892819
upweight_A,0,0,D_eq45,A_shortcut_bit6,0.059496769027679156
upweight_A,0,0,D_eq45,surface_control_78,-0.2562566566289917
upweight_A,0,0,D_eq45,U_unrelated_xor910,-0.3563928340494535
upweight_A,0,0,AB_and,A_bit0,0.058378501687703185
upweight_A,0,0,AB_and,B_bit1,-0.2804176493860702
upweight_A,0,0,AB_and,C_xor23,-0.6789456098783947
upweight_A,0,0,AB_and,D_eq45,-0.17092810265473615
upweight_A,0,0,AB_and,AB_and,0.9999999212860218
upweight_A,0,0,AB_and,AC_xor,0.5654580002931506
upweight_A,0,0,AB_and,A_shortcut_bit6,0.6503682272899516
upweight_A,0,0,AB_and,surface_control_78,0.7156399197920992
upweight_A,0,0,AB_and,U_unrelated_xor910,0.6101035890078944
upweight_A,0,0,AC_xor,A_bit0,-0.16064496140177492
upweight_A,0,0,AC_xor,B_bit1,-0.3656603687343591
upweight_A,0,0,AC_xor,C_xor23,-0.5637436312290092
upweight_A,0,0,AC_xor,D_eq45,-0.04025856917892819
upweight_A,0,0,AC_xor,AB_and,0.5654580002931506
upweight_A,0,0,AC_xor,AC_xor,0.9999999999812548
upweight_A,0,0,AC_xor,A_shortcut_bit6,0.5425116799413116
upweight_A,0,0,AC_xor,surface_control_78,0.7577701084988365
upweight_A,0,0,AC_xor,U_unrelated_xor910,0.6104244487945211
upweight_A,0,0,A_shortcut_bit6,A_bit0,-0.1167458468941955
upweight_A,0,0,A_shortcut_bit6,B_bit1,-0.47558610822557995
upweight_A,0,0,A_shortcut_bit6,C_xor23,-0.7013109770910918
upweight_A,0,0,A_shortcut_bit6,D_eq45,0.059496769027679156
upweight_A,0,0,A_shortcut_bit6,AB_and,0.6503682272899516
upweight_A,0,0,A_shortcut_bit6,AC_xor,0.5425116799413116
upweight_A,0,0,A_shortcut_bit6,A_shortcut_bit6,0.9999999999892312
upweight_A,0,0,A_shortcut_bit6,surface_control_78,0.7295141777636904
upweight_A,0,0,A_shortcut_bit6,U_unrelated_xor910,0.5906493212888019
upweight_A,0,0,surface_control_78,A_bit0,-0.23797687748537616
upweight_A,0,0,surface_control_78,B_bit1,-0.5964283449750343
upweight_A,0,0,surface_control_78,C_xor23,-0.7361377461336235
upweight_A,0,0,surface_control_78,D_eq45,-0.2562566566289917
upweight_A,0,0,surface_control_78,AB_and,0.7156399197920992
upweight_A,0,0,surface_control_78,AC_xor,0.7577701084988365
upweight_A,0,0,surface_control_78,A_shortcut_bit6,0.7295141777636904
upweight_A,0,0,surface_control_78,surface_control_78,1.000000071187015
upweight_A,0,0,surface_control_78,U_unrelated_xor910,0.7358801873797928
upweight_A,0,0,U_unrelated_xor910,A_bit0,0.007955416298931596
upweight_A,0,0,U_unrelated_xor910,B_bit1,-0.6508060154702521
upweight_A,0,0,U_unrelated_xor910,C_xor23,-0.6018693093991643
upweight_A,0,0,U_unrelated_xor910,D_eq45,-0.3563928340494535
upweight_A,0,0,U_unrelated_xor910,AB_and,0.6101035890078944
upweight_A,0,0,U_unrelated_xor910,AC_xor,0.6104244487945211
upweight_A,0,0,U_unrelated_xor910,A_shortcut_bit6,0.5906493212888019
upweight_A,0,0,U_unrelated_xor910,surface_control_78,0.7358801873797928
upweight_A,0,0,U_unrelated_xor910,U_unrelated_xor910,1.000000177068277
upweight_A,0,1024,A_bit0,A_bit0,0.9999999381190192
upweight_A,0,1024,A_bit0,B_bit1,0.1120690686974911
upweight_A,0,1024,A_bit0,C_xor23,-0.15544974442195855
upweight_A,0,1024,A_bit0,D_eq45,-0.02045776025222296
upweight_A,0,1024,A_bit0,AB_and,0.2244845442178828
upweight_A,0,1024,A_bit0,AC_xor,0.17442971943605523
upweight_A,0,1024,A_bit0,A_shortcut_bit6,-0.17747658966227745
upweight_A,0,1024,A_bit0,surface_control_78,0.011724008989231146
upweight_A,0,1024,A_bit0,U_unrelated_xor910,-0.3123322374584542
upweight_A,0,1024,B_bit1,A_bit0,0.1120690686974911
upweight_A,0,1024,B_bit1,B_bit1,1.0000001175460294
upweight_A,0,1024,B_bit1,C_xor23,0.23344105780836444
upweight_A,0,1024,B_bit1,D_eq45,0.10319372269117597
upweight_A,0,1024,B_bit1,AB_and,0.5306338981008558
upweight_A,0,1024,B_bit1,AC_xor,0.2299703186245947
upweight_A,0,1024,B_bit1,A_shortcut_bit6,-0.11261466398456209
upweight_A,0,1024,B_bit1,surface_control_78,-0.18173709069417965
upweight_A,0,1024,B_bit1,U_unrelated_xor910,0.1747398653946049
upweight_A,0,1024,C_xor23,A_bit0,-0.15544974442195855
upweight_A,0,1024,C_xor23,B_bit1,0.23344105780836444
upweight_A,0,1024,C_xor23,C_xor23,1.0000001152602522
upweight_A,0,1024,C_xor23,D_eq45,-0.1359457969493926
upweight_A,0,1024,C_xor23,AB_and,0.4406814137905682
upweight_A,0,1024,C_xor23,AC_xor,0.29287474264466706
upweight_A,0,1024,C_xor23,A_shortcut_bit6,-0.13975749038967192
upweight_A,0,1024,C_xor23,surface_control_78,0.01463780771443089
upweight_A,0,1024,C_xor23,U_unrelated_xor910,0.12082812378378849
upweight_A,0,1024,D_eq45,A_bit0,-0.02045776025222296
upweight_A,0,1024,D_eq45,B_bit1,0.10319372269117597
upweight_A,0,1024,D_eq45,C_xor23,-0.1359457969493926
upweight_A,0,1024,D_eq45,D_eq45,1.0000000669926057
upweight_A,0,1024,D_eq45,AB_and,-0.03844838596898209
upweight_A,0,1024,D_eq45,AC_xor,0.022009154493250478
upweight_A,0,1024,D_eq45,A_shortcut_bit6,-0.17844072020018734
upweight_A,0,1024,D_eq45,surface_control_78,0.08017884854291066
upweight_A,0,1024,D_eq45,U_unrelated_xor910,0.3117624529186217
upweight_A,0,1024,AB_and,A_bit0,0.2244845442178828
upweight_A,0,1024,AB_and,B_bit1,0.5306338981008558
upweight_A,0,1024,AB_and,C_xor23,0.4406814137905682
upweight_A,0,1024,AB_and,D_eq45,-0.03844838596898209
upweight_A,0,1024,AB_and,AB_and,1.0000000685448969
upweight_A,0,1024,AB_and,AC_xor,0.6903890989221239
upweight_A,0,1024,AB_and,A_shortcut_bit6,-0.3175023740959661
upweight_A,0,1024,AB_and,surface_control_78,-0.16455670642205403
upweight_A,0,1024,AB_and,U_unrelated_xor910,0.2085381746565306
upweight_A,0,1024,AC_xor,A_bit0,0.17442971943605523
upweight_A,0,1024,AC_xor,B_bit1,0.2299703186245947
upweight_A,0,1024,AC_xor,C_xor23,0.29287474264466706
upweight_A,0,1024,AC_xor,D_eq45,0.022009154493250478
upweight_A,0,1024,AC_xor,AB_and,0.6903890989221239
upweight_A,0,1024,AC_xor,AC_xor,0.9999999999473188
upweight_A,0,1024,AC_xor,A_shortcut_bit6,-0.28555216532815125
upweight_A,0,1024,AC_xor,surface_control_78,-0.1518332960583583
upweight_A,0,1024,AC_xor,U_unrelated_xor910,0.2909669504417381
upweight_A,0,1024,A_shortcut_bit6,A_bit0,-0.17747658966227745
upweight_A,0,1024,A_shortcut_bit6,B_bit1,-0.11261466398456209
upweight_A,0,1024,A_shortcut_bit6,C_xor23,-0.13975749038967192
upweight_A,0,1024,A_shortcut_bit6,D_eq45,-0.17844072020018734
upweight_A,0,1024,A_shortcut_bit6,AB_and,-0.3175023740959661
upweight_A,0,1024,A_shortcut_bit6,AC_xor,-0.28555216532815125
upweight_A,0,1024,A_shortcut_bit6,A_shortcut_bit6,0.9999999280579408
upweight_A,0,1024,A_shortcut_bit6,surface_control_78,-0.019109521443676735
upweight_A,0,1024,A_shortcut_bit6,U_unrelated_xor910,-0.17081492211053373
upweight_A,0,1024,surface_control_78,A_bit0,0.011724008989231146
upweight_A,0,1024,surface_control_78,B_bit1,-0.18173709069417965
upweight_A,0,1024,surface_control_78,C_xor23,0.01463780771443089
upweight_A,0,1024,surface_control_78,D_eq45,0.08017884854291066
upweight_A,0,1024,surface_control_78,AB_and,-0.16455670642205403
upweight_A,0,1024,surface_control_78,AC_xor,-0.1518332960583583
upweight_A,0,1024,surface_control_78,A_shortcut_bit6,-0.019109521443676735
upweight_A,0,1024,surface_control_78,surface_control_78,1.0000000642784432
upweight_A,0,1024,surface_control_78,U_unrelated_xor910,0.1606943919695888
upweight_A,0,1024,U_unrelated_xor910,A_bit0,-0.3123322374584542
upweight_A,0,1024,U_unrelated_xor910,B_bit1,0.1747398653946049
upweight_A,0,1024,U_unrelated_xor910,C_xor23,0.12082812378378849
upweight_A,0,1024,U_unrelated_xor910,D_eq45,0.3117624529186217
upweight_A,0,1024,U_unrelated_xor910,AB_and,0.2085381746565306
upweight_A,0,1024,U_unrelated_xor910,AC_xor,0.2909669504417381
upweight_A,0,1024,U_unrelated_xor910,A_shortcut_bit6,-0.17081492211053373
upweight_A,0,1024,U_unrelated_xor910,surface_control_78,0.1606943919695888
upweight_A,0,1024,U_unrelated_xor910,U_unrelated_xor910,0.9999999387298435
upweight_U_matched,0,0,A_bit0,A_bit0,0.9999999999613176
upweight_U_matched,0,0,A_bit0,B_bit1,0.07572165329226371
upweight_U_matched,0,0,A_bit0,C_xor23,0.0646343883210397
upweight_U_matched,0,0,A_bit0,D_eq45,-0.07757434265137009
upweight_U_matched,0,0,A_bit0,AB_and,0.058378501687703185
upweight_U_matched,0,0,A_bit0,AC_xor,-0.16064496140177492
upweight_U_matched,0,0,A_bit0,A_shortcut_bit6,-0.1167458468941955
upweight_U_matched,0,0,A_bit0,surface_control_78,-0.23797687748537616
upweight_U_matched,0,0,A_bit0,U_unrelated_xor910,0.007955416298931596
upweight_U_matched,0,0,B_bit1,A_bit0,0.07572165329226371
upweight_U_matched,0,0,B_bit1,B_bit1,1.0000000747594038
upweight_U_matched,0,0,B_bit1,C_xor23,0.45752271032875436
upweight_U_matched,0,0,B_bit1,D_eq45,0.4304885107355306
upweight_U_matched,0,0,B_bit1,AB_and,-0.2804176493860702
upweight_U_matched,0,0,B_bit1,AC_xor,-0.3656603687343591
upweight_U_matched,0,0,B_bit1,A_shortcut_bit6,-0.47558610822557995
upweight_U_matched,0,0,B_bit1,surface_control_78,-0.5964283449750343
upweight_U_matched,0,0,B_bit1,U_unrelated_xor910,-0.6508060154702521
upweight_U_matched,0,0,C_xor23,A_bit0,0.0646343883210397
upweight_U_matched,0,0,C_xor23,B_bit1,0.45752271032875436
upweight_U_matched,0,0,C_xor23,C_xor23,1.0000000941705418
upweight_U_matched,0,0,C_xor23,D_eq45,0.2234244330122076
upweight_U_matched,0,0,C_xor23,AB_and,-0.6789456098783947
upweight_U_matched,0,0,C_xor23,AC_xor,-0.5637436312290092
upweight_U_matched,0,0,C_xor23,A_shortcut_bit6,-0.7013109770910918
upweight_U_matched,0,0,C_xor23,surface_control_78,-0.7361377461336235
upweight_U_matched,0,0,C_xor23,U_unrelated_xor910,-0.6018693093991643
upweight_U_matched,0,0,D_eq45,A_bit0,-0.07757434265137009
upweight_U_matched,0,0,D_eq45,B_bit1,0.4304885107355306
upweight_U_matched,0,0,D_eq45,C_xor23,0.2234244330122076
upweight_U_matched,0,0,D_eq45,D_eq45,0.9999998878884497
upweight_U_matched,0,0,D_eq45,AB_and,-0.17092810265473615
upweight_U_matched,0,0,D_eq45,AC_xor,-0.04025856917892819
upweight_U_matched,0,0,D_eq45,A_shortcut_bit6,0.059496769027679156
upweight_U_matched,0,0,D_eq45,surface_control_78,-0.2562566566289917
upweight_U_matched,0,0,D_eq45,U_unrelated_xor910,-0.3563928340494535
upweight_U_matched,0,0,AB_and,A_bit0,0.058378501687703185
upweight_U_matched,0,0,AB_and,B_bit1,-0.2804176493860702
upweight_U_matched,0,0,AB_and,C_xor23,-0.6789456098783947
upweight_U_matched,0,0,AB_and,D_eq45,-0.17092810265473615
upweight_U_matched,0,0,AB_and,AB_and,0.9999999212860218
upweight_U_matched,0,0,AB_and,AC_xor,0.5654580002931506
upweight_U_matched,0,0,AB_and,A_shortcut_bit6,0.6503682272899516
upweight_U_matched,0,0,AB_and,surface_control_78,0.7156399197920992
upweight_U_matched,0,0,AB_and,U_unrelated_xor910,0.6101035890078944
upweight_U_matched,0,0,AC_xor,A_bit0,-0.16064496140177492
upweight_U_matched,0,0,AC_xor,B_bit1,-0.3656603687343591
upweight_U_matched,0,0,AC_xor,C_xor23,-0.5637436312290092
upweight_U_matched,0,0,AC_xor,D_eq45,-0.04025856917892819
upweight_U_matched,0,0,AC_xor,AB_and,0.5654580002931506
upweight_U_matched,0,0,AC_xor,AC_xor,0.9999999999812548
upweight_U_matched,0,0,AC_xor,A_shortcut_bit6,0.5425116799413116
upweight_U_matched,0,0,AC_xor,surface_control_78,0.7577701084988365
upweight_U_matched,0,0,AC_xor,U_unrelated_xor910,0.6104244487945211
upweight_U_matched,0,0,A_shortcut_bit6,A_bit0,-0.1167458468941955
upweight_U_matched,0,0,A_shortcut_bit6,B_bit1,-0.47558610822557995
upweight_U_matched,0,0,A_shortcut_bit6,C_xor23,-0.7013109770910918
upweight_U_matched,0,0,A_shortcut_bit6,D_eq45,0.059496769027679156
upweight_U_matched,0,0,A_shortcut_bit6,AB_and,0.6503682272899516
upweight_U_matched,0,0,A_shortcut_bit6,AC_xor,0.5425116799413116
upweight_U_matched,0,0,A_shortcut_bit6,A_shortcut_bit6,0.9999999999892312
upweight_U_matched,0,0,A_shortcut_bit6,surface_control_78,0.7295141777636904
upweight_U_matched,0,0,A_shortcut_bit6,U_unrelated_xor910,0.5906493212888019
upweight_U_matched,0,0,surface_control_78,A_bit0,-0.23797687748537616
upweight_U_matched,0,0,surface_control_78,B_bit1,-0.5964283449750343
upweight_U_matched,0,0,surface_control_78,C_xor23,-0.7361377461336235
upweight_U_matched,0,0,surface_control_78,D_eq45,-0.2562566566289917
upweight_U_matched,0,0,surface_control_78,AB_and,0.7156399197920992
upweight_U_matched,0,0,surface_control_78,AC_xor,0.7577701084988365
upweight_U_matched,0,0,surface_control_78,A_shortcut_bit6,0.7295141777636904
upweight_U_matched,0,0,surface_control_78,surface_control_78,1.000000071187015
upweight_U_matched,0,0,surface_control_78,U_unrelated_xor910,0.7358801873797928
upweight_U_matched,0,0,U_unrelated_xor910,A_bit0,0.007955416298931596
upweight_U_matched,0,0,U_unrelated_xor910,B_bit1,-0.6508060154702521
upweight_U_matched,0,0,U_unrelated_xor910,C_xor23,-0.6018693093991643
upweight_U_matched,0,0,U_unrelated_xor910,D_eq45,-0.3563928340494535
upweight_U_matched,0,0,U_unrelated_xor910,AB_and,0.6101035890078944
upweight_U_matched,0,0,U_unrelated_xor910,AC_xor,0.6104244487945211
upweight_U_matched,0,0,U_unrelated_xor910,A_shortcut_bit6,0.5906493212888019
upweight_U_matched,0,0,U_unrelated_xor910,surface_control_78,0.7358801873797928
upweight_U_matched,0,0,U_unrelated_xor910,U_unrelated_xor910,1.000000177068277
upweight_U_matched,0,1024,A_bit0,A_bit0,1.0000000626493228
upweight_U_matched,0,1024,A_bit0,B_bit1,0.16177626674022766
upweight_U_matched,0,1024,A_bit0,C_xor23,-0.08360858490043944
upweight_U_matched,0,1024,A_bit0,D_eq45,-0.0014793258631157497
upweight_U_matched,0,1024,A_bit0,AB_and,0.31038864814960104
upweight_U_matched,0,1024,A_bit0,AC_xor,0.24162845692051893
