condition,seed,data_seen,task_i,task_j,linear_cka
baseline,0,2048,A_bit0,A_bit0,1.0
baseline,0,2048,A_bit0,B_bit1,0.9639217257499695
baseline,0,2048,A_bit0,C_xor23,0.946746826171875
baseline,0,2048,A_bit0,D_eq45,0.9703952670097351
baseline,0,2048,A_bit0,AB_and,0.978044867515564
baseline,0,2048,A_bit0,AC_xor,0.964934766292572
baseline,0,2048,A_bit0,A_shortcut_bit6,0.9708362221717834
baseline,0,2048,A_bit0,surface_control_78,0.9558088779449463
baseline,0,2048,A_bit0,U_unrelated_xor910,0.9515466690063477
baseline,0,2048,B_bit1,A_bit0,0.9639215469360352
baseline,0,2048,B_bit1,B_bit1,1.0
baseline,0,2048,B_bit1,C_xor23,0.9676065444946289
baseline,0,2048,B_bit1,D_eq45,0.9637092351913452
baseline,0,2048,B_bit1,AB_and,0.9679802656173706
baseline,0,2048,B_bit1,AC_xor,0.9715859889984131
baseline,0,2048,B_bit1,A_shortcut_bit6,0.9730565547943115
baseline,0,2048,B_bit1,surface_control_78,0.9615380764007568
baseline,0,2048,B_bit1,U_unrelated_xor910,0.970435619354248
baseline,0,2048,C_xor23,A_bit0,0.9467469453811646
baseline,0,2048,C_xor23,B_bit1,0.9676065444946289
baseline,0,2048,C_xor23,C_xor23,1.0
baseline,0,2048,C_xor23,D_eq45,0.9464524388313293
baseline,0,2048,C_xor23,AB_and,0.960394024848938
baseline,0,2048,C_xor23,AC_xor,0.9449199438095093
baseline,0,2048,C_xor23,A_shortcut_bit6,0.9551209807395935
baseline,0,2048,C_xor23,surface_control_78,0.9604475498199463
baseline,0,2048,C_xor23,U_unrelated_xor910,0.952569305896759
baseline,0,2048,D_eq45,A_bit0,0.9703953266143799
baseline,0,2048,D_eq45,B_bit1,0.9637092351913452
baseline,0,2048,D_eq45,C_xor23,0.9464525580406189
baseline,0,2048,D_eq45,D_eq45,1.0
baseline,0,2048,D_eq45,AB_and,0.9571822285652161
baseline,0,2048,D_eq45,AC_xor,0.9788435697555542
baseline,0,2048,D_eq45,A_shortcut_bit6,0.9711079597473145
baseline,0,2048,D_eq45,surface_control_78,0.9693434834480286
baseline,0,2048,D_eq45,U_unrelated_xor910,0.9574525356292725
baseline,0,2048,AB_and,A_bit0,0.9780452847480774
baseline,0,2048,AB_and,B_bit1,0.9679800868034363
baseline,0,2048,AB_and,C_xor23,0.960394024848938
baseline,0,2048,AB_and,D_eq45,0.957181990146637
baseline,0,2048,AB_and,AB_and,1.0
baseline,0,2048,AB_and,AC_xor,0.9533542394638062
