metric_family,threshold,n,acquisition_rate,mean_acquired_at,time_spearman_frequency,time_spearman_reference_learnability,time_spearman_formal_utility,final_spearman_frequency,final_spearman_reference_learnability,final_spearman_formal_utility
exact_match,0.2,125,0.32,20825.6,0.15018785229652767,0.39735970711951313,-0.13109470506889243,0.28272556760899953,-0.2186792963369687,0.08027601420446137
exact_match,0.5,125,0.32,102368.0,-0.09458786813290924,-0.21144622581553468,0.08741971069786043,0.28272556760899953,-0.2186792963369687,0.08027601420446137
exact_match,0.8,125,0.0,,,,,0.28272556760899953,-0.2186792963369687,0.08027601420446137
token_accuracy,0.5,125,0.672,54473.142857142855,0.2912684580614584,0.5101639869130594,0.03279231212375851,0.3341195055090639,-0.16575350368798672,0.07491226114814042
token_accuracy,0.7,125,0.6,66761.38666666667,0.18291535305392426,0.5427046760020848,0.1836606551516782,0.3341195055090639,-0.16575350368798672,0.07491226114814042
token_accuracy,0.85,125,0.32,32793.6,0.14846149779161805,0.17457431218879393,0.010798984943120777,0.3341195055090639,-0.16575350368798672,0.07491226114814042
