component,composite,unrelated_control,fake_component_control,surface_control,same_operation_control,different_operation_control
A04_reverse,C07_substitute_then_reverse_04_03,A07_reverse,K00_shortcut_for_A00_copy,S02_surface_rotate,A07_reverse,U02_unrelated_substitute
