condition,task_name,role,acquisition_rate,mean_censored_acquired_at,mean_final_metric,mean_censored_expected_direction_rate,mean_final_expected_direction_rate
baseline,A04_reverse,component,1.0,65382.4,0.8430013179779052,0.45714285714285713,0.5
baseline,C07_substitute_then_reverse_04_03,composite,1.0,64332.8,0.8434244990348816,0.45714285714285713,0.5
baseline,A07_reverse,unrelated_control,1.0,65024.0,0.8396484553813934,0.45714285714285713,0.5
baseline,U02_unrelated_substitute,different_operation_control,0.0,250112.0,0.2618164137005806,0.45714285714285713,0.5
baseline,K00_shortcut_for_A00_copy,fake_component_control,1.0,14105.6,0.9569987177848815,0.45714285714285713,0.5
baseline,S02_surface_rotate,surface_control,0.0,250112.0,0.4174153804779053,0.45714285714285713,0.5
corrupt_component_strong,A04_reverse,component,1.0,65382.4,0.838183605670929,0.45714285714285713,0.5
corrupt_component_strong,C07_substitute_then_reverse_04_03,composite,1.0,64512.0,0.8378255426883697,0.45714285714285713,0.5
corrupt_component_strong,A07_reverse,unrelated_control,1.0,64921.6,0.8376953363418579,0.45714285714285713,0.5
corrupt_component_strong,U02_unrelated_substitute,different_operation_control,0.0,250112.0,0.21468099877238273,0.45714285714285713,0.5
corrupt_component_strong,K00_shortcut_for_A00_copy,fake_component_control,1.0,14131.2,0.9622721552848816,0.45714285714285713,0.5
corrupt_component_strong,S02_surface_rotate,surface_control,0.0,250112.0,0.4088216215372086,0.45714285714285713,0.5
corrupt_different_operation_matched_strong,A04_reverse,component,1.0,63974.4,0.8561523497104645,0.45714285714285713,0.5
corrupt_different_operation_matched_strong,C07_substitute_then_reverse_04_03,composite,1.0,63974.4,0.8541992366313934,0.45714285714285713,0.5
corrupt_different_operation_matched_strong,A07_reverse,unrelated_control,1.0,63974.4,0.8563476800918579,0.45714285714285713,0.5
corrupt_different_operation_matched_strong,U02_unrelated_substitute,different_operation_control,0.0,250112.0,0.1599934972822666,0.45714285714285713,0.5
corrupt_different_operation_matched_strong,K00_shortcut_for_A00_copy,fake_component_control,1.0,14208.0,0.9470703303813934,0.45714285714285713,0.5
corrupt_different_operation_matched_strong,S02_surface_rotate,surface_control,0.0,250112.0,0.42949220538139343,0.45714285714285713,0.5
corrupt_same_operation_unrelated_strong,A04_reverse,component,1.0,64793.6,0.835742199420929,0.45714285714285713,0.5
corrupt_same_operation_unrelated_strong,C07_substitute_then_reverse_04_03,composite,1.0,65280.0,0.8370768368244171,0.45714285714285713,0.5
corrupt_same_operation_unrelated_strong,A07_reverse,unrelated_control,1.0,65382.4,0.8349609553813935,0.45714285714285713,0.5
corrupt_same_operation_unrelated_strong,U02_unrelated_substitute,different_operation_control,0.0,250112.0,0.2137044347822666,0.45714285714285713,0.5
corrupt_same_operation_unrelated_strong,K00_shortcut_for_A00_copy,fake_component_control,1.0,14310.4,0.9643880426883698,0.45714285714285713,0.5
corrupt_same_operation_unrelated_strong,S02_surface_rotate,surface_control,0.0,250112.0,0.4213541716337204,0.45714285714285713,0.5
delay_component_strong,A04_reverse,component,1.0,65280.0,0.8412109613418579,0.45714285714285713,0.5
delay_component_strong,C07_substitute_then_reverse_04_03,composite,1.0,65766.4,0.8434244990348816,0.45714285714285713,0.5
delay_component_strong,A07_reverse,unrelated_control,1.0,65356.8,0.840136730670929,0.45714285714285713,0.5
delay_component_strong,U02_unrelated_substitute,different_operation_control,0.0,250112.0,0.21458334103226662,0.45714285714285713,0.5
delay_component_strong,K00_shortcut_for_A00_copy,fake_component_control,1.0,14105.6,0.9594401299953461,0.45714285714285713,0.5
delay_component_strong,S02_surface_rotate,surface_control,0.0,250112.0,0.41236980855464933,0.45714285714285713,0.5
delay_different_operation_matched_strong,A04_reverse,component,1.0,62566.4,0.8476562678813935,0.45714285714285713,0.5
