condition,task_name,role,acquisition_rate,mean_censored_acquired_at,mean_final_metric,mean_censored_expected_direction_rate,mean_final_expected_direction_rate
delay_different_operation_matched_strong,C07_substitute_then_reverse_04_03,composite,1.0,62566.4,0.846093761920929,0.45714285714285713,0.5
delay_different_operation_matched_strong,A07_reverse,unrelated_control,1.0,63027.2,0.844791692495346,0.45714285714285713,0.5
delay_different_operation_matched_strong,U02_unrelated_substitute,different_operation_control,0.0,250112.0,0.2486979253590107,0.45714285714285713,0.5
delay_different_operation_matched_strong,K00_shortcut_for_A00_copy,fake_component_control,1.0,14105.6,0.9568359613418579,0.45714285714285713,0.5
delay_different_operation_matched_strong,S02_surface_rotate,surface_control,0.0,250112.0,0.43225912749767303,0.45714285714285713,0.5
delay_same_operation_unrelated_strong,A04_reverse,component,1.0,65280.0,0.8457356989383698,0.45714285714285713,0.5
delay_same_operation_unrelated_strong,C07_substitute_then_reverse_04_03,composite,1.0,65766.4,0.8461588799953461,0.45714285714285713,0.5
delay_same_operation_unrelated_strong,A07_reverse,unrelated_control,1.0,65766.4,0.8444010615348816,0.45714285714285713,0.5
delay_same_operation_unrelated_strong,U02_unrelated_substitute,different_operation_control,0.0,250112.0,0.2535156302154064,0.45714285714285713,0.5
delay_same_operation_unrelated_strong,K00_shortcut_for_A00_copy,fake_component_control,1.0,14105.6,0.9573893427848816,0.45714285714285713,0.5
delay_same_operation_unrelated_strong,S02_surface_rotate,surface_control,0.0,250112.0,0.43372396677732467,0.45714285714285713,0.5
pretrain_component,A04_reverse,component,1.0,0.0,0.8529948115348815,0.45714285714285713,0.5
pretrain_component,C07_substitute_then_reverse_04_03,composite,1.0,0.0,0.8515625178813935,0.45714285714285713,0.5
pretrain_component,A07_reverse,unrelated_control,1.0,0.0,0.8513346552848816,0.45714285714285713,0.5
pretrain_component,U02_unrelated_substitute,different_operation_control,0.0,250112.0,0.08932292014360428,0.45714285714285713,0.5
pretrain_component,K00_shortcut_for_A00_copy,fake_component_control,1.0,24678.4,0.9624349117279053,0.45714285714285713,0.5
pretrain_component,S02_surface_rotate,surface_control,0.0,250112.0,0.2864908933639526,0.45714285714285713,0.5
pretrain_different_operation_matched,A04_reverse,component,1.0,85632.0,0.845898449420929,0.45714285714285713,0.5
pretrain_different_operation_matched,C07_substitute_then_reverse_04_03,composite,1.0,86144.0,0.8447265923023224,0.45714285714285713,0.5
pretrain_different_operation_matched,A07_reverse,unrelated_control,1.0,86169.6,0.8452799677848816,0.45714285714285713,0.5
pretrain_different_operation_matched,U02_unrelated_substitute,different_operation_control,1.0,0.0,0.12184245213866234,0.45714285714285713,0.5
pretrain_different_operation_matched,K00_shortcut_for_A00_copy,fake_component_control,1.0,11801.6,0.9584635555744171,0.45714285714285713,0.5
pretrain_different_operation_matched,S02_surface_rotate,surface_control,0.1,246860.8,0.4350260585546494,0.45714285714285713,0.5
pretrain_same_operation_unrelated,A04_reverse,component,1.0,0.0,0.8529948115348815,0.45714285714285713,0.5
pretrain_same_operation_unrelated,C07_substitute_then_reverse_04_03,composite,1.0,0.0,0.8515625178813935,0.45714285714285713,0.5
pretrain_same_operation_unrelated,A07_reverse,unrelated_control,1.0,0.0,0.8513346552848816,0.45714285714285713,0.5
pretrain_same_operation_unrelated,U02_unrelated_substitute,different_operation_control,0.0,250112.0,0.08932292014360428,0.45714285714285713,0.5
pretrain_same_operation_unrelated,K00_shortcut_for_A00_copy,fake_component_control,1.0,24678.4,0.9624349117279053,0.45714285714285713,0.5
pretrain_same_operation_unrelated,S02_surface_rotate,surface_control,0.0,250112.0,0.2864908933639526,0.45714285714285713,0.5
