n_rows,design_condition_number,vif_frequency,vif_reference_learnability,vif_formal_utility,pearson_frequency__reference_learnability,spearman_frequency__reference_learnability,binned_mi_frequency__reference_learnability,pearson_frequency__formal_utility,spearman_frequency__formal_utility,binned_mi_frequency__formal_utility,pearson_reference_learnability__formal_utility,spearman_reference_learnability__formal_utility,binned_mi_reference_learnability__formal_utility,n_tasks,n_atomic,n_composite,n_controls,frequency_sum,utility_nonzero_rate,attempts_used,passed
34.0,1.2634974776390133,1.0240516817338343,1.0426271680277988,1.0523711910875195,-0.09589935258447298,-0.14580461317756285,0.05401058403341996,0.1355383524993818,0.3436254001058954,0.11402514420985732,-0.1893657621537688,-0.24661617332558775,0.06091974596385632,34.0,12.0,10.0,12.0,1.0,0.3235294117647059,1.0,True
