condition,seed,data_seen,task_i,task_j,linear_cka
baseline,0,120320,A00_not_bit_2,A00_not_bit_2,1.0
baseline,0,120320,A00_not_bit_2,A01_and_bits_22_6,0.3394058048725128
baseline,0,120320,A00_not_bit_2,A02_xor2_43_17,0.5483843088150024
baseline,0,120320,A00_not_bit_2,A03_xor2_28_45,0.6146711111068726
baseline,0,120320,A00_not_bit_2,A04_eq2_33_14,0.5658193230628967
baseline,0,120320,A00_not_bit_2,A05_xor2_4_44,0.5918545126914978
baseline,0,120320,A00_not_bit_2,A06_not_bit_23,0.4540213346481323
baseline,0,120320,A00_not_bit_2,A07_xor2_23_17,0.6045591831207275
baseline,0,120320,A00_not_bit_2,A08_eq2_10_9,0.6043209433555603
baseline,0,120320,A00_not_bit_2,A09_not_bit_25,0.4074699282646179
baseline,0,120320,A00_not_bit_2,A10_eq2_27_25,0.5552211403846741
baseline,0,120320,A00_not_bit_2,A11_not_bit_12,0.13783110678195953
baseline,0,120320,A00_not_bit_2,C00_and_07_05,0.5893223285675049
baseline,0,120320,A00_not_bit_2,C01_or_07_11,0.15174849331378937
baseline,0,120320,A00_not_bit_2,C02_and_04_02,0.5879693627357483
baseline,0,120320,A00_not_bit_2,C03_or_04_09,0.3852449059486389
baseline,0,120320,A00_not_bit_2,C04_or_10_09,0.41827502846717834
baseline,0,120320,A00_not_bit_2,C05_or_10_07,0.6557390093803406
baseline,0,120320,A00_not_bit_2,C06_or_06_10,0.5732466578483582
baseline,0,120320,A00_not_bit_2,C07_or_01_03,0.7277742028236389
baseline,0,120320,A00_not_bit_2,C08_and_07_08,0.5771632194519043
baseline,0,120320,A00_not_bit_2,C09_and_08_09,0.4240560233592987
baseline,0,120320,A00_not_bit_2,K00_shortcut_for_11_bit26,0.5594580173492432
baseline,0,120320,A00_not_bit_2,K01_shortcut_for_02_bit28,0.2853839695453644
baseline,0,120320,A00_not_bit_2,K02_shortcut_for_06_bit29,0.3606001138687134
baseline,0,120320,A00_not_bit_2,K03_shortcut_for_07_bit36,0.17134222388267517
baseline,0,120320,A00_not_bit_2,S00_surface_xor_35_8,0.6081406474113464
baseline,0,120320,A00_not_bit_2,S01_surface_xor_11_13,0.578504741191864
baseline,0,120320,A00_not_bit_2,S02_surface_xor_39_21,0.5551937818527222
baseline,0,120320,A00_not_bit_2,S03_surface_xor_34_38,0.5935466885566711
baseline,0,120320,A00_not_bit_2,U00_and_bits_23_2,0.4222974181175232
baseline,0,120320,A00_not_bit_2,U01_eq2_25_45,0.6143919229507446
baseline,0,120320,A00_not_bit_2,U02_xor2_35_36,0.5644561052322388
baseline,0,120320,A00_not_bit_2,U03_and_bits_31_29,0.6324014067649841
baseline,0,120320,A01_and_bits_22_6,A00_not_bit_2,0.3394058346748352
baseline,0,120320,A01_and_bits_22_6,A01_and_bits_22_6,1.0
baseline,0,120320,A01_and_bits_22_6,A02_xor2_43_17,0.2668267786502838
baseline,0,120320,A01_and_bits_22_6,A03_xor2_28_45,0.30723509192466736
baseline,0,120320,A01_and_bits_22_6,A04_eq2_33_14,0.3354373872280121
baseline,0,120320,A01_and_bits_22_6,A05_xor2_4_44,0.375912070274353
baseline,0,120320,A01_and_bits_22_6,A06_not_bit_23,0.18204131722450256
baseline,0,120320,A01_and_bits_22_6,A07_xor2_23_17,0.3403858244419098
baseline,0,120320,A01_and_bits_22_6,A08_eq2_10_9,0.35881853103637695
baseline,0,120320,A01_and_bits_22_6,A09_not_bit_25,0.1706734448671341
baseline,0,120320,A01_and_bits_22_6,A10_eq2_27_25,0.21429969370365143
baseline,0,120320,A01_and_bits_22_6,A11_not_bit_12,0.12260240316390991
